회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율.1,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
(주)서연탑메탈,19770,11-Dec,45.3,-95.53,-97.31,-92.86,-98.38,-90.77,,12.99,8.47,20.78,18.48,10.68,14.65,,,,,,,,,252.0,244.48,59.96,41.86,4.24,22.59,4.66,157.35,70.49,6.01,67.26,69.33,177.04,0.0,39.03,29.51,70.49,2.98,4.95,41.82,87111.9,83237.4,373520.0,0.0,131.52,0.31,1.38,0.21,0.0,0.0,0.0,0.0,  특수 목적용 기계 제조업
(주)서울리거,43710,11-Dec,11111111.11,-92.23,-98.32,-86.33,-90.28,-85.96,,9.04,-5.43,-12.64,2.14,1.38,-8.46,2.33,21.76,4.21,20.6,12.47,2.33,4.71,1.79,377.17,357.77,171.29,29.07,0.16,-66.79,-8.69,-9689.68,77.48,0.2,79.74,84.06,224.58,0.0,28.77,22.52,77.48,5.15,7.0,61.78,56881.55,53658.0,552079.55,0.0,130.37,0.13,1.38,0.08,-47.62,0.15,,30909.0,  기타 전문 도매업
(주)서울제약,18680,11-Dec,2.73,-100.0,-100.0,-100.0,-100.0,-100.0,,56.6,3.04,6.7,4.63,4.3,3.27,2.2,4.18,3.27,2.44,12.32,2.2,2.1,,181.24,133.89,24.8,109.43,35.22,15.8,8.04,23.45,47.75,73.76,32.24,43.64,381.96,37.09,50.43,52.25,47.75,26.13,58.29,19.56,102145.11,22987.57,229502.12,0.0,65.7,0.29,2.92,0.28,8.14,0.51,106000.0,224793.0,  의약품 제조업
(주)서원,21050,11-Dec,0.95,253.55,28.96,398.33,673.23,255.96,-142.63,3.38,-0.67,-0.88,2.44,1.23,-1.32,5.07,7.16,6.89,8.02,47.22,5.07,3.25,3.34,111.08,58.34,5.83,174.98,53.69,-10.83,-3.78,-12.83,36.37,147.63,30.37,57.82,546.84,84.27,143.15,63.63,36.37,47.48,476.11,5.77,396330.16,145697.12,2209057.16,0.0,22.63,0.04,0.62,0.02,23.94,0.06,0.0,265925.0,  금속 주조업
(주)서진오토모티브,122690,11-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,-77.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  자동차 신품 부품 제조업
(주)서희건설,35890,11-Dec,0.76,10.9,-93.08,114.98,-88.89,-29.56,-114.3,6.85,-0.55,-2.63,1.64,1.47,-0.62,4.49,15.05,2038.24,28.91,5.28,4.49,1.49,1.57,119.69,116.4,12.3,239.21,21.15,-3.23,-1.86,-10.78,29.48,71.74,70.37,72.36,0.35,65.12,205.07,70.52,29.48,2.75,16.74,11.9,5051.25,19285.67,659501.98,0.0,218.58,0.02,0.57,0.01,-2.05,0.82,0.0,8246404.0,  건물 건설업
(주)선앤엘,2820,11-Dec,2.31,-30.25,-43.6,324.17,52170.64,-11.17,16.72,9.14,1.76,2.2,2.08,2.94,1.24,1.25,6.36,5.19,1.4,8.19,1.25,1.62,1.62,129.46,99.55,31.23,81.59,29.12,2.23,1.47,3.44,55.07,52.88,35.88,46.66,147.79,86.57,65.45,44.93,55.07,23.11,101.53,10.62,487158.5,369065.0,1014753.49,0.0,25.55,0.12,0.34,0.18,-2.59,0.0,0.0,0.0,  나무제품 제조업
(주)성광벤드,14620,11-Dec,22.95,-54.38,-53.46,-37.25,54.19,-3.28,21.38,20.99,8.88,7.62,8.29,12.7,5.79,0.89,1.27,4.0,1.66,8.34,0.89,2.43,1.1,325.12,104.67,4.85,39.99,11.32,-0.64,-0.3,-1.61,71.43,15.85,19.83,61.59,210.3,58.74,26.52,28.57,71.43,67.81,97.93,42.65,474246.56,93479.55,1277998.69,0.0,39.06,0.14,1.98,0.23,5.09,0.0,86185.0,0.0,  1차 철강 제조업
(주)성안,11300,11-Dec,2.1,-40.81,330.22,-61.06,-39.79,-28.4,,14.5,1.78,4.81,6.38,6.83,1.66,2.93,4.51,6.58,2.12,8.83,2.93,1.37,2.07,105.94,61.92,15.29,208.84,49.1,14.05,10.25,19.35,32.38,151.63,27.07,46.31,102.99,60.11,135.01,67.62,32.38,41.54,741.52,2.59,687831.46,455352.29,1601457.81,0.0,42.23,0.18,0.64,0.2,-7.69,0.34,0.0,299092.0,  직물직조 및 직물제품 제조업
(주)성창오토텍,80470,11-Dec,31.8,-98.49,-99.59,-97.35,-99.33,-97.54,-84.88,17.72,7.73,14.63,10.61,8.65,9.49,1.89,20.54,2.74,7.39,5.45,1.89,3.49,1.67,219.06,202.55,28.73,60.86,0.0,0.83,0.28,0.0,62.17,0.0,69.38,75.03,186.85,0.0,55.1,37.83,62.17,7.54,13.87,40.78,54467.7,25799.45,380745.48,0.0,140.39,0.2,2.96,0.18,30.48,0.89,0.0,513796.0,  자동차 신품 부품 제조업
(주)세동,53060,11-Dec,0.6,-63.53,-64.07,-68.18,-60.78,-83.63,-99.27,4.99,0.17,0.65,1.05,0.84,0.21,3.76,17.36,6.95,2.62,5.31,3.76,1.88,3.25,64.58,50.91,11.08,231.32,35.69,8.13,4.64,15.9,30.18,118.26,28.9,36.66,68.88,73.95,188.09,69.82,30.18,21.16,0.0,-20.11,116144.51,85370.48,249284.95,0.0,54.37,0.25,0.74,0.21,5.96,0.0,0.0,0.0,  자동차 신품 부품 제조업
(주)세원물산,24830,11-Dec,7.3,-100.0,-100.0,-100.0,-100.0,-100.0,11.35,13.91,9.6,6.93,4.34,10.99,3.79,0.72,12.79,4.26,1.64,4.66,0.72,0.87,,136.93,130.32,4.8,87.25,27.24,12.07,15.23,20.65,53.4,51.0,52.81,55.49,107.94,94.66,75.88,46.6,53.4,4.82,17.89,14.96,141637.26,168358.36,665581.81,0.0,57.41,0.12,0.48,0.33,5.96,0.0,0.0,0.0,  자동차 신품 부품 제조업
(주)세원정공,21820,11-Jun,44.1,-27.85,-81.89,49.41,-92.3,-15.33,328.07,19.88,17.73,20.0,11.87,19.76,10.65,1.16,9.95,6.08,1.4,5.71,1.16,1.25,1.28,235.2,211.36,24.81,42.72,11.75,64.13,23.95,163.37,70.07,16.77,44.29,49.29,116.03,58.1,29.91,29.93,70.07,10.14,17.63,28.33,370987.09,332146.8,1297439.29,0.0,91.23,0.26,1.02,0.33,1.57,0.0,0.0,0.0,  자동차 신품 부품 제조업
(주)세진티에스,67770,11-Dec,11111111.11,-82.18,-89.86,-67.56,-94.51,-62.41,-53.22,7.71,1.74,2.35,2.38,2.02,2.05,1.38,20.19,5.66,3.7,9.8,1.38,8.1,1.82,383.13,348.9,47.33,19.32,0.0,3.73,0.53,0.0,83.81,0.0,55.93,61.42,194.9,0.0,19.13,16.19,83.81,8.94,12.09,45.39,243119.05,110268.2,693472.73,0.0,45.94,0.16,1.01,0.14,-16.67,0.51,0.0,234453.0,  전자부품 제조업
(주)세토피아,222810,15-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  소프트웨어 개발 및 공급업
(주)센트럴인사이트,12600,11-Dec,-15.07,-17.42,-58.28,35.08,38.56,-14.12,-882.35,30.78,-34.9,-48.05,-18.71,-31.65,-20.63,1.17,4.32,7.47,2.47,21.11,1.17,1.22,1.17,110.07,85.29,28.83,131.58,37.54,-15.1,-14.52,-22.86,43.18,86.93,39.41,50.87,186.52,77.5,107.02,56.82,43.18,22.52,246.03,4.66,235578.83,549.41,996898.37,0.0,-18.22,-0.04,-78.12,-0.07,-26.42,6.9,0.0,6705094.0,  일반 목적용 기계 제조업
(주)셀루메드,49180,11-Dec,-5.37,56.01,-20.9,155.45,106.62,357.44,,47.09,-51.4,-53.2,-15.81,-35.31,-23.02,0.93,0.9,1.47,2.52,17.33,0.93,0.75,0.72,97.1,57.86,5.09,149.56,41.8,1.91,2.56,2.74,40.07,104.32,33.13,55.6,984.2,98.95,142.91,59.93,40.07,40.41,0.0,-1.66,182666.2,121798.92,1042718.75,0.0,-32.64,-0.06,-0.49,-0.13,-15.56,0.48,5590959.0,126916.0,  기초 의약물질 및 생물학적 제제 제조업
(주)셀리드,299660,17-Dec,-1249.1,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  자연과학 및 공학 연구개발업
(주)셀바스에이아이,108860,11-Dec,7.36,-0.99,266.65,-74.33,,-4.6,-92.14,61.78,4.95,3.46,1.19,2.15,2.75,0.72,23.35,3.29,2.77,1063.51,0.72,2.42,1.46,265.95,264.57,35.81,18.86,1.26,20.04,6.25,252.32,84.13,1.5,29.26,29.42,0.0,8.47,13.15,15.87,84.13,0.52,0.83,18.36,49268.14,0.0,270938.02,0.0,167.56,0.3,,0.6,0.0,0.0,0.0,0.0,  소프트웨어 개발 및 공급업
(주)셀바스헬스케어,208370,14-Dec,6.17,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  의료용 기기 제조업
(주)셀트리온제약,68760,11-Dec,9.86,-94.4,-94.68,-94.33,-83.76,-95.54,-98.86,68.12,7.39,2.73,3.55,15.09,1.74,0.37,0.44,1.93,1.24,2.12,0.37,0.65,0.5,186.42,94.73,6.79,68.46,16.6,-4.42,-8.35,-10.83,59.36,27.96,23.81,46.86,72.98,8.67,42.34,40.64,59.36,49.18,106.1,21.72,124691.96,32667.44,1054045.28,0.0,82.05,0.1,3.13,0.45,-10.87,5.63,0.0,2378389.0,  의약품 제조업
(주)셀피글로벌,68940,11-Dec,20.86,-100.0,-100.0,-100.0,-100.0,-100.0,-82.9,31.4,15.42,28.11,24.15,19.61,18.98,1.82,4.3,10.98,5.68,76.09,1.82,3.79,,284.19,199.67,87.77,45.79,18.34,57.38,16.18,98.28,68.59,26.74,45.9,65.33,869.32,71.01,33.52,31.41,68.59,29.74,45.89,42.35,67420.69,116381.4,306820.87,0.0,170.4,0.37,0.99,0.34,-3.33,0.52,48000.0,206976.0,  전자부품 제조업
(주)손오공,66910,11-Dec,1.07,41.33,3113.06,1.01,903.55,1.86,-99.88,27.43,0.02,0.04,2.94,3.14,0.02,2.3,2.52,2.38,4.14,12.42,2.3,1.58,1.47,137.07,82.94,17.1,158.41,45.46,6.38,4.41,8.61,38.7,117.46,40.32,66.64,342.39,72.1,125.63,61.3,38.7,39.49,146.03,18.02,128006.12,4013.26,613669.86,0.0,78.24,0.16,24.96,0.18,-2.16,0.0,,0.0,  기타 전문 도매업
(주)솔고바이오메디칼,43100,11-Dec,-2.22,33.39,16.17,8.02,0.24,68.34,,31.15,-16.93,-14.15,-4.12,-8.74,-7.97,0.86,1.28,2.51,1.74,9.2,0.86,1.04,0.92,147.61,72.88,18.02,80.61,30.12,-1.93,-1.78,-2.86,55.37,54.4,25.64,51.93,317.73,90.69,63.54,44.63,55.37,50.63,156.97,16.75,113583.73,85239.36,422156.52,0.0,30.01,0.08,0.4,0.17,0.57,1.93,559283.0,559284.0,  의료용 기기 제조업
(주)솔루에타,154040,13-Dec,20.51,51.94,-3.59,98.16,28.34,87.91,,32.92,17.43,45.67,34.48,22.46,26.76,,,,,,,,,340.63,263.57,78.99,37.61,10.47,26.57,6.22,69.33,72.67,14.41,60.3,77.92,251.33,62.89,31.48,27.33,72.67,22.62,32.02,55.05,79496.88,55168.65,395286.49,0.0,192.87,0.39,2.78,0.33,0.0,3.02,0.0,3020638.0,  전자부품 제조업
(주)스마트솔루션즈,136510,11-Dec,2095.51,-100.0,-100.0,-100.0,-100.0,-100.0,-72.42,53.22,29.46,18.49,18.03,31.85,16.68,,,,,,,,,3213.42,2669.03,926.0,3.68,0.13,59.07,4.51,1575.05,96.45,0.14,70.04,84.33,5350.91,36.36,2.72,3.55,96.45,16.94,17.49,81.7,43265.64,3629.8,508752.18,0.0,294.11,0.25,35.06,0.54,0.0,1.86,799477.0,246593.0,  특수 목적용 기계 제조업
(주)스맥,99440,11-Dec,3.09,-100.0,-100.0,-100.0,-100.0,-100.0,,14.92,2.94,10.92,4.74,3.79,3.68,3.72,3.77,6.03,5.9,4.97,3.72,1.89,,117.8,65.52,9.22,165.53,30.83,1.3,0.76,2.64,37.66,81.87,33.79,60.76,92.98,68.61,136.95,62.34,37.66,44.38,293.71,9.18,63807.18,24528.09,572452.77,0.0,132.46,0.15,3.45,0.14,126.67,1.83,3404213.0,2273114.0,  특수 목적용 기계 제조업
(주)스카이문스테크놀로지,33790,11-Dec,-2052578.0,-100.0,-100.0,-100.0,-100.0,-100.0,,10.44,0.74,0.75,-2.18,-2.49,0.65,1.01,5.61,12.13,10.26,8.4,1.01,6.6,,863.87,759.6,279.43,11.42,0.0,80.02,9.08,0.0,89.75,0.0,71.34,81.13,97.36,0.0,10.46,10.25,89.75,12.07,13.65,71.74,48850.0,48423.23,560592.52,0.0,65.37,0.06,0.66,0.06,-8.77,3.88,0.0,1022113.0,  통신 및 방송 장비 제조업
(주)스킨앤스킨,159910,12-Dec,83.42,64.88,79.76,59.09,117.56,62.93,0.0,52.84,28.18,18.09,12.75,27.06,13.28,,,,,,,,,524.66,481.23,328.78,36.26,20.88,66.37,37.49,84.59,73.39,28.45,43.12,47.01,616.3,24.49,12.21,26.61,73.39,8.28,10.23,38.05,181013.25,45500.88,693722.12,0.0,84.16,0.22,3.35,0.47,0.0,9.03,488647.0,1888542.0,  기타 화학제품 제조업
(주)스타플렉스,115570,11-Dec,-1.11,261.35,1376.89,180.8,1286.77,83.48,,3.34,-3.75,-5.38,-2.2,-1.69,-4.88,2.83,9.63,8.62,2.35,15.57,2.83,2.41,3.81,73.69,44.09,6.04,168.74,44.59,-7.82,-4.4,-11.01,37.21,119.85,24.48,40.9,192.01,89.04,149.17,62.79,37.21,40.16,0.0,-14.6,382822.43,147018.84,852871.75,0.0,23.31,0.1,0.61,0.09,-6.81,0.23,0.0,201130.0,  플라스틱제품 제조업
(주)스튜디오산타클로스엔터테인먼트,204630,14-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  창작 및 예술관련 서비스업
(주)시너지이노베이션,48870,11-Dec,-0.98,-18.81,-78.89,-20.49,3823.66,-34.39,-165.86,22.83,-23.79,-14.41,-1.68,-4.99,-8.02,0.59,6.62,5.62,7.0,9.05,0.59,0.84,0.78,136.89,122.37,14.5,77.3,33.72,-6.09,-7.88,-7.87,56.4,59.78,41.8,46.76,161.08,77.51,60.56,43.6,56.4,10.61,39.36,12.6,37072.63,0.0,840205.8,0.0,142.95,0.06,,0.19,-12.79,7.18,8685580.0,3064457.0,  의료용 기기 제조업
(주)시티랩스,139050,11-Dec,8.98,-100.0,-100.0,-100.0,-100.0,-100.0,115.92,20.84,4.78,9.33,7.37,5.51,6.39,,,,,,,,,286.03,278.87,12.37,24.53,0.0,0.92,0.15,0.0,80.3,0.0,52.6,53.95,271.31,0.0,23.49,19.7,80.3,2.5,3.84,35.09,37921.57,429.99,144965.52,0.0,130.88,0.34,115.42,0.29,0.0,5.28,181712.0,1736002.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)신성이엔지,11930,11-Dec,-1.67,-100.0,-100.0,-100.0,-100.0,-100.0,-23.3,-9.3,-16.99,-21.69,-5.25,-11.45,-7.78,1.28,7.83,5.42,1.14,12.13,1.28,0.71,,44.88,29.3,3.1,173.86,54.87,1.81,2.47,2.1,36.51,150.27,12.46,19.09,290.9,63.54,116.5,63.49,36.51,34.72,0.0,-23.45,406301.69,257540.36,1010270.27,0.0,7.55,0.03,0.12,0.07,17.43,0.09,0.0,180183.0,  반도체 제조업
(주)신원,9270,11-Dec,0.22,18.05,248.39,46.61,129.75,-38.3,-88.23,34.24,0.06,0.22,0.27,0.2,0.09,2.71,3.1,9.15,3.8,12.35,2.71,2.77,2.61,132.48,55.12,8.4,111.99,31.28,-5.75,-2.33,-9.71,47.17,66.31,22.19,53.34,117.11,73.37,85.35,52.83,47.17,58.39,238.17,13.08,252390.37,51817.28,707713.98,0.0,24.54,0.09,1.2,0.07,3.57,0.03,0.0,154944.0,  봉제의복 제조업
(주)신화다이나믹스,1770,11-Dec,1.69,89.6,990.93,46.04,,-13.86,0.0,7.52,0.85,2.06,4.16,4.05,0.88,2.42,3.82,2.41,4.91,7.05,2.42,1.79,,132.46,85.21,5.75,128.87,40.63,-12.61,-6.77,-17.47,43.69,92.98,47.18,73.35,299.74,0.0,126.74,56.31,43.69,35.67,145.57,17.97,223445.38,139471.66,1069464.0,0.0,47.85,0.1,0.77,0.1,2.41,0.0,,0.0,  1차 철강 제조업
(주)신화콘텍,187270,14-Dec,17.71,-17.96,73.01,-40.64,-69.21,7.27,-37.66,25.38,12.95,27.09,19.52,16.25,15.56,,,,,,,,,224.85,184.51,97.06,46.17,18.79,44.3,13.97,74.46,68.41,27.47,41.61,50.7,233.54,55.59,32.96,31.59,68.41,17.94,32.31,28.15,181758.22,73628.32,401339.19,0.0,71.8,0.33,1.77,0.32,0.0,1.33,0.0,709267.0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)싸이토젠,217330,18-Dec,-300.72,-100.0,-100.0,-100.0,-100.0,-100.0,250.47,25.47,-212.09,-19.42,-18.05,-212.97,-17.98,,,,,,,,,4137.65,4137.65,428.67,3.23,0.0,-347.78,-201.92,0.0,96.87,0.0,88.77,88.77,587.55,0.0,2.21,3.13,96.87,0.0,0.0,86.63,53659.63,0.0,842699.59,-0.01,-8.8,-0.01,,-0.1,0.0,14.74,0.0,180672.0,  자연과학 및 공학 연구개발업
(주)쌍방울,102280,11-Dec,4.38,498.37,368.26,496.15,,309.79,-45.59,27.66,3.81,8.59,6.41,5.04,4.84,2.26,2.52,5.94,4.31,18.47,2.26,2.92,1.94,183.22,74.21,12.59,70.71,24.67,17.88,5.86,30.02,58.58,42.11,27.11,66.93,221.82,93.36,62.36,41.42,58.58,59.5,130.99,30.4,83058.04,126943.98,293160.49,0.0,62.66,0.18,0.41,0.14,23.99,0.1,0.0,150172.0,  봉제의복 제조업
(주)썸에이지,208640,14-Dec,-1.82,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  소프트웨어 개발 및 공급업
(주)쎄노텍,222420,15-Dec,7.38,-100.0,-100.0,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  기타 비금속 광물제품 제조업
(주)쎌마테라퓨틱스,15540,11-Dec,-6.83,-81.41,-87.4,-81.58,-42.07,-78.57,-171.68,0.57,-3.46,-38.19,-27.7,-3.26,-29.46,9.7,74.3,972.39,64.0,1612.41,9.7,16.99,10.89,256.5,199.05,5.22,29.63,1.34,-89.97,-2.42,-1534.35,77.14,1.74,40.59,52.31,0.0,0.0,26.44,22.86,77.14,22.4,36.71,31.92,170908.0,88031.47,1193818.73,0.0,-126.27,-0.18,-2.45,-0.02,-21.05,6.37,0.0,391562.0,  기타 사업지원 서비스업
(주)쏠리드,50890,11-Dec,-1.35,37.87,-44.81,1.38,527.06,-53.11,-129.33,23.68,-3.32,-4.79,-2.48,-5.26,-1.57,1.18,2.91,2.52,2.48,3.6,1.18,0.79,0.99,101.42,73.55,1.99,207.33,47.14,-6.49,-10.23,-9.29,32.54,144.87,34.1,47.02,133.46,58.98,142.5,67.46,32.54,27.47,1967.09,0.66,129240.23,3518.76,969568.71,0.0,58.52,0.08,21.49,0.18,4.05,0.0,2492698.0,0.0,  통신 및 방송 장비 제조업
(주)씨아이테크,4920,11-Dec,-37.97,-100.0,-100.0,-100.0,,-100.0,,3.8,-41.99,-11.41,-8.05,-32.38,-10.44,0.27,3274.42,1.45,0.52,6.56,0.27,2.92,,387.93,387.93,11.38,10.83,6.63,-123.91,-46.56,-182.54,90.23,7.35,36.54,36.54,669.8,0.0,10.44,9.77,90.23,0.0,0.0,27.12,1285218.33,132303.44,2690346.33,0.0,-13.53,-0.06,-1.31,-0.25,0.0,0.04,,2342.0,  그 외 기타 제품 제조업
(주)씨에스,65770,11-Dec,-1.31,65.32,238.64,128.87,5.23,33.79,,34.4,-4.34,-12.22,-2.92,-4.41,-2.88,1.39,5.45,6.85,1.98,17.46,1.39,1.27,1.45,126.98,101.1,13.44,121.44,43.92,-19.48,-16.48,-24.33,45.16,97.25,35.56,44.66,372.27,60.57,77.89,54.84,45.16,20.38,95.92,9.49,269978.03,30577.87,747863.45,0.0,29.41,0.11,2.6,0.16,6.9,15.88,0.0,7208274.0,  통신 및 방송 장비 제조업
(주)씨에스에이코스믹,83660,11-Dec,-2.27,27.95,133.07,-0.63,-22.18,-26.34,,18.22,-10.57,-20.54,-5.37,-5.29,-10.72,1.94,10.94,2.42,5.31,10.08,1.94,2.13,1.62,143.7,124.46,7.64,117.05,34.52,-16.49,-9.03,-25.77,46.07,74.92,54.01,62.37,341.06,73.4,94.2,53.93,46.07,13.39,44.04,18.97,57098.56,47975.12,322118.69,0.0,94.24,0.17,1.12,0.17,-5.26,4.48,0.0,1523049.0,  기타 화학제품 제조업
(주)씨엔플러스,115530,11-Dec,31.87,89.7,448.79,4.8,-79.47,100.22,,22.63,11.82,29.14,15.09,13.39,13.33,,,,,,,,,125.87,115.58,29.97,90.55,24.7,31.36,16.94,60.33,52.48,47.06,36.52,39.78,124.38,40.92,60.22,47.52,52.48,8.18,39.79,8.18,115922.74,105037.61,362024.75,0.0,87.69,0.28,0.97,0.32,0.0,3.29,1402100.0,1770363.0,  전자부품 제조업
(주)씨유메디칼시스템,115480,11-Dec,56.22,-100.0,-100.0,-100.0,-100.0,-100.0,,57.79,26.8,22.64,22.43,33.22,18.09,,,,,,,,,822.18,702.46,268.77,19.24,9.86,20.36,5.97,33.33,83.86,11.76,61.55,72.04,2419.06,43.66,10.45,16.14,83.86,14.56,16.58,63.28,63937.55,27965.37,339842.22,0.0,165.43,0.31,3.78,0.57,0.0,2.59,1125093.0,597023.0,  의료용 기기 제조업
(주)씨티씨바이오,60590,11-Dec,0.27,-52.31,7.27,-61.66,13.87,-70.67,-103.19,27.87,-0.91,-2.02,0.68,0.62,-0.99,2.25,3.64,4.15,4.16,22.7,2.25,2.14,1.9,135.03,80.97,11.02,108.25,41.67,-2.07,-1.07,-2.59,48.02,86.77,34.12,56.9,541.89,81.86,87.76,51.98,48.02,40.04,154.34,14.76,151868.53,55838.66,643688.58,0.0,60.19,0.14,1.64,0.14,4.32,6.53,3205.0,4727671.0,  의약품 제조업
(주)아가방앤컴퍼니,13990,11-Dec,28.43,6.44,40.8,-4.79,403.8,-14.12,-0.82,42.24,3.48,4.9,4.92,5.01,3.42,1.41,4.06,3.7,3.76,15.34,1.41,3.23,1.93,370.91,260.06,27.52,43.42,2.2,14.06,4.48,193.45,69.73,3.15,35.77,51.02,405.78,0.0,19.73,30.27,69.73,29.89,40.92,37.27,207413.1,4117.0,825687.36,0.0,57.31,0.14,28.87,0.15,7.85,0.05,0.0,95994.0,  생활용품 도매업
(주)아나패스,123860,11-Dec,2613.44,-100.0,-100.0,-100.0,-100.0,-100.0,,35.42,16.81,23.6,21.12,16.47,21.56,1.4,4.88,36.15,45.7,40.03,1.4,14.8,,1107.16,987.93,354.52,9.11,0.0,338.68,22.88,0.0,91.65,0.0,81.75,91.61,44.23,0.0,9.03,8.35,91.65,10.77,11.84,83.34,37229.4,0.0,1405141.05,0.0,1044.95,0.28,,0.22,31.82,12.5,0.0,12587271.0,  반도체 제조업
(주)아리온테크놀로지,58220,11-Dec,21.5,-100.0,-100.0,-100.0,-100.0,-100.0,-53.9,21.93,5.59,20.7,11.62,6.24,10.4,3.7,12.63,4.23,100.14,8.09,3.7,3.74,,182.93,161.63,13.15,108.08,24.46,-7.94,-2.62,-16.86,48.06,50.89,74.65,84.48,298.95,92.31,96.1,51.94,48.06,11.64,25.68,38.3,11375.34,0.0,755299.88,0.0,1641.01,0.25,,0.16,3.7,5.59,516823.0,3724849.0,  통신 및 방송 장비 제조업
(주)아미노로직스,74430,11-Dec,-10.38,-80.45,-95.75,-71.5,-87.04,-69.19,-2951.65,-7.75,-53.32,-16.79,-12.7,-54.98,-12.31,0.36,3.52,8.66,2.44,6.83,0.36,0.86,0.57,225.11,187.14,23.89,37.37,21.0,-45.99,-54.18,-59.59,72.8,28.84,47.41,57.03,113.47,0.0,34.8,27.2,72.8,16.87,30.35,31.7,191160.55,192477.14,2902446.45,0.01,19.79,0.01,0.2,0.06,-35.56,1.53,1549040.0,61807.0,  기타 전문 도매업
(주)아센디오,12170,11-Dec,13.19,-67.47,-99.32,-69.14,-99.99,-69.81,0.0,18.98,17.74,95.21,46.22,12.51,65.52,5.37,62271.34,10.7,482.33,61.58,5.37,11.84,,227.82,227.8,56.14,33.18,17.13,-40.4,-3.96,-58.77,75.09,22.81,56.31,56.32,2644.49,0.0,32.92,24.91,75.09,0.01,0.01,31.6,16636.38,0.0,2473120.62,0.0,6430.81,0.43,,0.17,-27.27,0.09,0.0,93278.0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)아스타,246720,17-Dec,-47.72,-58.38,-60.66,-67.08,1382.8,-251.97,,30.91,-417.26,-45.63,-34.28,-504.09,-28.38,,,,,,,,,243.36,219.74,44.84,63.89,32.85,-71.4,-636.57,-84.72,61.02,53.85,58.29,64.56,523.75,73.38,43.48,38.98,61.02,9.71,16.48,38.03,41800.79,764.38,985273.54,-0.06,-6.92,0.0,-3.79,-0.07,-40.0,39.95,0.0,828619.0,  의료용품 및 기타 의약 관련제품 제조업
(주)아이씨디,40910,11-Sep,38.37,51.37,160.45,71.15,322.15,20.81,0.0,33.03,18.34,51.94,34.55,23.17,27.35,,,,,,,,,266.92,195.86,59.94,60.84,4.66,14.41,5.51,116.99,62.17,7.49,55.68,75.88,281.73,18.46,45.72,37.83,62.17,26.62,42.57,47.45,130947.78,40075.06,804483.38,0.0,178.1,0.29,5.82,0.29,0.0,0.99,0.0,0.0,  특수 목적용 기계 제조업
(주)아이앤씨테크놀로지,52860,11-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,-0.36,45.48,23.4,9.42,10.77,28.18,8.94,0.4,4.54,5.46,4.65,19.52,0.4,7.56,,1601.49,1484.1,33.46,4.23,0.0,456.18,49.24,0.0,95.94,0.0,60.2,64.96,302.09,0.0,4.23,4.06,95.94,7.33,7.82,60.91,119312.82,22754.21,1090506.75,0.0,132.25,0.14,6.93,0.39,14.86,2.98,4605000.0,1036857.0,  반도체 제조업
