회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율.1,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
사조동아원(주),8040,11-Dec,-0.016472621,899.54,1237.44,521.67,1864.71,219.07,-1374.18,11.81,-4.59,-13.96,-1.24,-1.48,-3.84,3.04,4.73,,1.78,,3.04,1.15,2.19,78.14,48.62,7.09,262.07,65.26,-3.11,-2.87,-3.45,27.62,236.28,24.07,38.68,0.0,67.06,179.23,72.38,27.62,37.78,0.0,-10.82,494811.06,129312.04,1187044.38,0.0,10.53,0.04,0.4,0.06,23.84,0.02,0.0,105849.0,"  곡물가공품, 전분 및 전분제품 제조업"
삼강엠앤티(주),100090,11-Dec,11111111.11,-38.2,123.32,-67.23,-90.54,-82.53,0.0,13.55,3.7,22.22,8.51,9.07,3.47,6.0,31.28,8.06,1.15,15.13,6.0,1.11,,29.69,25.34,1.93,503.05,50.98,13.13,12.23,21.49,16.58,307.44,14.82,17.36,166.81,51.64,352.56,83.42,16.58,14.65,0.0,-41.1,618476.74,126719.41,802727.18,0.0,21.11,0.16,1.03,0.18,19.64,0.0,0.0,0.0,  1차 철강 제조업
삼보산업(주),9620,11-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,,4.22,0.72,9.25,4.24,1.82,1.69,12.81,11.44,5.42,7.49,22.74,12.81,2.85,,91.14,59.35,0.07,472.67,68.04,-2.19,-0.84,-2.65,17.46,389.67,40.55,62.28,331.63,80.51,391.31,82.54,17.46,34.89,0.0,-6.05,260921.63,132533.75,1290359.25,0.0,52.46,0.11,1.03,0.05,13.4,0.0,,0.0,  1차 비철금속 제조업
삼부토건(주),1470,11-Dec,-1.778510783,454.17,121.12,382.69,187.35,150.21,,-0.5,-32.97,-75.92,-14.94,-32.03,-15.38,2.8,4.35,4.18,3.22,5.0,2.8,0.56,0.93,158.25,119.07,10.33,1159.06,66.5,-16.49,-34.71,-22.82,7.94,837.3,32.27,42.88,74.38,13.69,341.19,92.06,7.94,24.76,67.26,15.78,488577.44,13520.39,2725221.76,0.0,-24.81,-0.04,-8.97,-0.1,-12.71,1.97,0.0,11710719.0,  토목 건설업
삼성SDI(주),6400,11-Dec,11111111.11,1927.18,6543.97,812.22,1597.52,3048.1,4630.11,12.55,6.45,5.26,2.48,3.74,4.27,0.87,8.92,7.27,3.06,14.24,0.87,2.78,2.26,135.09,101.75,43.3,35.04,8.93,17.82,7.24,51.79,74.05,12.06,20.88,27.72,208.84,0.0,27.71,25.95,74.05,24.69,95.03,7.2,227137.56,413609.35,1157357.59,0.0,94.95,0.19,0.52,0.29,6.15,0.94,0.0,42521810.0,  일차전지 및 축전지 제조업
삼성공조(주),6660,11-Dec,4.355200145,-98.69,-99.03,-96.41,-99.48,-98.71,-98.38,12.04,3.9,3.83,3.48,4.89,2.78,1.05,20.28,7.22,4.37,4.15,1.05,2.23,0.94,239.89,228.53,22.98,59.22,14.81,11.94,6.89,29.98,62.81,23.58,68.14,71.53,60.41,62.02,47.48,37.19,62.81,4.74,8.12,41.71,142569.66,187368.93,714186.18,0.0,54.35,0.11,0.41,0.17,-3.96,0.08,0.0,85318.0,  자동차 신품 부품 제조업
삼성물산(주),28260,14-Dec,3.267062,3580.46,7074.39,1462.96,5074.44,2316.21,8930.85,31.83,8.87,9.87,2.36,4.16,5.04,,,,,,,,,156.46,114.15,24.08,79.96,18.5,4.47,3.68,10.74,55.57,33.3,15.19,20.82,315.12,21.3,23.94,44.43,55.57,27.05,74.95,7.51,484507.56,36264.59,2209905.07,0.0,57.52,0.13,7.68,0.23,0.0,0.0,121000.0,0.0,  기타 전문 도매업
삼성제약(주),1360,11-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,-99.95,40.71,-3.97,-5.12,0.53,1.03,-2.04,1.29,3.48,0.66,1.43,3.36,1.29,0.86,,123.25,103.98,0.75,161.71,33.83,-6.24,-7.66,-11.4,38.21,88.55,53.62,63.56,291.89,74.09,134.97,61.79,38.21,15.64,82.89,11.99,133610.67,2913.42,378894.95,0.0,39.11,0.14,17.94,0.27,5.0,0.17,0.0,74000.0,  의약품 제조업
삼성중공업(주),10140,11-Dec,53.646264,9421.95,5561.6,15521.35,4172.92,3124.47,7560.04,13.17,6.36,19.4,6.58,8.66,4.83,3.05,20.27,11.72,2.47,11.46,3.05,1.01,1.25,91.25,86.12,7.64,253.44,10.87,10.51,9.24,69.37,28.29,38.41,55.3,58.59,87.61,94.41,226.94,71.71,28.29,5.62,0.0,-5.62,389139.16,155616.77,1244894.88,0.0,53.22,0.17,1.33,0.2,-0.14,0.0,0.0,0.0,  선박 및 보트 건조업
삼영엠텍(주),54540,11-Dec,4.885989821,-72.21,-45.05,-71.83,-21.78,-82.08,-76.05,17.6,6.62,12.78,8.44,9.03,6.19,1.83,4.16,2.93,2.84,10.41,1.83,1.91,1.48,137.58,96.74,27.6,99.24,36.77,9.65,5.42,13.07,50.19,73.27,43.59,61.99,356.96,88.02,89.78,49.81,50.19,29.68,108.67,16.93,238271.45,64038.7,728085.44,0.0,57.35,0.19,2.13,0.21,3.72,0.0,0.0,0.0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
삼영화학공업(주),3720,11-Dec,25.35790399,-55.77,-25.05,-67.42,-40.37,-71.22,119.02,18.98,7.77,16.92,12.89,11.3,8.87,1.84,8.68,6.25,2.22,8.63,1.84,3.0,2.43,162.37,124.21,20.9,59.51,19.85,17.75,6.11,33.37,62.69,31.66,36.19,47.32,156.17,67.68,46.48,37.31,62.69,23.51,61.19,18.18,327311.22,336525.58,814441.48,0.0,51.49,0.21,0.5,0.19,1.49,0.0,0.0,0.0,  플라스틱제품 제조업
삼일제약(주),520,11-Dec,-4.492794161,-68.91,-82.14,-68.94,-78.27,-63.54,-161.01,40.36,-7.18,-9.58,-5.45,-7.37,-5.31,1.34,2.45,3.19,2.6,12.33,1.34,1.66,1.56,112.56,65.12,8.31,81.98,29.14,-16.07,-9.29,-24.85,54.95,53.02,26.89,46.47,375.53,0.0,75.13,45.05,54.95,42.14,377.7,5.19,101246.68,38535.07,331155.77,0.0,52.78,0.16,1.39,0.21,-20.26,4.11,0.0,3821943.0,  의약품 제조업
삼천리자전거(주),24950,11-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,-43.31,28.02,1.32,1.66,2.33,2.19,1.41,1.25,6.36,18.35,2.96,138.4,1.25,7.03,,190.69,112.59,37.65,22.71,9.04,-18.86,-3.42,-38.63,81.49,11.09,20.19,34.2,15003.2,0.0,22.01,18.51,81.49,40.96,86.12,16.27,247007.15,3794.16,714233.66,0.0,32.03,0.11,20.85,0.11,-3.15,0.1,11000.0,92176.0,  생활용품 도매업
삼화전기(주),9470,11-Dec,-0.119305077,-39.0,-36.78,32.84,46.0,-72.93,-158.9,10.66,-2.8,-12.79,-1.27,-1.07,-3.31,4.21,8.84,3.69,2.64,6.85,4.21,1.64,2.43,76.5,59.33,7.31,270.74,43.43,8.77,5.31,14.75,26.97,161.03,38.62,49.79,189.81,0.0,241.31,73.03,26.97,22.45,0.0,-15.29,105046.57,291329.87,241049.46,0.0,50.16,0.22,0.18,0.18,0.83,0.0,0.0,0.0,  전자부품 제조업
삼화전자공업(주),11230,11-Dec,-2.11628776,-30.66,80.67,-55.98,-49.83,-64.67,-317.07,5.11,-15.02,-30.62,-6.62,-10.99,-9.05,2.04,4.47,2.75,1.02,7.58,2.04,0.86,1.76,49.44,34.07,1.47,300.88,51.56,0.67,0.84,0.97,24.95,206.69,23.4,33.95,179.42,0.0,275.29,75.05,24.95,31.09,0.0,-34.72,294562.24,157633.43,513786.21,0.0,18.93,0.11,0.35,0.18,6.29,1.81,0.0,759930.0,  영상 및 음향기기 제조업
상신이디피(주),91580,11-Dec,6.821876007,-81.72,-74.12,-86.74,-87.58,-76.99,4.81,14.77,4.7,15.46,11.58,7.41,7.35,3.29,9.49,10.3,2.84,13.73,3.29,2.98,3.75,100.91,64.5,16.21,103.2,32.75,19.03,6.53,29.52,49.21,66.56,25.57,40.01,128.61,66.49,80.57,50.79,49.21,36.08,3985.44,0.36,211780.3,202225.95,390058.42,0.0,63.69,0.35,0.67,0.23,0.0,1.27,0.0,1324175.0,  일차전지 및 축전지 제조업
서울도시가스(주),17390,11-Dec,-2.552706687,1756.68,3247.33,998.82,-87.22,954.65,398.74,9.08,3.26,8.63,1.12,0.83,4.38,2.65,728.16,4.73,3.23,4.72,2.65,2.73,3.07,111.66,111.22,21.04,97.9,3.48,10.7,4.1,152.12,50.53,6.89,45.08,45.26,95.38,21.99,80.22,49.47,50.53,0.39,3.75,4.73,865446.44,222.87,2204395.61,0.0,32.1,0.13,1246.56,0.1,-4.47,0.08,0.0,1404900.0,  연료용 가스 제조 및 배관공급업
서울전자통신(주),27040,11-Dec,-1.326607771,4.18,-94.9,-8.46,-74.79,150.29,-162.97,8.29,-3.97,-5.55,-2.86,-2.02,-5.6,2.65,5.29,6.02,9.28,11.9,2.65,3.02,1.96,195.4,136.52,49.07,101.91,28.9,-5.64,-2.06,-9.85,49.53,58.35,49.29,70.55,214.44,72.94,72.9,50.47,49.53,30.13,61.72,34.44,13411.0,12055.23,92699.68,0.0,70.48,0.1,0.78,0.07,1361.7,9.3,2461000.0,1260179.0,  기계장비 및 관련 물품 도매업
선도전기(주),7610,11-Dec,45.10018398,8.49,-18.81,2.67,-25.7,-2.26,-85.96,9.56,3.19,2.92,2.04,3.06,2.13,0.9,9.01,4.04,3.28,5.87,0.9,2.8,1.71,223.57,188.76,29.08,37.89,0.15,8.25,3.4,1534.87,72.52,0.2,36.91,43.72,168.53,32.96,26.97,27.48,72.52,15.57,28.16,24.16,130214.14,9219.57,651957.26,0.0,20.55,0.04,2.9,0.06,-1.27,0.4,1050823.0,256067.0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
성문전자(주),14910,11-Dec,11.73831704,-66.95,-74.46,-49.62,54.16,-57.16,,18.18,5.53,11.89,11.4,8.2,7.68,2.14,6.05,3.96,6.28,16.21,2.14,3.97,2.1,218.96,154.73,16.93,48.93,19.6,17.45,4.26,29.24,67.15,29.19,46.1,65.24,478.79,86.6,44.38,32.85,67.15,29.34,54.0,35.45,74455.59,168177.75,356143.38,0.0,143.86,0.3,0.64,0.22,2.65,0.11,0.0,70458.0,  전자부품 제조업
성신양회(주),4980,11-Dec,-0.873413039,562.64,1708.52,172.0,20.77,131.05,-435.82,7.95,-7.68,-10.44,0.62,1.52,-3.11,1.36,8.17,2.32,0.61,7.7,1.36,0.58,1.7,45.48,36.57,0.28,243.18,54.41,-3.18,-5.34,-4.14,29.14,186.73,18.52,23.04,322.94,76.42,173.81,70.86,29.14,19.59,0.0,-27.61,1037576.78,1144470.88,1677996.25,0.0,18.22,0.11,0.17,0.27,-7.8,0.29,0.0,1336606.0,"  시멘트, 석회, 플라스터 및 그 제품 제조업"
성우테크론(주),45300,11-Dec,-0.651393955,-60.45,-37.46,-78.42,-93.27,-75.43,,7.48,17.04,15.59,10.85,25.07,7.38,0.89,53.17,9.38,0.64,14.67,0.89,0.84,1.87,87.26,84.98,13.39,98.38,40.92,9.81,11.47,11.88,50.41,81.18,26.3,27.01,115.12,59.61,61.4,49.59,50.41,2.62,0.0,-3.94,137193.76,77794.15,204009.41,0.0,56.01,0.38,0.99,0.89,-4.28,2.63,0.0,510899.0,  전자부품 제조업
성창기업지주(주),180,11-Dec,1.649833338,309.44,573.93,127.94,41824.26,155.95,207.6,21.28,9.41,11.33,7.26,14.7,4.65,1.2,5.15,5.17,0.64,10.23,1.2,0.84,2.3,61.47,39.35,2.38,137.15,47.6,4.43,5.31,5.38,42.17,112.89,14.65,22.88,159.6,60.33,88.28,57.83,42.17,35.99,0.0,-14.34,3339727.35,245777.65,4463733.84,0.0,19.7,0.15,2.68,0.31,18.97,0.0,,0.0,  회사 본부 및 경영 컨설팅 서비스업
성호전자(주),43260,11-Dec,2.868290715,-84.18,-92.65,-24.62,-37.25,-89.7,44.76,11.93,0.61,1.54,1.9,1.51,0.77,2.54,5.52,4.97,3.34,8.38,2.54,2.51,2.25,144.04,95.72,14.28,105.63,34.59,7.8,3.37,11.59,48.63,71.13,36.3,54.61,197.22,66.28,77.97,51.37,48.63,33.54,109.71,16.7,312672.83,92385.38,927276.52,0.0,57.91,0.2,1.96,0.16,-29.82,1.59,0.0,1748601.0,  전자부품 제조업
세기상사(주),2420,11-Dec,-0.546718017,-45.34,0.94,-81.26,-99.9,-24.72,,10.68,-11.22,-2.16,-0.72,-6.33,-1.28,0.19,259.51,,0.14,99.8,0.19,0.28,0.64,208.01,207.63,12.52,68.76,23.43,-0.86,-3.04,-1.5,59.25,39.54,17.56,17.59,0.0,26.53,14.28,40.75,59.25,0.18,0.34,9.14,1001216.16,48491.88,1215817.63,0.0,5.36,0.04,1.11,0.38,-4.44,0.0,,0.0,  연료 소매업
세원이앤씨(주),91090,11-Dec,-3.817909901,-75.06,-29.22,-80.14,-89.52,-89.49,-131.02,1.45,-10.19,-19.56,-5.62,-8.1,-7.07,1.92,13.65,5.07,1.45,5.38,1.92,1.09,1.42,82.85,73.18,3.71,239.82,41.83,1.35,1.5,2.27,29.43,142.14,41.53,47.02,100.12,74.7,192.85,70.57,29.43,11.67,0.0,-9.73,344061.63,65459.94,692692.04,0.0,8.08,0.04,0.42,0.06,8.15,1.02,894088.0,2410343.0,"  구조용 금속제품, 탱크 및 증기발생기 제조업"
세종공업(주),33530,11-Dec,15.22607579,77.79,-9.23,187.09,1128.84,55.65,,14.02,4.49,16.12,8.97,5.93,6.79,3.59,7.47,5.77,5.87,5.02,3.59,2.62,2.24,128.4,90.03,22.66,131.95,19.44,8.86,3.43,25.93,43.11,45.1,45.37,64.71,87.74,88.31,116.88,56.89,43.11,29.88,135.1,14.31,205109.47,135222.65,771168.27,0.0,107.75,0.29,1.63,0.19,3.38,3.26,0.0,14250523.0,  자동차 신품 부품 제조업
세종텔레콤(주),36630,11-Dec,-0.967263256,-79.16,-76.17,-86.1,-99.76,-85.93,-664.01,85.5,-3.42,-20.18,-3.18,-2.08,-5.21,5.36,35.44,3.21,4.0,12.17,5.36,2.12,4.33,60.67,60.36,2.24,287.13,31.53,13.06,6.35,30.73,25.83,122.08,37.23,37.42,170.59,80.1,238.78,74.17,25.83,0.52,0.0,-24.26,278813.16,307523.83,795338.28,0.0,36.02,0.13,0.33,0.08,-17.41,0.0,,0.0,  전기 통신업
소니드(주),60230,11-Dec,-1.68352972,-64.32,-68.54,-62.23,-74.89,-91.37,-261.24,7.37,-38.17,-187.11,-10.93,-17.88,-23.32,4.9,10.57,8.27,0.97,9.61,4.9,0.7,2.03,48.87,40.95,1.2,1941.62,79.3,-3.59,-4.91,-4.3,4.9,1618.99,30.86,36.83,99.9,79.13,1538.86,95.1,4.9,16.21,0.0,-38.54,280503.95,204092.37,472124.5,0.0,-9.44,-0.06,-0.13,-0.08,-14.88,6.5,0.0,2969675.0,  기타 화학제품 제조업
시그네틱스(주),33170,11-Dec,11111111.11,-100.0,-100.0,-100.0,,-100.0,-57.95,9.92,5.5,10.83,8.27,7.37,6.17,1.97,17.86,13.43,1.63,12.84,1.97,2.61,,53.28,34.68,6.8,68.01,22.86,48.94,17.95,86.67,59.52,38.41,10.19,15.66,75.08,56.08,49.38,40.48,59.52,34.91,0.0,-13.73,1139157.99,0.0,1628204.13,0.0,35.4,0.25,,0.22,-30.32,0.0,0.0,0.0,  반도체 제조업
신라젠(주),215600,16-Dec,-9.164250389,491.5,-88.17,848.17,-100.0,1211.8,-10296.13,0.0,-1398.97,-50.21,-21.42,-884.76,-33.87,,,,,,,,,326.34,326.34,53.11,36.62,13.5,-144.68,-2081.93,-287.28,73.2,18.44,66.27,66.27,0.0,0.0,27.74,26.8,73.2,0.0,0.0,45.96,45153.23,32953.57,8117940.54,0.0,-3086.86,-0.17,-42.3,-9.22,0.0,0.0,0.0,0.0,  자연과학 및 공학 연구개발업
신송홀딩스(주),6880,13-Dec,21.88098631,-77.4,-99.96,-94.16,-100.0,-24.18,-15.35,12.3,3.45,6.66,5.3,4.07,4.49,,,,,,,,,203.31,167.92,44.43,48.4,4.81,12.42,3.47,84.19,67.38,7.14,30.88,37.39,148.82,56.65,27.29,32.62,67.38,17.4,34.25,19.0,4962018.12,2960811.88,29161237.13,0.0,81.99,0.14,1.37,0.12,0.0,0.0,,0.0,  산업용 농·축산물 및 동·식물 도매업
신일전자(주),2700,11-Dec,2.701849141,-75.8,607.3,-77.96,-62.63,-77.38,-89.97,20.86,1.57,6.88,6.43,3.65,2.77,4.31,6.41,5.48,17.91,8.97,4.31,2.98,2.5,151.03,98.69,24.28,138.16,29.79,18.76,6.22,36.54,41.99,70.95,47.19,72.22,146.12,67.39,113.88,58.01,41.99,34.65,102.56,24.4,44557.68,48827.53,572436.59,0.0,287.78,0.22,2.63,0.13,-1.22,0.17,0.0,136991.0,  기계장비 및 관련 물품 도매업
신풍제지(주),2870,11-Dec,-4.504348624,-54.09,-37.64,-57.98,-70.54,-48.75,-240.75,5.46,-6.28,-6.77,-4.16,-5.98,-4.36,1.08,8.47,7.16,1.54,8.65,1.08,1.95,1.67,173.42,146.22,8.06,62.82,23.51,-5.5,-3.06,-9.02,61.42,38.28,44.5,52.77,92.41,79.83,49.55,38.58,61.42,15.68,37.04,22.34,435340.01,672825.46,943303.15,0.0,13.36,0.06,0.09,0.09,12.8,0.0,,0.0,  기타 전문 도매업
쌍용자동차(주),3620,11-Dec,-13.91220303,-46.12,-51.77,-12.91,102.93,-49.73,-185.74,11.62,-4.05,-12.45,-8.55,-5.5,-6.29,3.67,10.2,18.85,2.69,12.98,3.67,2.79,4.58,125.54,74.9,40.2,97.95,7.58,22.31,7.1,145.59,50.52,15.01,21.66,36.31,51.27,29.84,57.25,49.48,50.52,40.34,198.25,7.39,233258.15,280643.59,415369.84,0.0,22.38,0.13,0.19,0.08,-8.09,0.63,5931843.0,17541439.0,  자동차용 엔진 및 자동차 제조업
쌍용정보통신(주),10280,11-Dec,17.33666086,-94.93,-99.87,-81.73,-96.43,-90.24,,11.21,2.04,12.38,3.93,2.14,3.75,6.07,17.07,4.72,127.83,6.08,6.07,2.64,2.04,153.61,139.95,41.94,160.37,10.43,24.95,7.02,147.38,38.41,27.15,80.8,88.69,150.73,0.0,150.32,61.59,38.41,8.89,25.48,30.95,3831.84,0.0,262753.84,0.0,2354.22,0.34,,0.16,1.3,0.06,0.0,140166.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
써니전자(주),4770,11-Dec,-5.084093903,-51.64,506.99,-62.73,2773.6,-55.72,-534.25,16.99,-21.04,-25.57,-12.05,-19.12,-13.26,1.22,2.93,3.06,1.86,7.24,1.22,1.31,1.11,113.96,67.0,31.53,103.13,38.68,-0.79,-0.59,-1.04,49.23,78.58,32.58,55.41,177.71,0.0,98.77,50.77,49.23,41.2,336.32,6.79,161686.49,239760.66,469052.08,0.0,31.71,0.11,0.21,0.16,-6.59,1.6,0.0,337535.0,  전자부품 제조업
씨비아이(주),13720,11-Dec,3.886376926,-100.0,-100.0,-100.0,-100.0,-100.0,1707.39,18.64,11.48,22.53,8.51,9.19,10.62,1.96,9.16,4.9,1.46,11.46,1.96,1.75,,165.84,124.47,27.36,96.42,32.59,25.47,13.75,38.37,50.91,64.01,25.56,34.06,227.51,31.64,40.34,49.09,50.91,24.95,62.84,13.52,125605.34,37966.99,211514.48,0.0,50.08,0.3,1.66,0.33,0.0,0.0,0.0,0.0,  자동차 신품 부품 제조업
씨아이에스(주),222080,15-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  특수 목적용 기계 제조업
씨앤티85(주),56730,11-Dec,6.245724093,-40.41,-87.2,-68.88,-63.79,-52.8,-74.4,30.5,6.66,9.95,10.42,13.95,4.98,1.49,11.14,3.01,26.05,4.16,1.49,1.49,1.35,137.25,119.69,15.67,49.49,24.18,44.33,15.93,60.68,66.89,36.15,39.19,44.95,154.91,0.0,48.95,33.11,66.89,12.8,47.16,12.2,29173.88,7153.44,812733.4,0.0,624.16,0.22,25.46,0.24,1.79,2.4,1087853.0,1024174.0,  건물설비 설치 공사업
아남전자(주),8700,11-Dec,-0.375113653,38.51,-32.84,57.84,-99.85,38.98,-93.3,15.34,0.53,1.08,0.35,0.32,0.59,2.02,6.2,4.22,5.01,11.21,2.02,2.42,2.06,136.14,103.27,9.57,93.4,23.63,-11.64,-5.38,-23.79,51.71,45.7,42.6,56.16,292.99,0.0,79.77,48.29,51.71,24.15,90.96,14.91,187287.14,28438.1,903102.39,0.0,72.0,0.15,4.74,0.14,0.0,0.33,0.0,447632.0,  영상 및 음향기기 제조업
아비코전자(주),36010,11-Dec,-2.989306782,-65.85,-60.04,-53.07,-81.5,-64.62,724.58,8.5,2.31,2.08,4.06,6.62,1.42,0.9,5.88,4.5,1.68,5.58,0.9,1.61,1.06,176.27,151.07,62.28,47.1,19.55,2.26,1.18,3.71,67.98,28.75,44.88,52.37,177.57,91.31,43.7,32.02,67.98,14.3,33.04,22.66,248867.26,281634.58,619889.83,0.0,51.62,0.21,0.46,0.34,1.53,0.0,0.0,0.0,  전자부품 제조업
아시아나항공(주),20560,11-Dec,1.931713653,2414.22,10661.99,1122.32,,509.2,330.41,17.56,-0.53,-3.49,5.97,6.39,-0.5,6.32,31.1,11.46,1.77,24.64,6.32,1.1,3.64,37.82,32.35,6.83,567.31,51.9,14.24,12.4,23.32,14.99,346.36,16.3,19.05,199.15,54.19,336.16,85.01,14.99,14.47,0.0,-31.32,347211.37,1170.17,633465.39,0.0,43.35,0.24,128.62,0.24,5.75,0.0,,0.0,  항공 여객 운송업
아이진(주),185490,15-Dec,-186.1368417,-100.0,-100.0,-100.0,-100.0,-100.0,-85.04,0.0,-4552.8,-36.8,-34.6,-4804.23,-32.79,,,,,,,,,2187.63,2187.63,545.47,6.88,0.0,-220.2,-3204.81,0.0,93.57,0.0,96.67,96.67,0.0,0.0,4.72,6.43,93.57,0.0,0.0,92.25,8879.11,0.0,640217.76,0.0,-738.38,-0.1,,-23.16,26.67,2459.43,0.0,2645408.0,  자연과학 및 공학 연구개발업
아이큐어(주),175250,18-Dec,-11.59587598,155.77,2084.82,53.79,1366.4,345.05,,33.84,-23.07,-15.44,-10.03,-26.32,-8.79,,,,,,,,,446.25,415.57,13.48,42.87,17.35,-8.52,-9.28,-14.73,69.99,24.78,51.07,54.84,236.88,37.64,17.56,30.01,69.99,6.88,8.86,42.55,173570.18,31310.79,746922.26,0.0,6.31,0.01,0.35,0.05,0.0,6.89,955962.0,2090099.0,  의약품 제조업
아이텍(주),119830,11-Dec,1.532268446,-100.0,-100.0,-100.0,-100.0,-100.0,881.01,19.14,2.22,2.15,3.41,7.42,1.02,0.97,,9.47,0.53,,0.97,0.87,,39.19,39.19,18.29,112.83,41.34,36.44,42.94,46.73,46.99,87.98,9.52,9.52,0.0,38.45,51.69,53.01,46.99,0.0,0.0,-14.77,219420.02,249442.31,253974.64,0.0,39.36,0.34,0.35,0.76,10.64,0.0,,0.0,"  그 외 기타 전문, 과학 및 기술 서비스업"
알서포트(주),131370,11-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  소프트웨어 개발 및 공급업
알에프에이치아이씨(주),218410,15-Dec,-2.17,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  통신 및 방송 장비 제조업
애니젠(주),196300,16-Dec,-6.26,-100.0,-100.0,-100.0,-100.0,-100.0,-63.42,36.12,-39.43,-12.6,-6.05,-25.22,-9.46,,,,,,,,,1764.45,1546.04,98.78,5.54,0.0,-41.01,-12.52,0.0,94.75,0.0,68.6,78.29,417.22,0.0,4.68,5.25,94.75,12.38,13.12,73.86,46954.69,121574.45,578785.64,0.0,35.77,0.03,0.14,0.17,0.0,8.65,1343934.0,361239.0,  기초 의약물질 및 생물학적 제제 제조업
에스넷시스템(주),38680,11-Dec,28.2,-2.32,-5.29,11.36,-42.48,-26.14,-75.48,13.13,1.94,5.29,2.42,1.54,3.04,2.79,10.82,6.2,81.26,4.92,2.79,3.6,1.98,216.77,188.37,73.69,61.69,0.73,13.6,3.31,707.66,61.85,1.19,64.97,74.77,78.62,93.86,55.77,38.15,61.85,13.1,24.33,40.28,8378.85,5768.29,421499.46,0.0,1405.88,0.28,20.42,0.18,39.89,0.08,0.0,98356.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
에스디엔(주),99220,11-Dec,1.66,10.04,1263.02,-24.77,-57.6,-13.38,72.5,17.44,7.99,18.67,6.99,8.44,6.61,2.34,12.67,1.99,3.64,18.97,2.34,1.28,1.33,98.64,88.92,5.1,178.83,55.89,-2.77,-2.25,-3.18,35.86,155.83,51.84,57.5,914.46,91.83,162.54,64.14,35.86,9.85,0.0,-0.79,415878.83,116370.14,2014895.2,0.0,77.65,0.16,2.78,0.2,-21.01,0.31,18000.0,463494.0,  기계장비 및 관련 물품 도매업
에스맥(주),97780,11-Dec,43.77,15.51,-11.14,154.02,133.68,10.17,771.53,11.22,7.8,53.74,28.65,8.47,26.36,6.89,15.72,10.55,14.38,10.09,6.89,6.64,4.46,178.02,133.51,30.31,86.81,7.75,17.54,2.86,105.13,53.53,14.48,58.64,78.19,142.23,81.45,82.05,46.47,53.53,25.0,57.05,34.27,177325.61,102888.42,854966.03,0.0,187.4,0.39,3.23,0.14,18.83,0.0,0.0,0.0,  자동차 신품 부품 제조업
에스비더블유생명과학(주),151910,12-Dec,4.78,-68.32,-32.49,-63.65,-18.19,-84.22,,12.01,5.51,29.98,10.1,6.5,8.56,,,,,,,,,110.27,81.54,26.75,197.57,34.69,7.57,4.21,14.48,33.61,103.22,42.91,58.03,109.91,60.99,156.59,66.39,33.61,26.05,279.83,5.4,182347.64,149852.22,485955.03,0.0,66.06,0.25,0.8,0.21,0.0,1.18,0.0,1137556.0,  전자부품 제조업
에스엔유프리시젼(주),80000,11-Dec,-6.45,-100.0,-100.0,-100.0,,-100.0,117.31,6.77,-21.74,-15.57,-4.4,-9.33,-10.26,0.72,20.73,1.66,2.02,13.28,0.72,1.38,,316.28,295.62,96.22,59.68,26.13,-6.62,-5.05,-9.47,62.62,41.73,46.25,49.48,570.28,31.64,24.98,37.38,62.62,6.53,9.55,33.84,80321.43,9825.92,438732.32,0.05,0.96,0.0,0.08,0.0,25.0,3.74,14396000.0,2894265.0,  특수 목적용 기계 제조업
