,회사명,거래소코드,회계년도,매출원가감소율,2011.mid,2012.mid,2013.mid,2014.mid,2015.mid,2016.mid,2017.mid,2018.mid,2019.mid
7612,클래시스,214150,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
7617,클리오,237880,Dec-16,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
7621,키다리스튜디오,20120,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
7630,키이스트,54780,Dec-11,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
7639,타이거일렉,219130,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7644,탑엔지니어링,65130,Dec-11,2.666666667,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7653,탑코미디어,134580,Dec-13,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7660,태경비케이,14580,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
7669,태광,23160,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
7678,태성,323280,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
7679,태양,53620,Dec-11,3.409090909,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
7688,태영건설,9410,Dec-11,3.409090909,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
7697,태웅,44490,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
7706,태웅로직스,124560,Dec-19,0,85.88,88.8,89.695,89.995,91.325,81.79,83.7,89.59,90.975
7707,테라젠이텍스,66700,Dec-11,11.53846154,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7716,테스,95610,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7725,테이팩스,55490,Dec-17,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
7728,테크윙,89030,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7737,텔레칩스,54450,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7746,텔레필드,91440,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7755,텔콘알에프제약,200230,Dec-14,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7761,토니모리,214420,Dec-15,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
7766,토박스코리아,215480,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
7771,토비스,51360,Dec-11,-1.149425287,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7780,토탈소프트뱅크,45340,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
7789,톱텍,108230,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7798,투비소프트,79970,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
7807,트루윈,105550,Dec-14,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
7813,특수건설,26150,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
7822,티라유텍,322180,Dec-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
7823,티로보틱스,117730,Dec-18,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7825,티비씨,33830,Dec-11,3.125,56.11,61.55,61.26,65.28,66.25,68.88,64.91,65.53,67.59
7834,티비에이치글로벌,84870,Dec-11,-2.43902439,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
7843,티사이언티픽,57680,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
7852,티씨케이,64760,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
7861,티앤알바이오팹,246710,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
7863,티에스넥스젠,43220,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
7872,티에스이,131290,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
7881,티에스트릴리온,317240,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
7882,티에이치엔,19180,Dec-11,-1.123595506,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
7891,티엘아이,62860,Dec-11,16.4556962,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7900,티움바이오,321550,Dec-19,0,0,0,0,0,0,3.42,27.81,50.99,50.43
7901,티웨이항공,91810,Dec-18,0,0,0,0,0,39.97,40.07,79.785,85.195,94.755
7903,티웨이홀딩스,4870,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
7912,티케이케미칼,104480,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
7921,티플랙스,81150,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
7930,티피씨,130740,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
7939,티피씨메카트로닉스,48770,Jun-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7948,파나진,46210,Dec-11,-3.191489362,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
7957,파라다이스,34230,Dec-11,-4.054054054,67.98,72.14,62.29,66.33,69.36,72.25,70.8,70.51,58.36
7966,파라텍,33540,Dec-11,-1.111111111,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
7975,파루,43200,Dec-11,3.571428571,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
7984,파마리서치,214450,Dec-15,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
7989,파멥신,208340,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
7991,파버나인,177830,Dec-14,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
7997,파세코,37070,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
8006,파수,150900,Dec-13,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8013,파워넷,37030,Dec-18,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
8015,파워로직스,47310,Dec-11,6.060606061,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
8024,파이오링크,170790,Dec-13,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8031,파인디앤씨,49120,Dec-11,6.12244898,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8040,파인디지털,38950,Dec-11,6.25,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8049,파인테크닉스,106240,Dec-11,-2.43902439,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8058,파인텍,131760,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8063,파커스,65690,Dec-11,6.976744186,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
8072,파크시스템스,140860,Dec-15,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
8077,파트론,91700,Dec-11,7.228915663,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8086,판타지오,32800,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8095,팜스빌,318010,Dec-19,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
8096,팜스코,36580,Dec-11,-3.571428571,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
8105,팜스토리,27710,Dec-11,1.098901099,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
8114,팬스타엔터프라이즈,54300,Dec-11,7.446808511,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
8123,팬엔터테인먼트,68050,Dec-11,5.494505495,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
8132,팬젠,222110,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
8136,퍼시스,16800,Dec-11,5.882352941,68.32,70.99,72.77,73.1,75.54,75.33,71.71,73.37,72.68
8145,펄어비스,263750,Dec-18,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8147,펩트론,87010,Dec-15,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
8152,포메탈,119500,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
8161,포스코아이씨티,22100,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
8170,포스코엠텍,9520,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
8179,포스코인터내셔널,47050,Dec-11,1.052631579,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8188,포스코케미칼,3670,Dec-19,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
8189,포시에스,189690,Jun-15,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8194,포인트엔지니어링,256630,Dec-17,0,0,0,0,0,0,0,0,13.425,43.41
8197,포커스에이치엔에스,331380,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
8198,폴라리스세원,234100,Dec-17,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
8201,폴라리스오피스,41020,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8210,폴라리스우노,114630,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
8219,푸드나무,290720,Dec-18,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
8221,푸드웰,5670,Dec-11,1.176470588,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
8230,푸른기술,94940,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8239,풀무원,17810,Dec-11,1.369863014,0,0,0,0,0,0,0,0,0
8248,풍강,93380,Aug-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
8257,풍산,103140,Dec-11,5.376344086,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
8266,풍산홀딩스,5810,Dec-11,3.797468354,0,0,0,0,0,0,0,0,0
8275,퓨쳐켐,220100,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
8279,프럼파스트,35200,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
8288,프로스테믹스,203690,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
8294,프로이천,321260,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
8295,프로텍,53610,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
8304,프리엠스,53160,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
8313,플래스크,41590,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8322,플랜티넷,75130,Dec-11,0,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
8331,플레이그램,9810,Dec-11,-2.53164557,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8340,플레이위드,23770,Dec-11,-63.63636364,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8349,플리토,300080,Dec-19,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
8350,피델릭스,32580,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8359,피씨디렉트,51380,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8368,피에스엠씨,24850,Dec-11,10.47619048,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8376,피에이치씨,57880,Dec-11,3.703703704,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8385,피엔티,137400,Dec-12,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
8393,피엔풍년,24940,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
8402,피제이메탈,128660,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
8411,피제이전자,6140,Dec-11,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
8420,피피아이,62970,Dec-19,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8421,픽셀플러스,87600,Dec-15,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8426,필옵틱스,161580,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
8429,하나투어,39130,Dec-11,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
8438,하림,136480,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
8447,하림지,3380,Dec-17,0,0,0,0,0,0,0,0,0,0
8450,하이로닉,149980,Dec-14,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
8456,하이비젼시스템,126700,Dec-11,0,0,0,0,0,0,0,0,13.425,43.41
8465,하이소닉,106080,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8474,하이스틸,71090,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
8483,하이텍팜,106190,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
8492,하이트론씨스템즈,19490,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8501,하츠,66130,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
8510,한국가구,4590,Dec-11,0,68.32,70.99,72.77,73.1,75.54,75.33,71.71,73.37,72.68
8519,한국경제티브이,39340,Dec-11,0,56.11,61.55,61.26,65.28,66.25,68.88,64.91,65.53,67.59
8528,한국비엔씨,256840,Dec-16,0,0,0,0,0,0,0,0,13.425,43.41
8532,한국전자홀딩스,6200,Dec-11,-1.111111111,0,0,0,0,0,0,0,0,0
8541,한국종합기술,23350,Dec-11,0,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
8550,한국카본,17960,Dec-11,-2.380952381,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
8559,한국코퍼레이션,50540,Dec-11,-5.882352941,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
8568,한국큐빅,21650,Dec-11,-2.247191011,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
8577,한국테크놀로지,53590,Dec-11,13.69863014,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8586,한국특강,7280,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
8595,한국팩키지,37230,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
8604,한국화장품제조,3350,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
8613,한글과컴퓨터,30520,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8622,한네트,52600,Dec-11,0,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
8631,한농화성,11500,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
8640,한독,2390,Dec-11,3.174603175,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
8649,한독크린텍,256150,Dec-19,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
8650,한라,14790,Dec-11,2.222222222,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
8659,한라홀딩스,60980,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
8668,한미글로벌건축사사무소,53690,Dec-11,9.333333333,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
8677,한빛소프트,47080,Dec-11,3.278688525,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8686,한샘,9240,Dec-11,-5.714285714,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8695,한섬,20000,Dec-11,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
8704,한솔케미칼,14680,Dec-11,1.19047619,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
8713,한솔홈데코,25750,Dec-11,4.545454545,87.61,88.94,87.48,88.1,88.59,88.84,90.14,93.4,90.59
8722,한송네오텍,226440,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
8727,한익스프레스,14130,Dec-11,0,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
8736,한일진공,123840,Dec-11,0,0,0,0,0,0,0,0,13.425,43.41
8745,한진,2320,Dec-11,2.105263158,91.1,91.44,92.89,91.51,90.67,90.72,92.38,92.23,91.62
8754,한진중공업홀딩스,3480,Dec-11,0,0,0,0,0,0,0,0,0,0
8763,한진칼,180640,Dec-13,0,0,0,0,0,0,0,0,0,0
8770,한창,5110,Dec-11,-12.98701299,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8779,한창바이오텍,43090,Dec-11,-4.705882353,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8788,한창제지,9460,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
8797,한컴위드,54920,Dec-11,1.587301587,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8806,한탑,2680,Dec-11,9.195402299,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
8815,한화,880,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
8824,핸디소프트,220180,Dec-16,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8828,헥토이노베이션,214180,Dec-15,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
8833,헥토파이낸셜,234340,Dec-19,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
8834,헬릭스미스,84990,Dec-11,-57.89473684,0,0,0,0,0,3.42,27.81,50.99,50.43
8843,현대공업,170030,Dec-13,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
8850,현대그린푸드,5440,Dec-11,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
8859,현대리바트,79430,Dec-11,4.87804878,68.32,70.99,72.77,73.1,75.54,75.33,71.71,73.37,72.68
8868,현대미포조선,10620,Dec-11,10.46511628,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
8877,현대바이오랜드,52260,Dec-11,5.454545455,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
8886,현대백화점,69960,Dec-11,-17.64705882,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
8895,현대에버다임,41440,Dec-11,-1.298701299,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
8904,현대이지웰,90850,Dec-13,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
8911,현대퓨처넷,126560,Dec-11,-1.785714286,0,0,0,0,0,0,0,0,0
8920,현대홈쇼핑,57050,Dec-11,66.66666667,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
8929,협진,138360,Dec-13,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
8936,형지아이앤씨,11080,Dec-11,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
8945,형지엘리트,93240,Jun-11,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
8954,혜인,3010,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8963,호텔신라,8770,Dec-11,0,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
8972,홈센타홀딩스,60560,Dec-11,5.555555556,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
8981,홈캐스트,64240,Dec-11,-5.128205128,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
8990,화승엔터프라이즈,241590,Dec-16,0,0,0,0,0,0,0,0,0,0
8994,화승인더스트리,6060,Dec-11,-1.111111111,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
9003,화승코퍼레이션,13520,Dec-11,2.325581395,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9012,화신,10690,Dec-11,2.197802198,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9021,화신정공,126640,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9030,화인베스틸,133820,Dec-14,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9036,황금에스티,32560,Dec-11,4.395604396,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9045,효성,4800,Dec-11,5.555555556,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9054,후성,93370,Dec-11,-6.578947368,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9063,휠라홀딩스,81660,Dec-11,8,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
9072,휴네시온,290270,Dec-18,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
9074,휴니드테크놀러지스,5870,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9083,휴맥스,115160,Dec-11,5.194805195,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9092,휴맥스홀딩스,28080,Dec-11,-180,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9101,휴먼엔,32860,Dec-11,0,75.885,77,74.815,78.1,74.22,71.295,71.885,71.2,67.555
9110,휴메딕스,200670,Dec-14,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9116,휴비스,79980,Dec-12,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9124,휴비츠,65510,Dec-11,1.818181818,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
9133,휴센텍,215090,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
9138,휴스틸,5010,Dec-11,1.162790698,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9147,휴엠앤씨,263920,Dec-17,0,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
9150,휴온스,243070,Dec-16,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9154,휴온스글로벌,84110,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9163,흥국,10240,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9172,흥국에프엔비,189980,Dec-15,0,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
9177,희림종합건축사사무소,37440,Dec-11,0,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
9186,힘스,238490,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9189,AJ네트웍스,95570,Dec-15,0,0,0,0,0,0,0,0,18.04,0
9194,CS홀딩스,590,Dec-11,-1.204819277,0,0,0,0,0,0,0,0,0
9203,HD현대,267250,Dec-17,0,0,0,0,0,0,0,0,0,0
9206,KB오토시스,24120,Dec-11,1.063829787,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9215,KD,44180,Dec-11,1.149425287,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9224,KG스틸,16380,Dec-11,2.127659574,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9233,KISCO홀딩스,1940,Dec-11,2.173913043,0,0,0,0,0,0,0,0,0
9242,LG이노텍,11070,Dec-11,4.395604396,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9251,LS일렉트릭,10120,Dec-11,3.614457831,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
9260,OCI,10060,Dec-11,3.076923077,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9269,SK이노베이션,96770,Dec-11,0,0,0,0,0,0,0,0,0,0
9278,SNT모티브,64960,Dec-11,4.545454545,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9287,SNT중공업,3570,Dec-11,1.176470588,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9296,STX엔진,77970,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9305,STX중공업,71970,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9314,가온미디어,78890,Dec-11,2.409638554,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9323,가온전선,500,Dec-11,1.041666667,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
9332,감성코퍼레이션,36620,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
9341,강남제비스코,860,Dec-11,1.149425287,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
9350,갤럭시아머니트리,94480,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
9359,경남스틸,39240,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9368,경남제약,53950,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9377,경동제약,11040,Dec-11,-23.07692308,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9386,경인전자,9140,Dec-11,3.571428571,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9395,경창산업,24910,Dec-11,3.225806452,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
9404,계룡건설산업,13580,Dec-11,0,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
9413,계양전기,12200,Dec-11,3.614457831,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
9422,고려산업,2140,Dec-11,2.272727273,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
9431,고려신용정보,49720,Dec-11,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
9440,고려아연,10130,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9449,고려제강,2240,Dec-11,1.234567901,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9458,고려제약,14570,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9467,광동제약,9290,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
9476,광전자,17900,Dec-11,6.593406593,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
9485,광진실업,26910,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
9494,국도화학,7690,Dec-11,2.197802198,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
