,회사명,거래소코드,회계년도,매출원가감소율,2011.mid,2012.mid,2013.mid,2014.mid,2015.mid,2016.mid,2017.mid,2018.mid,2019.mid
13302,제이스코홀딩스,23440,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
13311,제이씨케미칼,137950,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13320,제이씨현시스템,33320,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
13329,제이엔케이히터,126880,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13338,제이엠아이,33050,Dec-11,4.081632653,69.55,79.35,77.89,74.66,80.94,69.725,70.57,76.77,78.06
13347,제이엠티,94970,Dec-11,-2.105263158,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13356,제이준코스메틱,25620,Dec-11,0,90.435,94.07,93.14,45.115,91.32,80.645,80.12,79.695,77.55
13365,제일약품,271980,Dec-17,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13368,제일연마공업,1560,Dec-11,3.797468354,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
13377,제일파마홀딩스,2620,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13386,조광아이엘아이,44060,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13395,조광페인트,4910,Dec-11,2.325581395,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13404,조광피혁,4700,Dec-11,7.777777778,90.435,94.07,93.14,45.115,91.32,80.645,80.12,79.695,77.55
13413,조선내화,480,Dec-11,1.149425287,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
13422,조선선재,120030,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
13431,조아제약,34940,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13440,조일알미늄,18470,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
13449,성엔지니어링,36930,Dec-11,-1.428571429,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13458,줌인터넷,239340,Dec-16,0,0,0,0,0,0,0,0,13.425,43.41
13462,지나인제약,78650,Dec-11,8.333333333,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
13471,지니언스,263860,Dec-17,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
13474,지더블유바이텍,36180,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
13483,지에스건설,6360,Dec-11,2.247191011,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
13492,지에이치신소재,130500,Dec-13,0,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
13499,지엔원에너지,270520,Dec-17,0,0,0,0,0,0,0,0,13.425,43.41
13502,지엘팜텍,204840,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
13508,지엠비코리아,13870,Dec-12,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
13516,진양산업,3780,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
13525,진양제약,7370,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13534,진양폴리우레탄,10640,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13543,진양화학,51630,Dec-11,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
13552,진원생명과학,11000,Dec-11,8.333333333,89.195,90.545,88.935,89.09,88.755,87.06,91.84,92.455,90.715
13561,진흥기업,2780,Dec-11,-4.255319149,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
13570,차이나크리스탈신소재홀딩스,900250,Dec-14,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
13576,참엔지니어링,9310,Dec-11,2.564102564,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13585,참존글로벌,158310,Dec-13,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13592,참좋은여행,94850,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
13601,카페24,42000,Dec-18,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
13603,커머스마이너 ,223310,Dec-15,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
13608,컨버즈,109070,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
13617,컬러레이홀딩스,900310,Dec-16,0,0,0,0,0,0,0,0,0,0
13621,케이디켐,221980,Dec-15,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13626,케이만금세기차륜집단유한공사,900280,Dec-15,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13631,케이비아이동국실업,1620,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
13640,케이비아이메탈,24840,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
13649,케이씨그린홀딩스,9440,Dec-11,0,0,0,0,0,0,0,0,0,0
13658,케이씨코트렐,119650,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
13667,케이알모터스,40,Dec-11,1.136363636,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
13676,케이에이치건설,226360,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
13681,케이에이치전자,111870,Dec-11,4.285714286,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13690,케이엠제약,225430,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
13695,케이지이티에스,151860,Dec-13,0,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
13702,케이지케미칼,1390,Dec-11,-8.75,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13711,케이피엑스라이프사이언스,114450,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13720,케이피엑스케미칼,25000,Dec-11,2.272727273,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13729,케이피엑스홀딩스,92230,Dec-11,5.494505495,0,0,0,0,0,0,0,0,0
13738,코나아이,52400,Dec-11,-3.174603175,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
13747,코드네이처,78940,Dec-11,-2.325581395,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
13756,코리아에프티,123410,Dec-11,0,0,0,0,0,0,0,0,13.425,43.41
13765,코스맥스,192820,Dec-14,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13771,코스맥스비티아이,44820,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13780,코스맥스엔비티,222040,Dec-15,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
13785,코스모신소재,5070,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13794,코스모화학,5420,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13803,코아스템,166480,Dec-15,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13808,코오롱글로벌,3070,Dec-11,1.123595506,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
13817,코오롱생명과학,102940,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13826,코오롱인더스트리,120110,Dec-11,1.351351351,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13835,코오롱티슈진,950160,Dec-17,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
13838,코오롱플라스틱,138490,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13847,코웨이,21240,Dec-11,0,32.28,33.51,33.7,33.44,31.44,34.14,33.39,34.72,35.81
13856,코웰패션,33290,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13865,코위버,56360,Dec-11,-6.493506494,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13874,콜마비앤에이치,200130,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
13880,쿠쿠홀딩스,192400,Dec-14,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
13886,쿠쿠홈시스,284740,Dec-18,0,0,0,0,0,0,0,0,18.04,0
13888,큐렉소,60280,Dec-11,10.52631579,45.165,41.78,38.49,44.815,44.245,46.28,49.505,47.625,44.52
13897,크로바하이텍,43590,Dec-11,-1.136363636,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
13906,크루셜텍,114120,Dec-11,5.747126437,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
13915,크리스탈지노믹스,83790,Dec-11,0,0,0,0,0,0,3.42,27.81,50.99,50.43
13924,키네마스터,139670,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
13933,태경산업,15890,Dec-11,4,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13942,태경케미컬,6890,Dec-11,5.797101449,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13951,태광산업,3240,Dec-11,14.08450704,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
13960,태림포장,11280,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
13969,태양금속공업,4100,Dec-11,1.123595506,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
13978,태원물산,1420,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
13987,태평양물산,7980,Dec-11,-1.149425287,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
13996,테고사이언스,191420,Dec-14,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14002,테라사이언스,73640,Dec-11,1.298701299,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
14011,텔코웨어,78000,Dec-11,-4.545454545,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
14020,티와이엠,2900,Dec-11,1.265822785,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14029,티제이미디어,32540,Dec-11,-4.47761194,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14038,티케이지애강,22220,Dec-11,1.098901099,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
14047,티케이지휴켐스,69260,Dec-11,5.952380952,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
14056,팅크웨어,84730,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14065,파나케이아,58530,Dec-11,-6.060606061,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14074,파미셀,5690,Dec-11,26.72413793,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
14083,팜젠사이언스,4720,Dec-11,17.77777778,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14092,패션플랫폼,225590,Dec-15,0,0,0,0,0,0,0,0,13.425,43.41
14097,팬오션,28670,Dec-11,3,100.37,101.99,95.03,83.78,84.54,89.72,88.22,89.18,87.88
14106,퍼스텍,10820,Dec-11,0,82.3,81.985,81.55,81.985,83.13,82.425,84.185,84.755,85.49
14115,펌텍코리아,251970,Dec-19,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
14116,페이퍼코리아,1020,Dec-11,9.574468085,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
14125,평화산업,90080,Dec-11,1.052631579,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14134,평화홀딩스,10770,Dec-11,4.210526316,0,0,0,0,0,0,0,0,0
14143,포스코스틸리온,58430,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14152,포스코홀딩스,5490,Dec-11,4.597701149,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14161,풍국정공업,23900,Dec-11,1.333333333,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
14170,피씨엘,241820,Dec-17,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14173,피앤씨테크,237750,Dec-16,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
14177,피에스케이,319660,Dec-19,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14178,피에스케이홀딩스,31980,Dec-11,13.33333333,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14187,피에스텍,2230,Dec-11,-6.976744186,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14196,피에이치에이,43370,Dec-11,1.219512195,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14205,하나마이크론,67310,Dec-11,6.666666667,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14214,하나머티리얼즈,166090,Dec-17,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14217,하나제약,293480,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14219,하이록코리아,13030,Dec-11,5.714285714,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14228,하이즈항공,221840,Dec-15,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
14233,하이트진로,80,Dec-11,1.694915254,59.36,59.41,58.53,60.8,64.89,65.23,68.2,66.59,68.22
14242,하이트진로홀딩스,140,Dec-11,5.357142857,0,0,0,0,0,0,0,0,0
14251,한국가스공사,36460,Dec-11,1.052631579,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
14260,한국공항,5430,Dec-11,2.298850575,85.88,88.8,89.695,89.995,91.325,81.79,83.7,89.59,90.975
14269,한국기업평가,34950,Sep-11,0,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
14278,한국내화,10040,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
14287,한국단자공업,25540,Dec-11,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
14296,한국맥널티,222980,Dec-15,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
14301,한국석유공업,4090,Dec-11,1.098901099,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
14310,한국선재,25550,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14319,한국수출포장공업,2200,Dec-11,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
14328,한국쉘석유,2960,Dec-11,0,90.16,88.56,88.39,89.145,86.01,84.61,89.96,93.22,92.475
14337,한국알콜산업,17890,Dec-11,2.325581395,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
14346,한국앤컴퍼니,240,Dec-11,5.405405405,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
14355,한국유나이티드제약,33270,Dec-11,5.128205128,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14364,한국유니온제약,80720,Dec-18,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14366,한국전력공사,15760,Dec-11,7.070707071,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
14375,한국전력기술,52690,Dec-11,0,85.355,84.965,83.825,85.75,83.845,86.755,83.805,83.645,73.735
14384,한국전자금융,63570,Dec-11,5,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
14393,한국전자인증,41460,Dec-11,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
14402,한국정밀기계,101680,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14411,한국정보공학,39740,Dec-11,2.150537634,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
14420,한국정보인증,53300,Dec-14,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
14426,한국정보통신,25770,Dec-11,0,44.24,43.985,47.1,44.345,43.1,38.07,33.39,32.855,42.375
14435,한국조선해양,9540,Dec-11,8.045977011,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
14444,한국강,25890,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14453,한국철관공업,970,Mar-11,-18.91891892,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14462,한국지역난방공사,71320,Dec-11,6.382978723,91.06,91.5,92.2,91.89,89.76,87.27,87.11,87.65,86.35
14471,한국철강,104700,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14480,한국컴퓨터,54040,Dec-11,1.052631579,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14489,한국콜마,161890,Mar-13,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
14496,한국콜마홀딩스,24720,Mar-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
14505,한국타이어앤테크놀로지,161390,Dec-12,0,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
14513,한국프랜지공업,10100,Dec-11,2.127659574,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14522,한국항공우산업,47810,Dec-11,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
14531,한국화장품,123690,Dec-11,-13.88888889,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
14540,한라아이엠에스,92460,Dec-11,13.04347826,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
14549,한미반도체,42700,Dec-11,-1.408450704,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14558,한미사이언스,8930,Dec-11,0,0,0,0,0,0,0,0,0,0
14567,한미약품,128940,Dec-11,6.666666667,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14576,한성기업,3680,Dec-11,1.219512195,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
14585,한세실업,105630,Dec-11,-2.469135802,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
14594,한세엠케이,69640,Dec-11,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
14603,한세예스24홀딩스,16450,Dec-11,-2.5,0,0,0,0,0,0,0,0,0
14612,한솔로지스틱스,9180,Dec-11,-1.086956522,85.88,88.8,89.695,89.995,91.325,81.79,83.7,89.59,90.975
14621,한솔아이원스,114810,Dec-13,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14628,한솔인티큐브,70590,Dec-11,-4.411764706,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
14637,한솔제지,213500,Dec-15,0,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
14642,한솔테크닉스,4710,Dec-11,1.030927835,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14651,한솔피엔에스,10420,Dec-11,0,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
14660,한솔홀딩스,4150,Dec-11,1.204819277,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
14669,한스바이오메드,42520,Sep-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14678,한신공영,4960,Dec-11,-2.197802198,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
14687,한신기계공업,11700,Dec-11,2.469135802,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14696,한양디지텍,78350,Dec-11,4.301075269,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14705,한양이엔지,45100,Dec-11,-1.098901099,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
14714,한온시스템,18880,Dec-11,3.571428571,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14723,한올바이오파마,9420,Dec-11,4.081632653,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14732,한일네트웍스,46110,Dec-11,-3.191489362,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
14741,한일단조공업,24740,Dec-11,4.545454545,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14750,한일사료,5860,Dec-11,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
14759,한일시멘트,300720,Dec-18,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
14761,한일철강,2220,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14770,한일현대시멘트,6390,Dec-11,-13.33333333,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
14779,한일홀딩스,3300,Dec-11,0,83.085,80.49,79.905,80.78,77.97,79.26,81.73,82.22,84.125
14788,한일화학공업,7770,Dec-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
14797,한전산업개발,130660,Dec-11,1.162790698,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
14806,한전케이피에스,51600,Dec-11,0,89.535,90.605,90.66,91.65,90.545,89.99,90.27,88.535,90.84
14815,한창산업,79170,Dec-11,0,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14824,한화솔루션,9830,Dec-11,7.228915663,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
14833,한화시스템,272210,Dec-19,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
14834,한화에어로스페이스,12450,Dec-11,1.219512195,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14843,해성디에스,195870,Dec-16,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14847,해성산업,34810,Dec-11,0,0,0,0,0,34.76,35.235,38.005,27.97,72.15
14856,해성옵틱스,76610,Dec-13,0,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
14863,해태제과식품,101530,Dec-16,0,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
14867,핸즈코퍼레이션,143210,Dec-16,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14871,헝셩그룹유한회사,900270,Dec-15,0,0,0,0,0,0,0,0,0,0
14876,현대건설,720,Dec-11,2.222222222,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
14885,현대건설기계,267270,Dec-17,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14888,현대글로비스,86280,Dec-11,1.086956522,85.88,88.8,89.695,89.995,91.325,81.79,83.7,89.59,90.975
14897,현대두산인프라코어,42670,Dec-11,2.564102564,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14906,현대로템,64350,Dec-13,0,82.98,82.985,88,91.475,88.85,87.545,88.54,91.865,90.035
14913,현대모비스,12330,Dec-11,2.352941176,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14922,현대무벡스,319400,Dec-19,0,0,0,0,0,0,0,0,13.425,43.41
14923,현대바이오사이언스,48410,Dec-11,3.658536585,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14932,현대비앤지스틸,4560,Dec-11,1.075268817,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
14941,현대약품,4310,Nov-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
14950,현대에너지솔루션,322000,Dec-19,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14951,현대에이치티,39010,Dec-11,1.111111111,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
14960,현대엘리베이터,17800,Dec-11,3.333333333,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
14969,현대오토에버,307950,Dec-19,0,5.55,9.16,9.26,9.49,26.25,32.73,35.91,40.29,47.1
14970,현대위아,11210,Dec-11,0,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14979,현대일렉트릭앤에너지시스템,267260,Dec-17,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
14982,현대자동차,5380,Dec-11,-1.315789474,86.155,87.3,87.315,87.805,86.72,87.335,88.505,89.65,89.98
14991,현대제철,4020,Dec-11,3.409090909,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
15000,현대코퍼레이션,11760,Dec-11,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
15009,현대코퍼레이션홀딩스,227840,Dec-15,0,80.81,81.77,80.31,80.28,81.66,82.9,82.45,83.32,83.47
15014,현우산업,92300,Dec-11,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
15023,호전실업,111110,Dec-17,0,40.48,42.2,41.28,44.43,44.29,43.36,45.09,44.83,43.36
15026,화성밸브,39610,Mar-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
15035,화성산업,2460,Dec-11,-2.06185567,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
15044,화일약품,61250,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
15053,화천기계,10660,Dec-11,0,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
15062,화천기공,850,Dec-11,-1.219512195,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
15071,환인제약,16580,Dec-11,0,41.73,41.84,43.25,44.93,48.21,52.51,52.32,54.69,57.6
15080,효성아이티엑스,94280,Dec-11,1.086956522,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
15089,효성오앤비,97870,Jun-11,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
15098,효성중공업,298040,Dec-18,0,79.665,81.545,81.135,81.835,82.075,81.51,83.595,84.085,86.18
15100,효성첨단소재,298050,Dec-18,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
15102,효성티앤씨,298020,Dec-18,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
15104,효성화학,298000,Dec-18,0,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
15106,휴림네트웍스,192410,Dec-14,0,78.63,79.75,81.65,81.58,81.36,82.3,81.2,81.97,81.8
15112,휴림로봇,90710,Dec-11,-2.666666667,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
15121,휴마시스,205470,Dec-14,0,0,0,0,0,0,0,0,13.425,43.41
