,회사명,거래소코드,회계년도,산업코드,산업명,2011,2012,2013,2014,2015,2016,2017,2018,2019
13284,제이더블유중외제약(주),1060,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
13293,제이더블유홀딩스(주),96760,Dec-11,137105,  전문 서비스업,,,,,,,,,
13302,제이스코홀딩스(주),23440,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
13311,제이씨케미칼(주),137950,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13320,제이씨현시스템(주),33320,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
13329,제이엔케이히터(주),126880,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
13338,제이엠아이(주),33050,Dec-11,31802,  인쇄 및 기록매체 복제업,,,,,,,,,
13347,제이엠티(주),94970,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
13356,제이준코스메틱(주),25620,Dec-11,31501,"  가죽, 가방 및 신발 제조업",,,,,,,,,
13365,제일약품(주),271980,Dec-17,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
13368,제일연마공업(주),1560,Dec-11,32309,  비금속 광물제품 제조업,,,,,,,,,
13377,제일파마홀딩스(주),2620,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
13386,조광아이엘아이(주),44060,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
13395,조광페인트(주),4910,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13404,조광피혁(주),4700,Dec-11,31501,"  가죽, 가방 및 신발 제조업",,,,,,,,,
13413,조선내화(주),480,Dec-11,32302,  비금속 광물제품 제조업,,,,,,,,,
13422,조선선재(주),120030,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
13431,조아제약(주),34940,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
13440,조일알미늄(주),18470,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
13449,주성엔지니어링(주),36930,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
13458,줌인터넷(주),239340,Dec-16,117201,  기타금융업,,,,,,,,,
13462,지나인제약(주),78650,Dec-11,32703,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
13471,지니언스(주),263860,Dec-17,105802,  출판업,,,,,,,,,
13474,지더블유바이텍(주),36180,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
13483,지에스건설(주),6360,Dec-11,64101,  종합 건설업,,,,,,,,,
13492,지에이치신소재(주),130500,Dec-13,31309,  섬유제품 제조업; 의복제외,,,,,,,,,
13499,지엔원에너지(주),270520,Dec-17,117201,  기타금융업,,,,,,,,,
13502,지엘팜텍(주),204840,Dec-14,117201,  기타금융업,,,,,,,,,
13508,지엠비코리아(주),13870,Dec-12,33003,  자동차 및 트레일러 제조업,,,,,,,,,
13516,진양산업(주),3780,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
13525,진양제약(주),7370,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
13534,진양폴리우레탄(주),10640,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13543,진양화학(주),51630,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
13552,진원생명과학(주),11000,Dec-11,31303,  섬유제품 제조업; 의복제외,,,,,,,,,
13561,진흥기업(주),2780,Dec-11,64102,  종합 건설업,,,,,,,,,
13570,차이나크리스탈신소재홀딩스,900250,Dec-14,147509,  사업지원 서비스업,,,,,,,,,
13576,참엔지니어링(주),9310,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
13585,참존글로벌(주),158310,Dec-13,32902,  기타 기계 및 장비 제조업,,,,,,,,,
13592,참좋은여행(주),94850,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
13601,카페24(주),42000,Dec-18,106301,  정보서비스업,,,,,,,,,
13603,커머스마이너 (주),223310,Dec-15,105802,  출판업,,,,,,,,,
13608,컨버즈(주),109070,Dec-11,31702,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
13617,컬러레이홀딩스,900310,Dec-16,137105,  전문 서비스업,,,,,,,,,
13621,케이디켐(주),221980,Dec-15,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13626,케이만금세기차륜집단유한공사,900280,Dec-15,32902,  기타 기계 및 장비 제조업,,,,,,,,,
13631,케이비아이동국실업(주),1620,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
13640,케이비아이메탈(주),24840,Dec-11,32809,  전기장비 제조업,,,,,,,,,
13649,케이씨그린홀딩스(주),9440,Dec-11,137105,  전문 서비스업,,,,,,,,,
13658,케이씨코트렐(주),119650,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
13667,케이알모터스(주),40,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
13676,케이에이치건설(주),226360,Dec-15,117201,  기타금융업,,,,,,,,,
13681,케이에이치전자(주),111870,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
13690,케이엠제약(주),225430,Dec-15,117201,  기타금융업,,,,,,,,,
13695,케이지이티에스(주),151860,Dec-13,43503,"  전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,
13702,케이지케미칼(주),1390,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13711,케이피엑스라이프사이언스(주),114450,Dec-11,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
13720,케이피엑스케미칼(주),25000,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13729,케이피엑스홀딩스(주),92230,Dec-11,137105,  전문 서비스업,,,,,,,,,
13738,코나아이(주),52400,Dec-11,105802,  출판업,,,,,,,,,
13747,코드네이처(주),78940,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
13756,코리아에프티(주),123410,Dec-11,117201,  기타금융업,,,,,,,,,
13765,코스맥스(주),192820,Dec-14,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13771,코스맥스비티아이(주),44820,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13780,코스맥스엔비티(주),222040,Dec-15,31007,  식료품 제조업,,,,,,,,,
13785,코스모신소재(주),5070,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13794,코스모화학(주),5420,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13803,코아스템(주),166480,Dec-15,32100,  의료용 물질 및 의약품 제조업,,,,,,,,,
13808,코오롱글로벌(주),3070,Dec-11,64102,  종합 건설업,,,,,,,,,
13817,코오롱생명과학(주),102940,Dec-11,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
13826,코오롱인더스트리(주),120110,Dec-11,32005,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13835,코오롱티슈진(주),950160,Dec-17,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
13838,코오롱플라스틱(주),138490,Dec-11,32002,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13847,코웨이(주),21240,Dec-11,199609,  기타 개인 서비스업,,,,,,,,,
13856,코웰패션(주),33290,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
13865,코위버(주),56360,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
13874,콜마비앤에이치(주),200130,Dec-14,117201,  기타금융업,,,,,,,,,
13880,쿠쿠홀딩스(주),192400,Dec-14,32805,  전기장비 제조업,,,,,,,,,
13886,쿠쿠홈시스(주),284740,Dec-18,147602,  임대업; 부동산 제외,,,,,,,,,
13888,큐렉소(주),60280,Dec-11,74708,  소매업; 자동차 제외,,,,,,,,,
13897,크로바하이텍(주),43590,Dec-11,32801,  전기장비 제조업,,,,,,,,,
13906,크루셜텍(주),114120,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
13915,크리스탈지노믹스(주),83790,Dec-11,137001,  연구개발업,,,,,,,,,
13924,키네마스터(주),139670,Dec-11,105802,  출판업,,,,,,,,,
13933,태경산업(주),15890,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13942,태경케미컬(주),6890,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13951,태광산업(주),3240,Dec-11,32005,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
13960,태림포장(주),11280,Dec-11,31702,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
13969,태양금속공업(주),4100,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
13978,태원물산(주),1420,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
13987,태평양물산(주),7980,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
13996,테고사이언스(주),191420,Dec-14,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
14002,테라사이언스(주),73640,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
14011,텔코웨어(주),78000,Dec-11,106301,  정보서비스업,,,,,,,,,
14020,티와이엠(주),2900,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14029,티제이미디어(주),32540,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14038,티케이지애강(주),22220,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
14047,티케이지휴켐스(주),69260,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
14056,팅크웨어(주),84730,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14065,파나케이아(주),58530,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14074,파미셀(주),5690,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
14083,팜젠사이언스(주),4720,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
14092,패션플랫폼(주),225590,Dec-15,117201,  기타금융업,,,,,,,,,
14097,팬오션(주),28670,Dec-11,85001,  수상 운송업,,,,,,,,,
14106,퍼스텍(주),10820,Dec-11,32502,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
14115,펌텍코리아(주),251970,Dec-19,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
14116,페이퍼코리아(주),1020,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
14125,평화산업(주),90080,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
14134,평화홀딩스(주),10770,Dec-11,137105,  전문 서비스업,,,,,,,,,
14143,포스코스틸리온(주),58430,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
14152,포스코홀딩스(주),5490,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
14161,풍국주정공업(주),23900,Dec-11,31101,  음료 제조업,,,,,,,,,
14170,피씨엘(주),241820,Dec-17,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
14173,피앤씨테크(주),237750,Dec-16,32801,  전기장비 제조업,,,,,,,,,
14177,피에스케이(주),319660,Dec-19,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14178,피에스케이홀딩스(주),31980,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14187,피에스텍(주),2230,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
14196,피에이치에이(주),43370,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
14205,하나마이크론(주),67310,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14214,하나머티리얼즈(주),166090,Dec-17,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14217,하나제약(주),293480,Dec-18,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
14219,하이록코리아(주),13030,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
14228,하이즈항공(주),221840,Dec-15,33103,  기타 운송장비 제조업,,,,,,,,,
14233,하이트진로(주),80,Dec-11,31101,  음료 제조업,,,,,,,,,
14242,하이트진로홀딩스(주),140,Dec-11,137105,  전문 서비스업,,,,,,,,,
14251,한국가스공사(주),36460,Dec-11,43502,"  전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,
14260,한국공항(주),5430,Dec-11,85209,  창고 및 운송관련 서비스업,,,,,,,,,
14269,한국기업평가(주),34950,Sep-11,147509,  사업지원 서비스업,,,,,,,,,
14278,한국내화(주),10040,Dec-11,32302,  비금속 광물제품 제조업,,,,,,,,,
14287,한국단자공업(주),25540,Dec-11,32801,  전기장비 제조업,,,,,,,,,
14296,한국맥널티(주),222980,Dec-15,31007,  식료품 제조업,,,,,,,,,
14301,한국석유공업(주),4090,Dec-11,32309,  비금속 광물제품 제조업,,,,,,,,,
14310,한국선재(주),25550,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
14319,한국수출포장공업(주),2200,Dec-11,31702,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
14328,한국쉘석유(주),2960,Dec-11,31902,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,
14337,한국알콜산업(주),17890,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
14346,한국앤컴퍼니(주),240,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
14355,한국유나이티드제약(주),33270,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
14364,한국유니온제약(주),80720,Dec-18,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
14366,한국전력공사(주),15760,Dec-11,43501,"  전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,
14375,한국전력기술(주),52690,Dec-11,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
14384,한국전자금융(주),63570,Dec-11,147509,  사업지원 서비스업,,,,,,,,,
14393,한국전자인증(주),41460,Dec-11,105802,  출판업,,,,,,,,,
14402,한국정밀기계(주),101680,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14411,한국정보공학(주),39740,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
14420,한국정보인증(주),53300,Dec-14,105802,  출판업,,,,,,,,,
14426,한국정보통신(주),25770,Dec-11,106102,  우편 및 통신업,,,,,,,,,
14435,한국조선해양(주),9540,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
14444,한국주강(주),25890,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14453,한국주철관공업(주),970,Mar-11,32401,  1차 금속 제조업,,,,,,,,,
14462,한국지역난방공사,71320,Dec-11,43503,"  전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,
14471,한국철강(주),104700,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
14480,한국컴퓨터(주),54040,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14489,한국콜마(주),161890,Mar-13,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
14496,한국콜마홀딩스(주),24720,Mar-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
14505,한국타이어앤테크놀로지(주),161390,Dec-12,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
14513,한국프랜지공업(주),10100,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
14522,한국항공우주산업(주),47810,Dec-11,33103,  기타 운송장비 제조업,,,,,,,,,
14531,한국화장품(주),123690,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
14540,한라아이엠에스(주),92460,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
14549,한미반도체(주),42700,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14558,한미사이언스(주),8930,Dec-11,137105,  전문 서비스업,,,,,,,,,
14567,한미약품(주),128940,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
14576,한성기업(주),3680,Dec-11,31002,  식료품 제조업,,,,,,,,,
14585,한세실업(주),105630,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
14594,한세엠케이(주),69640,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
14603,한세예스24홀딩스(주),16450,Dec-11,137105,  전문 서비스업,,,,,,,,,
14612,한솔로지스틱스(주),9180,Dec-11,85209,  창고 및 운송관련 서비스업,,,,,,,,,
14621,한솔아이원스(주),114810,Dec-13,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14628,한솔인티큐브(주),70590,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
14637,한솔제지(주),213500,Dec-15,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
14642,한솔테크닉스(주),4710,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14651,한솔피엔에스(주),10420,Dec-11,106301,  정보서비스업,,,,,,,,,
14660,한솔홀딩스(주),4150,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
14669,한스바이오메드(주),42520,Sep-11,32103,  의료용 물질 및 의약품 제조업,,,,,,,,,
14678,한신공영(주),4960,Dec-11,64101,  종합 건설업,,,,,,,,,
14687,한신기계공업(주),11700,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
14696,한양디지텍(주),78350,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14705,한양이엔지(주),45100,Dec-11,64202,  전문직별 공사업,,,,,,,,,
14714,한온시스템(주),18880,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
14723,한올바이오파마(주),9420,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
14732,한일네트웍스(주),46110,Dec-11,105802,  출판업,,,,,,,,,
14741,한일단조공업(주),24740,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
14750,한일사료(주),5860,Dec-11,31008,  식료품 제조업,,,,,,,,,
14759,한일시멘트(주),300720,Dec-18,32303,  비금속 광물제품 제조업,,,,,,,,,
14761,한일철강(주),2220,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
14770,한일현대시멘트(주),6390,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
14779,한일홀딩스(주),3300,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
14788,한일화학공업(주),7770,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
14797,한전산업개발(주),130660,Dec-11,147509,  사업지원 서비스업,,,,,,,,,
14806,한전케이피에스(주),51600,Dec-11,64203,  전문직별 공사업,,,,,,,,,
14815,한창산업(주),79170,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
14824,한화솔루션(주),9830,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
14833,한화시스템(주),272210,Dec-19,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
14834,한화에어로스페이스(주),12450,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14843,해성디에스(주),195870,Dec-16,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
14847,해성산업(주),34810,Dec-11,126801,  부동산업,,,,,,,,,
14856,해성옵틱스(주),76610,Dec-13,32703,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
14863,해태제과식품(주),101530,Dec-16,31007,  식료품 제조업,,,,,,,,,
14867,핸즈코퍼레이션(주),143210,Dec-16,33003,  자동차 및 트레일러 제조업,,,,,,,,,
14871,헝셩그룹유한회사,900270,Dec-15,137105,  전문 서비스업,,,,,,,,,
14876,현대건설(주),720,Dec-11,64102,  종합 건설업,,,,,,,,,
14885,현대건설기계(주),267270,Dec-17,32901,  기타 기계 및 장비 제조업,,,,,,,,,
14888,현대글로비스(주),86280,Dec-11,85209,  창고 및 운송관련 서비스업,,,,,,,,,
14897,현대두산인프라코어(주),42670,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
14906,현대로템(주),64350,Dec-13,33102,  기타 운송장비 제조업,,,,,,,,,
14913,현대모비스(주),12330,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
