,회사명,거래소코드,회계년도,산업코드,산업명,2011,2012,2013,2014,2015,2016,2017,2018,2019
7571,(주)크라운제과,264900,Dec-17,31007,  식료품 제조업,,,,,,,,,
7574,(주)크라운해태홀딩스,5740,Dec-11,31007,  식료품 제조업,,,,,,,,,
7583,(주)크레버스,96240,Dec-11,168505,  교육 서비스업,,,,,,,,,
7592,(주)크리스에프앤씨,110790,Dec-18,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
7594,(주)크린앤사이언스,45520,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
7603,(주)클라우드에어,36170,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7612,(주)클래시스,214150,Dec-15,117201,  기타금융업,,,,,,,,,
7617,(주)클리오,237880,Dec-16,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
7621,(주)키다리스튜디오,20120,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
7630,(주)키이스트,54780,Dec-11,147509,  사업지원 서비스업,,,,,,,,,
7639,(주)타이거일렉,219130,Dec-15,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7644,(주)탑엔지니어링,65130,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
7653,(주)탑코미디어,134580,Dec-13,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7660,(주)태경비케이,14580,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
7669,(주)태광,23160,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
7678,(주)태성,323280,Dec-19,117201,  기타금융업,,,,,,,,,
7679,(주)태양,53620,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
7688,(주)태영건설,9410,Dec-11,64102,  종합 건설업,,,,,,,,,
7697,(주)태웅,44490,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
7706,(주)태웅로직스,124560,Dec-19,85209,  창고 및 운송관련 서비스업,,,,,,,,,
7707,(주)테라젠이텍스,66700,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
7716,(주)테스,95610,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
7725,(주)테이팩스,55490,Dec-17,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
7728,(주)테크윙,89030,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
7737,(주)텔레칩스,54450,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7746,(주)텔레필드,91440,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7755,(주)텔콘알에프제약,200230,Dec-14,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7761,(주)토니모리,214420,Dec-15,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
7766,(주)토박스코리아,215480,Dec-15,117201,  기타금융업,,,,,,,,,
7771,(주)토비스,51360,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7780,(주)토탈소프트뱅크,45340,Dec-11,105802,  출판업,,,,,,,,,
7789,(주)톱텍,108230,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
7798,(주)투비소프트,79970,Dec-11,105802,  출판업,,,,,,,,,
7807,(주)트루윈,105550,Dec-14,33003,  자동차 및 트레일러 제조업,,,,,,,,,
7813,(주)특수건설,26150,Dec-11,64102,  종합 건설업,,,,,,,,,
7822,(주)티라유텍,322180,Dec-19,105802,  출판업,,,,,,,,,
7823,(주)티로보틱스,117730,Dec-18,32902,  기타 기계 및 장비 제조업,,,,,,,,,
7825,(주)티비씨,33830,Dec-11,106002,  방송업,,,,,,,,,
7834,(주)티비에이치글로벌,84870,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
7843,(주)티사이언티픽,57680,Dec-11,105802,  출판업,,,,,,,,,
7852,(주)티씨케이,64760,Dec-11,32309,  비금속 광물제품 제조업,,,,,,,,,
7861,(주)티앤알바이오팹,246710,Dec-18,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
7863,(주)티에스넥스젠,43220,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
7872,(주)티에스이,131290,Dec-11,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
7881,(주)티에스트릴리온,317240,Dec-19,117201,  기타금융업,,,,,,,,,
7882,(주)티에이치엔,19180,Dec-11,32809,  전기장비 제조업,,,,,,,,,
7891,(주)티엘아이,62860,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7900,(주)티움바이오,321550,Dec-19,137001,  연구개발업,,,,,,,,,
7901,(주)티웨이항공,91810,Dec-18,85101,  항공 운송업,,,,,,,,,
7903,(주)티웨이홀딩스,4870,Dec-11,32303,  비금속 광물제품 제조업,,,,,,,,,
7912,(주)티케이케미칼,104480,Dec-11,32005,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
7921,(주)티플랙스,81150,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
7930,(주)티피씨,130740,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
7939,(주)티피씨메카트로닉스,48770,Jun-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
7948,(주)파나진,46210,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
7957,(주)파라다이스,34230,Dec-11,189102,  스포츠 및 오락관련 서비스업,,,,,,,,,
7966,(주)파라텍,33540,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
7975,(주)파루,43200,Dec-11,32801,  전기장비 제조업,,,,,,,,,
7984,(주)파마리서치,214450,Dec-15,74604,  도매 및 상품 중개업,,,,,,,,,
7989,(주)파멥신,208340,Dec-18,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
7991,(주)파버나인,177830,Dec-14,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
7997,(주)파세코,37070,Dec-11,32805,  전기장비 제조업,,,,,,,,,
8006,(주)파수,150900,Dec-13,105802,  출판업,,,,,,,,,
8013,(주)파워넷,37030,Dec-18,32801,  전기장비 제조업,,,,,,,,,
8015,(주)파워로직스,47310,Dec-11,32801,  전기장비 제조업,,,,,,,,,
8024,(주)파이오링크,170790,Dec-13,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8031,(주)파인디앤씨,49120,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8040,(주)파인디지털,38950,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8049,(주)파인테크닉스,106240,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8058,(주)파인텍,131760,Dec-15,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8063,(주)파커스,65690,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
8072,(주)파크시스템스,140860,Dec-15,32702,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
8077,(주)파트론,91700,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8086,(주)판타지오,32800,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8095,(주)팜스빌,318010,Dec-19,31007,  식료품 제조업,,,,,,,,,
8096,(주)팜스코,36580,Dec-11,31006,  식료품 제조업,,,,,,,,,
8105,(주)팜스토리,27710,Dec-11,31008,  식료품 제조업,,,,,,,,,
8114,(주)팬스타엔터프라이즈,54300,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
8123,(주)팬엔터테인먼트,68050,Dec-11,105901,  영상ㆍ오디오 기록물 제작 및 배급업,,,,,,,,,
8132,(주)팬젠,222110,Dec-16,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
8136,(주)퍼시스,16800,Dec-11,33201,  가구 제조업,,,,,,,,,
8145,(주)펄어비스,263750,Dec-18,105802,  출판업,,,,,,,,,
8147,(주)펩트론,87010,Dec-15,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
8152,(주)포메탈,119500,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
8161,(주)포스코아이씨티,22100,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
8170,(주)포스코엠텍,9520,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
8179,(주)포스코인터내셔널,47050,Dec-11,74601,  도매 및 상품 중개업,,,,,,,,,
8188,(주)포스코케미칼,3670,Dec-19,32303,  비금속 광물제품 제조업,,,,,,,,,
8189,(주)포시에스,189690,Jun-15,105802,  출판업,,,,,,,,,
8194,(주)포인트엔지니어링,256630,Dec-17,117201,  기타금융업,,,,,,,,,
8197,(주)포커스에이치엔에스,331380,Dec-19,117201,  기타금융업,,,,,,,,,
8198,(주)폴라리스세원,234100,Dec-17,33003,  자동차 및 트레일러 제조업,,,,,,,,,
8201,(주)폴라리스오피스,41020,Dec-11,105802,  출판업,,,,,,,,,
8210,(주)폴라리스우노,114630,Dec-11,32005,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
8219,(주)푸드나무,290720,Dec-18,74709,  소매업; 자동차 제외,,,,,,,,,
8221,(주)푸드웰,5670,Dec-11,31003,  식료품 제조업,,,,,,,,,
8230,(주)푸른기술,94940,Dec-11,32603,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8239,(주)풀무원,17810,Dec-11,137105,  전문 서비스업,,,,,,,,,
8248,(주)풍강,93380,Aug-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
8257,(주)풍산,103140,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
8266,(주)풍산홀딩스,5810,Dec-11,137105,  전문 서비스업,,,,,,,,,
8275,(주)퓨쳐켐,220100,Dec-16,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
8279,(주)프럼파스트,35200,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
8288,(주)프로스테믹스,203690,Dec-14,117201,  기타금융업,,,,,,,,,
8294,(주)프로이천,321260,Dec-19,117201,  기타금융업,,,,,,,,,
8295,(주)프로텍,53610,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
8304,(주)프리엠스,53160,Dec-11,32801,  전기장비 제조업,,,,,,,,,
8313,(주)플래스크,41590,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8322,(주)플랜티넷,75130,Dec-11,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,
8331,(주)플레이그램,9810,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
8340,(주)플레이위드,23770,Dec-11,105802,  출판업,,,,,,,,,
8349,(주)플리토,300080,Dec-19,106301,  정보서비스업,,,,,,,,,
8350,(주)피델릭스,32580,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8359,(주)피씨디렉트,51380,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
8368,(주)피에스엠씨,24850,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8376,(주)피에이치씨,57880,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8385,(주)피엔티,137400,Dec-12,32902,  기타 기계 및 장비 제조업,,,,,,,,,
8393,(주)피엔풍년,24940,Dec-11,32509,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
8402,(주)피제이메탈,128660,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
8411,(주)피제이전자,6140,Dec-11,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
8420,(주)피피아이,62970,Dec-19,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8421,(주)픽셀플러스,87600,Dec-15,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8426,(주)필옵틱스,161580,Dec-17,32902,  기타 기계 및 장비 제조업,,,,,,,,,
8429,(주)하나투어,39130,Dec-11,147502,  사업지원 서비스업,,,,,,,,,
8438,(주)하림,136480,Dec-11,31001,  식료품 제조업,,,,,,,,,
8447,(주)하림지주,3380,Dec-17,137105,  전문 서비스업,,,,,,,,,
8450,(주)하이로닉,149980,Dec-14,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
8456,(주)하이비젼시스템,126700,Dec-11,117201,  기타금융업,,,,,,,,,
8465,(주)하이소닉,106080,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8474,(주)하이스틸,71090,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
8483,(주)하이텍팜,106190,Dec-11,32101,  의료용 물질 및 의약품 제조업,,,,,,,,,
8492,(주)하이트론씨스템즈,19490,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8501,(주)하츠,66130,Dec-11,32805,  전기장비 제조업,,,,,,,,,
8510,(주)한국가구,4590,Dec-11,33201,  가구 제조업,,,,,,,,,
8519,(주)한국경제티브이,39340,Dec-11,106002,  방송업,,,,,,,,,
8528,(주)한국비엔씨,256840,Dec-16,117201,  기타금융업,,,,,,,,,
8532,(주)한국전자홀딩스,6200,Dec-11,137105,  전문 서비스업,,,,,,,,,
8541,(주)한국종합기술,23350,Dec-11,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
8550,(주)한국카본,17960,Dec-11,32501,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,
8559,(주)한국코퍼레이션,50540,Dec-11,147509,  사업지원 서비스업,,,,,,,,,
8568,(주)한국큐빅,21650,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
8577,(주)한국테크놀로지,53590,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
8586,(주)한국특강,7280,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
8595,(주)한국팩키지,37230,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
8604,(주)한국화장품제조,3350,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
8613,(주)한글과컴퓨터,30520,Dec-11,105802,  출판업,,,,,,,,,
8622,(주)한네트,52600,Dec-11,106102,  우편 및 통신업,,,,,,,,,
8631,(주)한농화성,11500,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
8640,(주)한독,2390,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
8649,(주)한독크린텍,256150,Dec-19,32901,  기타 기계 및 장비 제조업,,,,,,,,,
8650,(주)한라,14790,Dec-11,64102,  종합 건설업,,,,,,,,,
8659,(주)한라홀딩스,60980,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
8668,(주)한미글로벌건축사사무소,53690,Dec-11,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
8677,(주)한빛소프트,47080,Dec-11,105802,  출판업,,,,,,,,,
8686,(주)한샘,9240,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
8695,(주)한섬,20000,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
8704,(주)한솔케미칼,14680,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
8713,(주)한솔홈데코,25750,Dec-11,31601,  목재 및 나무제품 제조업; 가구 제외,,,,,,,,,
8722,(주)한송네오텍,226440,Dec-15,117201,  기타금융업,,,,,,,,,
8727,(주)한익스프레스,14130,Dec-11,84903,  육상운송 및 파이프라인 운송업,,,,,,,,,
8736,(주)한일진공,123840,Dec-11,117201,  기타금융업,,,,,,,,,
8745,(주)한진,2320,Dec-11,84903,  육상운송 및 파이프라인 운송업,,,,,,,,,
8754,(주)한진중공업홀딩스,3480,Dec-11,137105,  전문 서비스업,,,,,,,,,
8763,(주)한진칼,180640,Dec-13,137105,  전문 서비스업,,,,,,,,,
8770,(주)한창,5110,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
8779,(주)한창바이오텍,43090,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
8788,(주)한창제지,9460,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
8797,(주)한컴위드,54920,Dec-11,105802,  출판업,,,,,,,,,
8806,(주)한탑,2680,Dec-11,31006,  식료품 제조업,,,,,,,,,
8815,(주)한화,880,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
8824,(주)핸디소프트,220180,Dec-16,105802,  출판업,,,,,,,,,
8828,(주)헥토이노베이션,214180,Dec-15,106309,  정보서비스업,,,,,,,,,
8833,(주)헥토파이낸셜,234340,Dec-19,106309,  정보서비스업,,,,,,,,,
8834,(주)헬릭스미스,84990,Dec-11,137001,  연구개발업,,,,,,,,,
8843,(주)현대공업,170030,Dec-13,33003,  자동차 및 트레일러 제조업,,,,,,,,,
8850,(주)현대그린푸드,5440,Dec-11,74701,  소매업; 자동차 제외,,,,,,,,,
8859,(주)현대리바트,79430,Dec-11,33201,  가구 제조업,,,,,,,,,
8868,(주)현대미포조선,10620,Dec-11,33101,  기타 운송장비 제조업,,,,,,,,,
8877,(주)현대바이오랜드,52260,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
8886,(주)현대백화점,69960,Dec-11,74701,  소매업; 자동차 제외,,,,,,,,,
8895,(주)현대에버다임,41440,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
8904,(주)현대이지웰,90850,Dec-13,105802,  출판업,,,,,,,,,
8911,(주)현대퓨처넷,126560,Dec-11,137105,  전문 서비스업,,,,,,,,,
8920,(주)현대홈쇼핑,57050,Dec-11,74709,  소매업; 자동차 제외,,,,,,,,,
8929,(주)협진,138360,Dec-13,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
8936,(주)형지아이앤씨,11080,Dec-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
8945,(주)형지엘리트,93240,Jun-11,31401,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,
8954,(주)혜인,3010,Dec-11,74605,  도매 및 상품 중개업,,,,,,,,,
8963,(주)호텔신라,8770,Dec-11,74708,  소매업; 자동차 제외,,,,,,,,,
8972,(주)홈센타홀딩스,60560,Dec-11,74606,  도매 및 상품 중개업,,,,,,,,,
8981,(주)홈캐스트,64240,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
8990,(주)화승엔터프라이즈,241590,Dec-16,137105,  전문 서비스업,,,,,,,,,
8994,(주)화승인더스트리,6060,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
9003,(주)화승코퍼레이션,13520,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9012,(주)화신,10690,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9021,(주)화신정공,126640,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9030,(주)화인베스틸,133820,Dec-14,32401,  1차 금속 제조업,,,,,,,,,
9036,(주)황금에스티,32560,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9045,(주)효성,4800,Dec-11,32005,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9054,(주)후성,93370,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9063,(주)휠라홀딩스,81660,Dec-11,74604,  도매 및 상품 중개업,,,,,,,,,
9072,(주)휴네시온,290270,Dec-18,105802,  출판업,,,,,,,,,
9074,(주)휴니드테크놀러지스,5870,Dec-11,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9083,(주)휴맥스,115160,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9092,(주)휴맥스홀딩스,28080,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9101,(주)휴먼엔,32860,Dec-11,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업",,,,,,,,,
9110,(주)휴메딕스,200670,Dec-14,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9116,(주)휴비스,79980,Dec-12,32005,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9124,(주)휴비츠,65510,Dec-11,32701,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,
9133,(주)휴센텍,215090,Dec-15,117201,  기타금융업,,,,,,,,,
9138,(주)휴스틸,5010,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9147,(주)휴엠앤씨,263920,Dec-17,33309,  기타 제품 제조업,,,,,,,,,
9150,(주)휴온스,243070,Dec-16,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9154,(주)휴온스글로벌,84110,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9163,(주)흥국,10240,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
9172,(주)흥국에프엔비,189980,Dec-15,31102,  음료 제조업,,,,,,,,,
9177,(주)희림종합건축사사무소,37440,Dec-11,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",,,,,,,,,
9186,(주)힘스,238490,Dec-17,32902,  기타 기계 및 장비 제조업,,,,,,,,,
9189,AJ네트웍스(주),95570,Dec-15,147603,  임대업; 부동산 제외,,,,,,,,,
9194,CS홀딩스(주),590,Dec-11,137105,  전문 서비스업,,,,,,,,,
9203,HD현대(주),267250,Dec-17,137105,  전문 서비스업,,,,,,,,,
9206,KB오토시스(주),24120,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9215,KD(주),44180,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
9224,KG스틸(주),16380,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9233,KISCO홀딩스(주),1940,Dec-11,137105,  전문 서비스업,,,,,,,,,
9242,LG이노텍(주),11070,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9251,LS일렉트릭(주),10120,Dec-11,32801,  전기장비 제조업,,,,,,,,,
9260,OCI(주),10060,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9269,SK이노베이션(주),96770,Dec-11,137105,  전문 서비스업,,,,,,,,,
9278,SNT모티브(주),64960,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9287,SNT중공업(주),3570,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9296,STX엔진(주),77970,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
9305,STX중공업(주),71970,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
9314,가온미디어(주),78890,Dec-11,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9323,가온전선(주),500,Dec-11,32803,  전기장비 제조업,,,,,,,,,
9332,감성코퍼레이션(주),36620,Dec-11,74607,  도매 및 상품 중개업,,,,,,,,,
9341,강남제비스코(주),860,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9350,갤럭시아머니트리(주),94480,Dec-11,105802,  출판업,,,,,,,,,
9359,경남스틸(주),39240,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9368,경남제약(주),53950,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9377,경동제약(주),11040,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9386,경인전자(주),9140,Dec-11,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9395,경창산업(주),24910,Dec-11,33003,  자동차 및 트레일러 제조업,,,,,,,,,
9404,계룡건설산업(주),13580,Dec-11,64102,  종합 건설업,,,,,,,,,
9413,계양전기(주),12200,Dec-11,32901,  기타 기계 및 장비 제조업,,,,,,,,,
9422,고려산업(주),2140,Dec-11,31006,  식료품 제조업,,,,,,,,,
9431,고려신용정보(주),49720,Dec-11,147509,  사업지원 서비스업,,,,,,,,,
9440,고려아연(주),10130,Dec-11,32402,  1차 금속 제조업,,,,,,,,,
9449,고려제강(주),2240,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9458,고려제약(주),14570,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9467,광동제약(주),9290,Dec-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9476,광전자(주),17900,Dec-11,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,
9485,광진실업(주),26910,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9494,국도화학(주),7690,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9503,국일신동(주),60480,Dec-14,32402,  1차 금속 제조업,,,,,,,,,
9509,국일제지(주),78130,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
9518,국제약품(주),2720,Mar-11,32102,  의료용 물질 및 의약품 제조업,,,,,,,,,
9527,그랜드코리아레저(주),114090,Dec-11,189102,  스포츠 및 오락관련 서비스업,,,,,,,,,
9536,그레이트리치과기유한공사,900290,Jun-16,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
9540,그린케미칼(주),83420,Dec-11,32004,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9549,극동유화(주),14530,Dec-11,31902,"  코크스, 연탄 및 석유정제품 제조업",,,,,,,,,
9558,글로벌에스엠테크리미티드,900070,Dec-11,137105,  전문 서비스업,,,,,,,,,
9567,글로벌텍스프리(주),204620,Dec-14,117201,  기타금융업,,,,,,,,,
9573,글로본(주),19660,Mar-11,117201,  기타금융업,,,,,,,,,
9582,금강공업(주),14280,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9591,금강철강(주),53260,Dec-11,32401,  1차 금속 제조업,,,,,,,,,
9600,금호건설(주),2990,Dec-11,64101,  종합 건설업,,,,,,,,,
9609,금호석유화학(주),11780,Dec-11,32001,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,
9618,금호전기(주),1210,Dec-11,32804,  전기장비 제조업,,,,,,,,,
9627,금호타이어(주),73240,Dec-11,32201,  고무 및 플라스틱제품 제조업,,,,,,,,,
9636,기신정기(주),92440,Mar-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
9645,기아(주),270,Dec-11,33001,  자동차 및 트레일러 제조업,,,,,,,,,
9654,깨끗한나라(주),4540,Dec-11,31701,"  펄프, 종이 및 종이제품 제조업",,,,,,,,,
9663,나노캠텍(주),91970,Dec-11,32202,  고무 및 플라스틱제품 제조업,,,,,,,,,
9672,나라엠앤디(주),51490,Dec-11,32902,  기타 기계 및 장비 제조업,,,,,,,,,
9681,나무기술(주),242040,Dec-16,117201,  기타금융업,,,,,,,,,
9685,나이스정보통신(주),36800,Dec-11,106102,  우편 및 통신업,,,,,,,,,
9694,나이스평가정보(주),30190,Dec-11,106309,  정보서비스업,,,,,,,,,
