회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)토비스,51360,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,233502
(주)토탈소프트뱅크,45340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1281110,1181482,1106172,0
(주)톱텍,108230,      비유동금융부채(*)(IFRS)(천원),70009,44616,18103303,0,0,0,0,0,0
(주)투비소프트,79970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,290281
(주)툴젠,199800,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,54095
(주)트루윈,105550,      비유동금융부채(*)(IFRS)(천원),0,3388301,0,0,33460,72675,0,0,5336
(주)트윔,290090,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,80312
(주)특수건설,26150,      비유동금융부채(*)(IFRS)(천원),0,2826533,1891544,168142,268452,0,0,1312308,3456132
(주)티라유텍,322180,      비유동금융부채(*)(IFRS)(천원),,,,,,,,5466865,144954
(주)티로보틱스,117730,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,3372127
(주)티비씨,33830,      비유동금융부채(*)(IFRS)(천원),140500,236000,233300,127700,130200,82700,82700,0,0
(주)티비에이치글로벌,84870,      비유동금융부채(*)(IFRS)(천원),65369,16676,0,0,0,0,225692,0,12250992
(주)티사이언티픽,57680,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)티씨케이,64760,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,187137
(주)티앤알바이오팹,246710,      비유동금융부채(*)(IFRS)(천원),,,,,999873,0,0,0,649919
(주)티앤엘,340570,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,7826
(주)티에스넥스젠,43220,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2423450
(주)티에스아이,277880,      비유동금융부채(*)(IFRS)(천원),,,,,,,,3099611,52442
(주)티에스이,131290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,21094
(주)티에스트릴리온,317240,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)티에이치엔,19180,      비유동금융부채(*)(IFRS)(천원),0,0,25000000,25000000,25000000,10476449,5508333,5600000,3791667
(주)티엘비,356860,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)티엘아이,62860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,52553
(주)티움바이오,321550,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,0
(주)티웨이항공,91810,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,286689337
(주)티웨이홀딩스,4870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,94918
(주)티케이케미칼,104480,      비유동금융부채(*)(IFRS)(천원),505600,252800,0,0,0,369895,2772242,87382,2792820
(주)티플랙스,81150,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,23219960,0,0,95265
(주)티피씨,130740,      비유동금융부채(*)(IFRS)(천원),0,0,0,20000,20000,0,0,20000,19062
(주)티피씨메카트로닉스,48770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)파나진,46210,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,8267
(주)파라다이스,34230,      비유동금융부채(*)(IFRS)(천원),0,1443970,786488,183801,3297420,2235542,1179458,12358232,131538968
(주)파라텍,33540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4781454
(주)파루,43200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2732608
(주)파마리서치,214450,      비유동금융부채(*)(IFRS)(천원),,,3855321,6297259,5401087,0,0,15513004,15346163
(주)파멥신,208340,      비유동금융부채(*)(IFRS)(천원),,,,0,0,,,0,33756822
(주)파버나인,177830,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,969095,0
(주)파세코,37070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,16384
(주)파수,150900,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1617291,129283
(주)파워넷,37030,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,1733805,115839
(주)파워로직스,47310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,190821
(주)파이오링크,170790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,18108,0,0,0,582417
(주)파인디앤씨,49120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,7284
(주)파인디지털,38950,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,330819
(주)파인테크닉스,106240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,5189027,1949755,510727,165510
(주)파인텍,131760,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,72423,40513,0,166659
(주)파커스,65690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,799513
(주)파크시스템스,140860,      비유동금융부채(*)(IFRS)(천원),143315,3570714,3985429,4450325,0,0,0,0,51200
(주)파트론,91700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,24538
(주)판타지오,32800,      비유동금융부채(*)(IFRS)(천원),0,0,0,1035105,608625,0,0,0,1726882
(주)팜스빌,318010,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,4307
(주)팜스코,36580,      비유동금융부채(*)(IFRS)(천원),228434,243841,184583,235638,344412,481918,692524,983198,1508424
(주)팜스토리,27710,      비유동금융부채(*)(IFRS)(천원),351844,97824,82834,604187,640630,559793,329468,305077,1030027
(주)팬스타엔터프라이즈,54300,      비유동금융부채(*)(IFRS)(천원),0,0,0,562596,604976,451044,313000,0,856537
(주)팬엔터테인먼트,68050,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,75551
(주)팬젠,222110,      비유동금융부채(*)(IFRS)(천원),,,0,2268698,2711330,0,0,0,0
(주)퍼시스,16800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2709393
(주)펄어비스,263750,      비유동금융부채(*)(IFRS)(천원),,,,,0,,0,20376939,24365276
(주)펩트론,87010,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,23397
(주)포메탈,119500,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)포스코아이씨티,22100,      비유동금융부채(*)(IFRS)(천원),11940777,7804905,8394224,8393758,4059847,2250265,1858985,1222461,4816968
(주)포스코엠텍,9520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,183199
(주)포스코인터내셔널,47050,      비유동금융부채(*)(IFRS)(천원),2809504,1149000,880000,732000,19977000,23955000,19361957,11936000,183883000
(주)포스코케미칼,3670,      비유동금융부채(*)(IFRS)(천원),0,32133,776003,1632078,1509038,431105,258109,138707,51204006
(주)포시에스,189690,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,0
(주)포인트모바일,318020,      비유동금융부채(*)(IFRS)(천원),,,,,,,,3841175,3187605
(주)포인트엔지니어링,256630,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,181318
(주)포커스에이치엔에스,331380,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)폴라리스세원,234100,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,64446
(주)폴라리스오피스,41020,      비유동금융부채(*)(IFRS)(천원),0,0,117540,83305,51692,0,0,0,112865
(주)폴라리스우노,114630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)푸드나무,290720,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,196135
(주)푸드웰,5670,      비유동금융부채(*)(IFRS)(천원),234835,222787,0,0,222893,175338,148405,341159,238646
(주)푸른기술,94940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,36631
(주)풀무원,17810,      비유동금융부채(*)(IFRS)(천원),333224,222108,105084,0,33513,7308,284533,0,4147037
(주)풍강,93380,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,53894,53894,53894,228607
(주)풍산,103140,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3639463
(주)풍산홀딩스,5810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,175264,0,136835
(주)퓨런티어,370090,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,11003
(주)퓨쳐켐,220100,      비유동금융부채(*)(IFRS)(천원),,,,7176934,25897018,0,0,0,1884001
(주)프럼파스트,35200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)프로스테믹스,203690,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,1291481
(주)프로이천,321260,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)프로텍,53610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,14068
(주)프롬바이오,377220,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)프리엠스,53160,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)플래스크,41590,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,168003
(주)플랜티넷,75130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,57516
(주)플레이그램,9810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,93626
(주)플레이디,237820,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,896615
(주)플레이위드,23770,      비유동금융부채(*)(IFRS)(천원),106182,0,0,0,0,0,0,0,164352
(주)플리토,300080,      비유동금융부채(*)(IFRS)(천원),,,,,,,,445422,613715
(주)피델릭스,32580,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,22301
(주)피씨디렉트,51380,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1865925
(주)피에스엠씨,24850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,,0,0
(주)피에이치씨,57880,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,160578
(주)피엔에이치테크,239890,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,,,4914
(주)피엔티,137400,      비유동금융부채(*)(IFRS)(천원),0,7000,235430,335994,291160,234097,1032765,4491837,416604
(주)피엔풍년,24940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,62551
(주)피제이메탈,128660,      비유동금융부채(*)(IFRS)(천원),0,1051040,0,0,0,0,0,0,48007
(주)피제이전자,6140,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,37599
(주)피코그램,376180,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)피플바이오,304840,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,172887
(주)피피아이,62970,      비유동금융부채(*)(IFRS)(천원),0,94600,113200,0,8250,97100,166946,245127,268355
(주)픽셀플러스,87600,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,384937
(주)필옵틱스,161580,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,298920,0,4496067,588485
(주)핌스,347770,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,297143
(주)핑거,163730,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,2184104
(주)하나기술,299030,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,10145298
(주)하나투어,39130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1554289,0,0,1308640,10892722
(주)하림,136480,      비유동금융부채(*)(IFRS)(천원),180522,633937,341673,479204,1519678,427555,231553,4049376,4584423
(주)하림지주,3380,      비유동금융부채(*)(IFRS)(천원),0,9612681,942970,655781,569638,426082,20972,0,478771
(주)하이로닉,149980,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,0
(주)하이브,352820,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,2588724
(주)하이비젼시스템,126700,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,23901
(주)하이소닉,106080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,37871
(주)하이스틸,71090,      비유동금융부채(*)(IFRS)(천원),72128,0,0,0,0,0,0,0,67843
(주)하이텍팜,106190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,21849
(주)하이트론씨스템즈,19490,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1935253
(주)하츠,66130,      비유동금융부채(*)(IFRS)(천원),2232727,2296690,2138583,2023083,0,0,0,0,126766
(주)한국가구,4590,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,224200
(주)한국경제티브이,39340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5017317
(주)한국비엔씨,256840,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0
(주)한국전자홀딩스,6200,      비유동금융부채(*)(IFRS)(천원),3046952,2648205,2306463,984642,183363,2019184,1213736,847257,1589339
(주)한국종합기술,23350,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,574804
(주)한국카본,17960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1672450,0,0,61034
(주)한국코퍼레이션,50540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,37661,712615
(주)한국큐빅,21650,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)한국테크놀로지,53590,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,364805
(주)한국특강,7280,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,246190058,191787144,0,759873
(주)한국파마,32300,      비유동금융부채(*)(IFRS)(천원),,,,,,,175761,75135,143752
(주)한국팩키지,37230,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,837991
(주)한국화장품제조,3350,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5085628
(주)한글과컴퓨터,30520,      비유동금융부채(*)(IFRS)(천원),0,0,0,7510693,5375006,601682,0,0,1545295
(주)한네트,52600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1290707
(주)한농화성,11500,      비유동금융부채(*)(IFRS)(천원),68000,89000,89000,0,0,0,0,0,1818807
(주)한독,2390,      비유동금융부채(*)(IFRS)(천원),151574,48097,0,0,13695,853605,52420,66746,1303294
(주)한독크린텍,256150,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,0
(주)한라,14790,      비유동금융부채(*)(IFRS)(천원),8321927,3885452,2050291,1092627,1075536,211260,3189606,4432348,72172160
(주)한라홀딩스,60980,      비유동금융부채(*)(IFRS)(천원),17602501,0,0,0,0,0,5390632,11520123,21785890
(주)한미글로벌건축사사무소,53690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,127913
(주)한빛소프트,47080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,3288245,4704446,145552
(주)한샘,9240,      비유동금융부채(*)(IFRS)(천원),1383000,0,0,0,1587601,0,0,0,119676399
(주)한섬,20000,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,8519178
(주)한솔케미칼,14680,      비유동금융부채(*)(IFRS)(천원),0,540786,3671791,2889415,1881694,905224,1284298,386105,337530
(주)한솔홈데코,25750,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,424847,26912,44392
(주)한송네오텍,226440,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,20077
(주)한익스프레스,14130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,16726445
(주)한일진공,123840,      비유동금융부채(*)(IFRS)(천원),,,0,0,145083,0,0,0,105813
(주)한진,2320,      비유동금융부채(*)(IFRS)(천원),0,0,0,5450886,11615277,13026571,15926080,592021,271554674
(주)한진중공업홀딩스,3480,      비유동금융부채(*)(IFRS)(천원),1683000,8096000,5908000,3824000,1853000,0,0,33386000,0
(주)한진칼,180640,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,35317
(주)한창,5110,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,37113
(주)한창바이오텍,43090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,80477
(주)한창제지,9460,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,76579
(주)한컴라이프케어,372910,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,45448560,49348136
(주)한컴위드,54920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,200540,0,103421
(주)한탑,2680,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)한화,880,      비유동금융부채(*)(IFRS)(천원),89800,91140,3512260,3483139,69195667,4861968,38248980,48273035,40652577
(주)해성티피씨,59270,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,15868
(주)핸디소프트,220180,      비유동금융부채(*)(IFRS)(천원),,,,11968386,0,0,0,0,1707256
(주)헥토이노베이션,214180,      비유동금융부채(*)(IFRS)(천원),,,,5466094,0,234000,0,0,1529445
(주)헥토파이낸셜,234340,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,64421
(주)헬릭스미스,84990,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,18643246,1055650
(주)현대공업,170030,      비유동금융부채(*)(IFRS)(천원),270000,270000,0,0,0,0,0,0,89971
(주)현대그린푸드,5440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2591675
(주)현대리바트,79430,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,27964235
(주)현대미포조선,10620,      비유동금융부채(*)(IFRS)(천원),21224662,23422536,25015457,39983715,258263335,2441810,5114562,4799409,3261951
(주)현대바이오랜드,52260,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,101853
(주)현대백화점,69960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,272845878
(주)현대에버다임,41440,      비유동금융부채(*)(IFRS)(천원),0,287209,163993,145645,190531,62513,50117,44986,724833
(주)현대이지웰,90850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,3361391,0,127125
(주)현대퓨처넷,126560,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1374531
(주)현대홈쇼핑,57050,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,362763
(주)협진,138360,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,50963
(주)형지아이앤씨,11080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1708760,1080500,0,304234
(주)형지엘리트,93240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)혜인,3010,      비유동금융부채(*)(IFRS)(천원),270670,0,864370,884356,852994,701187,79257,486968,1585672
(주)호텔신라,8770,      비유동금융부채(*)(IFRS)(천원),89969796,0,0,0,0,0,13187310,9704327,369786242
(주)홈센타홀딩스,60560,      비유동금융부채(*)(IFRS)(천원),4671955,6246070,2808445,3189160,3493740,3528788,3573578,3571330,117403
(주)홈캐스트,64240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1093
(주)화승엔터프라이즈,241590,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,30047
(주)화승인더스트리,6060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,349995
(주)화승코퍼레이션,13520,      비유동금융부채(*)(IFRS)(천원),106280,116780,0,0,0,0,0,0,70441
(주)화신,10690,      비유동금융부채(*)(IFRS)(천원),895977,458398,867925,0,0,0,0,0,198695
(주)화신정공,126640,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)화인베스틸,133820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,777522
(주)황금에스티,32560,      비유동금융부채(*)(IFRS)(천원),84003,55153,0,0,0,313000,313000,316000,71975
(주)효성,4800,      비유동금융부채(*)(IFRS)(천원),0,0,7436,5192415,11199285,6466646,584150,0,9372779
(주)후성,93370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,468022
(주)휠라홀딩스,81660,      비유동금융부채(*)(IFRS)(천원),18635,680067,570961,344098,115227,0,0,0,29833934
(주)휴네시온,290270,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,347894
(주)휴니드테크놀러지스,5870,      비유동금융부채(*)(IFRS)(천원),300000,0,0,0,0,0,0,0,0
(주)휴맥스,115160,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,11904230
(주)휴맥스홀딩스,28080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,655364
(주)휴먼엔,32860,      비유동금융부채(*)(IFRS)(천원),0,3754675,1940089,1170413,0,0,0,0,0
(주)휴메딕스,200670,      비유동금융부채(*)(IFRS)(천원),0,6151895,6663072,0,0,0,0,0,134837
(주)휴비스,79980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,10000,10000,10000,1427000
(주)휴비츠,65510,      비유동금융부채(*)(IFRS)(천원),338978,0,23,471305,261129,0,0,0,112465
(주)휴센텍,215090,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,578056
(주)휴스틸,5010,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,9124140,9245140,0,80987
(주)휴엠앤씨,263920,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,35000,75000
(주)휴온스,243070,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,1173323
(주)휴온스글로벌,84110,      비유동금융부채(*)(IFRS)(천원),0,0,0,123589,119262,0,0,0,164209
(주)흥국,10240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)흥국에프엔비,189980,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,665154
(주)희림종합건축사사무소,37440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,9051581
(주)힘스,238490,      비유동금융부채(*)(IFRS)(천원),0,1815987,1911654,1930103,0,0,0,0,380452
AJ네트웍스(주),95570,      비유동금융부채(*)(IFRS)(천원),,,3964104,823257,4052525,21587908,23490887,51196431,67030228
CS홀딩스(주),590,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
HD현대(주),267250,      비유동금융부채(*)(IFRS)(천원),,,,,,,18603000,0,126244446
KB오토시스(주),24120,      비유동금융부채(*)(IFRS)(천원),0,0,0,307991,0,0,0,0,268988
KD(주),44180,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,133710
KG스틸(주),16380,      비유동금융부채(*)(IFRS)(천원),86247,92946,1931580,2355384,0,0,0,0,15038397
KISCO홀딩스(주),1940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,44924
LG이노텍(주),11070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,4544670,3644607
LS일렉트릭(주),10120,      비유동금융부채(*)(IFRS)(천원),0,417271,279810,403919,191630,0,0,1215163,7045624
OCI(주),10060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3418021
SK이노베이션(주),96770,      비유동금융부채(*)(IFRS)(천원),4006851,2270866,17096618,12738371,0,920252,471574,574427,28283795
SNT모티브(주),64960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,72408
SNT중공업(주),3570,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,84102
STX엔진(주),77970,      비유동금융부채(*)(IFRS)(천원),5128207,672113,0,0,0,0,0,0,235265
STX중공업(주),71970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,388117
가온미디어(주),78890,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,517053
가온전선(주),500,      비유동금융부채(*)(IFRS)(천원),0,427120,98809,620661,505081,16186,3056363,1253433,3815816
감성코퍼레이션(주),36620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,65189
강남제비스코(주),860,      비유동금융부채(*)(IFRS)(천원),86000,109000,118000,88000,63000,68000,39000,25000,1082650
갤럭시아머니트리(주),94480,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1317672
경남스틸(주),39240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
경남제약(주),53950,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,3073,0,0,390493
경동제약(주),11040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,717178
경인전자(주),9140,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
경창산업(주),24910,      비유동금융부채(*)(IFRS)(천원),4976000,0,0,0,0,0,0,0,338847
계룡건설산업(주),13580,      비유동금융부채(*)(IFRS)(천원),43123961,30824334,3018945,750909,291273,153442,403477,519640,11461992
계양전기(주),12200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
고려산업(주),2140,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,240084
고려신용정보(주),49720,      비유동금융부채(*)(IFRS)(천원),0,0,74546,579136,202040,0,0,0,2649276
고려아연(주),10130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,993224
고려제강(주),2240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,430000
고려제약(주),14570,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,25883
광동제약(주),9290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,300668
광전자(주),17900,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2040
광진실업(주),26910,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
교촌에프앤비(주),339770,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,1071553
국도화학(주),7690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
국일신동(주),60480,      비유동금융부채(*)(IFRS)(천원),,230000,230000,0,0,0,0,0,0
국일제지(주),78130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,94274
국제약품(주),2720,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,206226
그랜드코리아레저(주),114090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,76352075
그레이트리치과기유한공사,900290,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
그린케미칼(주),83420,      비유동금융부채(*)(IFRS)(천원),0,0,0,59340,51600,43860,289420,602466,2341628
극동유화(주),14530,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,45000000,0,109135
글로벌에스엠테크리미티드,900070,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
글로벌텍스프리(주),204620,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,9151200,8756123
글로본(주),19660,      비유동금융부채(*)(IFRS)(천원),,,,,,,107185,0,1147525
금강공업(주),14280,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,30262
금강철강(주),53260,      비유동금융부채(*)(IFRS)(천원),558688,0,13000,13000,13000,13000,13000,13000,142024
금호건설(주),2990,      비유동금융부채(*)(IFRS)(천원),12197578,9336000,5676299,0,0,0,0,2536016,23323362
금호석유화학(주),11780,      비유동금융부채(*)(IFRS)(천원),4226314,2979135,2572938,1319741,1829668,927785,2103759,283135,13412326
금호전기(주),1210,      비유동금융부채(*)(IFRS)(천원),4833318,4087435,4960449,66849,46330,157160,101216,0,3005867
