회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)엘지헬로비전,37560,      비유동금융부채(*)(IFRS)(천원),89318131,86460155,247408,2176668,0,0,1399318,94336,63715949
(주)엘지화학,51910,      비유동금융부채(*)(IFRS)(천원),5380000,3074000,0,0,34086000,30272000,27367000,53620000,66304000
(주)엠게임,58630,      비유동금융부채(*)(IFRS)(천원),0,137098,115648,147087,0,0,0,0,0
(주)엠디에스테크,86960,      비유동금융부채(*)(IFRS)(천원),0,0,0,935555,132555,132555,0,0,748781
(주)엠로,58970,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)엠씨넥스,97520,      비유동금융부채(*)(IFRS)(천원),2015842,1119063,291965,462176,350230,210885,1008843,0,173475
(주)엠아이텍,179290,      비유동금융부채(*)(IFRS)(천원),,,,,,,1479688,0,591306
(주)엠에스씨,9780,      비유동금융부채(*)(IFRS)(천원),371000,0,0,0,0,0,0,0,160194
(주)엠에스오토텍,123040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)엠투아이코퍼레이션,347890,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0
(주)엠투엔,33310,      비유동금융부채(*)(IFRS)(천원),1053130,0,0,496204,306475,0,0,0,37975
(주)엠플러스,259630,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,2945500,75667
(주)엠피대산,65150,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2390320
(주)연우,115960,      비유동금융부채(*)(IFRS)(천원),158700,344900,0,0,0,0,0,0,4849
(주)연이비앤티,90740,      비유동금융부채(*)(IFRS)(천원),195555,0,496183,378505,258578,0,382428,91842,2246184
(주)영림원소프트랩,60850,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,77936
(주)영우디에스피,143540,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,14022225,15513354,0,171105
(주)영원무역,111770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,17218499
(주)영원무역홀딩스,9970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3012297
(주)영풍,670,      비유동금융부채(*)(IFRS)(천원),35828640,0,0,34848426,41582053,41339934,41650468,35279387,11846603
(주)영흥,12160,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3023607
(주)예림당,36000,      비유동금융부채(*)(IFRS)(천원),1500000,2000000,0,0,0,0,440000,0,2422
(주)예선테크,250930,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0
(주)예스코홀딩스,15360,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1119712
(주)예스티,122640,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,2248140,64728,8793702
(주)오공,45060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,3975
(주)오디텍,80520,      비유동금융부채(*)(IFRS)(천원),42143,42143,42143,25504,25504,25504,25504,0,301268
(주)오뚜기,7310,      비유동금융부채(*)(IFRS)(천원),0,986121,918819,21737,9737,0,0,251152,13040560
(주)오로스테크놀로지,322310,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,857268
(주)오르비텍,46120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,252188
(주)오리엔탈정공,14940,      비유동금융부채(*)(IFRS)(천원),4442508,0,0,0,0,0,0,0,59605
(주)오리엔트바이오,2630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)오리엔트정공,65500,      비유동금융부채(*)(IFRS)(천원),11675,21336,8739,4598,838,0,0,0,55371
(주)오리온,271560,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,12412731
(주)오리온홀딩스,1800,      비유동금융부채(*)(IFRS)(천원),1117824,2579915,1006515,128699,1530471,758178,0,625247,937379
(주)오리콤,10470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,67000
(주)오비고,352910,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,11289
(주)오스코텍,39200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)오스테오닉,226400,      비유동금융부채(*)(IFRS)(천원),,,,,2468477,1846986,5495919,1019672,1446951
(주)오스템,31510,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,211978
(주)오이솔루션,138080,      비유동금융부채(*)(IFRS)(천원),0,7618818,8608258,236179,239700,201500,165432,241000,75077
(주)오킨스전자,80580,      비유동금융부채(*)(IFRS)(천원),,0,0,0,0,0,0,0,120691
(주)오텍,67170,      비유동금융부채(*)(IFRS)(천원),241719,821347,722358,562123,426382,1672636,657936,424223,531076
(주)오파스넷,173130,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,155963,3095110
(주)오픈베이스,49480,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,63907
(주)오하임아이엔티,309930,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)옵투스제약,131030,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,72914
(주)옵트론텍,82210,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1763391,7860,192121,154832,4714051
(주)옵티팜,153710,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,175282
(주)와이더플래닛,321820,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,604874
(주)와이비엠넷,57030,      비유동금융부채(*)(IFRS)(천원),381079,0,0,0,581520,1139799,504413,500000,1705940
(주)와이솔,122990,      비유동금융부채(*)(IFRS)(천원),900000,0,0,0,0,0,0,0,59642
(주)와이어블,65530,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2857314
(주)와이엔텍,67900,      비유동금융부채(*)(IFRS)(천원),71509,51012,0,0,0,0,0,200623,292670
(주)와이엠텍,273640,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,0
(주)와이오엠,66430,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,139344
(주)와이제이엠게임즈,193250,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,6419625,0,22023
(주)와이즈버즈,273060,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)와이지-원,19210,      비유동금융부채(*)(IFRS)(천원),296106,483373,817838,567474,435184,217765,88148,0,5140053
(주)와이지엔터테인먼트,122870,      비유동금융부채(*)(IFRS)(천원),0,0,0,60497522,61879474,63292993,64738802,66417637,1069336
(주)와이지플러스,37270,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,101600,2353911,2419799,2436640,2552390
(주)와이투솔루션,11690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,71924
(주)와이티엔,40300,      비유동금융부채(*)(IFRS)(천원),435547,0,0,0,0,0,0,0,509970
(주)와이팜,332570,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,159542
(주)용평리조트,70960,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,1723581,26370137
(주)우리기술,32820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,141978
(주)우리넷,115440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,667720,77459
(주)우리로,46970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)우성,6980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,761595
(주)우신시스템,17370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,491224,145853,0
(주)우양,103840,      비유동금융부채(*)(IFRS)(천원),,,,,,,,43518,324301
(주)우정바이오,215380,      비유동금융부채(*)(IFRS)(천원),,,,,,,222990,4897859,218697
(주)우주일렉트로닉스,65680,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,555819
(주)우진,105840,      비유동금융부채(*)(IFRS)(천원),46200,0,0,0,0,0,0,0,72629
(주)우진아이엔에스,10400,      비유동금융부채(*)(IFRS)(천원),,,,,,8753,3740,0,2428539
(주)우진플라임,49800,      비유동금융부채(*)(IFRS)(천원),0,0,58786,63061,1319,316,0,0,413990
(주)웅진,16880,      비유동금융부채(*)(IFRS)(천원),7725959,4502154,14912,1492,0,0,0,0,1918207
(주)웅진씽크빅,95720,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4628131
(주)원림,5820,      비유동금융부채(*)(IFRS)(천원),1805243,1752616,1768800,1598800,2398800,123000,123000,113000,113000
(주)원바이오젠,307280,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)원방테크,53080,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,12006
(주)원익,32940,      비유동금융부채(*)(IFRS)(천원),329638,1126282,0,487070,0,6897,19440,11120,24178
(주)원익머트리얼즈,104830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,274748,362817
(주)원익아이피에스,240810,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,1885240
(주)원익큐브,14190,      비유동금융부채(*)(IFRS)(천원),0,0,0,67068,0,0,725251,355127,461323
(주)원익큐엔씨,74600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,762357,7274846
(주)원익피앤이,131390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,2707450,125854
(주)원익홀딩스,30530,      비유동금융부채(*)(IFRS)(천원),2441218,3666681,2054598,1529148,799362,746731,1698016,848823,391039
(주)원일특강,12620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,8344
(주)원풍,8370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)월덱스,101160,      비유동금융부채(*)(IFRS)(천원),10439552,12883362,0,0,0,0,0,0,86142
(주)웨이버스,336060,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)웨이브일렉트로닉스,95270,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,12046
(주)웰크론,65950,      비유동금융부채(*)(IFRS)(천원),444199,0,0,0,0,0,1694248,0,388651
(주)웰크론한텍,76080,      비유동금융부채(*)(IFRS)(천원),56,0,0,0,0,0,842040,0,393470
(주)웹스,196700,      비유동금융부채(*)(IFRS)(천원),,,889437,1052673,181364,115183,0,0,62747
(주)웹젠,69080,      비유동금융부채(*)(IFRS)(천원),0,0,0,820000,1200000,0,0,0,139087
(주)위니아,71460,      비유동금융부채(*)(IFRS)(천원),0,0,147936,30877,0,183714,909564,178000,247463
(주)위니아에이드,377460,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,5564664
(주)위닉스,44340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)위드텍,348350,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,106215
(주)위메이드,112040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,489339
(주)위메이드맥스,101730,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)위메이드플레이,123420,      비유동금융부채(*)(IFRS)(천원),,,0,82500,36015,0,0,0,1911130
(주)위세아이텍,65370,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,168829,1336
(주)위스컴,24070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)위지윅스튜디오,299900,      비유동금융부채(*)(IFRS)(천원),,,,,,4220538,9733525,0,79304
(주)위지트,36090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,151254
(주)윈스,136540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,90084
(주)윈팩,97800,      비유동금융부채(*)(IFRS)(천원),9357690,0,0,0,0,0,0,0,1902253
(주)윈하이텍,192390,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,2427537,1335308,80555
(주)윌링스,313760,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,144197
(주)윌비스,8600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1066788
(주)유니드,14830,      비유동금융부채(*)(IFRS)(천원),781495,1251548,1806930,2097095,1185393,721392,989390,102336,5332950
(주)유니온,910,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,510000,834758
(주)유니온커뮤니티,203450,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,50000,60000,333881
(주)유니켐,11330,      비유동금융부채(*)(IFRS)(천원),30000,30000,30500,,137404,202709,547320,260314,128361
(주)유니크,11320,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,68496
(주)유니테스트,86390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,6200
(주)유니테크노,241690,      비유동금융부채(*)(IFRS)(천원),,,,0,0,0,0,0,0
(주)유니트론텍,142210,      비유동금융부채(*)(IFRS)(천원),,,0,17282,7435,0,0,0,83517
(주)유라테크,48430,      비유동금융부채(*)(IFRS)(천원),60000,0,0,0,0,0,0,0,36403
(주)유바이오로직스,206650,      비유동금융부채(*)(IFRS)(천원),,,,,8813076,0,0,0,2304242
(주)유비케어,32620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,5315
(주)유비쿼스,264450,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,241476
(주)유비쿼스홀딩스,78070,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)유성티엔에스,24800,      비유동금융부채(*)(IFRS)(천원),7354360,4729978,2217559,7901958,4688546,2139418,605005,164101,4417763
(주)유수홀딩스,700,      비유동금융부채(*)(IFRS)(천원),0,0,0,837746,1277660,0,236816,398878,14622
(주)유신,54930,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,1905787
(주)유씨아이,38340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,186779
(주)유아이디,69330,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,70845
(주)유에스티,263770,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0,33027
(주)유유제약,220,      비유동금융부채(*)(IFRS)(천원),18356,18356,38803,9955,8536,7289,8524,3348382,369301
(주)유일로보틱스,388720,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)유진로봇,56080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,180831
(주)유진테크,84370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,30108
(주)유테크,178780,      비유동금융부채(*)(IFRS)(천원),,,8945137,3607093,364079,0,0,0,1524250
(주)유티아이,179900,      비유동금융부채(*)(IFRS)(천원),,,9820842,0,0,0,0,0,155278
(주)유틸렉스,263050,      비유동금융부채(*)(IFRS)(천원),,,,,0,0,0,0,190915
(주)유한양행,100,      비유동금융부채(*)(IFRS)(천원),1145778,14101,0,0,0,0,0,0,1947417
(주)육일씨엔에쓰,191410,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,32635
(주)율호,72770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,10000,10000,93736
(주)이건홀딩스,39020,      비유동금융부채(*)(IFRS)(천원),45023,13193,0,0,0,0,254069,106759,1832846
(주)이글루코퍼레이션,67920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,254990
(주)이글벳,44960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,52427
(주)이노메트리,302430,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,0,0
(주)이노션,214320,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,0,0,0,1013948
(주)이노와이어리스,73490,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,123506
(주)이노인스트루먼트,215790,      비유동금융부채(*)(IFRS)(천원),,,,,,,0,5448460,36508
(주)이노테라피,246960,      비유동금융부채(*)(IFRS)(천원),,,,,11121178,5000,5000,5000,57501
(주)이녹스,88390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,9003
(주)이녹스첨단소재,272290,      비유동금융부채(*)(IFRS)(천원),,,,,,,67300,0,416063
(주)이라이콤,41520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)이랜시스,264850,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0
(주)이랜텍,54210,      비유동금융부채(*)(IFRS)(천원),382512,253725,844284,767075,653007,694984,628467,452197,371537
(주)이루다,164060,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,9897
(주)이루온,65440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)이마트,139480,      비유동금융부채(*)(IFRS)(천원),7298977,30120714,105447600,62291514,775711,34915000,62763620,43942306,1005278738
(주)이미지스테크놀로지,115610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)이브이수성,84180,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,60000,130000,630000,130000,130000
(주)이브이첨단소재,131400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,18277
(주)이상네트웍스,80010,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,206953
(주)이수앱지스,86890,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,22917
(주)이수페타시스,7660,      비유동금융부채(*)(IFRS)(천원),1201408,1416096,2642157,1680670,619842,1617433,2110766,444467,3062151
(주)이수화학,5950,      비유동금융부채(*)(IFRS)(천원),9023525,6675622,12214548,9092942,8637229,7093345,3075549,3131151,11146242
(주)이스타코,15020,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,4224
(주)이스트소프트,47560,      비유동금융부채(*)(IFRS)(천원),100000,0,0,0,0,2637570,2489980,0,327662
(주)이씨에스텔레콤,67010,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,0
(주)이아이디,93230,      비유동금융부채(*)(IFRS)(천원),0,0,500000,74301,0,0,0,0,43314
(주)이엔드디,101360,      비유동금융부채(*)(IFRS)(천원),,,,,2250000,2250000,2250000,2250000,43211
(주)이엔에프테크놀로지,102710,      비유동금융부채(*)(IFRS)(천원),280904,255620,956412,758530,818559,792304,289227,209285,9910062
(주)이엔코퍼레이션,66980,      비유동금융부채(*)(IFRS)(천원),1152221,0,0,44959,0,0,0,5238528,5454900
(주)이엔플러스,74610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,453036,0,18647861
(주)이엘피,63760,      비유동금융부채(*)(IFRS)(천원),,,,,,0,0,0,439000
(주)이엠넷,123570,      비유동금융부채(*)(IFRS)(천원),0,30000,1509241,284995,492965,711254,0,0,40517
(주)이엠앤아이,83470,      비유동금융부채(*)(IFRS)(천원),20000,20000,0,0,0,35000,35000,25000,0
(주)이엠텍,91120,      비유동금융부채(*)(IFRS)(천원),72916,98077,39847,238430,147458,0,264313,163472,261237
(주)이오테크닉스,39030,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,2438880,0
(주)이원,17940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,129306359
(주)이월드,84680,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,2853779
(주)이즈미디어,181340,      비유동금융부채(*)(IFRS)(천원),,,,0,0,1311,2804,595,87155
(주)이지,37370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,65235
(주)이지트로닉스,377330,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,
(주)이지홀딩스,35810,      비유동금융부채(*)(IFRS)(천원),900732,358480,2089796,1457436,2663149,2219343,2202192,551502,1617515
(주)이큐셀,160600,      비유동금융부채(*)(IFRS)(천원),,,0,0,0,5000005,0,0,1511587
(주)이크레더블,92130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,39387
(주)이퓨쳐,134060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,101685
(주)인디에프,14990,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,14063687
(주)인바디,41830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,436780
(주)인바이오젠,101140,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0,118040
