,회사,코드,년도,2011,2012,2013,2014,2015,2016,2017,2018,2019,2012년 감소율,2013년 감소율,2014년 감소율,2015년 감소율,2016년 감소율,2017년 감소율,2018년 감소율,2019년 감소율,2012년 감소율여부,2013년 감소율여부,2014년 감소율여부,2015년 감소율여부,2016년 감소율여부,2017년 감소율여부,2018년 감소율여부,2019년 감소율여부
1736,아세아(주),2030,      비유동금융부채(*)(IFRS)(천원),14800815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,아세아시멘트(주),183190,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,0.0,0.0,0.0,6371000.0,15679.0,,,,,,,-inf,99.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1738,아세아제지(주),2310,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102388.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1739,아시아나아이디티(주),267850,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21935731.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1740,아시아나항공(주),20560,      비유동금융부채(*)(IFRS)(천원),680479428.0,842587731.0,1380297585.0,1752420129.0,1815611298.0,2008750297.0,1846080729.0,1915357689.0,5361658110.0,-23.82,-63.82,-26.96,-3.61,-10.64,8.1,-3.75,-179.93,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1741,아이디피(주),332370,      비유동금융부채(*)(IFRS)(천원),,,,,,,2184480.0,2896015.0,0.0,,,,,,,-32.57,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1742,아이쓰리시스템(주),214430,      비유동금융부채(*)(IFRS)(천원),,,6226157.0,5842506.0,0.0,0.0,0.0,0.0,0.0,,,6.16,100.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,아이에스동서(주),10780,      비유동금융부채(*)(IFRS)(천원),8603715.0,6698620.0,4831589.0,4015189.0,4583827.0,6218146.0,3793075.0,5310247.0,9440745.0,22.14,27.87,16.9,-14.16,-35.65,39.0,-40.0,-77.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1744,아이진(주),185490,      비유동금융부채(*)(IFRS)(천원),,6670425.0,0.0,0.0,0.0,0.0,0.0,14135903.0,8653354.0,,100.0,,,,,-inf,38.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1745,아이큐어(주),175250,      비유동금융부채(*)(IFRS)(천원),,,,0.0,1281019.0,0.0,3402870.0,2220255.0,0.0,,,,-inf,100.0,-inf,34.75,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1746,아이크래프트(주),52460,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70420.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1747,아이텍(주),119830,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419368.0,921074.0,,,,,,,-inf,61.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1748,아주스틸(주),139990,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,아진산업(주),13310,      비유동금융부채(*)(IFRS)(천원),6953299.0,7075198.0,7520055.0,6417812.0,10462448.0,17003571.0,15585794.0,16452076.0,9654477.0,-1.75,-6.29,14.66,-63.02,-62.52,8.34,-5.56,41.32,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1750,안국약품(주),1540,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300938.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1751,알리코제약(주),260660,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,5851092.0,0.0,142920.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1752,알서포트(주),131370,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,0.0,0.0,0.0,0.0,1262835.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1753,알에스오토메이션(주),140670,      비유동금융부채(*)(IFRS)(천원),2156364.0,2461921.0,1054041.0,0.0,0.0,0.0,0.0,0.0,35704.0,-14.17,57.19,100.0,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754,알에프머트리얼즈(주),327260,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,알에프에이치아이씨(주),218410,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,압타바이오(주),293780,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,61104.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1757,애경산업(주),18250,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,애경케미칼(주),161000,      비유동금융부채(*)(IFRS)(천원),,169126.0,0.0,0.0,0.0,0.0,0.0,0.0,410831.0,,100.0,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1759,애니젠(주),196300,      비유동금융부채(*)(IFRS)(천원),,0.0,1059238.0,1194411.0,2307215.0,0.0,0.0,1624725.0,2134068.0,,-inf,-12.76,-93.17,100.0,,-inf,-31.35,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1760,애머릿지코퍼레이션,900100,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,814781.0,809357.0,0.0,0.0,0.0,0.0,5694094.0,,-inf,0.67,100.0,,,,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1761,앱클론(주),174900,      비유동금융부채(*)(IFRS)(천원),,,4969995.0,1804367.0,0.0,0.0,0.0,0.0,13657.0,,,63.69,100.0,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1762,어보브반도체(주),102120,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85290.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1763,에브리봇(주),270660,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,에스넷시스템(주),38680,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,171650.0,70988.0,0.0,0.0,0.0,0.0,584856.0,,-inf,58.64,100.0,,,,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1765,에스디바이오센서(주),137310,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,에스디엔(주),99220,      비유동금융부채(*)(IFRS)(천원),491301.0,461301.0,461301.0,461301.0,461301.0,369040.0,0.0,0.0,0.0,6.11,0.0,0.0,0.0,20.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,에스맥(주),97780,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,208000.0,136197.0,0.0,0.0,0.0,0.0,0.0,,-inf,34.52,100.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,에스비더블유생명과학(주),151910,      비유동금융부채(*)(IFRS)(천원),7686519.0,7429.0,0.0,0.0,341210.0,0.0,47000.0,0.0,60411.0,99.9,100.0,,-inf,100.0,-inf,100.0,-inf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1769,에스비아이핀테크솔루션즈(주),950110,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,에스씨아이평가정보(주),36120,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131103.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1771,에스씨엠생명과학(주),298060,      비유동금융부채(*)(IFRS)(천원),,,,,8226028.0,18158632.0,8520685.0,46474209.0,648067.0,,,,,-120.75,53.08,-445.43,98.61,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1772,에스엔유프리시젼(주),80000,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11356.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1773,에스엔케이폴리텍(주),91340,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,429616.0,170022.0,,,,,,,-inf,60.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1774,에스엘(주),5850,      비유동금융부채(*)(IFRS)(천원),3814903.0,0.0,0.0,281579.0,127496.0,0.0,0.0,0.0,3816.0,100.0,,-inf,54.72,100.0,,,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1775,에스와이(주),109610,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,0.0,0.0,2123618.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1776,에스지씨에너지(주),5090,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,617671.0,0.0,468976.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1777,에스지씨이테크건설(주),16250,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393002.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1778,에스지에이(주),49470,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,52289.0,0.0,0.0,0.0,117153.0,,,,-inf,100.0,,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1779,에스지에이솔루션즈(주),184230,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,0.0,0.0,407617.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1780,에스지이(주),255220,      비유동금융부채(*)(IFRS)(천원),,,,0.0,0.0,0.0,0.0,0.0,6023036.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1781,에스케이(주),34730,      비유동금융부채(*)(IFRS)(천원),22563186.0,7995715.0,0.0,0.0,3000.0,0.0,2685000.0,240169000.0,242406000.0,64.56,100.0,,-inf,100.0,-inf,-8844.84,-0.93,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1782,에스케이가스(주),18670,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,42420898.0,48718841.0,48556151.0,52311289.0,95275844.0,469278272.0,,,-inf,-14.85,0.33,-7.73,-82.13,-392.55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1783,에스케이네트웍스(주),1740,      비유동금융부채(*)(IFRS)(천원),4359570.0,8803867.0,11834633.0,85298.0,126205813.0,0.0,1107000.0,210000.0,848607000.0,-101.94,-34.43,99.28,-147858.7,100.0,-inf,81.03,-403998.57,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1784,에스케이디스커버리(주),6120,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,6736086.0,5631492.0,0.0,0.0,4531741.0,,,,-inf,16.4,100.0,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1785,에스케이디앤디(주),210980,      비유동금융부채(*)(IFRS)(천원),,,,0.0,0.0,1615405.0,5353001.0,6509746.0,28556229.0,,,,,-inf,-231.37,-21.61,-338.67,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1786,에스케이렌터카(주),68400,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106589946.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1787,에스케이바이오사이언스(주),302440,      비유동금융부채(*)(IFRS)(천원),,,,,,,,2560207.0,7093025.0,,,,,,,,-177.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1788,에스케이바이오팜(주),326030,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78575.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1789,에스케이씨(주),11790,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,16931158.0,17381600.0,,,,,,,-inf,-2.66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1790,에스케이아이이테크놀로지(주),361610,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,134834.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,에스케이케미칼(주),285130,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,43331374.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1792,에스케이텔레콤(주),17670,      비유동금융부채(*)(IFRS)(천원),0.0,63599187.0,100209540.0,130889000.0,89296000.0,0.0,10719000.0,1107000.0,203179000.0,-inf,-57.56,-30.62,31.78,100.0,-inf,89.67,-18254.02,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1793,에스케이하이닉스(주),660,      비유동금융부채(*)(IFRS)(천원),7796000.0,1615000.0,107094000.0,708000.0,683000.0,0.0,0.0,0.0,494479000.0,79.28,-6531.21,99.34,3.53,100.0,,,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1794,에스텍(주),69510,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,에스트래픽(주),234300,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,3979355.0,0.0,3438027.0,4443592.0,,,,,-inf,100.0,-inf,-29.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1796,에스티팜(주),237690,      비유동금융부채(*)(IFRS)(천원),30309760.0,532349.0,718367.0,978054.0,910399.0,0.0,0.0,0.0,680776.0,98.24,-34.94,-36.15,6.92,100.0,,,-inf,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1797,에스퓨얼셀(주),288620,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,54932.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1798,에쓰-오일(주),10950,      비유동금융부채(*)(IFRS)(천원),269000.0,0.0,0.0,0.0,0.0,0.0,0.0,198947000.0,369719000.0,100.0,,,,,,-inf,-85.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1799,에쓰씨엔지니어링(주),23960,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,1471193.0,0.0,0.0,0.0,621515.0,,,,-inf,100.0,,,-inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1800,에어부산(주),298690,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,0.0,0.0,377084940.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1801,에이디엠코리아(주),187660,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,에이비엘바이오(주),298380,      비유동금융부채(*)(IFRS)(천원),,,,,,,104740525.0,0.0,1165560.0,,,,,,,100.0,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1803,에이비온(주),203400,      비유동금융부채(*)(IFRS)(천원),,,,,,0.0,0.0,2000.0,14149146.0,,,,,,,-inf,-707357.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1804,에이에프더블류(주),312610,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,에이치디씨(주),12630,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,1783265.0,2117368.0,2551692.0,,,,,,-inf,-18.74,-20.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1806,에이치디씨랩스(주),39570,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,72305.0,84520.0,0.0,111435.0,111435.0,275377.0,,,-inf,-16.89,100.0,-inf,0.0,-147.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1807,에이치디씨현대산업개발(주),294870,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,17859662.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1808,에이치디씨현대이피(주),89470,      비유동금융부채(*)(IFRS)(천원),31142.0,67731.0,28431.0,34042.0,158515.0,137478.0,436935.0,0.0,944051.0,-117.49,58.02,-19.74,-365.65,13.27,-217.82,100.0,-inf,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1809,에이치비솔루션(주),297890,      비유동금융부채(*)(IFRS)(천원),,,,,,,,14431718.0,15618262.0,,,,,,,,-8.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,에이치에스디엔진(주),82740,      비유동금융부채(*)(IFRS)(천원),23288494.0,28115605.0,24617167.0,24996216.0,15110140.0,6310224.0,2182859.0,4334839.0,735857.0,-20.73,12.44,-1.54,39.55,58.24,65.41,-98.59,83.02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1811,에이치엘비(주),28300,      비유동금융부채(*)(IFRS)(천원),0.0,23303.0,97895.0,59111.0,43603.0,20873.0,4026.0,12763005.0,589236.0,-inf,-320.1,39.62,26.24,52.13,80.71,-316914.53,95.38,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1812,에이치엘비글로벌(주),3580,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,6816634.0,6082085.0,,,,,,,-inf,10.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1813,에이치엘비생명과학(주),67630,      비유동금융부채(*)(IFRS)(천원),390837.0,258728.0,161623.0,128134.0,56710.0,38236.0,25240.0,4556895.0,93502.0,33.8,37.53,20.72,55.74,32.58,33.99,-17954.26,97.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1814,에이치엘비제약(주),47920,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953514.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1815,에이치엘비테라퓨틱스(주),115450,      비유동금융부채(*)(IFRS)(천원),0.0,253961.0,261425.0,56000.0,0.0,0.0,0.0,0.0,158682.0,-inf,-2.94,78.58,100.0,,,,-inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1816,에이치엠엠(주),11200,      비유동금융부채(*)(IFRS)(천원),3074157000.0,2328029000.0,1755782000.0,1769432000.0,1591620000.0,1436104000.0,901423000.0,977425000.0,2653830000.0,24.27,24.58,-0.78,10.05,9.77,37.23,-8.43,-171.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1817,에이치케이이노엔(주),195940,      비유동금융부채(*)(IFRS)(천원),,,,0.0,0.0,0.0,0.0,0.0,7821598.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1818,에이케이홀딩스(주),6840,      비유동금융부채(*)(IFRS)(천원),699177.0,88765.0,676019.0,671712.0,341942.0,419178.0,134780.0,32417.0,45017.0,87.3,-661.58,0.64,49.09,-22.59,67.85,75.95,-38.87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1819,에이테크솔루션(주),71670,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604565.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1820,에이프로젠제약(주),3060,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,17898302.0,0.0,24183.0,,,,,,-inf,100.0,-inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1821,에이피시스템(주),265520,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,2218134.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1822,에이피에스홀딩스(주),54620,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,2572851.0,841900.0,893480.0,,,,,,-inf,67.28,-6.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1823,에이피위성(주),211270,      비유동금융부채(*)(IFRS)(천원),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119605.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1824,에이피티씨(주),89970,      비유동금융부채(*)(IFRS)(천원),,,,,,,0.0,0.0,4467.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1825,에코바이오홀딩스(주),38870,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,3030412.0,15161.0,0.0,,,,,,-inf,99.5,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1826,에코캡(주),128540,      비유동금융부채(*)(IFRS)(천원),,,,,,,,0.0,535852.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1827,에코플라스틱(주),38110,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567458.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1828,에프엔에스테크(주),83500,      비유동금융부채(*)(IFRS)(천원),1292407.0,30755.0,17856.0,12.0,19912.0,29255.0,0.0,0.0,19808.0,97.62,41.94,99.93,-165833.33,-46.92,100.0,,-inf,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1829,엑스큐어(주),70300,      비유동금융부채(*)(IFRS)(천원),360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28959.0,100.0,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1830,엔브이에이치코리아(주),67570,      비유동금융부채(*)(IFRS)(천원),603013.0,278850.0,0.0,0.0,457611.0,167084.0,787860.0,651583.0,788804.0,53.76,100.0,,-inf,63.49,-371.54,17.3,-21.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1831,엔시트론(주),101400,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177944.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1832,엔에이치엔(주),181710,      비유동금융부채(*)(IFRS)(천원),,,0.0,0.0,5940980.0,0.0,655893.0,0.0,682986.0,,,,-inf,100.0,-inf,100.0,-inf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1833,엔에이치엔한국사이버결제(주),60250,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42978.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1834,엔피씨(주),4250,      비유동금융부채(*)(IFRS)(천원),10315742.0,9580501.0,0.0,0.0,0.0,0.0,0.0,0.0,490100.0,7.13,100.0,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1835,엘브이엠씨홀딩스(주),900140,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,엘비세미콘(주),61970,      비유동금융부채(*)(IFRS)(천원),258221.0,1318010.0,1017897.0,810898.0,12217669.0,12519752.0,9074754.0,2282505.0,10236185.0,-410.42,22.77,20.34,-1406.68,-2.47,27.52,74.85,-348.46,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1837,엘아이지넥스원(주),79550,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,68902.0,23725.0,3272.0,0.0,0.0,0.0,7416598.0,,-inf,65.57,86.21,100.0,,,-inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1838,엘에스전선아시아(주),229640,      비유동금융부채(*)(IFRS)(천원),,,,,0.0,0.0,0.0,0.0,261003.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1839,엘지디스플레이(주),34220,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,85000.0,472000.0,6377000.0,40133000.0,33620000.0,,,,-inf,-455.29,-1251.06,-529.34,16.23,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1840,엘지전자(주),66570,      비유동금융부채(*)(IFRS)(천원),0.0,13889000.0,9891000.0,62574000.0,71317000.0,75736000.0,69892000.0,83759000.0,148031000.0,-inf,28.79,-532.64,-13.97,-6.2,7.72,-19.84,-76.73,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1841,엘컴텍(주),37950,      비유동금융부채(*)(IFRS)(천원),1717939.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92,100.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,엘티씨(주),170920,      비유동금융부채(*)(IFRS)(천원),,5641226.0,0.0,0.0,0.0,0.0,0.0,0.0,3789372.0,,100.0,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1843,엠에프엠코리아(주),323230,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,엠케이전자(주),33160,      비유동금융부채(*)(IFRS)(천원),128005.0,135009.0,10170.0,0.0,0.0,0.0,0.0,0.0,142989.0,-5.47,92.47,100.0,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1845,영보화학(주),14440,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,영신금속공업(주),7530,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,29895.0,0.0,0.0,153149.0,81873.0,50610.0,247661.0,,-inf,100.0,,-inf,46.54,38.18,-389.35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1847,영진약품(주),3520,      비유동금융부채(*)(IFRS)(천원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162743.0,,,,,,,,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1848,영창케미칼(주),112290,      비유동금융부채(*)(IFRS)(천원),,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
