,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),자본율(연결),자본율
(주)필옵틱스,161580,12-Dec,"32,198","11,857","34,539","12,737",,
(주)필옵틱스,161580,13-Dec,"53,691","30,146","54,714","30,407",,
(주)필옵틱스,161580,14-Dec,"51,229","21,613","52,085","21,914",,
(주)필옵틱스,161580,15-Dec,"46,365","15,612","46,944","15,563",,
(주)필옵틱스,161580,16-Dec,"114,156","30,886","115,806","31,365",,
(주)필옵틱스,161580,17-Dec,"156,547","97,587","156,552","97,121",,
(주)필옵틱스,161580,18-Dec,"188,833","66,309","189,035","66,012",,
(주)필옵틱스,161580,19-Dec,"191,333","58,685","191,045","58,249",,
(주)핌스,347770,19-Dec,"27,886","14,896","27,884","14,889",,
(주)핑거,163730,15-Dec,,,,,,
(주)핑거,163730,16-Dec,,,,,,
(주)핑거,163730,17-Dec,,,,,,
(주)핑거,163730,18-Dec,,,,,,
(주)핑거,163730,19-Dec,"30,735","14,691","54,607","14,691",,
(주)하나기술,299030,17-Dec,,,,,,
(주)하나기술,299030,18-Dec,,,,,,
(주)하나기술,299030,19-Dec,"101,396","16,131","101,599","16,243",,
(주)하나투어,39130,10-Dec,"218,621","107,998","248,887","114,073",,
(주)하나투어,39130,11-Dec,"247,632","111,456","296,349","131,534",,
(주)하나투어,39130,12-Dec,"300,350","152,847","352,421","179,780",,
(주)하나투어,39130,13-Dec,"330,835","175,734","376,496","192,627",,
(주)하나투어,39130,14-Dec,"364,564","164,678","437,392","187,999",,
(주)하나투어,39130,15-Dec,"399,745","178,787","504,354","217,287",,
(주)하나투어,39130,16-Dec,"417,727","171,842","520,250","212,076",,
(주)하나투어,39130,17-Dec,"459,620","181,402","604,730","241,466",,
(주)하나투어,39130,18-Dec,"472,706","181,928","716,122","239,880",,
(주)하나투어,39130,19-Dec,"459,079","133,992","1,007,556","217,879",,
(주)하림,136480,11-Dec,"546,549","190,027",,,,
(주)하림,136480,12-Dec,"540,705","193,040",,,,
(주)하림,136480,13-Dec,"481,047","206,736",,,,
(주)하림,136480,14-Dec,"529,687","196,647","538,935","202,534",,
(주)하림,136480,15-Dec,"573,542","191,162","583,170","191,112",,
(주)하림,136480,16-Dec,"449,904","206,637","461,068","209,513",,
(주)하림,136480,17-Dec,"614,672","306,038","622,289","309,019",,
(주)하림,136480,18-Dec,"820,345","297,374","824,137","296,477",,
(주)하림,136480,19-Dec,"763,869","255,210","768,028","254,820",,
(주)하림지주,3380,10-Dec,"367,702","192,867","2,168,413","773,994",,
(주)하림지주,3380,11-Dec,"289,968","190,290","2,728,764","892,625",,
(주)하림지주,3380,12-Dec,"591,502","343,240","2,963,012","969,157",,
(주)하림지주,3380,13-Dec,"546,665","373,983","2,770,986","1,115,456",,
(주)하림지주,3380,14-Dec,"583,993","400,787","3,480,212","1,231,975",,
(주)하림지주,3380,15-Dec,"1,219,859","418,081","6,886,300","1,904,010",,
(주)하림지주,3380,16-Dec,"1,121,897","467,082","7,068,058","2,314,440",,
(주)하림지주,3380,17-Dec,"1,213,880","877,460","7,033,888","3,014,749",,
(주)하림지주,3380,18-Dec,"1,585,290","1,113,564","8,113,420","3,296,777",,
(주)하림지주,3380,19-Dec,"1,614,029","1,106,224","8,615,722","3,449,486",,
(주)하이로닉,149980,11-Dec,,,,,,
(주)하이로닉,149980,12-Dec,"6,343","4,891",,,,
(주)하이로닉,149980,13-Dec,"9,359","7,946",,,,
(주)하이로닉,149980,14-Dec,"53,398","46,869",,,,
(주)하이로닉,149980,15-Dec,"46,009","44,119","45,862","43,969",,
(주)하이로닉,149980,16-Dec,"45,323","43,688","44,723","42,827",,
(주)하이로닉,149980,17-Dec,"47,305","41,578","50,031","40,182",,
(주)하이로닉,149980,18-Dec,"42,400","40,777","43,013","38,421",,
(주)하이로닉,149980,19-Dec,"46,424","44,023","46,867","41,531",,
(주)하이브,352820,16-Dec,,,,,,
(주)하이브,352820,17-Dec,,,,,,
(주)하이브,352820,18-Dec,,,,,,
(주)하이브,352820,19-Dec,"273,308","156,654","362,990","173,523",,
(주)하이비젼시스템,126700,10-May,,,,,,
(주)하이비젼시스템,126700,11-Dec,,,,,,
(주)하이비젼시스템,126700,12-Dec,"73,050","55,323",,,,
(주)하이비젼시스템,126700,13-Dec,"72,446","63,901","72,309","63,749",,
(주)하이비젼시스템,126700,14-Dec,"78,903","67,670","78,844","67,289",,
(주)하이비젼시스템,126700,15-Dec,"87,066","75,699","88,763","76,171",,
(주)하이비젼시스템,126700,16-Dec,"97,388","78,026","99,277","79,601",,
(주)하이비젼시스템,126700,17-Dec,"153,334","94,442","156,299","97,399",,
(주)하이비젼시스템,126700,18-Dec,"157,146","113,846","167,516","120,487",,
(주)하이비젼시스템,126700,19-Dec,"155,561","121,921","165,852","125,175",,
(주)하이소닉,106080,10-Dec,"36,820","29,819","34,992","28,412",,
(주)하이소닉,106080,11-Dec,"44,343","31,988","41,983","29,803",,
(주)하이소닉,106080,12-Dec,"46,081","36,936","47,465","34,462",,
(주)하이소닉,106080,13-Dec,"49,145","34,241","44,737","27,341",,
(주)하이소닉,106080,14-Dec,"53,675","28,613","48,505","19,795",,
(주)하이소닉,106080,15-Dec,"49,984","31,335","43,693","23,690",,
(주)하이소닉,106080,16-Dec,"61,656","37,449","51,067","26,319",,
(주)하이소닉,106080,17-Dec,"56,476","31,795","40,661","21,884",,
(주)하이소닉,106080,18-Dec,"33,433","2,583","34,062","2,786",,
(주)하이소닉,106080,19-Dec,"17,390","11,072","18,798","11,225",,
(주)하이스틸,71090,10-Dec,"230,033","120,243",,,,
(주)하이스틸,71090,11-Dec,"257,771","121,679",,,,
(주)하이스틸,71090,12-Dec,"251,435","135,515",,,,
(주)하이스틸,71090,13-Dec,"249,463","132,130",,,,
(주)하이스틸,71090,14-Dec,"248,620","131,295",,,,
(주)하이스틸,71090,15-Dec,"227,177","122,086",,,,
(주)하이스틸,71090,16-Dec,"242,957","125,945",,,,
(주)하이스틸,71090,17-Dec,"245,120","136,262","245,323","136,110",,
(주)하이스틸,71090,18-Dec,"233,197","129,223","232,990","128,389",,
(주)하이스틸,71090,19-Dec,"231,112","128,054","234,322","127,662",,
(주)하이텍팜,106190,10-Dec,"76,292","60,377",,,,
(주)하이텍팜,106190,11-Dec,"82,290","70,365",,,,
(주)하이텍팜,106190,12-Dec,"84,843","77,064",,,,
(주)하이텍팜,106190,13-Dec,"95,568","85,828",,,,
(주)하이텍팜,106190,14-Dec,"106,595","92,064",,,,
(주)하이텍팜,106190,15-Dec,"111,430","97,205",,,,
(주)하이텍팜,106190,16-Dec,"118,310","101,178",,,,
(주)하이텍팜,106190,17-Dec,"119,098","102,194",,,,
(주)하이텍팜,106190,18-Dec,"132,998","103,347",,,,
(주)하이텍팜,106190,19-Dec,"131,725","98,584",,,,
(주)하이트론씨스템즈,19490,10-Dec,"95,745","58,439","96,777","59,168",,
(주)하이트론씨스템즈,19490,11-Dec,"92,221","56,168","94,288","57,476",,
(주)하이트론씨스템즈,19490,12-Dec,"85,509","56,217","87,700","57,513",,
(주)하이트론씨스템즈,19490,13-Dec,"70,721","48,347","73,124","50,220",,
(주)하이트론씨스템즈,19490,14-Dec,"59,895","42,052","61,770","43,914",,
(주)하이트론씨스템즈,19490,15-Dec,"53,653","38,059","54,819","38,676",,
(주)하이트론씨스템즈,19490,16-Dec,"63,977","45,100","63,890","44,183",,
(주)하이트론씨스템즈,19490,17-Dec,"58,308","32,924","57,882","32,679",,
(주)하이트론씨스템즈,19490,18-Dec,"64,828","34,565","64,127","34,337",,
(주)하이트론씨스템즈,19490,19-Dec,"54,723","17,175","55,581","17,098",,
(주)하츠,66130,10-Dec,"86,929","67,390",,,,
(주)하츠,66130,11-Dec,"80,132","68,507",,,,
(주)하츠,66130,12-Dec,"80,799","69,517",,,,
(주)하츠,66130,13-Dec,"80,298","68,180",,,,
(주)하츠,66130,14-Dec,"82,330","71,034",,,,
(주)하츠,66130,15-Dec,"87,298","74,297",,,,
(주)하츠,66130,16-Dec,"92,935","77,477",,,,
(주)하츠,66130,17-Dec,"96,118","81,797",,,,
(주)하츠,66130,18-Dec,"94,468","80,690",,,,
(주)하츠,66130,19-Dec,"97,452","82,831",,,,
(주)한국가구,4590,10-Dec,"59,717","45,764","66,818","47,224",,
(주)한국가구,4590,11-Dec,"72,754","55,568","81,282","58,619",,
(주)한국가구,4590,12-Dec,"74,664","59,594","85,842","65,328",,
(주)한국가구,4590,13-Dec,"68,901","59,121","82,759","67,316",,
(주)한국가구,4590,14-Dec,"68,806","59,799","87,152","72,073",,
(주)한국가구,4590,15-Dec,"69,992","61,226","92,488","77,440",,
(주)한국가구,4590,16-Dec,"70,248","61,169","99,734","81,910",,
(주)한국가구,4590,17-Dec,"77,011","66,427","110,826","93,047",,
(주)한국가구,4590,18-Dec,"82,286","70,961","134,509","99,370",,
(주)한국가구,4590,19-Dec,"83,501","71,854","138,462","103,784",,
(주)한국경제티브이,39340,10-Dec,"70,896","59,212","70,665","58,982",,
(주)한국경제티브이,39340,11-Dec,"73,286","61,388","73,250","60,860",,
(주)한국경제티브이,39340,12-Dec,"75,673","65,600","74,098","64,254",,
(주)한국경제티브이,39340,13-Dec,"75,114","65,127","73,176","63,214",,
(주)한국경제티브이,39340,14-Dec,"83,854","68,625","79,512","64,051",,
(주)한국경제티브이,39340,15-Dec,"100,099","79,019","95,779","73,204",,
(주)한국경제티브이,39340,16-Dec,"102,331","88,418","98,593","83,247",,
(주)한국경제티브이,39340,17-Dec,"120,122","96,933","119,234","94,557",,
(주)한국경제티브이,39340,18-Dec,"128,944","109,853","128,496","108,945",,
(주)한국경제티브이,39340,19-Dec,"143,874","119,967","146,441","121,900",,
(주)한국비엔씨,256840,16-Dec,,,,,,
(주)한국비엔씨,256840,17-Dec,,,,,,
(주)한국비엔씨,256840,18-Dec,,,,,,
(주)한국비엔씨,256840,19-Dec,"49,599","27,577",,,,
(주)한국전자홀딩스,6200,10-Dec,"183,652","174,597","259,920","179,468",,
(주)한국전자홀딩스,6200,11-Dec,"189,449","177,324","277,756","162,815",,
(주)한국전자홀딩스,6200,12-Dec,"196,299","174,887","243,582","131,770",,
(주)한국전자홀딩스,6200,13-Dec,"198,315","176,900","234,856","121,563",,
(주)한국전자홀딩스,6200,14-Dec,"181,253","177,728","198,274","120,637",,
(주)한국전자홀딩스,6200,15-Dec,"195,956","188,318","217,226","119,570",,
(주)한국전자홀딩스,6200,16-Dec,"145,461","135,335","179,367","117,346",,
(주)한국전자홀딩스,6200,17-Dec,"133,279","129,557","404,800","262,543",,
(주)한국전자홀딩스,6200,18-Dec,"130,356","128,036","390,848","264,126",,
(주)한국전자홀딩스,6200,19-Dec,"127,217","123,805","389,933","242,286",,
(주)한국종합기술,23350,10-Dec,"166,947","101,977",,,,
(주)한국종합기술,23350,11-Dec,"186,025","117,378",,,,
(주)한국종합기술,23350,12-Dec,"185,606","119,144",,,,
(주)한국종합기술,23350,13-Dec,"207,814","123,004",,,,
(주)한국종합기술,23350,14-Dec,"225,609","122,737",,,,
(주)한국종합기술,23350,15-Dec,"225,647","121,396",,,,
(주)한국종합기술,23350,16-Dec,"242,444","122,404",,,,
(주)한국종합기술,23350,17-Dec,"230,799","114,383",,,,
(주)한국종합기술,23350,18-Dec,"227,908","101,635",,,,
(주)한국종합기술,23350,19-Dec,"275,870","95,528",,,,
(주)한국카본,17960,10-Dec,"204,993","174,694","212,774","175,041",,
(주)한국카본,17960,11-Dec,"264,497","184,734","276,532","185,554",,
(주)한국카본,17960,12-Dec,"284,747","227,455","290,528","224,163",,
(주)한국카본,17960,13-Dec,"301,109","247,985","296,878","233,997",,
(주)한국카본,17960,14-Dec,"347,674","297,706","343,288","282,235",,
(주)한국카본,17960,15-Dec,"345,604","293,461","347,432","281,886",,
(주)한국카본,17960,16-Dec,"385,733","326,956","389,485","316,041",,
(주)한국카본,17960,17-Dec,"364,029","322,371","366,441","310,322",,
(주)한국카본,17960,18-Dec,"358,050","315,745","360,113","303,702",,
(주)한국카본,17960,19-Dec,"398,575","328,703","397,589","312,719",,
(주)한국코퍼레이션,50540,10-Dec,"71,272","46,543","108,087","51,315",,
(주)한국코퍼레이션,50540,11-Dec,"74,737","48,216","76,656","49,715",,
(주)한국코퍼레이션,50540,12-Dec,"78,268","52,623",,,,
(주)한국코퍼레이션,50540,13-Dec,"85,492","40,243","85,417","39,864",,
(주)한국코퍼레이션,50540,14-Dec,"82,440","40,306","82,735","40,049",,
(주)한국코퍼레이션,50540,15-Dec,"93,870","39,316","88,217","32,588",,
(주)한국코퍼레이션,50540,16-Dec,"48,037","13,260","50,725","13,399",,
(주)한국코퍼레이션,50540,17-Dec,"79,353","39,810","80,255","39,217",,
(주)한국코퍼레이션,50540,18-Dec,"81,232","42,703","82,540","42,318",,
(주)한국코퍼레이션,50540,19-Dec,"104,879","36,980","112,900","38,578",,
(주)한국큐빅,21650,10-Dec,"42,296","38,186","82,446","32,300",,
(주)한국큐빅,21650,11-Dec,"45,837","41,402","87,599","33,259",,
(주)한국큐빅,21650,12-Dec,"46,473","43,984","91,486","35,135",,
(주)한국큐빅,21650,13-Dec,"50,295","47,117","88,249","35,765",,
(주)한국큐빅,21650,14-Dec,"51,781","49,531","94,868","36,432",,
(주)한국큐빅,21650,15-Dec,"52,398","50,062","96,865","37,947",,
(주)한국큐빅,21650,16-Dec,"53,624","50,104","105,356","39,143",,
(주)한국큐빅,21650,17-Dec,"75,385","62,265","143,919","49,609",,
(주)한국큐빅,21650,18-Dec,"77,695","68,657","140,788","54,576",,
(주)한국큐빅,21650,19-Dec,"76,408","72,465","131,107","57,216",,
(주)한국테크놀로지,53590,10-Dec,"48,620","46,339","47,454","45,173",,
(주)한국테크놀로지,53590,11-Dec,"37,448","33,378","37,657","33,586",,
(주)한국테크놀로지,53590,12-Dec,"47,630","30,738",,,,
(주)한국테크놀로지,53590,13-Dec,"33,708","21,570",,,,
(주)한국테크놀로지,53590,14-Dec,"36,809","25,040",,,,
(주)한국테크놀로지,53590,15-Dec,"37,508","14,087",,,,
(주)한국테크놀로지,53590,16-Dec,"38,964","25,824",,,,
(주)한국테크놀로지,53590,17-Dec,"65,226","30,064",,,,
(주)한국테크놀로지,53590,18-Dec,"34,762","21,353",,,,
(주)한국테크놀로지,53590,19-Dec,"64,155","18,746","167,180","34,818",,
(주)한국특강,7280,10-Dec,"580,447","116,705",,,,
(주)한국특강,7280,11-Dec,"581,438","117,183",,,,
(주)한국특강,7280,12-Dec,"553,819","120,088",,,,
(주)한국특강,7280,13-Dec,"532,912","107,125",,,,
(주)한국특강,7280,14-Dec,"500,723","88,493",,,,
(주)한국특강,7280,15-Dec,"380,263","39,057",,,,
(주)한국특강,7280,16-Dec,"355,618","58,851",,,,
(주)한국특강,7280,17-Dec,"344,113","61,805",,,,
(주)한국특강,7280,18-Dec,"341,713","94,671",,,,
(주)한국특강,7280,19-Dec,"313,533","67,462",,,,
(주)한국파마,32300,10-Dec,,,,,,
(주)한국파마,32300,11-Dec,,,,,,
(주)한국파마,32300,12-Dec,,,,,,
(주)한국파마,32300,13-Dec,,,,,,
(주)한국파마,32300,14-Dec,,,,,,
(주)한국파마,32300,15-Dec,,,,,,
(주)한국파마,32300,16-Dec,,,,,,
(주)한국파마,32300,17-Dec,"54,276","18,885",,,,
(주)한국파마,32300,18-Dec,"62,231","22,241",,,,
(주)한국파마,32300,19-Dec,"66,747","26,598",,,,
(주)한국팩키지,37230,10-Dec,"53,566","37,149",,,,
(주)한국팩키지,37230,11-Dec,"56,222","39,931",,,,
(주)한국팩키지,37230,12-Dec,"49,579","39,509",,,,
(주)한국팩키지,37230,13-Dec,"50,149","37,409",,,,
(주)한국팩키지,37230,14-Dec,"47,415","36,902",,,,
(주)한국팩키지,37230,15-Dec,"49,822","37,268",,,,
(주)한국팩키지,37230,16-Dec,"53,512","39,849",,,,
(주)한국팩키지,37230,17-Dec,"53,835","41,718",,,,
(주)한국팩키지,37230,18-Dec,"52,897","42,778",,,,
(주)한국팩키지,37230,19-Dec,"70,585","39,779",,,,
(주)한국화장품제조,3350,10-Dec,"48,395","40,363",,,,
(주)한국화장품제조,3350,11-Dec,"43,612","33,954",,,,
(주)한국화장품제조,3350,12-Dec,"37,743","27,665",,,,
(주)한국화장품제조,3350,13-Dec,"40,396","25,446",,,,
(주)한국화장품제조,3350,14-Dec,"46,884","33,135",,,,
(주)한국화장품제조,3350,15-Dec,"50,201","34,737",,,,
(주)한국화장품제조,3350,16-Dec,"66,626","44,010",,,,
(주)한국화장품제조,3350,17-Dec,"69,856","47,498",,,,
(주)한국화장품제조,3350,18-Dec,"71,774","50,285",,,,
(주)한국화장품제조,3350,19-Dec,"84,183","48,027",,,,
(주)한글과컴퓨터,30520,10-Dec,"114,484","101,827","110,628","97,127",,
(주)한글과컴퓨터,30520,11-Dec,"126,417","114,461","123,000","109,910",,
(주)한글과컴퓨터,30520,12-Dec,"141,262","128,897","138,603","125,339",,
(주)한글과컴퓨터,30520,13-Dec,"153,291","141,672","153,002","139,893",,
(주)한글과컴퓨터,30520,14-Dec,"176,554","154,553","173,103","149,722",,
(주)한글과컴퓨터,30520,15-Dec,"190,492","168,355","214,140","178,000",,
(주)한글과컴퓨터,30520,16-Dec,"204,127","178,898","228,642","186,164",,
(주)한글과컴퓨터,30520,17-Dec,"281,884","199,779","531,778","224,883",,
(주)한글과컴퓨터,30520,18-Dec,"284,912","197,569","646,814","303,277",,
(주)한글과컴퓨터,30520,19-Dec,"288,440","229,825","651,672","333,663",,
(주)한네트,52600,10-Dec,"43,812","35,201",,,,
(주)한네트,52600,11-Dec,"49,829","33,474",,,,
(주)한네트,52600,12-Dec,"46,216","32,301",,,,
(주)한네트,52600,13-Dec,"56,222","34,566",,,,
(주)한네트,52600,14-Dec,"62,355","35,396",,,,
(주)한네트,52600,15-Dec,"71,078","35,972",,,,
(주)한네트,52600,16-Dec,"69,700","37,029",,,,
(주)한네트,52600,17-Dec,"77,424","37,025",,,,
(주)한네트,52600,18-Dec,"67,248","35,819",,,,
(주)한네트,52600,19-Dec,"63,761","35,077",,,,
(주)한농화성,11500,10-Dec,"108,923","60,405",,,,
(주)한농화성,11500,11-Dec,"120,129","67,462",,,,
(주)한농화성,11500,12-Dec,"128,887","73,978",,,,
(주)한농화성,11500,13-Dec,"130,915","80,780",,,,
(주)한농화성,11500,14-Dec,"148,960","86,910",,,,
(주)한농화성,11500,15-Dec,"140,478","94,029",,,,
(주)한농화성,11500,16-Dec,"157,059","101,514",,,,
(주)한농화성,11500,17-Dec,"165,277","108,440",,,,
(주)한농화성,11500,18-Dec,"162,495","112,421",,,,
(주)한농화성,11500,19-Dec,"163,356","120,274",,,,
(주)한독,2390,10-Dec,"395,966","269,778","395,991","269,778",,
(주)한독,2390,11-Dec,"408,096","278,337","408,213","278,337",,
(주)한독,2390,12-Dec,"436,390","287,252","436,393","287,252",,
(주)한독,2390,13-Dec,"477,195","297,943","473,529","294,276",,
(주)한독,2390,14-Dec,"515,487","307,774",,,,
(주)한독,2390,15-Dec,"538,312","316,424","530,587","303,706",,
(주)한독,2390,16-Dec,"633,470","318,324","622,849","289,250",,
(주)한독,2390,17-Dec,"663,642","334,611","639,346","290,711",,
(주)한독,2390,18-Dec,"689,409","367,152","652,616","313,376",,
(주)한독,2390,19-Dec,"755,767","371,098","748,667","343,995",,
(주)한독크린텍,256150,14-Dec,,,,,,
(주)한독크린텍,256150,15-Dec,,,,,,
(주)한독크린텍,256150,16-Dec,,,,,,
(주)한독크린텍,256150,17-Dec,"20,219","11,976",,,,
(주)한독크린텍,256150,18-Dec,"25,088","15,948",,,,
(주)한독크린텍,256150,19-Dec,"41,464","31,176",,,,
(주)한라,14790,10-Dec,"1,907,906","528,918","2,188,709","745,379",,
(주)한라,14790,11-Dec,"2,276,544","494,985","2,827,317","716,934",,
(주)한라,14790,12-Dec,"2,326,060","352,696","3,149,695","677,144",,
(주)한라,14790,13-Dec,"1,904,679","283,124","2,623,391","605,067",,
(주)한라,14790,14-Dec,"1,514,164","330,725","2,084,760","447,823",,
(주)한라,14790,15-Dec,"1,467,983","285,423","2,285,445","323,262",,
(주)한라,14790,16-Dec,"1,172,033","319,175","2,073,883","351,787",,
(주)한라,14790,17-Dec,"1,117,966","368,100","2,214,102","392,631",,
(주)한라,14790,18-Dec,"1,144,647","321,711","1,793,753","265,660",,
(주)한라,14790,19-Dec,"1,178,167","307,166","1,588,187","261,070",,
(주)한라홀딩스,60980,10-Dec,"1,897,858","1,112,047","2,535,967","1,239,577",,
(주)한라홀딩스,60980,11-Dec,"2,512,926","1,182,789","3,435,382","1,410,796",,
(주)한라홀딩스,60980,12-Dec,"2,840,942","1,329,925","4,034,737","1,567,355",,
(주)한라홀딩스,60980,13-Dec,"3,604,181","1,400,403","5,077,132","1,718,743",,
(주)한라홀딩스,60980,14-Dec,"1,247,554","838,932","1,679,436","945,181",,
(주)한라홀딩스,60980,15-Dec,"1,383,890","821,398","1,606,041","942,696",,
(주)한라홀딩스,60980,16-Dec,"1,448,927","834,093","1,914,037","956,496",,
(주)한라홀딩스,60980,17-Dec,"1,547,610","909,527","1,852,323","933,738",,
(주)한라홀딩스,60980,18-Dec,"1,404,592","834,817","1,724,149","865,248",,
(주)한라홀딩스,60980,19-Dec,"1,423,885","848,898","1,760,403","886,095",,
(주)한미글로벌건축사사무소,53690,10-Dec,"76,714","47,140","90,661","46,678",,
(주)한미글로벌건축사사무소,53690,11-Dec,"112,502","50,956","138,361","49,274",,
(주)한미글로벌건축사사무소,53690,12-Dec,"108,754","53,339","140,809","49,096",,
(주)한미글로벌건축사사무소,53690,13-Dec,"107,662","57,523","141,362","53,668",,
(주)한미글로벌건축사사무소,53690,14-Dec,"97,505","61,380","153,681","60,132",,
(주)한미글로벌건축사사무소,53690,15-Dec,"107,938","81,674","124,678","82,361",,
(주)한미글로벌건축사사무소,53690,16-Dec,"131,943","96,751","149,272","98,516",,
(주)한미글로벌건축사사무소,53690,17-Dec,"134,726","99,568","168,106","104,297",,
(주)한미글로벌건축사사무소,53690,18-Dec,"134,797","101,271","209,712","103,336",,
(주)한미글로벌건축사사무소,53690,19-Dec,"127,743","102,231","203,595","124,126",,
(주)한빛소프트,47080,10-Dec,"71,866","28,724","76,839","29,934",,
(주)한빛소프트,47080,11-Dec,"46,734","12,793","53,946","15,554",,
(주)한빛소프트,47080,12-Dec,"41,190","17,008","43,675","18,942",,
(주)한빛소프트,47080,13-Dec,"34,235","16,931","34,747","17,609",,
(주)한빛소프트,47080,14-Dec,"29,688","18,595","29,509","18,287",,
(주)한빛소프트,47080,15-Dec,"42,984","20,685","40,796","17,462",,
(주)한빛소프트,47080,16-Dec,"38,488","20,621","39,772","20,357",,
(주)한빛소프트,47080,17-Dec,"36,795","23,207","36,387","21,527",,
(주)한빛소프트,47080,18-Dec,"41,180","20,121","43,790","12,243",,
(주)한빛소프트,47080,19-Dec,"40,001","15,231","43,119","16,292",,
(주)한샘,9240,10-Dec,"308,503","179,217","317,179","177,491",,
(주)한샘,9240,11-Dec,"377,583","202,719","394,730","202,427",,
(주)한샘,9240,12-Dec,"354,695","212,046","376,768","214,862",,
(주)한샘,9240,13-Dec,"477,460","256,823","506,202","264,279",,
(주)한샘,9240,14-Dec,"496,022","320,488","544,027","338,046",,
(주)한샘,9240,15-Dec,"708,546","410,119","768,849","435,194",,
(주)한샘,9240,16-Dec,"835,599","514,109","899,418","541,533",,
(주)한샘,9240,17-Dec,"935,683","517,840","975,706","507,616",,
(주)한샘,9240,18-Dec,"885,412","562,465","940,150","574,467",,
(주)한샘,9240,19-Dec,"1,024,229","585,054","1,202,638","613,299",,
(주)한섬,20000,10-Dec,"615,857","539,812","706,708","624,620",,
(주)한섬,20000,11-Dec,"696,096","614,315","794,254","704,160",,
(주)한섬,20000,12-Dec,"742,070","670,794","873,763","759,403",,
(주)한섬,20000,13-Dec,"795,055","714,741","1,002,393","795,319",,
(주)한섬,20000,14-Dec,"849,745","756,479","1,048,240","824,666",,
(주)한섬,20000,15-Dec,"951,235","825,509","957,471","831,368",,
(주)한섬,20000,16-Dec,"1,031,897","874,642","1,038,024","880,344",,
(주)한섬,20000,17-Dec,"1,169,591","920,530","1,252,267","925,470",,
(주)한섬,20000,18-Dec,"1,151,895","985,857","1,219,780","994,317",,
(주)한섬,20000,19-Dec,"1,322,204","1,046,723","1,323,645","1,045,554",,
(주)한솔케미칼,14680,10-Dec,"252,156","141,158","261,764","142,578",,
(주)한솔케미칼,14680,11-Dec,"304,881","145,509","321,824","152,253",,
(주)한솔케미칼,14680,12-Dec,"329,487","169,728","358,681","181,596",,
(주)한솔케미칼,14680,13-Dec,"344,586","187,767","427,997","198,477",,
(주)한솔케미칼,14680,14-Dec,"371,589","203,251","474,362","213,241",,
(주)한솔케미칼,14680,15-Dec,"413,288","231,965","521,036","246,769",,
(주)한솔케미칼,14680,16-Dec,"456,452","268,187","699,716","341,124",,
(주)한솔케미칼,14680,17-Dec,"497,326","299,145","723,320","390,862",,
(주)한솔케미칼,14680,18-Dec,"584,198","354,260","791,728","447,237",,
(주)한솔케미칼,14680,19-Dec,"744,956","409,089","939,194","520,554",,
(주)한솔홈데코,25750,10-Dec,"217,592","92,310","216,160","90,422",,
(주)한솔홈데코,25750,11-Dec,"262,787","100,966","262,213","100,348",,
(주)한솔홈데코,25750,12-Dec,"267,891","112,674","266,805","111,529",,
(주)한솔홈데코,25750,13-Dec,"280,681","124,658","280,381","124,303",,
(주)한솔홈데코,25750,14-Dec,"291,507","133,450","292,076","133,506",,
(주)한솔홈데코,25750,15-Dec,"295,590","139,525","291,209","133,882",,
(주)한솔홈데코,25750,16-Dec,"293,219","147,883","289,305","142,737",,
(주)한솔홈데코,25750,17-Dec,"311,098","160,781","307,634","154,078",,
(주)한솔홈데코,25750,18-Dec,"301,029","161,186","308,078","161,644",,
(주)한솔홈데코,25750,19-Dec,"287,050","155,660","295,750","154,166",,
(주)한송네오텍,226440,15-Dec,,,,,,
(주)한송네오텍,226440,16-Dec,,,,,,
(주)한송네오텍,226440,17-Dec,,,,,,
(주)한송네오텍,226440,18-Dec,"25,502","16,674",,,,
(주)한송네오텍,226440,19-Dec,"38,668","19,212",,,,
(주)한익스프레스,14130,10-Dec,"72,596","24,291","72,418","24,102",,
(주)한익스프레스,14130,11-Dec,"82,648","16,849","83,432","17,008",,
(주)한익스프레스,14130,12-Dec,"76,145","21,505","77,986","21,925",,
(주)한익스프레스,14130,13-Dec,"83,970","27,008","85,380","27,856",,
(주)한익스프레스,14130,14-Dec,"92,691","44,460","94,846","45,597",,
(주)한익스프레스,14130,15-Dec,"128,088","51,564","131,658","53,366",,
(주)한익스프레스,14130,16-Dec,"143,803","56,482","146,825","57,278",,
(주)한익스프레스,14130,17-Dec,"186,369","63,211","188,215","63,034",,
(주)한익스프레스,14130,18-Dec,"197,715","67,838","199,583","66,972",,
(주)한익스프레스,14130,19-Dec,"261,436","69,459","266,468","72,112",,
(주)한일진공,123840,10-Dec,,,,,,
(주)한일진공,123840,11-Dec,,,,,,
(주)한일진공,123840,12-Dec,,,,,,
(주)한일진공,123840,13-Dec,"59,638","45,094","59,554","45,015",,
(주)한일진공,123840,14-Dec,"51,654","44,009","51,510","43,857",,
(주)한일진공,123840,15-Dec,"59,717","51,530","59,530","51,339",,
(주)한일진공,123840,16-Dec,"108,027","71,561","109,851","70,814",,
(주)한일진공,123840,17-Dec,"158,461","109,903","161,579","103,379",,
(주)한일진공,123840,18-Dec,"156,037","135,375","158,534","129,155",,
(주)한일진공,123840,19-Dec,"115,940","100,258","122,792","97,960",,
