,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결),자본율
4446,(주)파인디앤씨,49120,12-Dec,"89,377","47,082","131,087","63,933",48.77,48.77
4447,(주)파인디앤씨,49120,13-Dec,"69,105","33,236","124,176","53,751",43.29,43.29
4448,(주)파인디앤씨,49120,14-Dec,"66,542","36,163","105,182","58,602",55.71,55.71
4449,(주)파인디앤씨,49120,15-Dec,"55,705","38,020","101,447","57,701",56.88,56.88
4450,(주)파인디앤씨,49120,16-Dec,"83,400","43,994","127,260","54,971",43.2,43.2
4451,(주)파인디앤씨,49120,17-Dec,"86,496","42,412","107,568","41,419",38.5,38.5
4452,(주)파인디앤씨,49120,18-Dec,"82,235","42,398","94,509","43,042",45.54,45.54
4453,(주)파인디앤씨,49120,19-Dec,"89,517","42,498","103,604","45,276",43.7,43.7
4454,(주)파인디지털,38950,10-Dec,"78,913","65,291","84,989","63,413",82.74,102720.7
4455,(주)파인디지털,38950,11-Dec,"75,577","66,820","84,214","69,085",82.04,82.04
4456,(주)파인디지털,38950,12-Dec,"90,730","77,182","100,670","79,908",79.38,79.38
4457,(주)파인디지털,38950,13-Dec,"97,131","85,143","106,042","90,590",85.43,85.43
4458,(주)파인디지털,38950,14-Dec,"106,403","92,858","115,053","99,410",86.4,86.4
4459,(주)파인디지털,38950,15-Dec,"100,960","90,050","110,500","97,731",88.44,88.44
4460,(주)파인디지털,38950,16-Dec,"95,747","85,430","106,837","95,041",88.96,88.96
4461,(주)파인디지털,38950,17-Dec,"89,738","79,885","101,844","89,715",88.09,88.09
4462,(주)파인디지털,38950,18-Dec,"87,953","76,937","101,739","88,602",87.09,87.09
4463,(주)파인디지털,38950,19-Dec,"93,204","79,616","106,557","89,362",83.86,83.86
4464,(주)파인테크닉스,106240,10-Dec,"86,035","41,790","209,646","78,748",48.57,431607.89
4465,(주)파인테크닉스,106240,11-Dec,"85,775","41,167","332,546","103,724",31.19,31.19
4466,(주)파인테크닉스,106240,12-Dec,"99,182","44,952","339,472","98,996",29.16,29.16
4467,(주)파인테크닉스,106240,13-Dec,"128,328","42,975","327,198","90,354",27.61,27.61
4468,(주)파인테크닉스,106240,14-Dec,"140,461","78,052","328,088","120,317",36.67,36.67
4469,(주)파인테크닉스,106240,15-Dec,"159,042","84,385","326,171","125,822",38.58,38.58
4470,(주)파인테크닉스,106240,16-Dec,"184,983","88,461","251,203","130,717",52.04,52.04
4471,(주)파인테크닉스,106240,17-Dec,"152,741","54,270","201,276","84,842",42.15,42.15
4472,(주)파인테크닉스,106240,18-Dec,"114,697","39,029","156,427","70,580",45.12,45.12
4473,(주)파인테크닉스,106240,19-Dec,"107,797","56,926","141,854","82,957",58.48,58.48
4474,(주)파인텍,131760,10-Dec,,,,,#DIV/0!,#DIV/0!
4475,(주)파커스,65690,10-Dec,"91,431","74,206","94,660","75,810",81.16,116632.87
4476,(주)파크시스템스,140860,10-Dec,"15,976","7,353","16,275","7,353",46.03,35361
4477,(주)파트론,91700,10-Dec,"173,383","124,668","209,929","116,256",71.9,291960.41
4478,(주)판타지오,32800,10-Dec,"20,344","17,732",,,87.16,0
4479,(주)팜스코,36580,10-Dec,"405,670","158,788","410,079","157,367",39.14,1047665.74
4480,(주)팜스토리,27710,10-Dec,"169,762","80,956","445,280","137,382",47.69,933737.13
4481,(주)팬스타엔터프라이즈,54300,10-Dec,"41,007","5,297","66,670","3,501",12.92,516129.26
4482,(주)팬스타엔터프라이즈,54300,11-Dec,"31,775","5,961","32,155","5,574",17.33,17.33
4483,(주)팬스타엔터프라이즈,54300,12-Dec,"25,921","6,280","26,501","6,035",22.77,22.77
4484,(주)팬스타엔터프라이즈,54300,13-Dec,"23,405","5,343","23,405","5,343",22.83,22.83
4485,(주)팬스타엔터프라이즈,54300,14-Dec,"19,306","5,634","19,306","5,634",29.18,29.18
4486,(주)팬스타엔터프라이즈,54300,15-Dec,"39,127","23,255","39,127","23,255",59.43,59.43
4487,(주)팬스타엔터프라이즈,54300,16-Dec,"42,116","20,411","42,116","20,411",48.46,48.46
4488,(주)팬스타엔터프라이즈,54300,17-Dec,"42,235","28,479","42,235","28,479",67.43,67.43
4489,(주)팬스타엔터프라이즈,54300,18-Dec,"45,143","31,082","45,143","31,082",68.85,68.85
4490,(주)팬스타엔터프라이즈,54300,19-Dec,"67,456","41,092","67,456","41,092",60.92,60.92
4491,(주)팬엔터테인먼트,68050,10-Dec,"39,953","29,512","40,112","29,557",73.87,54303.16
4492,(주)팬엔터테인먼트,68050,11-Dec,"46,976","30,708","47,974","30,655",63.9,63.9
4493,(주)팬엔터테인먼트,68050,12-Dec,"67,515","39,548","67,585","39,512",58.46,58.46
4494,(주)팬엔터테인먼트,68050,13-Dec,"69,013","42,510","68,288","41,817",61.24,61.24
4495,(주)팬엔터테인먼트,68050,14-Dec,"70,107","42,140","70,320","42,103",59.87,59.87
4496,(주)팬엔터테인먼트,68050,15-Dec,"66,783","37,567","66,674","37,407",56.1,56.1
4497,(주)팬엔터테인먼트,68050,16-Dec,"70,009","40,236","70,046","40,243",57.45,57.45
4498,(주)팬엔터테인먼트,68050,17-Dec,"80,181","47,331","80,214","47,345",59.02,59.02
4499,(주)팬엔터테인먼트,68050,18-Dec,"66,150","46,427","66,165","46,454",70.21,70.21
4500,(주)팬엔터테인먼트,68050,19-Dec,"77,488","47,786","77,504","47,797",61.67,61.67
4501,(주)팬젠,222110,16-Dec,"37,398","35,307","37,398","35,307",94.41,94.41
4502,(주)팬젠,222110,17-Dec,"35,593","31,309","35,593","31,309",87.96,87.96
4503,(주)팬젠,222110,18-Dec,"45,610","26,941","45,610","26,941",59.07,59.07
4504,(주)팬젠,222110,19-Dec,"39,083","18,426","39,083","18,426",47.15,47.15
4505,(주)퍼시스,16800,10-Dec,"326,305","263,118","334,584","271,171",80.64,414933.35
4506,(주)펩트론,87010,10-Dec,,,,,#DIV/0!,#DIV/0!
4507,(주)펩트론,87010,15-Dec,"21,656","17,228","21,656","17,228",79.55,79.55
4508,(주)펩트론,87010,16-Dec,"57,902","53,209","57,902","53,209",91.89,91.89
4509,(주)펩트론,87010,17-Dec,"53,049","48,945","53,049","48,945",92.26,92.26
4510,(주)펩트론,87010,18-Dec,"71,759","45,098","71,759","45,098",62.85,62.85
4511,(주)펩트론,87010,19-Dec,"60,986","28,086","60,986","28,086",46.05,46.05
4512,(주)포메탈,119500,10-Dec,"43,554","28,382",,,65.17,0
4513,(주)포스코아이씨티,22100,10-Dec,"650,991","211,938","666,128","220,923",32.56,2046085.8
4514,(주)포스코엠텍,9520,10-Dec,"292,745","151,590","305,018","152,586",51.78,589039.48
4515,(주)포스코엠텍,9520,11-Dec,"316,953","163,077","357,075","162,761",45.58,45.58
4516,(주)포스코엠텍,9520,12-Dec,"340,877","171,726","436,986","170,288",38.97,38.97
4517,(주)포스코엠텍,9520,13-Dec,"346,577","153,202","408,492","159,177",38.97,38.97
4518,(주)포스코엠텍,9520,14-Dec,"223,697","49,492","290,956","50,734",17.44,17.44
4519,(주)포스코엠텍,9520,15-Dec,"184,536","77,359","204,043","76,805",37.64,37.64
4520,(주)포스코엠텍,9520,16-Dec,"150,790","76,996","161,517","76,833",47.57,47.57
4521,(주)포스코엠텍,9520,17-Dec,"142,854","82,675","142,854","82,675",57.87,57.87
4522,(주)포스코엠텍,9520,18-Dec,"122,733","88,251","122,733","88,251",71.9,71.9
4523,(주)포스코엠텍,9520,19-Dec,"129,017","89,960","129,017","89,960",69.73,69.73
4524,(주)포스코인터내셔널,47050,10-Dec,"6,247,274","1,326,364","6,949,098","1,532,357",21.23,32730773.2
4525,(주)포스코케미칼,3670,10-Dec,"371,160","242,905","379,416","245,393",65.44,579749.46
4526,(주)폴라리스세원,234100,10-Dec,,,,,#DIV/0!,#DIV/0!
4527,(주)폴라리스오피스,41020,10-Dec,"92,391","67,707","93,070","66,581",73.28,127000.61
4528,(주)폴라리스우노,114630,10-Dec,"43,648","39,295",,,90.03,0
4529,(주)푸드웰,5670,10-Dec,"75,762","40,088","92,655","42,781",52.91,175107.97
4530,(주)푸른기술,94940,10-Dec,"20,579","17,995",,,87.44,0
4531,(주)푸른기술,94940,11-Dec,"28,180","19,865","28,180","19,865",70.49,70.49
4532,(주)푸른기술,94940,12-Dec,"32,118","22,415","32,421","22,335",68.89,68.89
4533,(주)푸른기술,94940,13-Dec,"34,106","24,581","34,058","24,512",71.97,71.97
4534,(주)푸른기술,94940,14-Dec,"28,966","22,599","28,966","22,599",78.02,78.02
4535,(주)푸른기술,94940,15-Dec,"29,892","21,519","29,892","21,519",71.99,71.99
4536,(주)푸른기술,94940,16-Dec,"28,976","21,937","28,976","21,937",75.71,75.71
4537,(주)푸른기술,94940,17-Dec,"31,676","24,103","31,676","24,103",76.09,76.09
4538,(주)푸른기술,94940,18-Dec,"33,857","26,393","34,014","26,393",77.59,77.59
4539,(주)푸른기술,94940,19-Dec,"35,615","28,602","35,570","28,602",80.41,80.41
4540,(주)풀무원,17810,10-Dec,"286,110","128,162","731,554","190,944",44.79,1633127.72
4541,(주)풍산,103140,10-Dec,"2,020,551","907,812","2,483,276","935,001",44.93,5527119.94
4542,(주)풍산홀딩스,5810,10-Dec,"426,644","374,847","559,455","450,976",87.86,636761.45
4543,(주)퓨쳐켐,220100,16-Dec,"33,108","31,533","33,108","31,533",95.24,95.24
4544,(주)퓨쳐켐,220100,17-Dec,"28,546","27,733","36,000","27,201",75.56,75.56
4545,(주)퓨쳐켐,220100,18-Dec,"49,579","17,402","64,047","16,873",26.34,26.34
4546,(주)퓨쳐켐,220100,19-Dec,"47,546","13,717","63,215","11,471",18.15,18.15
4547,(주)프럼파스트,35200,10-Dec,"25,515","15,525","27,995","17,054",60.85,46009.17
4548,(주)프로스테믹스,203690,14-Dec,"22,017,443","20,391,400","22,017,443","20,391,400",92.61,92.61
4549,(주)프로스테믹스,203690,15-Dec,"42,969","39,271","43,284","39,377",90.97,90.97
4550,(주)프로스테믹스,203690,16-Dec,"47,017","44,990","47,061","44,856",95.31,95.31
4551,(주)프로스테믹스,203690,17-Dec,"40,937","39,642","40,584","39,157",96.48,96.48
4552,(주)프로스테믹스,203690,18-Dec,"33,153","31,842","33,313","31,888",95.72,95.72
4553,(주)프로스테믹스,203690,19-Dec,"31,981","28,559","31,839","28,354",89.05,89.05
4554,(주)프로텍,53610,10-Dec,"60,682","48,704",,,80.26,0
4555,(주)프리엠스,53160,10-Dec,"31,464","26,297","31,661","26,208",83.58,37881.95
4556,(주)플래스크,41590,10-Dec,"27,741","11,359",,,40.95,0
4557,(주)플래스크,41590,11-Dec,"32,439","16,345","32,439","16,345",50.39,50.39
4558,(주)플래스크,41590,12-Dec,"36,449","21,647","36,449","21,647",59.39,59.39
4559,(주)플래스크,41590,13-Dec,"58,381","28,735","58,381","28,735",49.22,49.22
4560,(주)플래스크,41590,14-Dec,"54,848","35,024","54,848","35,024",63.86,63.86
4561,(주)플래스크,41590,15-Dec,"106,487","59,776","120,262","59,126",49.16,49.16
4562,(주)플래스크,41590,16-Dec,"109,758","48,378","121,047","47,899",39.57,39.57
4563,(주)플래스크,41590,17-Dec,"151,162","78,437","151,367","78,490",51.85,51.85
4564,(주)플래스크,41590,18-Dec,"155,004","97,650","164,776","107,097",65,65
4565,(주)플래스크,41590,19-Dec,"145,834","77,101","146,731","76,686",52.26,52.26
4566,(주)플랜티넷,75130,10-Dec,"60,383","58,535","63,483","58,189",96.94,65487.21
4567,(주)플레이그램,9810,10-Dec,"54,206","44,212","49,539","46,637",81.56,60737.15
4568,(주)플레이그램,9810,11-Dec,"57,918","39,633","59,911","56,976",95.1,95.1
4569,(주)플레이그램,9810,12-Dec,"37,873","34,103","36,126","35,135",97.26,97.26
4570,(주)플레이그램,9810,13-Dec,"33,157","31,469","32,275","30,738",95.24,95.24
4571,(주)플레이그램,9810,14-Dec,"31,907","26,757","31,293","25,072",80.12,80.12
4572,(주)플레이그램,9810,15-Dec,"49,150","43,028","45,801","39,521",86.29,86.29
4573,(주)플레이그램,9810,16-Dec,"77,969","62,754","73,974","57,451",77.66,77.66
4574,(주)플레이그램,9810,17-Dec,"67,473","52,466","63,330","48,017",75.82,75.82
4575,(주)플레이그램,9810,18-Dec,"49,400","47,257","45,214","42,646",94.32,94.32
4576,(주)플레이그램,9810,19-Dec,"47,417","46,616","42,708","41,349",96.82,96.82
4577,(주)플레이디,237820,10-Dec,,,,,#DIV/0!,#DIV/0!
4578,(주)플레이위드,23770,10-Dec,"38,786","28,659","39,580","26,777",73.89,53566.07
4579,(주)플레이위드,23770,11-Dec,"79,784","22,596","81,430","20,914",25.68,25.68
4580,(주)플레이위드,23770,12-Dec,"83,882","8,242","89,226","10,972",12.3,12.3
4581,(주)플레이위드,23770,13-Dec,"78,760","2,485","80,161","2,056",2.56,2.56
4582,(주)플레이위드,23770,14-Dec,"74,933","4,027","74,933","4,027",5.37,5.37
4583,(주)플레이위드,23770,15-Dec,"78,689","5,572","78,689","5,572",7.08,7.08
4584,(주)플레이위드,23770,16-Dec,"86,543","10,863","86,543","10,863",12.55,12.55
4585,(주)플레이위드,23770,17-Dec,"87,975","8,662","87,975","8,662",9.85,9.85
4586,(주)플레이위드,23770,18-Dec,"79,291","4,234","79,291","4,234",5.34,5.34
4587,(주)플레이위드,23770,19-Dec,"122,708","18,059","122,708","18,059",14.72,14.72
4588,(주)피델릭스,32580,10-Dec,"51,269","25,955",,,50.63,0
4589,(주)피델릭스,32580,11-Dec,"63,193","27,952","63,193","27,952",44.23,44.23
4590,(주)피델릭스,32580,12-Dec,"50,868","29,844","50,838","29,790",58.6,58.6
4591,(주)피델릭스,32580,13-Dec,"59,168","35,453","58,858","34,905",59.3,59.3
4592,(주)피델릭스,32580,14-Dec,"69,589","36,403","68,750","35,125",51.09,51.09
4593,(주)피델릭스,32580,15-Dec,"54,615","33,309","54,615","33,309",60.99,60.99
4594,(주)피델릭스,32580,16-Dec,"47,919","24,070","47,919","24,070",50.23,50.23
4595,(주)피델릭스,32580,17-Dec,"52,092","24,348","52,092","24,348",46.74,46.74
4596,(주)피델릭스,32580,18-Dec,"64,509","29,491","64,509","29,491",45.72,45.72
4597,(주)피델릭스,32580,19-Dec,"68,738","36,027","68,738","36,027",52.41,52.41
4598,(주)피씨디렉트,51380,10-Dec,"33,407","14,954",,,44.76,0
4599,(주)피에스엠씨,24850,10-Dec,"80,345","55,789","137,547","70,591",69.44,198089.47
4600,(주)피에이치씨,57880,10-Dec,"140,834","94,067","137,779","87,526",66.79,206278.16
4601,(주)피에이치씨,57880,11-Dec,"125,435","96,919","120,946","89,555",74.05,74.05
4602,(주)피에이치씨,57880,12-Dec,"105,536","81,380","100,377","75,228",74.95,74.95
4603,(주)피에이치씨,57880,13-Dec,"96,713","76,925","93,371","71,876",76.98,76.98
4604,(주)피에이치씨,57880,14-Dec,"58,356","41,623","53,135","35,629",67.05,67.05
4605,(주)피에이치씨,57880,15-Dec,"44,320","26,024","43,874","25,361",57.8,57.8
4606,(주)피에이치씨,57880,16-Dec,"44,602","27,383","44,695","27,034",60.49,60.49
4607,(주)피에이치씨,57880,17-Dec,"40,079","14,720","42,023","15,134",36.01,36.01
4608,(주)피에이치씨,57880,18-Dec,"42,793","21,873","43,455","22,170",51.02,51.02
4609,(주)피에이치씨,57880,19-Dec,"69,024","25,416","68,417","24,443",35.73,35.73
4610,(주)피엔티,137400,10-Dec,"45,559","13,907",,,30.53,0
4611,(주)피엔풍년,24940,10-Dec,"40,648","26,522",,,65.25,0
4612,(주)피엔풍년,24940,11-Dec,"40,528","26,195","40,528","26,195",64.63,64.63
4613,(주)피엔풍년,24940,12-Dec,"42,862","26,812","42,862","26,812",62.55,62.55
4614,(주)피엔풍년,24940,13-Dec,"45,349","27,563","45,349","27,563",60.78,60.78
4615,(주)피엔풍년,24940,14-Dec,"43,682","28,343","43,682","28,343",64.88,64.88
4616,(주)피엔풍년,24940,15-Dec,"44,591","29,427","44,591","29,427",65.99,65.99
4617,(주)피엔풍년,24940,16-Dec,"51,364","30,946","51,364","30,946",60.25,60.25
4618,(주)피엔풍년,24940,17-Dec,"48,628","32,146","48,628","32,146",66.11,66.11
4619,(주)피엔풍년,24940,18-Dec,"48,526","33,108","48,526","33,108",68.23,68.23
4620,(주)피엔풍년,24940,19-Dec,"52,446","38,278","52,446","38,278",72.99,72.99
4621,(주)피제이메탈,128660,10-Dec,"36,549","17,583",,,48.11,0
4622,(주)피제이전자,6140,10-Dec,"84,074","59,691",,,71,0
4623,(주)피코그램,376180,10-Dec,,,,,#DIV/0!,#DIV/0!
4624,(주)피피아이,62970,10-Dec,"16,802","7,229",,,43.02,0
4625,(주)픽셀플러스,87600,10-Dec,,,,,#DIV/0!,#DIV/0!
4626,(주)필옵틱스,161580,17-Dec,"156,547","97,587","156,552","97,121",62.04,62.04
4627,(주)필옵틱스,161580,18-Dec,"188,833","66,309","189,035","66,012",34.92,34.92
4628,(주)필옵틱스,161580,19-Dec,"191,333","58,685","191,045","58,249",30.49,30.49
4629,(주)하나투어,39130,10-Dec,"218,621","107,998","248,887","114,073",49.4,503823.45
4630,(주)하림,136480,11-Dec,"546,549","190,027","546,549","190,027",34.77,34.77
4631,(주)하림,136480,12-Dec,"540,705","193,040","540,705","193,040",35.7,35.7
4632,(주)하림,136480,13-Dec,"481,047","206,736","481,047","206,736",42.98,42.98
4633,(주)하림,136480,14-Dec,"529,687","196,647","538,935","202,534",37.58,37.58
4634,(주)하림,136480,15-Dec,"573,542","191,162","583,170","191,112",32.77,32.77
4635,(주)하림,136480,16-Dec,"449,904","206,637","461,068","209,513",45.44,45.44
4636,(주)하림,136480,17-Dec,"614,672","306,038","622,289","309,019",49.66,49.66
4637,(주)하림,136480,18-Dec,"820,345","297,374","824,137","296,477",35.97,35.97
4638,(주)하림,136480,19-Dec,"763,869","255,210","768,028","254,820",33.18,33.18
4639,(주)하림지주,3380,10-Dec,"367,702","192,867","2,168,413","773,994",52.45,4134091.35
4640,(주)하이소닉,106080,10-Dec,"36,820","29,819","34,992","28,412",80.99,43207.53
4641,(주)하이소닉,106080,11-Dec,"44,343","31,988","41,983","29,803",70.99,70.99
4642,(주)하이소닉,106080,12-Dec,"46,081","36,936","47,465","34,462",72.61,72.61
4643,(주)하이소닉,106080,13-Dec,"49,145","34,241","44,737","27,341",61.11,61.11
4644,(주)하이소닉,106080,14-Dec,"53,675","28,613","48,505","19,795",40.81,40.81
4645,(주)하이소닉,106080,15-Dec,"49,984","31,335","43,693","23,690",54.22,54.22
4646,(주)하이소닉,106080,16-Dec,"61,656","37,449","51,067","26,319",51.54,51.54
4647,(주)하이소닉,106080,17-Dec,"56,476","31,795","40,661","21,884",53.82,53.82
4648,(주)하이소닉,106080,18-Dec,"33,433","2,583","34,062","2,786",8.18,8.18
4649,(주)하이소닉,106080,19-Dec,"17,390","11,072","18,798","11,225",59.71,59.71
4650,(주)하이스틸,71090,10-Dec,"230,033","120,243",,,52.27,0
4651,(주)하이스틸,71090,11-Dec,"257,771","121,679","257,771","121,679",47.2,47.2
4652,(주)하이스틸,71090,12-Dec,"251,435","135,515","251,435","135,515",53.9,53.9
4653,(주)하이스틸,71090,13-Dec,"249,463","132,130","249,463","132,130",52.97,52.97
4654,(주)하이스틸,71090,14-Dec,"248,620","131,295","248,620","131,295",52.81,52.81
4655,(주)하이스틸,71090,15-Dec,"227,177","122,086","227,177","122,086",53.74,53.74
4656,(주)하이스틸,71090,16-Dec,"242,957","125,945","242,957","125,945",51.84,51.84
4657,(주)하이스틸,71090,17-Dec,"245,120","136,262","245,323","136,110",55.48,55.48
4658,(주)하이스틸,71090,18-Dec,"233,197","129,223","232,990","128,389",55.1,55.1
4659,(주)하이스틸,71090,19-Dec,"231,112","128,054","234,322","127,662",54.48,54.48
4660,(주)하이텍팜,106190,10-Dec,"76,292","60,377",,,79.14,0
4661,(주)하이트론씨스템즈,19490,10-Dec,"95,745","58,439","96,777","59,168",61.04,158557.02
4662,(주)하이트론씨스템즈,19490,11-Dec,"92,221","56,168","94,288","57,476",60.96,60.96
4663,(주)하이트론씨스템즈,19490,12-Dec,"85,509","56,217","87,700","57,513",65.58,65.58
4664,(주)하이트론씨스템즈,19490,13-Dec,"70,721","48,347","73,124","50,220",68.68,68.68
4665,(주)하이트론씨스템즈,19490,14-Dec,"59,895","42,052","61,770","43,914",71.09,71.09
4666,(주)하이트론씨스템즈,19490,15-Dec,"53,653","38,059","54,819","38,676",70.55,70.55
4667,(주)하이트론씨스템즈,19490,16-Dec,"63,977","45,100","63,890","44,183",69.15,69.15
4668,(주)하이트론씨스템즈,19490,17-Dec,"58,308","32,924","57,882","32,679",56.46,56.46
4669,(주)하이트론씨스템즈,19490,18-Dec,"64,828","34,565","64,127","34,337",53.55,53.55
4670,(주)하이트론씨스템즈,19490,19-Dec,"54,723","17,175","55,581","17,098",30.76,30.76
4671,(주)하츠,66130,10-Dec,"86,929","67,390",,,77.52,0
4672,(주)하츠,66130,11-Dec,"80,132","68,507","80,132","68,507",85.49,85.49
4673,(주)하츠,66130,12-Dec,"80,799","69,517","80,799","69,517",86.04,86.04
4674,(주)하츠,66130,13-Dec,"80,298","68,180","80,298","68,180",84.91,84.91
4675,(주)하츠,66130,14-Dec,"82,330","71,034","82,330","71,034",86.28,86.28
4676,(주)하츠,66130,15-Dec,"87,298","74,297","87,298","74,297",85.11,85.11
4677,(주)하츠,66130,16-Dec,"92,935","77,477","92,935","77,477",83.37,83.37
4678,(주)하츠,66130,17-Dec,"96,118","81,797","96,118","81,797",85.1,85.1
4679,(주)하츠,66130,18-Dec,"94,468","80,690","94,468","80,690",85.42,85.42
4680,(주)하츠,66130,19-Dec,"97,452","82,831","97,452","82,831",85,85
4681,(주)한국가구,4590,10-Dec,"59,717","45,764","66,818","47,224",76.63,87190.16
4682,(주)한국경제티브이,39340,10-Dec,"70,896","59,212","70,665","58,982",83.52,84608.96
4683,(주)한국전자홀딩스,6200,10-Dec,"183,652","174,597","259,920","179,468",95.07,273400.05
4684,(주)한국전자홀딩스,6200,11-Dec,"189,449","177,324","277,756","162,815",58.62,58.62
4685,(주)한국전자홀딩스,6200,12-Dec,"196,299","174,887","243,582","131,770",54.1,54.1
4686,(주)한국전자홀딩스,6200,13-Dec,"198,315","176,900","234,856","121,563",51.76,51.76
4687,(주)한국전자홀딩스,6200,14-Dec,"181,253","177,728","198,274","120,637",60.84,60.84
4688,(주)한국전자홀딩스,6200,15-Dec,"195,956","188,318","217,226","119,570",55.04,55.04
4689,(주)한국전자홀딩스,6200,16-Dec,"145,461","135,335","179,367","117,346",65.42,65.42
4690,(주)한국전자홀딩스,6200,17-Dec,"133,279","129,557","404,800","262,543",64.86,64.86
4691,(주)한국전자홀딩스,6200,18-Dec,"130,356","128,036","390,848","264,126",67.58,67.58
4692,(주)한국전자홀딩스,6200,19-Dec,"127,217","123,805","389,933","242,286",62.14,62.14
4693,(주)한국종합기술,23350,10-Dec,"166,947","101,977",,,61.08,0
4694,(주)한국종합기술,23350,11-Dec,"186,025","117,378","186,025","117,378",63.1,63.1
4695,(주)한국종합기술,23350,12-Dec,"185,606","119,144","185,606","119,144",64.19,64.19
4696,(주)한국종합기술,23350,13-Dec,"207,814","123,004","207,814","123,004",59.19,59.19
4697,(주)한국종합기술,23350,14-Dec,"225,609","122,737","225,609","122,737",54.4,54.4
4698,(주)한국종합기술,23350,15-Dec,"225,647","121,396","225,647","121,396",53.8,53.8
4699,(주)한국종합기술,23350,16-Dec,"242,444","122,404","242,444","122,404",50.49,50.49
4700,(주)한국종합기술,23350,17-Dec,"230,799","114,383","230,799","114,383",49.56,49.56
4701,(주)한국종합기술,23350,18-Dec,"227,908","101,635","227,908","101,635",44.59,44.59
4702,(주)한국종합기술,23350,19-Dec,"275,870","95,528","275,870","95,528",34.63,34.63
4703,(주)한국카본,17960,10-Dec,"204,993","174,694","212,774","175,041",85.22,249677.61
4704,(주)한국코퍼레이션,50540,10-Dec,"71,272","46,543","108,087","51,315",65.3,165515.26
4705,(주)한국코퍼레이션,50540,11-Dec,"74,737","48,216","76,656","49,715",64.85,64.85
4706,(주)한국코퍼레이션,50540,12-Dec,"78,268","52,623","78,268","52,623",67.23,67.23
4707,(주)한국코퍼레이션,50540,13-Dec,"85,492","40,243","85,417","39,864",46.67,46.67
4708,(주)한국코퍼레이션,50540,14-Dec,"82,440","40,306","82,735","40,049",48.41,48.41
4709,(주)한국코퍼레이션,50540,15-Dec,"93,870","39,316","88,217","32,588",36.94,36.94
4710,(주)한국코퍼레이션,50540,16-Dec,"48,037","13,260","50,725","13,399",26.41,26.41
4711,(주)한국코퍼레이션,50540,17-Dec,"79,353","39,810","80,255","39,217",48.87,48.87
4712,(주)한국코퍼레이션,50540,18-Dec,"81,232","42,703","82,540","42,318",51.27,51.27
4713,(주)한국코퍼레이션,50540,19-Dec,"104,879","36,980","112,900","38,578",34.17,34.17
4714,(주)한국큐빅,21650,10-Dec,"42,296","38,186","82,446","32,300",90.28,91319.75
4715,(주)한국테크놀로지,53590,10-Dec,"48,620","46,339","47,454","45,173",95.31,49789.88
4716,(주)한국테크놀로지,53590,11-Dec,"37,448","33,378","37,657","33,586",89.19,89.19
4717,(주)한국테크놀로지,53590,12-Dec,"47,630","30,738","47,630","30,738",64.53,64.53
4718,(주)한국테크놀로지,53590,13-Dec,"33,708","21,570","33,708","21,570",63.99,63.99
4719,(주)한국테크놀로지,53590,14-Dec,"36,809","25,040","36,809","25,040",68.03,68.03
4720,(주)한국테크놀로지,53590,15-Dec,"37,508","14,087","37,508","14,087",37.56,37.56
4721,(주)한국테크놀로지,53590,16-Dec,"38,964","25,824","38,964","25,824",66.28,66.28
4722,(주)한국테크놀로지,53590,17-Dec,"65,226","30,064","65,226","30,064",46.09,46.09
4723,(주)한국테크놀로지,53590,18-Dec,"34,762","21,353","34,762","21,353",61.43,61.43
4724,(주)한국테크놀로지,53590,19-Dec,"64,155","18,746","167,180","34,818",20.83,20.83
4725,(주)한국특강,7280,10-Dec,"580,447","116,705",,,20.11,0
4726,(주)한국특강,7280,11-Dec,"581,438","117,183","581,438","117,183",20.15,20.15
4727,(주)한국특강,7280,12-Dec,"553,819","120,088","553,819","120,088",21.68,21.68
4728,(주)한국특강,7280,13-Dec,"532,912","107,125","532,912","107,125",20.1,20.1
4729,(주)한국특강,7280,14-Dec,"500,723","88,493","500,723","88,493",17.67,17.67
4730,(주)한국특강,7280,15-Dec,"380,263","39,057","380,263","39,057",10.27,10.27
4731,(주)한국특강,7280,16-Dec,"355,618","58,851","355,618","58,851",16.55,16.55
4732,(주)한국특강,7280,17-Dec,"344,113","61,805","344,113","61,805",17.96,17.96
4733,(주)한국특강,7280,18-Dec,"341,713","94,671","341,713","94,671",27.7,27.7
4734,(주)한국특강,7280,19-Dec,"313,533","67,462","313,533","67,462",21.52,21.52
4735,(주)한국파마,32300,10-Dec,,,,,#DIV/0!,#DIV/0!
4736,(주)한국팩키지,37230,10-Dec,"53,566","37,149",,,69.35,0
4737,(주)한국팩키지,37230,11-Dec,"56,222","39,931","56,222","39,931",71.02,71.02
4738,(주)한국팩키지,37230,12-Dec,"49,579","39,509","49,579","39,509",79.69,79.69
4739,(주)한국팩키지,37230,13-Dec,"50,149","37,409","50,149","37,409",74.6,74.6
4740,(주)한국팩키지,37230,14-Dec,"47,415","36,902","47,415","36,902",77.83,77.83
4741,(주)한국팩키지,37230,15-Dec,"49,822","37,268","49,822","37,268",74.8,74.8
4742,(주)한국팩키지,37230,16-Dec,"53,512","39,849","53,512","39,849",74.47,74.47
