,구분,2011년.mid,2012년.mid,2013년.mid,2014년.mid,2015년.mid,2016년.mid,2017년.mid,2018년.mid,2019년.mid
618,소니드,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
619,솔브레인홀딩스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
620,송원산업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
621,씨큐브,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
622,애경산업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
623,애경케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
624,에스케이디스커버리,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
625,에스케이씨,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
626,에스케이케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
627,에이치디씨현대이피,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
628,에이케이홀딩스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
629,엘티씨,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
630,오션브릿지,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
631,와이엠티,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
632,일진다이아몬드,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
633,전진바이오팜,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
634,제이씨케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
635,조광페인트,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
636,진양폴리우레탄,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
637,케이디켐,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
638,케이지케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
639,케이피엑스케미칼,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
640,코스맥스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
641,코스맥스비티아이,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
642,코스모신소재,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
643,코스모화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
644,코오롱인더스트리,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
645,코오롱플라스틱,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
646,태경산업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
647,태경케미컬,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
648,태광산업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
649,티케이지휴켐스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
650,한국알콜산업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
651,한국콜마,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
652,한국콜마홀딩스,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
653,한일화학공업,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
654,한화솔루션,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
655,효성오앤비,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
656,효성첨단소재,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
657,효성티앤씨,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
658,효성화학,77.91,80.41,80.36,79.71,77.5,77.25,78.45,81.48,79.49
659,SIMPAC,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
660,SNT에너지,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
661,고영테크놀러지,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
662,글로벌스탠다드테크놀로지,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
663,네오티스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
664,넥스턴바이오사이언스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
665,뉴로스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
666,뉴파워프라즈마,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
667,다이나믹디자인,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
668,대동,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
669,더블유아이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
670,동아엘텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
671,디바이스이엔지,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
672,디에스케이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
673,디에이테크놀로지,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
674,디엠에스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
675,디이엔티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
676,라온테크,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
677,로보스타,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
678,로보티즈,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
679,리드,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
680,미래컴퍼니,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
681,베셀,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
682,브이원텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
683,비아트론,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
684,비엠티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
685,삼에스코리아,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
686,서연탑메탈,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
687,센트럴인사이트,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
688,수산중공업,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
689,스마트솔루션즈,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
690,스맥,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
691,스페코,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
692,싸이맥스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
693,아바코,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
694,아세아텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
695,아이씨디,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
696,액트로,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
697,야스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
698,에너토크,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
699,에스앤더블류,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
700,에스에프에이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
701,에스엠코어,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
702,에스코넥,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
703,에스티아이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
704,에스피시스템스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
705,에쎈테크,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
706,에이비프로바이오,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
707,에이치비테크놀러지,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
708,에이치케이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
709,에프에스티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
710,엑시콘,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
711,엔에스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
712,엘아이에스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
713,엘오티베큠,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
714,엠플러스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
715,영우디에스피,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
716,예스티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
717,우신시스템,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
718,우진플라임,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
719,원익아이피에스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
720,원익홀딩스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
721,웰크론한텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
722,위닉스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
723,유니테스트,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
724,유진테크,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
725,이노메트리,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
726,이브이수성,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
727,이엔플러스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
728,이오테크닉스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
729,이큐셀,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
730,인텍플러스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
731,일신바이오베이스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
732,일진파워,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
733,제우스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
734,제이브이엠,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
735,제이스텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
736,제이티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
737,젬백스&카엘,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
738,진성티이씨,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
739,카스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
740,케이에스피,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
741,케이엔제이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
742,케이피에스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
743,코디,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
744,코디엠,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
745,코미코,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
746,코세스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
747,코윈테크,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
748,큐로,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
749,탑엔지니어링,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
750,테라젠이텍스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
751,테스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
752,테크윙,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
753,톱텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
754,티로보틱스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
755,티피씨메카트로닉스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
756,파라텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
757,팬스타엔터프라이즈,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
758,프로텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
759,피엔티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
760,필옵틱스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
761,한독크린텍,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
762,현대에버다임,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
763,흥국,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
764,힘스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
765,KD,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
766,STX엔진,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
767,STX중공업,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
768,계양전기,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
769,기신정기,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
770,나라엠앤디,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
771,대동기어,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
772,대모엔지니어링,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
773,도이치모터스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
774,두산에너빌리티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
775,디아이티,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
776,디와이파워,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
777,디와이피엔에프,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
778,디케이락,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
779,명성티엔에스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
780,비디아이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
781,비에이치아이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
782,삼목에스폼,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
783,삼익티에이치케이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
784,서암기계공업,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
785,세원이앤씨,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
786,씨앤지하이테크,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
787,씨에스베어링,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
788,에스엔유프리시젼,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
789,에이치에스디엔진,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
790,에이테크솔루션,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
791,에이피시스템,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
792,에이피티씨,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
793,에프엔에스테크,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
794,영풍정밀,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
795,오성첨단소재,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
796,우림피티에스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
797,유네코,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
798,유니셈,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
799,이엠코리아,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
800,인베니아,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
801,제너셈,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
802,제이엔케이히터,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
803,조광아이엘아이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
804,성엔지니어링,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
805,참엔지니어링,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
806,참존글로벌,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
807,케이만금세기차륜집단유한공사,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
808,케이씨코트렐,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
809,티와이엠,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
810,파나케이아,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
811,피에스케이,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
812,피에스케이홀딩스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
813,한국정밀기계,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
814,한국강,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
815,한미반도체,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
816,한솔아이원스,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
817,한신기계공업,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
818,한온시스템,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
819,현대건설기계,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
820,현대두산인프라코어,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
821,현대엘리베이터,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
822,화성밸브,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
823,화천기계,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
824,화천기공,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
825,휴림로봇,73.85,75.13,74.77,76.93,77.48,78.73,80.02,81.15,80.98
826,SNT홀딩스,0,0,0,0,0,0,0,0,0
827,그래디언트,0,0,0,0,0,0,0,0,0
828,나스미디어,0,0,0,0,0,0,0,0,0
829,네오위즈홀딩스,0,0,0,0,0,0,0,0,0
830,노루홀딩스,0,0,0,0,0,0,0,0,0
831,녹십자홀딩스,0,0,0,0,0,0,0,0,0
832,농심홀딩스,0,0,0,0,0,0,0,0,0
833,대웅,0,0,0,0,0,0,0,0,0
834,동성케미컬,0,0,0,0,0,0,0,0,0
835,두산,0,0,0,0,0,0,0,0,0
836,디지털대성,0,0,0,0,0,0,0,0,0
837,삼양홀딩스,0,0,0,0,0,0,0,0,0
838,세아홀딩스,0,0,0,0,0,0,0,0,0
839,아모레퍼시픽그룹,0,0,0,0,0,0,0,0,0
840,에스제이엠홀딩스,0,0,0,0,0,0,0,0,0
841,에코마케팅,0,0,0,0,0,0,0,0,0
842,엘에스,0,0,0,0,0,0,0,0,0
843,엘지,0,0,0,0,0,0,0,0,0
844,오리콤,0,0,0,0,0,0,0,0,0
845,와이지플러스,0,0,0,0,0,0,0,0,0
846,웅진,0,0,0,0,0,0,0,0,0
847,유수홀딩스,0,0,0,0,0,0,0,0,0
848,이노션,0,0,0,0,0,0,0,0,0
849,이엠넷,0,0,0,0,0,0,0,0,0
850,제일기획,0,0,0,0,0,0,0,0,0
851,지에스,0,0,0,0,0,0,0,0,0
852,지투알,0,0,0,0,0,0,0,0,0
853,진양홀딩스,0,0,0,0,0,0,0,0,0
854,코아시아,0,0,0,0,0,0,0,0,0
855,코오롱,0,0,0,0,0,0,0,0,0
856,풀무원,0,0,0,0,0,0,0,0,0
857,풍산홀딩스,0,0,0,0,0,0,0,0,0
858,하림지,0,0,0,0,0,0,0,0,0
859,한국전자홀딩스,0,0,0,0,0,0,0,0,0
860,한진중공업홀딩스,0,0,0,0,0,0,0,0,0
861,한진칼,0,0,0,0,0,0,0,0,0
862,현대퓨처넷,0,0,0,0,0,0,0,0,0
863,화승엔터프라이즈,0,0,0,0,0,0,0,0,0
864,CS홀딩스,0,0,0,0,0,0,0,0,0
865,HD현대,0,0,0,0,0,0,0,0,0
866,KISCO홀딩스,0,0,0,0,0,0,0,0,0
867,SK이노베이션,0,0,0,0,0,0,0,0,0
868,글로벌에스엠테크리미티드,0,0,0,0,0,0,0,0,0
869,대상홀딩스,0,0,0,0,0,0,0,0,0
870,대성홀딩스,0,0,0,0,0,0,0,0,0
871,동화기업,0,0,0,0,0,0,0,0,0
872,두산밥캣,0,0,0,0,0,0,0,0,0
873,성창기업지,0,0,0,0,0,0,0,0,0
874,신송홀딩스,0,0,0,0,0,0,0,0,0
875,씨제이,0,0,0,0,0,0,0,0,0
876,씨케이에이치푸드앤헬스리미티드,0,0,0,0,0,0,0,0,0
877,엘브이엠씨홀딩스,0,0,0,0,0,0,0,0,0
878,오가닉티코스메틱스홀딩스컴퍼니리미티드,0,0,0,0,0,0,0,0,0
879,윙입푸드홀딩스,0,0,0,0,0,0,0,0,0
880,이스트아시아홀딩스인베스트먼트리미티드,0,0,0,0,0,0,0,0,0
881,인크로스,0,0,0,0,0,0,0,0,0
882,일진홀딩스,0,0,0,0,0,0,0,0,0
883,잉글우드랩,0,0,0,0,0,0,0,0,0
884,제이더블유홀딩스,0,0,0,0,0,0,0,0,0
885,컬러레이홀딩스,0,0,0,0,0,0,0,0,0
886,케이씨그린홀딩스,0,0,0,0,0,0,0,0,0
887,케이피엑스홀딩스,0,0,0,0,0,0,0,0,0
888,평화홀딩스,0,0,0,0,0,0,0,0,0
889,하이트진로홀딩스,0,0,0,0,0,0,0,0,0
890,한미사이언스,0,0,0,0,0,0,0,0,0
891,한세예스24홀딩스,0,0,0,0,0,0,0,0,0
892,헝셩그룹유한회사,0,0,0,0,0,0,0,0,0
893,TCC스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
894,그린플러스,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
895,남선알미늄,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
896,대동스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
897,대양금속,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
898,대창,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
899,대창스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
900,대호에이엘,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
901,대호특수강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
902,동양에스텍,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
903,서원,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
904,성광벤드,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
905,세아베스틸지,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
906,세아제강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
907,세아제강지,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
908,세아특수강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
909,신화다이나믹스,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
910,쎄니트,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
911,알루코,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
912,엔아이스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
913,영풍,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
914,영흥,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
915,원일특강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
916,자연과환경,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
917,코센,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
918,태광,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
919,포스코엠텍,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
920,풍산,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
921,피제이메탈,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
922,하이스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
923,한국특강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
924,화인베스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
925,황금에스티,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
926,휴스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
927,KG스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
928,경남스틸,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
929,고려아연,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
930,고려제강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
931,광진실업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
932,국일신동,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
933,금강공업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
934,금강철강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
935,대동금속,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
936,대한제강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
937,동국산업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
938,동국제강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
939,동양철관,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
940,동일금속,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
941,동일산업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
942,동일제강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
943,동일철강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
944,디씨엠,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
945,디에스알제강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
946,만호제강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
947,문배철강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
948,부국철강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
949,삼강엠앤티,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
950,삼보산업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
951,삼아알미늄,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
952,삼현철강,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
953,이구산업,90.89,91.46,91.98,91.175,90.055,89.125,90.23,91.965,92.405
