,구분,2011년.mid,2012년.mid,2013년.mid,2014년.mid,2015년.mid,2016년.mid,2017년.mid,2018년.mid,2019년.mid
1604,현대건설,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1605,화성산업,90.885,91.785,93.005,92.97,91.755,90.575,90.275,89.78,90.355
1606,나노엔텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1607,네오펙트,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1608,넥스트아이,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1609,노블엠앤비,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1610,덴티움,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1611,디아이,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1612,디알젬,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1613,디오,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1614,레이,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1615,레이언스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1616,루트로닉,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1617,리메드,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1618,마이크로디지탈,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1619,마이크로프랜드,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1620,메디아나,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1621,멕아이씨에스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1622,바텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1623,뷰웍스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1624,빅텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1625,삼양옵틱스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1626,세종메디칼,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1627,세코닉스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1628,솔고바이오메디칼,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1629,시스웍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1630,씨유메디칼시스템,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1631,아이센스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1632,얼라인드제네틱스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1633,에스에이티,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1634,엘앤케이바이오메드,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1635,엘엠에스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1636,엠아이텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1637,오스테오닉,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1638,옵트론텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1639,우진,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1640,위지트,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1641,이엘피,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1642,이즈미디어,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1643,인바디,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1644,인터로조,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1645,인트로메딕,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1646,제노레이,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1647,제이에스티나,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1648,지티지웰니스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1649,차바이오텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1650,케이씨,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1651,케이씨텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1652,코렌텍,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1653,코메론,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1654,코아시아옵틱스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1655,큐로홀딩스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1656,티에스이,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1657,파크시스템스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1658,피제이전자,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1659,하이로닉,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1660,휴비츠,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1661,대한광통신,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1662,디엑스앤브이엑스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1663,미래산업,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1664,에스비더블유생명과학,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1665,오스템임플란트,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1666,옴니시스템,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1667,이노시스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1668,지나인제약,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1669,한화시스템,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1670,해성옵틱스,0,35.05,48.57,50.39,49.29,56.81,64.32,63.41,64.46
1671,나이스디앤비,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1672,나이스홀딩스,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1673,노랑풍선,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1674,레드캡투어,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1675,모두투어네트워크,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1676,세중,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1677,쎌마테라퓨틱스,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1678,에스엠컬처앤콘텐츠,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1679,키이스트,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1680,하나투어,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1681,한국코퍼레이션,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1682,고려신용정보,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1683,롯데관광개발,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1684,에스씨아이평가정보,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1685,엘에스전선아시아,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1686,차이나크리스탈신소재홀딩스,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1687,한국기업평가,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1688,한국전자금융,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1689,한전산업개발,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1690,효성아이티엑스,0,16.675,24.03,3.835,3.72,1.06,0,1.985,2.785
1691,네오리진,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1692,더존비즈온,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1693,데이타솔루션,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1694,디비아이엔씨,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1695,로지시스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1696,룽투코리아,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1697,리노스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1698,링네트,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1699,시티랩스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1700,아이티센,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1701,오파스넷,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1702,윈스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1703,이씨에스텔레콤,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1704,인성정보,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1705,정원엔시스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1706,제이엘케이,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1707,케이씨에스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1708,케이씨티,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1709,콤텍시스템,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1710,큐로컴,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1711,티에스넥스젠,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1712,포스코아이씨티,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1713,플랜티넷,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1714,대신정보통신,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1715,롯데정보통신,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1716,비케이탑스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1717,삼성에스디에스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1718,쌍용정보통신,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1719,아시아나아이디티,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1720,아이크래프트,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1721,에스넷시스템,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1722,에스케이,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1723,에스트래픽,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1724,에이피에스홀딩스,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1725,오상자이엘,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1726,위즈코프,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1727,한솔인티큐브,76.05,72.2,75.75,79.68,81.79,82.04,83.55,84.35,82.22
1728,네오크레마,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1729,노바렉스,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1730,농심,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1731,뉴트리,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1732,동우팜투테이블,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1733,동원에프앤비,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1734,마니커,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1735,마니커에프앤지,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1736,비피도,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1737,빙그레,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1738,사조대림,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1739,삼양사,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1740,선진,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1741,에스피씨삼립,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1742,에이치엘사이언스,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1743,엠에스씨,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1744,오뚜기,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1745,오리온,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1746,오리온홀딩스,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1747,우성,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1748,우양,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1749,이지홀딩스,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1750,조흥,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1751,진바이오텍,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1752,체리부로,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1753,카나리아바이오,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1754,케이씨피드,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1755,코썬바이오,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1756,크라운제과,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1757,크라운해태홀딩스,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1758,팜스빌,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1759,팜스코,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1760,팜스토리,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1761,푸드웰,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1762,하림,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1763,한탑,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1764,고려산업,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1765,남양유업,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1766,대상,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1767,대산업,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1768,대한제당,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1769,대한제분,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1770,롯데제과,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1771,롯데지,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1772,매일유업,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1773,매일홀딩스,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1774,사조동아원,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1775,사조씨푸드,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1776,삼양식품,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1777,샘표,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1778,샘표식품,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1779,서울식품공업,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1780,신라에스지,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1781,씨제이제일제당,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1782,아미코젠,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1783,코스맥스엔비티,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1784,한국맥널티,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1785,한성기업,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1786,한일사료,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1787,해태제과식품,72.41,73.05,72.785,72.72,72.09,71.455,72.655,74.955,79.39
1788,넥센,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1789,뉴보텍,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1790,덕성,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1791,디알비동일,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1792,디엔오토모티브,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1793,디케이앤디,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1794,락앤락,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1795,백산,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1796,블루베리엔에프티,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1797,삼양패키징,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1798,스타플렉스,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1799,씨에스에이코스믹,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1800,앤디포스,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1801,에스폴리텍,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1802,엘엑스하우시스,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1803,연우,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1804,원풍,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1805,위스컴,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1806,케이엑스하이텍,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1807,케이엔더블유,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1808,케이엠,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1809,코이즈,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1810,테이팩스,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1811,파커스,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1812,프럼파스트,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1813,한국큐빅,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1814,화승인더스트리,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1815,그레이트리치과기유한공사,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1816,금호타이어,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1817,나노캠텍,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1818,넥센타이어,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1819,대원화성,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1820,동아타이어공업,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1821,동아화성,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1822,동일고무벨트,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1823,미래나노텍,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1824,삼영화학공업,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1825,신화인터텍,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1826,엔피씨,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1827,영보화학,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1828,와토스코리아,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1829,율촌화학,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1830,진양산업,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1831,진양화학,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1832,티케이지애강,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1833,펌텍코리아,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1834,한국앤컴퍼니,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1835,한국타이어앤테크놀로지,82.36,81.89,80.455,81.39,80.885,79.14,82.615,83.27,81.665
1836,넥스트엔터테인먼트월드,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1837,덱스터스튜디오,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1838,버킷스튜디오,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1839,삼화네트웍스,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1840,쇼박스,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1841,아이에이치큐,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1842,에이스토리,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1843,에프엔씨엔터테인먼트,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1844,와이오엠,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1845,와이지엔터테인먼트,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1846,와이티엔,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1847,위지윅스튜디오,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1848,제이웨이,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1849,초록뱀미디어,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1850,캐리소프트,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1851,콘텐트리중앙,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1852,팬엔터테인먼트,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1853,대원미디어,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1854,세기상사,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1855,스튜디오드래곤,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1856,씨제이씨지브이,71.99,72.91,65.99,77.07,68.27,74.71,83.56,84.29,89.85
1857,노바텍,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
1858,삼익악기,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
1859,손오공,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
1860,슈피겐코리아,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
1861,승일,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
1862,엔바이오니아,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
1863,휴엠앤씨,0,0,0,47.18,42.81,42.29,75.06,80.08,76.34
1864,다날,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1865,다우기술,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1866,멀티캠퍼스,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1867,사람인에이치알,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1868,신세계아이앤씨,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1869,아시아경제,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1870,아이엠비씨,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1871,에스비에스콘텐츠허브,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1872,엔씨소프트,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1873,엔에스엔,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1874,엔에이치엔벅스,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1875,와이비엠넷,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1876,이크레더블,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1877,지니뮤직,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1878,카카오,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1879,케이아이엔엑스,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1880,케이티씨에스,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1881,케이티아이에스,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1882,플리토,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1883,헥토이노베이션,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1884,헥토파이낸셜,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1885,나이스평가정보,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1886,네이버,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1887,엔에이치엔한국사이버결제,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1888,유엔젤,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1889,카페24,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1890,텔코웨어,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1891,한솔피엔에스,9.49,39.415,36.13,32.89,8.75,8.05,7.08,0,0
1892,대림제지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1893,리더스코스메틱,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1894,모나리자,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1895,바른손,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1896,삼보판지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1897,크린앤사이언스,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1898,한국팩키지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1899,한창제지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1900,국일제지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1901,깨끗한나라,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1902,대양제지공업,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1903,대영포장,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1904,무림에스피,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1905,무림페이퍼,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1906,무림피앤피,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1907,삼륭물산,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1908,삼정펄프,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1909,세하,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1910,신대양제지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1911,신풍제지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1912,아세아제지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1913,영풍제지,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
1914,컨버즈,87.015,83.365,84.915,85.41,85.895,85.305,88.34,84.105,84.59
