,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),매출원가율,매출원가율_,매출원가감소율
8202,(주)큐로홀딩스,51780,16-Dec,14592405,22022353,1.51,0.74,50.99337748
8203,(주)큐로홀딩스,51780,17-Dec,15357486,15464869,1.01,1.51,-49.5049505
8204,(주)큐로홀딩스,51780,18-Dec,25216642,20025570,0.79,1.01,-27.84810127
8205,(주)큐로홀딩스,51780,19-Dec,25752114,18934234,0.74,0.79,-6.756756757
8206,(주)큐리언트,115180,16-Dec,,,,,
8207,(주)큐리언트,115180,17-Dec,,,,,
8208,(주)큐리언트,115180,18-Dec,,,,,
8209,(주)큐리언트,115180,19-Dec,,,,,
8210,(주)큐브엔터테인먼트,182360,13-Dec,,,,,
8211,(주)큐브엔터테인먼트,182360,14-Dec,,,,,
8212,(주)큐브엔터테인먼트,182360,15-Dec,22398853,18217066,0.81,,
8213,(주)큐브엔터테인먼트,182360,16-Dec,19465306,20528044,1.05,0.81,22.85714286
8214,(주)큐브엔터테인먼트,182360,17-Dec,24416090,20167957,0.83,1.05,-26.5060241
8215,(주)큐브엔터테인먼트,182360,18-Dec,34459464,28651322,0.83,0.83,0
8216,(주)큐브엔터테인먼트,182360,19-Dec,29829672,25272601,0.85,0.83,2.352941176
8218,(주)큐에스아이,66310,11-Dec,,,,,
8219,(주)큐에스아이,66310,12-Dec,26704126,20837099,0.78,,
8220,(주)큐에스아이,66310,13-Dec,25635539,17935440,0.7,0.78,-11.42857143
8221,(주)큐에스아이,66310,14-Dec,24217429,16090105,0.66,0.7,-6.060606061
8222,(주)큐에스아이,66310,15-Dec,25495219,18979980,0.74,0.66,10.81081081
8223,(주)큐에스아이,66310,16-Dec,22020600,16339505,0.74,0.74,0
8224,(주)큐에스아이,66310,17-Dec,22628424,16971165,0.75,0.74,1.333333333
8225,(주)큐에스아이,66310,18-Dec,18823761,15285439,0.81,0.75,7.407407407
8226,(주)큐에스아이,66310,19-Dec,22679509,17165522,0.76,0.81,-6.578947368
8227,(주)크라운제과,264900,17-Dec,,,,,
8228,(주)크라운제과,264900,18-Dec,,,,,
8229,(주)크라운제과,264900,19-Dec,,,,,
8231,(주)크라운해태홀딩스,5740,11-Dec,1113353731,689270819,0.62,0.59,4.838709677
8232,(주)크라운해태홀딩스,5740,12-Dec,1134459198,702637652,0.62,0.62,0
8233,(주)크라운해태홀딩스,5740,13-Dec,1118298354,679637996,0.61,0.62,-1.639344262
8234,(주)크라운해태홀딩스,5740,14-Dec,1084125414,652586939,0.6,0.61,-1.666666667
8235,(주)크라운해태홀딩스,5740,15-Dec,1204012618,718278496,0.6,0.6,0
8236,(주)크라운해태홀딩스,5740,16-Dec,1188834513,725748576,0.61,0.6,1.639344262
8237,(주)크라운해태홀딩스,5740,17-Dec,1002111628,633198100,0.63,0.61,3.174603175
8238,(주)크라운해태홀딩스,5740,18-Dec,1092084364,723003243,0.66,0.63,4.545454545
8239,(주)크라운해태홀딩스,5740,19-Dec,1055213955,704250349,0.67,0.66,1.492537313
8241,(주)크레버스,96240,11-Dec,103348845,0,0,0,
8242,(주)크레버스,96240,12-Dec,112980537,0,0,0,
8243,(주)크레버스,96240,13-Dec,125262571,0,0,0,
8244,(주)크레버스,96240,14-Dec,130461470,0,0,0,
8245,(주)크레버스,96240,15-Dec,135508996,0,0,0,
8246,(주)크레버스,96240,16-Dec,138574465,0,0,0,
8247,(주)크레버스,96240,17-Dec,147363632,0,0,0,
8248,(주)크레버스,96240,18-Dec,152690562,0,0,0,
8249,(주)크레버스,96240,19-Dec,174974828,0,0,0,
8250,(주)크리스에프앤씨,110790,18-Dec,257887299,87989417,0.34,,
8251,(주)크리스에프앤씨,110790,19-Dec,259452905,87719164,0.34,0.34,0
8253,(주)크린앤사이언스,45520,11-Dec,44703043,36257415,0.81,0.82,-1.234567901
8254,(주)크린앤사이언스,45520,12-Dec,47068217,37138716,0.79,0.81,-2.53164557
8255,(주)크린앤사이언스,45520,13-Dec,54208174,43694749,0.81,0.79,2.469135802
8256,(주)크린앤사이언스,45520,14-Dec,56226928,44724786,0.8,0.81,-1.25
8257,(주)크린앤사이언스,45520,15-Dec,59520256,46355200,0.78,0.8,-2.564102564
8258,(주)크린앤사이언스,45520,16-Dec,59971176,46441247,0.77,0.78,-1.298701299
8259,(주)크린앤사이언스,45520,17-Dec,77107947,60181545,0.78,0.77,1.282051282
8260,(주)크린앤사이언스,45520,18-Dec,95238575,76078731,0.8,0.78,2.5
8261,(주)크린앤사이언스,45520,19-Dec,118318802,94635290,0.8,0.8,0
8263,(주)클라우드에어,36170,11-Dec,,,,,
8264,(주)클라우드에어,36170,12-Dec,65804705,58826364,0.89,,
8265,(주)클라우드에어,36170,13-Dec,75783205,66882779,0.88,0.89,-1.136363636
8266,(주)클라우드에어,36170,14-Dec,73979284,70003204,0.95,0.88,7.368421053
8267,(주)클라우드에어,36170,15-Dec,20574075,17035362,0.83,0.95,-14.45783133
8268,(주)클라우드에어,36170,16-Dec,17665255,12523403,0.71,0.83,-16.90140845
8269,(주)클라우드에어,36170,17-Dec,16593462,11761122,0.71,0.71,0
8270,(주)클라우드에어,36170,18-Dec,14413626,11424745,0.79,0.71,10.12658228
8271,(주)클라우드에어,36170,19-Dec,13489259,10619268,0.79,0.79,0
8272,(주)클래시스,214150,15-Dec,,,,,
8273,(주)클래시스,214150,16-Dec,,,,,
8274,(주)클래시스,214150,17-Dec,34868166,10699567,0.31,,
8275,(주)클래시스,214150,18-Dec,47481790,12734178,0.27,0.31,-14.81481481
8276,(주)클래시스,214150,19-Dec,81133257,17228105,0.21,0.27,-28.57142857
8277,(주)클리오,237880,16-Dec,193589949,71833342,0.37,,
8278,(주)클리오,237880,17-Dec,193680144,76044559,0.39,0.37,5.128205128
8279,(주)클리오,237880,18-Dec,187378290,81732177,0.44,0.39,11.36363636
8280,(주)클리오,237880,19-Dec,250382613,113675085,0.45,0.44,2.222222222
8282,(주)키다리스튜디오,20120,11-Dec,,,,,
8283,(주)키다리스튜디오,20120,12-Dec,,,,,
8284,(주)키다리스튜디오,20120,13-Dec,,,,,
8285,(주)키다리스튜디오,20120,14-Dec,22362585,15036345,0.67,,
8286,(주)키다리스튜디오,20120,15-Dec,28305620,20621836,0.73,0.67,8.219178082
8287,(주)키다리스튜디오,20120,16-Dec,,,,0.73,
8288,(주)키다리스튜디오,20120,17-Dec,14286729,11025628,0.77,,
8289,(주)키다리스튜디오,20120,18-Dec,,,,0.77,
8290,(주)키다리스튜디오,20120,19-Dec,26737870,18135357,0.68,,
8292,(주)키이스트,54780,11-Dec,,,,,
8293,(주)키이스트,54780,12-Dec,33060667,26905223,0.81,,
8294,(주)키이스트,54780,13-Dec,69465294,64420263,0.93,0.81,12.90322581
8295,(주)키이스트,54780,14-Dec,88851356,68975058,0.78,0.93,-19.23076923
8296,(주)키이스트,54780,15-Dec,106170757,84023151,0.79,0.78,1.265822785
8297,(주)키이스트,54780,16-Dec,93247807,78404973,0.84,0.79,5.952380952
8298,(주)키이스트,54780,17-Dec,106170053,89067580,0.84,0.84,0
8299,(주)키이스트,54780,18-Dec,103736090,88440894,0.85,0.84,1.176470588
8300,(주)키이스트,54780,19-Dec,100245744,85897484,0.86,0.85,1.162790698
8301,(주)타이거일렉,219130,15-Dec,26923156,21717618,0.81,,
8302,(주)타이거일렉,219130,16-Dec,,,,0.81,
8303,(주)타이거일렉,219130,17-Dec,,,,,
8304,(주)타이거일렉,219130,18-Dec,,,,,
8305,(주)타이거일렉,219130,19-Dec,,,,,
8307,(주)탑엔지니어링,65130,11-Dec,153516747,114547633,0.75,0.73,2.666666667
8308,(주)탑엔지니어링,65130,12-Dec,64130411,42748011,0.67,0.75,-11.94029851
8309,(주)탑엔지니어링,65130,13-Dec,75998674,56567717,0.74,0.67,9.459459459
8310,(주)탑엔지니어링,65130,14-Dec,103819901,78873213,0.76,0.74,2.631578947
8311,(주)탑엔지니어링,65130,15-Dec,137506883,98723807,0.72,0.76,-5.555555556
8312,(주)탑엔지니어링,65130,16-Dec,161030823,113176921,0.7,0.72,-2.857142857
8313,(주)탑엔지니어링,65130,17-Dec,176055995,127845491,0.73,0.7,4.109589041
8314,(주)탑엔지니어링,65130,18-Dec,917583139,802720045,0.87,0.73,16.09195402
8315,(주)탑엔지니어링,65130,19-Dec,1305900598,1144321240,0.88,0.87,1.136363636
8316,(주)탑코미디어,134580,13-Dec,70893414,48891861,0.69,,
8317,(주)탑코미디어,134580,14-Dec,92581017,69309325,0.75,0.69,8
8318,(주)탑코미디어,134580,15-Dec,107808603,81815113,0.76,0.75,1.315789474
8319,(주)탑코미디어,134580,16-Dec,77354544,62511125,0.81,0.76,6.172839506
8320,(주)탑코미디어,134580,17-Dec,47048592,39326457,0.84,0.81,3.571428571
8321,(주)탑코미디어,134580,18-Dec,44502968,34794352,0.78,0.84,-7.692307692
8322,(주)탑코미디어,134580,19-Dec,,,,0.78,
8324,(주)태경비케이,14580,11-Dec,,,,,
8325,(주)태경비케이,14580,12-Dec,,,,,
8326,(주)태경비케이,14580,13-Dec,,,,,
8327,(주)태경비케이,14580,14-Dec,,,,,
8328,(주)태경비케이,14580,15-Dec,,,,,
8329,(주)태경비케이,14580,16-Dec,171527282,132264062,0.77,,
8330,(주)태경비케이,14580,17-Dec,212161978,170085422,0.8,0.77,3.75
8331,(주)태경비케이,14580,18-Dec,212616333,171173343,0.81,0.8,1.234567901
8332,(주)태경비케이,14580,19-Dec,186439233,148403079,0.8,0.81,-1.25
8334,(주)태광,23160,11-Dec,,,,,
8335,(주)태광,23160,12-Dec,,,,,
8336,(주)태광,23160,13-Dec,,,,,
8337,(주)태광,23160,14-Dec,,,,,
8338,(주)태광,23160,15-Dec,,,,,
8339,(주)태광,23160,16-Dec,,,,,
8340,(주)태광,23160,17-Dec,,,,,
8341,(주)태광,23160,18-Dec,158648382,135810197,0.86,,
8342,(주)태광,23160,19-Dec,189754435,167589995,0.88,0.86,2.272727273
8343,(주)태성,323280,19-Dec,,,,,
8345,(주)태양,53620,11-Dec,169613205,149896814,0.88,0.85,3.409090909
8346,(주)태양,53620,12-Dec,187372286,167971861,0.9,0.88,2.222222222
8347,(주)태양,53620,13-Dec,207194713,185179165,0.89,0.9,-1.123595506
8348,(주)태양,53620,14-Dec,207070717,184540679,0.89,0.89,0
8349,(주)태양,53620,15-Dec,145514369,132479413,0.91,0.89,2.197802198
8350,(주)태양,53620,16-Dec,148160527,117093397,0.79,0.91,-15.18987342
8351,(주)태양,53620,17-Dec,157569823,130836058,0.83,0.79,4.819277108
8352,(주)태양,53620,18-Dec,136715540,122794084,0.9,0.83,7.777777778
8353,(주)태양,53620,19-Dec,141821714,120387797,0.85,0.9,-5.882352941
8355,(주)태영건설,9410,11-Dec,2276265894,2003606919,0.88,0.85,3.409090909
8356,(주)태영건설,9410,12-Dec,2281618316,1994025433,0.87,0.88,-1.149425287
8357,(주)태영건설,9410,13-Dec,2180379230,1910380339,0.88,0.87,1.136363636
8358,(주)태영건설,9410,14-Dec,1875043214,1680411158,0.9,0.88,2.222222222
8359,(주)태영건설,9410,15-Dec,1883518737,1669407030,0.89,0.9,-1.123595506
8360,(주)태영건설,9410,16-Dec,2059304924,1791440882,0.87,0.89,-2.298850575
8361,(주)태영건설,9410,17-Dec,3266415746,2733807582,0.84,0.87,-3.571428571
8362,(주)태영건설,9410,18-Dec,3850546030,3176304933,0.82,0.84,-2.43902439
8363,(주)태영건설,9410,19-Dec,3924370755,3264730326,0.83,0.82,1.204819277
8365,(주)태웅,44490,11-Dec,,,,,
8366,(주)태웅,44490,12-Dec,,,,,
8367,(주)태웅,44490,13-Dec,,,,,
8368,(주)태웅,44490,14-Dec,,,,,
8369,(주)태웅,44490,15-Dec,,,,,
8370,(주)태웅,44490,16-Dec,,,,,
8371,(주)태웅,44490,17-Dec,,,,,
8372,(주)태웅,44490,18-Dec,,,,,
8373,(주)태웅,44490,19-Dec,,,,,
8374,(주)태웅로직스,124560,19-Dec,286073126,248018234,0.87,,
8376,(주)테라젠이텍스,66700,11-Dec,96247357,75497899,0.78,0.69,11.53846154
8377,(주)테라젠이텍스,66700,12-Dec,79322908,57533165,0.73,0.78,-6.849315068
8378,(주)테라젠이텍스,66700,13-Dec,90730510,59339339,0.65,0.73,-12.30769231
8379,(주)테라젠이텍스,66700,14-Dec,106580791,70465548,0.66,0.65,1.515151515
8380,(주)테라젠이텍스,66700,15-Dec,98884314,62730128,0.63,0.66,-4.761904762
8381,(주)테라젠이텍스,66700,16-Dec,101283309,70183637,0.69,0.63,8.695652174
8382,(주)테라젠이텍스,66700,17-Dec,107591869,75090421,0.7,0.69,1.428571429
8383,(주)테라젠이텍스,66700,18-Dec,117474508,88831633,0.76,0.7,7.894736842
8384,(주)테라젠이텍스,66700,19-Dec,138083445,100369820,0.73,0.76,-4.109589041
8386,(주)테스,95610,11-Dec,,,,,
8387,(주)테스,95610,12-Dec,,,,,
8388,(주)테스,95610,13-Dec,67053692,52530021,0.78,,
8389,(주)테스,95610,14-Dec,109677283,82593330,0.75,0.78,-4
8390,(주)테스,95610,15-Dec,100346778,79497677,0.79,0.75,5.063291139
8391,(주)테스,95610,16-Dec,178907934,130822457,0.73,0.79,-8.219178082
8392,(주)테스,95610,17-Dec,275790382,198373048,0.72,0.73,-1.388888889
8393,(주)테스,95610,18-Dec,287069351,210784363,0.73,0.72,1.369863014
8394,(주)테스,95610,19-Dec,178374964,148908296,0.83,0.73,12.04819277
8395,(주)테이팩스,55490,17-Dec,105852233,80695734,0.76,,
8396,(주)테이팩스,55490,18-Dec,108498548,89017988,0.82,0.76,7.317073171
8397,(주)테이팩스,55490,19-Dec,112605437,91890365,0.82,0.82,0
8398,(주)테크윙,89030,11-Dec,,,,,
8399,(주)테크윙,89030,12-Dec,,,,,
8400,(주)테크윙,89030,13-Dec,91818794,64056967,0.7,,
8401,(주)테크윙,89030,14-Dec,112442521,79299991,0.71,0.7,1.408450704
8402,(주)테크윙,89030,15-Dec,136031630,90542681,0.67,0.71,-5.970149254
8403,(주)테크윙,89030,16-Dec,141979322,90464291,0.64,0.67,-4.6875
8404,(주)테크윙,89030,17-Dec,222772282,144537670,0.65,0.64,1.538461538
8405,(주)테크윙,89030,18-Dec,193710297,129044538,0.67,0.65,2.985074627
8406,(주)테크윙,89030,19-Dec,186865006,122565403,0.66,0.67,-1.515151515
8408,(주)텔레칩스,54450,11-Dec,,,,0.61,
8409,(주)텔레칩스,54450,12-Dec,,,,,
8410,(주)텔레칩스,54450,13-Dec,,,,,
8411,(주)텔레칩스,54450,14-Dec,,,,,
8412,(주)텔레칩스,54450,15-Dec,,,,,
8413,(주)텔레칩스,54450,16-Dec,100969671,57934055,0.57,,
8414,(주)텔레칩스,54450,17-Dec,122666738,83163112,0.68,0.57,16.17647059
8415,(주)텔레칩스,54450,18-Dec,126098776,75751755,0.6,0.68,-13.33333333
8416,(주)텔레칩스,54450,19-Dec,132195565,73313924,0.55,0.6,-9.090909091
8418,(주)텔레필드,91440,11-Dec,,,,,
8419,(주)텔레필드,91440,12-Dec,,,,,
8420,(주)텔레필드,91440,13-Dec,,,,,
8421,(주)텔레필드,91440,14-Dec,,,,,
8422,(주)텔레필드,91440,15-Dec,,,,,
8423,(주)텔레필드,91440,16-Dec,43098885,33011035,0.77,,
8424,(주)텔레필드,91440,17-Dec,37433073,24476651,0.65,0.77,-18.46153846
8425,(주)텔레필드,91440,18-Dec,30225785,28824558,0.95,0.65,31.57894737
8426,(주)텔레필드,91440,19-Dec,56538905,38289667,0.68,0.95,-39.70588235
8427,(주)텔콘알에프제약,200230,14-Dec,58756395,46363194,0.79,,
8428,(주)텔콘알에프제약,200230,15-Dec,28542711,23960399,0.84,0.79,5.952380952
8429,(주)텔콘알에프제약,200230,16-Dec,29840249,26765610,0.9,0.84,6.666666667
8430,(주)텔콘알에프제약,200230,17-Dec,41774342,36611463,0.88,0.9,-2.272727273
8431,(주)텔콘알에프제약,200230,18-Dec,57708456,48198040,0.84,0.88,-4.761904762
8432,(주)텔콘알에프제약,200230,19-Dec,56590831,41440534,0.73,0.84,-15.06849315
8433,(주)토니모리,214420,15-Dec,219924760,100820863,0.46,,
8434,(주)토니모리,214420,16-Dec,233120694,108813598,0.47,0.46,2.127659574
8435,(주)토니모리,214420,17-Dec,205732328,82603291,0.4,0.47,-17.5
8436,(주)토니모리,214420,18-Dec,180974833,77532818,0.43,0.4,6.976744186
8437,(주)토니모리,214420,19-Dec,172026783,71433495,0.42,0.43,-2.380952381
8438,(주)토박스코리아,215480,15-Dec,,,,,
8439,(주)토박스코리아,215480,16-Dec,,,,,
8440,(주)토박스코리아,215480,17-Dec,,,,,
8441,(주)토박스코리아,215480,18-Dec,,,,,
8442,(주)토박스코리아,215480,19-Dec,,,,,
8444,(주)토비스,51360,11-Dec,320084132,279136357,0.87,0.88,-1.149425287
8445,(주)토비스,51360,12-Dec,359367228,323865753,0.9,0.87,3.333333333
8446,(주)토비스,51360,13-Dec,481225127,428421859,0.89,0.9,-1.123595506
8447,(주)토비스,51360,14-Dec,609521052,515929811,0.85,0.89,-4.705882353
8448,(주)토비스,51360,15-Dec,462830228,382748905,0.83,0.85,-2.409638554
8449,(주)토비스,51360,16-Dec,454454017,377312812,0.83,0.83,0
8450,(주)토비스,51360,17-Dec,522718329,450493316,0.86,0.83,3.488372093
8451,(주)토비스,51360,18-Dec,430178783,352194610,0.82,0.86,-4.87804878
8452,(주)토비스,51360,19-Dec,418881870,336438891,0.8,0.82,-2.5
8454,(주)토탈소프트뱅크,45340,11-Dec,,,,,
8455,(주)토탈소프트뱅크,45340,12-Dec,,,,,
8456,(주)토탈소프트뱅크,45340,13-Dec,,,,,
8457,(주)토탈소프트뱅크,45340,14-Dec,,,,,
8458,(주)토탈소프트뱅크,45340,15-Dec,,,,,
8459,(주)토탈소프트뱅크,45340,16-Dec,,,,,
8460,(주)토탈소프트뱅크,45340,17-Dec,,,,,
8461,(주)토탈소프트뱅크,45340,18-Dec,,,,,
8462,(주)토탈소프트뱅크,45340,19-Dec,,,,,
8464,(주)톱텍,108230,11-Dec,,,,0.87,
8465,(주)톱텍,108230,12-Dec,148319631,125142191,0.84,,
8466,(주)톱텍,108230,13-Dec,227094225,192581301,0.85,0.84,1.176470588
8467,(주)톱텍,108230,14-Dec,164711685,142087814,0.86,0.85,1.162790698
8468,(주)톱텍,108230,15-Dec,230553626,197531869,0.86,0.86,0
8469,(주)톱텍,108230,16-Dec,392662456,340280581,0.87,0.86,1.149425287
8470,(주)톱텍,108230,17-Dec,1138438650,907370288,0.8,0.87,-8.75
8471,(주)톱텍,108230,18-Dec,308791516,281499726,0.91,0.8,12.08791209
8472,(주)톱텍,108230,19-Dec,167160373,146075850,0.87,0.91,-4.597701149
8474,(주)투비소프트,79970,11-Dec,,,,,
8475,(주)투비소프트,79970,12-Dec,28815346,12930448,0.45,,
8476,(주)투비소프트,79970,13-Dec,29101197,11936563,0.41,0.45,-9.756097561
8477,(주)투비소프트,79970,14-Dec,31509878,12745515,0.4,0.41,-2.5
8478,(주)투비소프트,79970,15-Dec,31922860,13017626,0.41,0.4,2.43902439
8479,(주)투비소프트,79970,16-Dec,39181813,20594993,0.53,0.41,22.64150943
8480,(주)투비소프트,79970,17-Dec,39454565,23443936,0.59,0.53,10.16949153
8481,(주)투비소프트,79970,18-Dec,53924737,36505329,0.68,0.59,13.23529412
8482,(주)투비소프트,79970,19-Dec,40782024,23416751,0.57,0.68,-19.29824561
8483,(주)트루윈,105550,14-Dec,,,,,
8484,(주)트루윈,105550,15-Dec,,,,,
8485,(주)트루윈,105550,16-Dec,,,,,
8486,(주)트루윈,105550,17-Dec,,,,,
8487,(주)트루윈,105550,18-Dec,,,,,
8488,(주)트루윈,105550,19-Dec,,,,,
8490,(주)특수건설,26150,11-Dec,,,,,
8491,(주)특수건설,26150,12-Dec,,,,,
8492,(주)특수건설,26150,13-Dec,,,,,
8493,(주)특수건설,26150,14-Dec,,,,,
8494,(주)특수건설,26150,15-Dec,,,,,
8495,(주)특수건설,26150,16-Dec,,,,,
8496,(주)특수건설,26150,17-Dec,131132091,119870278,0.91,,
8497,(주)특수건설,26150,18-Dec,186200582,174987118,0.94,0.91,3.191489362
8498,(주)특수건설,26150,19-Dec,193202917,180634873,0.93,0.94,-1.075268817
8499,(주)티라유텍,322180,19-Dec,,,,,
8500,(주)티로보틱스,117730,18-Dec,66524525,50570321,0.76,,
8501,(주)티로보틱스,117730,19-Dec,51553281,42333098,0.82,0.76,7.317073171
8503,(주)티비씨,33830,11-Dec,37600065,24183841,0.64,0.62,3.125
8504,(주)티비씨,33830,12-Dec,36927962,25325419,0.69,0.64,7.246376812
8505,(주)티비씨,33830,13-Dec,33499370,22564383,0.67,0.69,-2.985074627
8506,(주)티비씨,33830,14-Dec,35232833,24409065,0.69,0.67,2.898550725
8507,(주)티비씨,33830,15-Dec,41125286,30046586,0.73,0.69,5.479452055
8508,(주)티비씨,33830,16-Dec,38827003,28855500,0.74,0.73,1.351351351
8509,(주)티비씨,33830,17-Dec,42211580,31007132,0.73,0.74,-1.369863014
8510,(주)티비씨,33830,18-Dec,40608939,30435982,0.75,0.73,2.666666667
8511,(주)티비씨,33830,19-Dec,49281263,36176910,0.73,0.75,-2.739726027
8513,(주)티비에이치글로벌,84870,11-Dec,471634836,192722780,0.41,0.42,-2.43902439
8514,(주)티비에이치글로벌,84870,12-Dec,521060092,209828352,0.4,0.41,-2.5
8515,(주)티비에이치글로벌,84870,13-Dec,555207099,200731085,0.36,0.4,-11.11111111
8516,(주)티비에이치글로벌,84870,14-Dec,549843829,194886805,0.35,0.36,-2.857142857
8517,(주)티비에이치글로벌,84870,15-Dec,632110049,218256028,0.35,0.35,0
8518,(주)티비에이치글로벌,84870,16-Dec,722249786,243024512,0.34,0.35,-2.941176471
8519,(주)티비에이치글로벌,84870,17-Dec,694474511,229465724,0.33,0.34,-3.03030303
8520,(주)티비에이치글로벌,84870,18-Dec,,,,0.33,
8521,(주)티비에이치글로벌,84870,19-Dec,,,,,
8523,(주)티사이언티픽,57680,11-Dec,,,,0.81,
8524,(주)티사이언티픽,57680,12-Dec,,,,,
8525,(주)티사이언티픽,57680,13-Dec,8662180,8243642,0.95,,
8526,(주)티사이언티픽,57680,14-Dec,,,,0.95,
8527,(주)티사이언티픽,57680,15-Dec,37020529,33418017,0.9,,
8528,(주)티사이언티픽,57680,16-Dec,29775243,28328328,0.95,0.9,5.263157895
8529,(주)티사이언티픽,57680,17-Dec,,,,0.95,
8530,(주)티사이언티픽,57680,18-Dec,,,,,
8531,(주)티사이언티픽,57680,19-Dec,,,,,
8533,(주)티씨케이,64760,11-Dec,,,,,
8534,(주)티씨케이,64760,12-Dec,,,,,
8535,(주)티씨케이,64760,13-Dec,,,,,
8536,(주)티씨케이,64760,14-Dec,,,,,
8537,(주)티씨케이,64760,15-Dec,,,,,
8538,(주)티씨케이,64760,16-Dec,,,,,
8539,(주)티씨케이,64760,17-Dec,,,,,
8540,(주)티씨케이,64760,18-Dec,,,,,
8541,(주)티씨케이,64760,19-Dec,,,,,
8542,(주)티앤알바이오팹,246710,18-Dec,,,,,
8543,(주)티앤알바이오팹,246710,19-Dec,,,,,
8545,(주)티에스넥스젠,43220,11-Dec,,,,,
8546,(주)티에스넥스젠,43220,12-Dec,,,,,
8547,(주)티에스넥스젠,43220,13-Dec,,,,,
8548,(주)티에스넥스젠,43220,14-Dec,17706854,15383004,0.87,,
8549,(주)티에스넥스젠,43220,15-Dec,18479203,20292331,1.1,0.87,20.90909091
8550,(주)티에스넥스젠,43220,16-Dec,32850567,30254777,0.92,1.1,-19.56521739
