회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액총이익률(IFRS연결),매출액순이익률(IFRS),매출액순이익률(IFRS연결),자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),총자본정상영업이익률(IFRS),총자본정상영업이익률(IFRS연결),매출액정상영업이익률(IFRS),매출액정상영업이익률(IFRS연결),총자본순이익률(IFRS),총자본순이익률(IFRS연결)
(주)넥스트엔터테인먼트월드,160550,Dec-14,20.35,23.44,7.8,4.93,3.4,2.37,3.18,3.38,10.16,9.78,2.44,1.7
(주)넥스트엔터테인먼트월드,160550,Dec-15,8.15,10.59,6,1.11,3.61,1.06,-0.34,-1.33,-0.81,-3.06,2.51,0.48
(주)넥스트엔터테인먼트월드,160550,Dec-16,17.18,20.52,2.42,2.84,1.92,3.29,3.83,3.08,7.56,5.28,1.23,1.65
(주)넥스트엔터테인먼트월드,160550,Dec-17,12.33,22.16,-7.18,-7.89,-3.14,-5.98,-2.4,-2.12,-9.3,-5.45,-1.86,-3.06
(주)넥스트엔터테인먼트월드,160550,Dec-18,10.93,16.92,-11.88,-9.16,-8.43,-11.29,-4.12,-4.14,-10.19,-6.58,-4.8,-5.76
(주)넥스트엔터테인먼트월드,160550,Dec-19,19.48,18.97,-8.05,-7.43,-4.54,-7.52,-1.09,-2.86,-3.53,-5.46,-2.49,-3.89
(주)넥슨게임즈,225570,Dec-15,,,,,,,,,,,,
(주)넥슨게임즈,225570,Dec-16,,,,,,,,,,,,
(주)넥슨게임즈,225570,Dec-17,0,,-13.72,,-10.42,,-8.68,,-16.65,,-7.15,
(주)넥슨게임즈,225570,Dec-18,0,,-53.32,,-52.21,,-29.75,,-45.67,,-34.74,
(주)넥슨게임즈,225570,Dec-19,0,,-59.91,,-60.09,,-33.43,,-60.04,,-33.36,
(주)넵튠,217270,Dec-15,,,,,,,,,,,,
(주)넵튠,217270,Dec-16,0,0,-29.22,-21.78,-5.1,-8.97,-2.37,-6.51,-14.18,-17.01,-4.89,-8.34
(주)넵튠,217270,Dec-17,0,0,544.21,156.32,57.67,54.16,-2.58,-10.89,-27.11,-41.97,51.8,40.58
(주)넵튠,217270,Dec-18,0,0,-485.3,-203.17,-36.65,-42.69,-3.96,-15.32,-68.98,-101.08,-27.86,-30.78
(주)넵튠,217270,Dec-19,0,0,-283.61,-115.26,-28.45,-25.05,1,-8.25,15.01,-56.1,-18.83,-16.95
(주)노랑풍선,104620,Dec-19,0,0,-2.19,-2.16,-3.43,-3.44,-1.71,-1.93,-2.39,-2.68,-1.56,-1.55
(주)노루페인트,90350,Dec-11,17.32,19.01,1.38,2.29,2.27,4.01,2.91,3.21,3.61,3.83,1.11,1.92
(주)노루페인트,90350,Dec-12,18.51,20.33,1.04,1.1,1.84,2.06,2.94,3.41,3.73,4.14,0.82,0.9
(주)노루페인트,90350,Dec-13,19.68,21.81,2.42,2.72,4.35,5.21,3.35,3.98,4.29,4.85,1.89,2.23
(주)노루페인트,90350,Dec-14,21.74,23.84,3.02,3.35,5.5,6.51,4.35,5.03,5.37,5.89,2.45,2.86
(주)노루페인트,90350,Dec-15,23.27,25.78,3.79,7.09,6.67,12.78,4.75,5.49,5.91,6.65,3.04,5.86
(주)노루페인트,90350,Dec-16,24,26.82,6.05,1.98,10.25,3.47,4.36,5.46,5.4,6.51,4.89,1.66
(주)노루페인트,90350,Dec-17,21.25,23.79,4.21,5.34,7.37,10.23,4.31,4.78,4.87,5.03,3.73,5.07
(주)노루페인트,90350,Dec-18,18.76,21.31,2.69,2.07,5.03,4.2,3.24,3.78,3.31,3.69,2.63,2.12
(주)노루페인트,90350,Dec-19,20.33,22.71,2.76,2.92,5.26,6,4.23,4.72,4.22,4.5,2.77,3.06
(주)노루홀딩스,320,Dec-11,0,20.24,19.64,3.08,2.61,4.13,3.09,1.99,32.24,2.79,1.88,2.2
(주)노루홀딩스,320,Dec-12,0,21.45,55.51,3.23,7.5,6.18,2.91,2.1,29.32,2.92,5.52,2.33
(주)노루홀딩스,320,Dec-13,0,23.71,48.92,5.87,9.53,10.2,8.23,2.7,56.5,3.72,7.13,4.26
(주)노루홀딩스,320,Dec-14,0,26,41.49,5.54,6.84,8.68,6.16,3.85,48.97,5.04,5.22,4.23
(주)노루홀딩스,320,Dec-15,0,27.67,29.16,12.91,4.46,20.67,4.25,2.89,36,3.98,3.44,9.35
(주)노루홀딩스,320,Dec-16,0,28.1,85.83,3.02,26.58,3.15,20.09,2.32,81.01,3.29,21.28,2.13
(주)노루홀딩스,320,Dec-17,0,25.31,30.84,8.04,4.35,11.67,7.31,1.76,62.08,2.24,3.63,6.33
(주)노루홀딩스,320,Dec-18,0,21.91,15.62,0.32,1.67,-2.19,4.64,1.04,51.26,1.22,1.41,0.27
(주)노루홀딩스,320,Dec-19,0,23.75,11.77,2.25,1.16,1.25,4.08,2.51,49.09,2.83,0.98,2
(주)노바렉스,194700,Dec-18,19.23,19.26,9.77,8.53,15.78,14.51,13.87,12.73,11.56,10.56,11.72,10.28
(주)노바렉스,194700,Dec-19,17.96,17.99,9.39,9.12,17.17,17.23,13.07,12.51,10.81,10.25,11.35,11.13
(주)노바텍,285490,Dec-18,38.88,40.17,26.04,26.53,21.71,22.05,20.38,20.07,25.7,25.78,20.65,20.65
(주)노바텍,285490,Dec-19,36.21,42.19,21.93,21.02,14.91,16.42,11.44,15.09,17.75,21.14,14.14,15.01
(주)노블엠앤비,106520,Dec-12,19.14,18.36,10.92,9.23,28,25.23,16.93,15.09,14.64,12.71,12.63,10.96
(주)노블엠앤비,106520,Dec-13,18.18,18.79,10.13,11.17,29.14,33.13,20.51,20.33,14.84,14.62,14,15.54
(주)노블엠앤비,106520,Dec-14,13.37,13.04,-8.24,-6.08,-10.99,-8.09,1.64,1.72,2.47,2.6,-5.47,-4.02
(주)노블엠앤비,106520,Dec-15,1,5.5,-17.01,-17.24,-16.64,-17.89,-10.83,-9.93,-19.39,-18.68,-9.5,-9.17
(주)노블엠앤비,106520,Dec-16,-11.35,2.27,-102.69,-76.46,-81.17,-68.88,-14.62,-15.97,-31.15,-35.87,-48.2,-34.05
(주)노블엠앤비,106520,Dec-17,-7.1,-2.48,-51.45,-43.25,-53.45,-41.36,-14.06,-13.36,-24.27,-26.84,-29.81,-21.54
(주)노블엠앤비,106520,Dec-18,-6.81,-2.26,-71.93,-64.15,-102.78,-82.58,-13.61,-15.5,-21.67,-27.51,-45.18,-36.15
(주)노블엠앤비,106520,Dec-19,18.3,14.69,-18.54,-18.56,-33.13,-25.97,5.39,-1.47,7.62,-2.11,-13.11,-12.91
(주)노터스,278650,Dec-19,0,0,11.54,9.89,12.31,13.42,11.42,12.79,17.48,14.62,7.54,8.65
(주)녹십자,6280,Dec-11,34.63,33.71,7.74,7.5,9.3,8.96,10.47,10.27,11.77,11.5,6.89,6.7
(주)녹십자,6280,Dec-12,32.78,31.24,7.62,6.85,8.43,8.32,7.71,8.19,9.26,9.16,6.35,6.13
(주)녹십자,6280,Dec-13,31.89,30.95,8.62,8.11,9.14,9.37,7.26,7.66,8.9,8.87,7.04,7
(주)녹십자,6280,Dec-14,33.26,31.84,7.1,8.9,7.17,9.79,7.64,7.97,10.16,9.94,5.34,7.13
(주)녹십자,6280,Dec-15,33.91,32.35,12.12,9.13,12.09,10.27,6.65,6.68,9.3,8.75,8.66,6.97
(주)녹십자,6280,Dec-16,29.57,29.39,6.09,5.44,6.47,6.46,5.05,5.29,6.72,6.55,4.58,4.39
(주)녹십자,6280,Dec-17,28.61,28.48,4.99,4.4,5.44,5.24,5.26,5.55,7.18,7.01,3.65,3.49
(주)녹십자,6280,Dec-18,25.63,25.91,4.2,2.57,4.59,3.28,2.93,2.93,4.06,3.76,3.04,2
(주)녹십자,6280,Dec-19,27.02,27.18,1.03,-0.82,1.12,-0.35,2.52,2.19,3.65,2.94,0.71,-0.61
(주)녹십자엠에스,142280,Dec-14,18.41,,4.57,,15.57,,9.36,,5.47,,7.82,
(주)녹십자엠에스,142280,Dec-15,14.58,14.98,0.78,0.68,2.2,2.53,2.71,1.94,1.82,1.58,1.16,0.83
(주)녹십자엠에스,142280,Dec-16,14.59,14.47,-2.38,-2.97,-6.7,-6.79,-1.47,-2.85,-1.1,-2.25,-3.19,-3.76
(주)녹십자엠에스,142280,Dec-17,15.31,15.66,-2.91,-2.38,-10.26,-8.08,0.92,0.21,0.55,0.14,-4.83,-3.75
(주)녹십자엠에스,142280,Dec-18,9.63,9.48,-12.25,-13.01,-50.24,-54.1,-8.22,-9.43,-5.64,-6.86,-17.83,-17.89
(주)녹십자엠에스,142280,Dec-19,9.51,10.07,-17.72,-17.38,-50.63,-49.93,-5.58,-5.81,-4.36,-4.72,-22.7,-21.4
(주)녹십자웰빙,234690,Dec-19,53.89,,8.51,,10.18,,10.47,,11.39,,7.82,
(주)녹십자홀딩스,5250,Dec-11,0,34.63,47.12,6.98,3.13,4.97,1.6,2.28,41.23,12.2,1.82,1.3
(주)녹십자홀딩스,5250,Dec-12,0,32.07,120.89,10.52,7.09,10.42,2.12,2.94,54.27,10.39,4.72,2.98
(주)녹십자홀딩스,5250,Dec-13,0,31.87,46.99,8.61,2.93,6.73,2.29,6.18,48.77,10.11,2.21,5.26
(주)녹십자홀딩스,5250,Dec-14,0,32.29,53.41,9.71,3.48,8.24,2.44,6.75,49.44,11.03,2.64,5.94
(주)녹십자홀딩스,5250,Dec-15,0,32.63,37.25,9.96,3.18,9.11,2.45,5.59,39.86,9.5,2.29,5.86
(주)녹십자홀딩스,5250,Dec-16,0,29,27.25,5.48,4.75,6.27,3.67,4.61,31.3,7.33,3.2,3.45
(주)녹십자홀딩스,5250,Dec-17,0,28.13,17.84,4.83,3.55,5.47,3.43,4.66,26.84,7.64,2.28,2.94
(주)녹십자홀딩스,5250,Dec-18,100,26.25,13.93,1.25,3.33,2.28,3.63,1.9,25.29,3.19,2,0.75
(주)녹십자홀딩스,5250,Dec-19,0,28.19,44.14,-2,4.76,0.37,2.86,1.12,43.26,1.99,2.92,-1.13
(주)녹원씨엔아이,65560,Dec-11,22,32.6,2.03,2.78,6.69,9.11,4.91,6.54,3.64,4.59,2.73,3.97
(주)녹원씨엔아이,65560,Dec-12,5.11,28.75,-37.5,-17.02,-92.31,-60.97,-26.03,-8.17,-24.18,-5.92,-40.37,-23.5
(주)녹원씨엔아이,65560,Dec-13,2.77,13.87,-31.85,-37.44,-77.03,-82.64,-24.14,-22.36,-24.49,-23.7,-31.39,-35.33
(주)녹원씨엔아이,65560,Dec-14,1.8,7.59,-110.09,-99.17,-42.14,-52.08,-24.42,-25.85,-102.79,-88.16,-26.16,-29.08
(주)녹원씨엔아이,65560,Dec-15,46.51,46.6,-178.94,-188.66,-108,-112.94,4.66,1.95,10.67,6.21,-78.22,-59.2
(주)녹원씨엔아이,65560,Dec-16,18.17,18.17,-293.55,-284.59,-101.42,-100.95,-15.64,-13.05,-59.74,-60.52,-76.83,-61.37
(주)녹원씨엔아이,65560,Dec-17,20.26,63.14,-167.89,1.94,-28.57,1.46,-6.67,12.13,-65.84,34.38,-17.01,0.68
(주)녹원씨엔아이,65560,Dec-18,55.37,34.42,10.65,8.12,5.95,9.9,12.72,13.88,36.47,21.74,3.71,5.19
(주)녹원씨엔아이,65560,Dec-19,53.12,31.22,-28.78,-14.7,-12.8,-12.6,8.51,7.6,27.68,13.97,-8.85,-7.99
(주)농심,4370,Dec-11,25.72,26.63,4.37,3.86,5.91,5.75,5.14,5.2,5.59,5.34,4.02,3.77
(주)농심,4370,Dec-12,26.76,27.49,0.01,-0.42,0.01,-0.46,4.79,4.38,5.19,4.45,0.01,-0.41
(주)농심,4370,Dec-13,27.44,28.09,4.95,4.16,6.28,6.01,4.38,4.24,4.92,4.44,4.4,3.98
(주)농심,4370,Dec-14,27.57,28.67,3.78,3.16,4.46,4.29,3.34,3.31,3.94,3.6,3.21,2.9
(주)농심,4370,Dec-15,29.15,30.8,6.13,5.38,7.26,7.4,4.81,5.1,5.61,5.42,5.27,5.06
(주)농심,4370,Dec-16,29.19,32.17,10.43,8.99,11.36,11.64,3.01,3.66,3.71,4.05,8.47,8.13
(주)농심,4370,Dec-17,30.73,33.26,4.33,4.11,4.42,5.01,3.27,3.91,4.1,4.36,3.46,3.68
(주)농심,4370,Dec-18,26.69,30.04,4.07,3.77,4.04,4.54,2.83,3.56,3.6,3.96,3.2,3.38
(주)농심,4370,Dec-19,26.06,30.63,2.95,3.03,2.95,3.72,2.01,3.04,2.59,3.36,2.3,2.74
(주)농심홀딩스,72710,Dec-11,0,14.85,64.06,13.17,2.5,6.15,2.84,5.32,82.41,15.98,2.21,4.39
(주)농심홀딩스,72710,Dec-12,0,17.4,71.13,4.83,2.78,2.12,2.92,1.9,83.26,5.92,2.49,1.55
(주)농심홀딩스,72710,Dec-13,0,24,81.34,13.68,3.14,6.89,2.88,5.28,82.15,14.76,2.85,4.9
(주)농심홀딩스,72710,Dec-14,0,18.46,73.3,6.62,2.82,3.5,2.86,3.07,80.89,8.18,2.59,2.49
(주)농심홀딩스,72710,Dec-15,0,21.73,68.91,10.6,2.23,6.27,2.29,5.26,76.42,12.4,2.07,4.49
(주)농심홀딩스,72710,Dec-16,0,26.49,72.28,15.95,2.6,9.81,2.62,7.7,78.49,17.45,2.41,7.04
(주)농심홀딩스,72710,Dec-17,0,18.87,117.62,8.19,4.16,4.78,2.51,4.06,75.75,9.48,3.9,3.51
(주)농심홀딩스,72710,Dec-18,0,16.32,76.18,8.61,2.52,5.32,2.39,3.51,76.31,7.57,2.38,4
(주)농심홀딩스,72710,Dec-19,0,14.42,56.02,6.82,1.84,4.03,2.36,3.42,75.92,7.69,1.74,3.04
(주)누리플랜,69140,Dec-11,22.69,22.6,6.55,5.52,14.3,12.14,7.79,6.91,7.12,6.32,7.17,6.04
(주)누리플랜,69140,Dec-12,18.26,18.59,-2.95,-2.57,-4.67,-4.17,-3.04,-3.24,-3.79,-3.99,-2.37,-2.09
(주)누리플랜,69140,Dec-13,11.63,11.63,-8.18,-8.18,-11.87,-11.97,-7.03,-7.05,-9.65,-9.65,-5.96,-5.98
(주)누리플랜,69140,Dec-14,2.05,,-32.1,,-45.73,,-17.31,,-24.29,,-22.88,
(주)누리플랜,69140,Dec-15,21.43,,1.5,,2.85,,3.71,,3.82,,1.46,
(주)누리플랜,69140,Dec-16,18.49,,6.89,,12.94,,2.14,,2.11,,6.98,
(주)누리플랜,69140,Dec-17,20.06,20.53,0.08,-0.04,0.14,0.14,1.3,1.23,1.4,1.35,0.08,-0.04
(주)누리플랜,69140,Dec-18,16.9,17.91,1.17,0.78,1.74,2.46,-5.39,-5.35,-6.8,-4.86,0.93,0.85
(주)누리플랜,69140,Dec-19,17.52,18.11,-10.69,-3.55,-15.4,-15.42,-3.82,-2.75,-5.5,-2.48,-7.43,-3.93
(주)누리플렉스,40160,Dec-11,25.02,31.37,-4.17,-1.3,-3.49,-5.83,0.43,1.29,0.82,1.95,-2.18,-0.86
(주)누리플렉스,40160,Dec-12,30.53,34.11,-51.47,-23.44,-36.78,-34.39,-6.94,-3.51,-16.53,-6.43,-21.6,-12.81
(주)누리플렉스,40160,Dec-13,37.59,41.79,20.75,18.38,18.93,18.62,3.85,2.88,7.15,5.58,11.17,9.47
(주)누리플렉스,40160,Dec-14,41.65,43.61,6.06,3.78,5.1,3.86,4.87,2.02,8.85,3.26,3.34,2.34
(주)누리플렉스,40160,Dec-15,43.64,43.33,11.83,7.56,13.95,10.1,16.18,13.27,19.54,15.01,9.8,6.69
(주)누리플렉스,40160,Dec-16,47.24,47.33,13.61,12.65,12.58,12.56,12.22,10.46,18.56,15.32,8.96,8.64
(주)누리플렉스,40160,Dec-17,26.61,25.42,-4.9,-4.97,-9,-11.22,2.96,1.88,3.22,1.77,-4.51,-5.27
(주)누리플렉스,40160,Dec-18,29.26,27.64,7.14,6.17,18.92,21.34,13.96,12.91,11.67,9.1,8.55,8.75
(주)누리플렉스,40160,Dec-19,33.15,28.5,8.78,5.99,13.72,13.73,10.13,9.03,11.62,7.85,7.65,6.89
(주)누보,332290,Dec-19,,,,,,,,,,,,
(주)뉴로스,126870,Dec-12,45.94,45.64,10.25,8.5,11.86,10.45,11.64,10.67,19.22,17.2,6.21,5.27
(주)뉴로스,126870,Dec-13,44.56,43.27,6.19,7.91,6.18,8.73,6.7,7.81,11.81,12.99,3.51,4.75
(주)뉴로스,126870,Dec-14,46.29,43.76,-3.86,0.87,-3.25,0.82,-1.34,-0.08,-2.98,-0.16,-1.73,0.42
(주)뉴로스,126870,Dec-15,33.91,31.12,2.96,1.4,2.41,1.33,1.54,0.68,3.24,1.29,1.4,0.74
(주)뉴로스,126870,Dec-16,38.31,37.84,5.13,2.47,4.23,2.18,2.91,1.79,5.83,3.72,2.56,1.19
(주)뉴로스,126870,Dec-17,31.51,31.87,-13.3,-12.36,-10.21,-10.83,2.09,2,5.17,5.08,-5.36,-4.88
(주)뉴로스,126870,Dec-18,32.47,32.86,-17.92,-14.68,-13.82,-13.46,-0.35,0.63,-0.97,1.71,-6.35,-5.39
(주)뉴로스,126870,Dec-19,24.82,23.51,-52.17,-42.37,-43.74,-41.14,-3.2,-2.96,-9.03,-8.07,-18.51,-15.52
(주)뉴보텍,60260,Dec-11,17.18,,-8.42,,-19.89,,-8.44,,-6.97,,-10.2,
(주)뉴보텍,60260,Dec-12,25.34,,1,,2.38,,1.88,,1.47,,1.27,
(주)뉴보텍,60260,Dec-13,26.07,,0.83,,1.93,,1.55,,1.15,,1.12,
(주)뉴보텍,60260,Dec-14,28.12,,-1.11,,-2.23,,-0.81,,-0.7,,-1.29,
(주)뉴보텍,60260,Dec-15,29.82,,2.7,,5.94,,5.47,,4.26,,3.46,
(주)뉴보텍,60260,Dec-16,33.28,,1.72,,3.69,,4.2,,3.48,,2.07,
(주)뉴보텍,60260,Dec-17,25.72,,-2.32,,-5.67,,-3.41,,-2.59,,-3.06,
(주)뉴보텍,60260,Dec-18,27.25,,-4.7,,-10.68,,0.7,,0.54,,-6.14,
(주)뉴보텍,60260,Dec-19,28.52,,4.32,,7.78,,2.88,,2.64,,4.71,
(주)뉴인텍,12340,Dec-11,11.07,11.56,0.92,-0.43,1.91,-0.88,2.89,2.4,3.14,2.77,0.85,-0.37
(주)뉴인텍,12340,Dec-12,2.37,-1.38,-11.48,-17.46,-21.03,-36.95,-5.16,-8.92,-6.92,-11.3,-8.56,-13.78
(주)뉴인텍,12340,Dec-13,5.37,6.77,-5.97,-5.52,-13.91,-16.03,-3.13,-3.03,-3.56,-3.21,-5.25,-5.21
(주)뉴인텍,12340,Dec-14,3.33,3.12,-7.69,-5.74,-19.72,-18.06,-5.4,-7.72,-5.75,-7.66,-7.22,-5.79
(주)뉴인텍,12340,Dec-15,10.73,10.52,-0.52,-3.31,-1.18,-9.23,1.34,-1.51,1.54,-1.61,-0.45,-3.1
(주)뉴인텍,12340,Dec-16,3.92,-1.75,-22.16,-20.16,-48.85,-53.17,-6.58,-19.3,-7.25,-19.36,-20.1,-20.1
(주)뉴인텍,12340,Dec-17,5.75,8.12,-8.44,-7.1,-21.95,-21.12,-3.53,-3.67,-3.45,-3.22,-8.64,-8.08
(주)뉴인텍,12340,Dec-18,5.3,6.59,-8.69,-7.87,-27.05,-27.13,-4.72,-6.92,-4.35,-5.97,-9.43,-9.13
(주)뉴인텍,12340,Dec-19,10.1,11.28,-2.31,-2.02,-5.35,-5.33,2.36,0.59,2.17,0.5,-2.52,-2.39
(주)뉴트리,270870,Dec-18,74.82,75.29,2.59,2.45,4.58,4.45,17.24,16.79,11.72,11.34,3.81,3.63
(주)뉴트리,270870,Dec-19,75.63,77.18,8.71,7.57,19.41,17.94,20.02,17.52,10.94,9.55,15.94,13.88
(주)뉴파워프라즈마,144960,Dec-16,48.04,47.97,16.61,16.33,14.52,14.33,12.22,12.02,18.95,18.63,10.71,10.54
(주)뉴파워프라즈마,144960,Dec-17,49.36,49.3,17.75,17.77,16.82,16.91,16.95,17,21.75,21.79,13.83,13.87
(주)뉴파워프라즈마,144960,Dec-18,48.36,50.23,18.55,18.05,10.89,10.65,8.8,8.31,17.04,16.08,9.59,9.33
(주)뉴파워프라즈마,144960,Dec-19,41.7,46.29,10.18,8.8,4.61,4.15,3.14,2.49,7.67,6.07,4.17,3.61
(주)뉴프렉스,85670,Dec-11,10.42,10.45,0.46,-1.01,0.8,-1.71,2.27,1.3,2.62,1.53,0.4,-0.86
(주)뉴프렉스,85670,Dec-12,12.85,12.68,1.08,1.95,3.16,6.07,5.93,4.66,4.52,3.59,1.42,2.53
(주)뉴프렉스,85670,Dec-13,8.17,8.91,-2.63,-2.69,-9.51,-9.92,1.43,1.42,1.03,1.03,-3.65,-3.71
(주)뉴프렉스,85670,Dec-14,9.25,10.6,1.43,1.63,5.34,5.86,3.32,3.76,2.44,2.77,1.94,2.22
(주)뉴프렉스,85670,Dec-15,6.19,7.64,-1.69,-1.35,-5.08,-4.61,-1.65,-1.08,-1.53,-0.99,-1.83,-1.47
(주)뉴프렉스,85670,Dec-16,6.74,7.62,-1.47,-1.72,-5.17,-6.55,0.85,0.78,0.66,0.61,-1.88,-2.19
(주)뉴프렉스,85670,Dec-17,9.89,11.28,1.72,2.82,6.01,9.39,5.75,6.25,4.21,4.63,2.36,3.82
(주)뉴프렉스,85670,Dec-18,10.62,11.67,3.5,3.77,13,13.73,8.72,8,5.39,5.4,5.67,5.59
(주)뉴프렉스,85670,Dec-19,0.51,2.64,-4.2,-7.51,-10.32,-17.75,-7.28,-7.05,-6.46,-7.76,-4.74,-6.82
(주)다나와,119860,Dec-11,0,0,21.41,20.61,13.71,13.28,10.73,10.34,18.17,17.42,12.64,12.23
(주)다나와,119860,Dec-12,0,0,23.35,20.91,12.67,11.73,11.44,10.49,22.89,20.38,11.67,10.76
(주)다나와,119860,Dec-13,0,0,24.51,20.95,12.11,11.22,10.9,9.9,24.3,20.56,10.99,10.09
(주)다나와,119860,Dec-14,0,79.85,20.62,14.04,9.77,9.35,10.32,8.75,23.72,14.74,8.97,8.34
(주)다나와,119860,Dec-15,0,71.59,16.61,13.31,7.92,10.89,9.14,9.18,20.68,12.56,7.34,9.73
(주)다나와,119860,Dec-16,0,0,24.66,13.87,12.95,14.56,12.24,12.45,25.12,13.25,12.01,13.04
(주)다나와,119860,Dec-17,0,0,29.78,12.56,17.96,19.03,18.76,18.37,34.13,14.17,16.37,16.29
(주)다나와,119860,Dec-18,0,0,25.5,13.51,20.97,19.68,23.66,20.04,31.85,16.62,18.93,16.29
(주)다나와,119860,Dec-19,0,0,23.47,11.63,22.44,23.63,23.75,21.72,27.57,14.07,20.22,17.96
(주)다날,64260,Dec-11,0,0,6.36,-6.85,7.09,-4.4,4.98,-0.82,8.21,-1.96,3.86,-2.87
(주)다날,64260,Dec-12,0,0,-5.47,-11.35,-5.35,-11.78,5.4,-0.79,9.85,-2.03,-3,-4.42
(주)다날,64260,Dec-13,0,0,1.01,0.17,1.07,3.74,5.77,1.66,9.79,3.85,0.6,0.07
(주)다날,64260,Dec-14,0,0,2.72,0.34,2.47,3.02,4.81,1.48,9.54,4.15,1.37,0.12
(주)다날,64260,Dec-15,0,0,1.19,-2.27,1.2,0.24,4.14,0.31,8.98,0.79,0.55,-0.9
(주)다날,64260,Dec-16,0,100,6.81,-2.93,6.8,-0.45,4.99,1.52,12.41,3.92,2.74,-1.14
(주)다날,64260,Dec-17,0,0,8.27,6.18,7.81,7.49,5.94,4.03,15.25,9.99,3.22,2.49
(주)다날,64260,Dec-18,0,0,7.77,-1.39,6.52,1.72,5.16,1.9,14.83,4.19,2.7,-0.63
(주)다날,64260,Dec-19,0,0,18.6,11.92,16.2,13.96,5.44,2.25,15.02,5.7,6.74,4.71
(주)다보링크,340360,Dec-19,,,,,,,,,,,,
(주)다산네트웍스,39560,Dec-11,34.75,33.09,0.65,-2.38,0.61,-1.89,0.54,-1.08,0.95,-1.97,0.38,-1.3
(주)다산네트웍스,39560,Dec-12,41.26,37.88,-10.32,-8.48,-9.16,-7.14,3.76,1.61,5.77,2.73,-6.73,-5.01
(주)다산네트웍스,39560,Dec-13,35.84,33.86,2.54,2.27,2.47,1.01,3.22,2.53,4.55,4.02,1.8,1.42
(주)다산네트웍스,39560,Dec-14,31.23,29.88,0.22,-1.66,0.24,-2.03,1.12,0.95,1.54,1.45,0.16,-1.09
(주)다산네트웍스,39560,Dec-15,27.18,22.33,-3.56,-1.21,-1.55,-3.91,0.07,0.13,0.3,0.15,-0.88,-1.06
(주)다산네트웍스,39560,Dec-16,28.66,27.44,-68.49,-18.49,-14.57,-29.01,-0.16,-3.67,-1.45,-5.98,-7.64,-11.34
(주)다산네트웍스,39560,Dec-17,37.8,34.16,3.55,-0.81,0.75,-1.3,0.23,0.01,2,0.01,0.41,-0.7
(주)다산네트웍스,39560,Dec-18,32.74,33.87,-80,-6.94,-19.5,-20.04,0.59,2.87,3.97,2.86,-11.81,-6.96
(주)다산네트웍스,39560,Dec-19,28.53,33.51,6.49,-2.14,2.81,1.1,2.7,-0.05,9.41,-0.04,1.86,-2.33
(주)다우기술,23590,Dec-11,19.99,45.59,15.65,15.95,6.38,10.01,6.09,4.2,21.5,23.5,4.44,2.85
(주)다우기술,23590,Dec-12,19.88,35.23,14.54,12.64,6.67,9.61,3.5,2.26,10.76,13.53,4.72,2.11
(주)다우기술,23590,Dec-13,18.09,33.62,4.94,7.19,2.31,4.01,3.24,1.67,10.02,10.79,1.59,1.12
(주)다우기술,23590,Dec-14,16.25,39.51,3.04,10.85,1.59,6.06,3.07,2.36,8.56,15.36,1.09,1.67
(주)다우기술,23590,Dec-15,15.7,45.04,7.52,19.3,4.07,12.8,2.72,4.17,7.63,24.82,2.68,3.24
(주)다우기술,23590,Dec-16,18.13,41.62,11.24,16.64,5.03,10.95,3.04,2.99,10.25,21.97,3.33,2.26
(주)다우기술,23590,Dec-17,20.02,43.48,12.09,17.99,4.45,11.53,2.93,2.89,11.36,24.53,3.12,2.12
(주)다우기술,23590,Dec-18,24.53,28.71,17.38,10.2,6.59,9.78,4.56,2,17.31,14.66,4.58,1.39
(주)다우기술,23590,Dec-19,24.92,31.15,16.84,13.64,7.09,14.61,5.2,2.3,18.08,17.49,4.84,1.8
(주)다우데이타,32190,Dec-11,13.31,40.94,1.48,12.73,1.66,7.5,1.41,4.07,3.28,20.06,0.63,2.58
(주)다우데이타,32190,Dec-12,14.73,34.33,3.44,7.43,2.43,5.19,0.72,2.15,2.29,11.05,1.09,1.44
(주)다우데이타,32190,Dec-13,16.33,33.59,5.5,6.66,4.79,6.98,1.64,1.91,4.2,9.92,2.15,1.28
(주)다우데이타,32190,Dec-14,17.63,37.85,6.8,9.46,7.79,9.14,3.92,2.58,7.39,13.25,3.61,1.84
(주)다우데이타,32190,Dec-15,16.25,41.94,4.91,19.69,5.3,25.62,3.33,4.31,6.1,20.98,2.68,4.05
(주)다우데이타,32190,Dec-16,12.83,40.03,-4.56,12.63,-3.43,5.16,0.84,3.05,2.03,19.17,-1.9,2.01
(주)다우데이타,32190,Dec-17,14.14,42.13,5.27,14.61,5.16,7.9,2.22,2.98,4.02,21.9,2.91,1.99
(주)다우데이타,32190,Dec-18,15.42,30.83,6.26,9.22,6.65,7.28,3.08,2.17,5.38,14.32,3.59,1.4
(주)다우데이타,32190,Dec-19,15.05,32.66,6,12.53,7.13,13.08,2.81,2.49,5.05,17.14,3.33,1.82
(주)다원시스,68240,Dec-11,34.84,,9.24,,10.12,,8.18,,13.32,,5.67,
(주)다원시스,68240,Dec-12,36.58,,11.5,,13.36,,8.61,,15.06,,6.58,
(주)다원시스,68240,Dec-13,36.49,,10.97,,11.76,,8.4,,14.04,,6.56,
