회사명,회계년도,거래소코드,매출액(수익)(*)(IFRS연결)(천원)
파루,17-Dec,43200,28869599
파루,18-Dec,43200,36352018
파루,19-Dec,43200,53144288
파멥신,18-Dec,208340,1975
파멥신,19-Dec,208340,0
파버나인,14-Dec,177830,85023877
파버나인,15-Dec,177830,51726109
파버나인,16-Dec,177830,76984704
파버나인,17-Dec,177830,106136238
파버나인,18-Dec,177830,112395079
파버나인,19-Dec,177830,103613096
파수,13-Dec,150900,21358791
파수,14-Dec,150900,23124986
파수,15-Dec,150900,25287013
파수,16-Dec,150900,21443571
파수,17-Dec,150900,29288075
파수,18-Dec,150900,32243433
파수,19-Dec,150900,35364081
파워로직스,11-Dec,47310,495181720
파워로직스,12-Dec,47310,511675647
파워로직스,13-Dec,47310,535821950
파워로직스,14-Dec,47310,552312821
파워로직스,15-Dec,47310,581430662
파워로직스,16-Dec,47310,545479982
파워로직스,17-Dec,47310,705665350
파워로직스,18-Dec,47310,753902613
파워로직스,19-Dec,47310,1107914323
파이오링크,13-Dec,170790,23096372
파이오링크,14-Dec,170790,23681124
파이오링크,15-Dec,170790,22729935
파이오링크,16-Dec,170790,35813842
파이오링크,17-Dec,170790,29431876
파이오링크,18-Dec,170790,27358728
파이오링크,19-Dec,170790,35120293
파인디앤씨,11-Dec,49120,196588750
파인디앤씨,12-Dec,49120,147128571
파인디앤씨,13-Dec,49120,160481103
파인디앤씨,14-Dec,49120,207192017
파인디앤씨,15-Dec,49120,168495877
파인디앤씨,16-Dec,49120,177666099
파인디앤씨,17-Dec,49120,159356867
파인디앤씨,18-Dec,49120,77325563
파인디앤씨,19-Dec,49120,77522237
파인디지털,11-Dec,38950,79399701
파인디지털,12-Dec,38950,99801657
파인디지털,13-Dec,38950,98255109
파인디지털,14-Dec,38950,95823579
파인디지털,15-Dec,38950,83117417
파인디지털,16-Dec,38950,78001533
파인디지털,17-Dec,38950,76035318
파인디지털,18-Dec,38950,86035533
파인디지털,19-Dec,38950,96058312
파인테크닉스,11-Dec,106240,324634350
파인테크닉스,12-Dec,106240,428847003
파인테크닉스,13-Dec,106240,314348642
파인테크닉스,14-Dec,106240,365261308
파인테크닉스,15-Dec,106240,374729719
파인테크닉스,16-Dec,106240,216325021
파인테크닉스,17-Dec,106240,174995498
파인테크닉스,18-Dec,106240,129688348
파인테크닉스,19-Dec,106240,134292076
파인텍,15-Dec,131760,205426462
파인텍,16-Dec,131760,153717014
파인텍,17-Dec,131760,122257345
파인텍,18-Dec,131760,65851189
파인텍,19-Dec,131760,77881195
파커스,11-Dec,65690,82210399
파커스,12-Dec,65690,89038818
파커스,13-Dec,65690,75289331
파커스,14-Dec,65690,65862150
파커스,15-Dec,65690,69895109
파커스,16-Dec,65690,63854994
파커스,17-Dec,65690,64532486
파커스,18-Dec,65690,100153884
파커스,19-Dec,65690,100770338
판타지오,11-Dec,32800,8536925
판타지오,12-Dec,32800,9836516
판타지오,13-Dec,32800,10149545
판타지오,14-Dec,32800,12555526
판타지오,15-Dec,32800,23122140
판타지오,16-Dec,32800,21703284
판타지오,17-Dec,32800,13304892
판타지오,18-Dec,32800,13615020
판타지오,19-Dec,32800,18513748
팜스코,11-Dec,36580,535574510
팜스코,12-Dec,36580,665648116
팜스코,13-Dec,36580,746656626
팜스코,14-Dec,36580,836395715
팜스코,15-Dec,36580,867078385
팜스코,16-Dec,36580,947587338
팜스코,17-Dec,36580,1023257515
팜스코,18-Dec,36580,1015667699
팜스코,19-Dec,36580,1164970052
팜스토리,11-Dec,27710,878599206
팜스토리,12-Dec,27710,1064298620
팜스토리,13-Dec,27710,1044836036
팜스토리,14-Dec,27710,1024375129
팜스토리,15-Dec,27710,1062576028
팜스토리,16-Dec,27710,900486838
팜스토리,17-Dec,27710,838555170
팜스토리,18-Dec,27710,921642376
팜스토리,19-Dec,27710,970847162
팬스타엔터프라이즈,11-Dec,54300,33226795
팬스타엔터프라이즈,12-Dec,54300,33623298
팬스타엔터프라이즈,13-Dec,54300,25093204
팬스타엔터프라이즈,14-Dec,54300,24608545
팬스타엔터프라이즈,15-Dec,54300,24201066
팬스타엔터프라이즈,16-Dec,54300,28083159
팬스타엔터프라이즈,17-Dec,54300,33523260
팬스타엔터프라이즈,18-Dec,54300,28364862
팬스타엔터프라이즈,19-Dec,54300,37189141
팬엔터테인먼트,11-Dec,68050,32699404
팬엔터테인먼트,12-Dec,68050,37720279
팬엔터테인먼트,13-Dec,68050,27110346
팬엔터테인먼트,14-Dec,68050,34329110
팬엔터테인먼트,15-Dec,68050,20973488
팬엔터테인먼트,16-Dec,68050,35328272
팬엔터테인먼트,17-Dec,68050,42340810
팬엔터테인먼트,18-Dec,68050,13212174
팬엔터테인먼트,19-Dec,68050,40218963
팬젠,16-Dec,222110,1461475
팬젠,17-Dec,222110,2372816
팬젠,18-Dec,222110,5679471
팬젠,19-Dec,222110,2881329
펩트론,15-Dec,87010,2812387
펩트론,16-Dec,87010,3130705
펩트론,17-Dec,87010,3215384
펩트론,18-Dec,87010,3861733
펩트론,19-Dec,87010,1801119
포스코엠텍,11-Dec,9520,669359330
포스코엠텍,12-Dec,9520,958780277
포스코엠텍,13-Dec,9520,906423691
포스코엠텍,14-Dec,9520,446218919
포스코엠텍,15-Dec,9520,366540217
포스코엠텍,16-Dec,9520,266528977
포스코엠텍,17-Dec,9520,257832361
포스코엠텍,18-Dec,9520,300968994
포스코엠텍,19-Dec,9520,288697939
폴라리스오피스,11-Dec,41020,34287287
폴라리스오피스,12-Dec,41020,47903170
폴라리스오피스,13-Dec,41020,55755176
폴라리스오피스,14-Dec,41020,40799667
폴라리스오피스,15-Dec,41020,22425327
폴라리스오피스,16-Dec,41020,13194593
폴라리스오피스,17-Dec,41020,15224908
폴라리스오피스,18-Dec,41020,22543822
폴라리스오피스,19-Dec,41020,21048806
폴라리스우노,11-Dec,114630,54573795
폴라리스우노,12-Dec,114630,65303913
폴라리스우노,13-Dec,114630,62055073
폴라리스우노,14-Dec,114630,48716976
폴라리스우노,15-Dec,114630,39669461
폴라리스우노,16-Dec,114630,38998431
폴라리스우노,17-Dec,114630,38766479
폴라리스우노,18-Dec,114630,44546936
폴라리스우노,19-Dec,114630,42427955
푸른기술,11-Dec,94940,29364004
푸른기술,12-Dec,94940,27789212
푸른기술,13-Dec,94940,28179511
푸른기술,14-Dec,94940,15097627
푸른기술,15-Dec,94940,14452725
푸른기술,16-Dec,94940,19016678
푸른기술,17-Dec,94940,21527372
푸른기술,18-Dec,94940,24947320
푸른기술,19-Dec,94940,23398104
퓨쳐켐,16-Dec,220100,1625312
퓨쳐켐,17-Dec,220100,2998387
퓨쳐켐,18-Dec,220100,5635487
퓨쳐켐,19-Dec,220100,8166655
프리엠스,11-Dec,53160,32743993
프리엠스,12-Dec,53160,38573896
프리엠스,13-Dec,53160,35190257
프리엠스,14-Dec,53160,29939341
프리엠스,15-Dec,53160,24540780
프리엠스,16-Dec,53160,20251366
프리엠스,17-Dec,53160,28663902
프리엠스,18-Dec,53160,27277496
프리엠스,19-Dec,53160,18444454
플래스크,11-Dec,41590,55954544
플래스크,12-Dec,41590,72601683
플래스크,13-Dec,41590,54525327
플래스크,14-Dec,41590,75065975
플래스크,15-Dec,41590,44805720
플래스크,16-Dec,41590,80724853
플래스크,17-Dec,41590,35808360
플래스크,18-Dec,41590,34081695
플래스크,19-Dec,41590,18906182
플레이그램,11-Dec,9810,17118596
플레이그램,12-Dec,9810,13500975
플레이그램,13-Dec,9810,12467423
플레이그램,14-Dec,9810,11884952
플레이그램,15-Dec,9810,27036654
플레이그램,16-Dec,9810,18298055
플레이그램,17-Dec,9810,28103183
플레이그램,18-Dec,9810,6528350
플레이그램,19-Dec,9810,8774910
플레이위드,11-Dec,23770,18280049
플레이위드,12-Dec,23770,17600255
플레이위드,13-Dec,23770,13809221
플레이위드,14-Dec,23770,7928977
플레이위드,15-Dec,23770,8669418
플레이위드,16-Dec,23770,11813009
플레이위드,17-Dec,23770,11924641
플레이위드,18-Dec,23770,11815231
플레이위드,19-Dec,23770,56031811
피델릭스,11-Dec,32580,84353501
피델릭스,12-Dec,32580,93256004
피델릭스,13-Dec,32580,87521848
피델릭스,14-Dec,32580,78116195
피델릭스,15-Dec,32580,65582245
피델릭스,16-Dec,32580,56465192
피델릭스,17-Dec,32580,61153253
피델릭스,18-Dec,32580,75433665
피델릭스,19-Dec,32580,56029896
피씨디렉트,11-Dec,51380,177433336
피씨디렉트,12-Dec,51380,177390783
피씨디렉트,13-Dec,51380,150130821
피씨디렉트,14-Dec,51380,174058152
피씨디렉트,15-Dec,51380,197723189
피씨디렉트,16-Dec,51380,208137846
피씨디렉트,17-Dec,51380,227418001
피씨디렉트,18-Dec,51380,240055038
피씨디렉트,19-Dec,51380,278615750
피에스엠씨,11-Dec,24850,144450852
피에스엠씨,12-Dec,24850,94935142
피에스엠씨,13-Dec,24850,95513633
피에스엠씨,14-Dec,24850,80554105
피에스엠씨,15-Dec,24850,50008723
피에스엠씨,16-Dec,24850,40854586
피에이치씨,11-Dec,57880,93147444
피에이치씨,12-Dec,57880,54102587
피에이치씨,13-Dec,57880,31151042
피에이치씨,14-Dec,57880,15538682
피에이치씨,15-Dec,57880,21685919
피에이치씨,16-Dec,57880,19040791
피에이치씨,17-Dec,57880,15783076
피에이치씨,18-Dec,57880,6918570
피에이치씨,19-Dec,57880,9387758
피엔티,12-Dec,137400,52744758
피엔티,13-Dec,137400,82704380
피엔티,14-Dec,137400,105650008
피엔티,15-Dec,137400,91317951
피엔티,16-Dec,137400,108547853
피엔티,17-Dec,137400,149777264
피엔티,18-Dec,137400,256693205
피엔티,19-Dec,137400,321405860
피엔풍년,11-Dec,24940,58188337
피엔풍년,12-Dec,24940,61678898
피엔풍년,13-Dec,24940,74142561
피엔풍년,14-Dec,24940,74554804
피엔풍년,15-Dec,24940,74519449
피엔풍년,16-Dec,24940,76146752
피엔풍년,17-Dec,24940,67111333
피엔풍년,18-Dec,24940,61842455
피엔풍년,19-Dec,24940,54592806
픽셀플러스,15-Dec,87600,106214922
픽셀플러스,16-Dec,87600,73444378
픽셀플러스,17-Dec,87600,54863317
픽셀플러스,18-Dec,87600,37849986
픽셀플러스,19-Dec,87600,35347030
필옵틱스,17-Dec,161580,285363858
필옵틱스,18-Dec,161580,55515163
필옵틱스,19-Dec,161580,140395327
하나투어,11-Dec,39130,267812824
하나투어,12-Dec,39130,307854268
하나투어,13-Dec,39130,352655319
하나투어,14-Dec,39130,385457930
하나투어,15-Dec,39130,459425683
하나투어,16-Dec,39130,595538710
하나투어,17-Dec,39130,682307266
하나투어,18-Dec,39130,828273952
하나투어,19-Dec,39130,763194958
하림,11-Dec,136480,714466145
하림,12-Dec,136480,747581962
하림,13-Dec,136480,789049120
하림,14-Dec,136480,754495292
하림,15-Dec,136480,795196860
하림,16-Dec,136480,826023185
하림,17-Dec,136480,867327538
하림,18-Dec,136480,828599248
하림,19-Dec,136480,805855041
하이로닉,14-Dec,149980,22816568
하이로닉,15-Dec,149980,17916048
하이로닉,16-Dec,149980,15476750
하이로닉,17-Dec,149980,18132156
하이로닉,18-Dec,149980,20327716
하이로닉,19-Dec,149980,20128483
하이소닉,11-Dec,106080,49666396
하이소닉,12-Dec,106080,48336256
하이소닉,13-Dec,106080,43739519
하이소닉,14-Dec,106080,35183403
하이소닉,15-Dec,106080,53606368
하이소닉,16-Dec,106080,32294254
하이소닉,17-Dec,106080,43412643
하이소닉,18-Dec,106080,20064958
하이소닉,19-Dec,106080,13164584
하이스틸,11-Dec,71090,201572122
하이스틸,12-Dec,71090,261359568
하이스틸,13-Dec,71090,173733001
하이스틸,14-Dec,71090,190828623
하이스틸,15-Dec,71090,132863611
하이스틸,16-Dec,71090,148946925
하이스틸,17-Dec,71090,211722600
하이스틸,18-Dec,71090,170541410
하이스틸,19-Dec,71090,214251803
하이텍팜,11-Dec,106190,69268725
하이텍팜,12-Dec,106190,53873381
하이텍팜,13-Dec,106190,65183392
하이텍팜,14-Dec,106190,56897369
하이텍팜,15-Dec,106190,48092299
하이텍팜,16-Dec,106190,54835655
하이텍팜,17-Dec,106190,66049818
하이텍팜,18-Dec,106190,66388327
하이텍팜,19-Dec,106190,63067728
하츠,11-Dec,66130,66727518
하츠,12-Dec,66130,71446388
하츠,13-Dec,66130,66102103
하츠,14-Dec,66130,76057983
하츠,15-Dec,66130,81602173
하츠,16-Dec,66130,88233676
하츠,17-Dec,66130,101913075
하츠,18-Dec,66130,103531379
하츠,19-Dec,66130,112304948
한국전자홀딩스,11-Dec,6200,317844853
한국전자홀딩스,12-Dec,6200,246537005
한국전자홀딩스,13-Dec,6200,238172983
한국전자홀딩스,14-Dec,6200,189530544
한국전자홀딩스,15-Dec,6200,149195543
한국전자홀딩스,16-Dec,6200,139431519
한국전자홀딩스,17-Dec,6200,257369643
한국전자홀딩스,18-Dec,6200,234220979
한국전자홀딩스,19-Dec,6200,217023310
한국종합기술,11-Dec,23350,178015158
한국종합기술,12-Dec,23350,180763714
한국종합기술,13-Dec,23350,171018837
한국종합기술,14-Dec,23350,164370497
한국종합기술,15-Dec,23350,183988185
한국종합기술,16-Dec,23350,199370928
한국종합기술,17-Dec,23350,199604542
한국종합기술,18-Dec,23350,190942038
한국종합기술,19-Dec,23350,218943295
한국코퍼레이션,11-Dec,50540,124528777
한국코퍼레이션,12-Dec,50540,140208196
한국코퍼레이션,13-Dec,50540,131406554
한국코퍼레이션,14-Dec,50540,138806294
한국코퍼레이션,15-Dec,50540,134587210
한국코퍼레이션,16-Dec,50540,150491365
한국코퍼레이션,17-Dec,50540,128538699
한국코퍼레이션,18-Dec,50540,128411737
한국코퍼레이션,19-Dec,50540,121548545
한국테크놀로지,11-Dec,53590,5137925
한국테크놀로지,12-Dec,53590,5655633
한국테크놀로지,13-Dec,53590,6227658
한국테크놀로지,14-Dec,53590,20935527
한국테크놀로지,15-Dec,53590,7208124
한국테크놀로지,16-Dec,53590,4478417
한국테크놀로지,17-Dec,53590,9629681
한국테크놀로지,18-Dec,53590,11557270
한국테크놀로지,19-Dec,53590,216247925
한국특강,11-Dec,7280,694955436
한국특강,12-Dec,7280,647612376
한국특강,13-Dec,7280,563315975
한국특강,14-Dec,7280,433240152
한국특강,15-Dec,7280,280303244
한국특강,16-Dec,7280,247193160
한국특강,17-Dec,7280,346266581
한국특강,18-Dec,7280,364964702
한국특강,19-Dec,7280,390966862
한국팩키지,11-Dec,37230,59734863
한국팩키지,12-Dec,37230,51424697
한국팩키지,13-Dec,37230,49224173
한국팩키지,14-Dec,37230,48879439
한국팩키지,15-Dec,37230,55937917
한국팩키지,16-Dec,37230,59078483
한국팩키지,17-Dec,37230,56972317
한국팩키지,18-Dec,37230,56852305
한국팩키지,19-Dec,37230,58376992
한국화장품제조,11-Dec,3350,26026970
한국화장품제조,12-Dec,3350,31270181
한국화장품제조,13-Dec,3350,31112773
한국화장품제조,14-Dec,3350,35457341
한국화장품제조,15-Dec,3350,45478447
한국화장품제조,16-Dec,3350,64948683
한국화장품제조,17-Dec,3350,67175473
한국화장품제조,18-Dec,3350,88233207
한국화장품제조,19-Dec,3350,76491978
한독,11-Dec,2390,333172636
한독,12-Dec,2390,314647673
한독,13-Dec,2390,327936251
한독,14-Dec,2390,348310911
한독,15-Dec,2390,358447724
한독,16-Dec,2390,396134014
한독,17-Dec,2390,417970014
한독,18-Dec,2390,446731041
한독,19-Dec,2390,473000100
한라,11-Dec,14790,1728538634
한라,12-Dec,14790,1986349612
한라,13-Dec,14790,2002724809
한라,14-Dec,14790,1903285090
한라,15-Dec,14790,1855269348
한라,16-Dec,14790,1831824054
한라,17-Dec,14790,1920605105
한라,18-Dec,14790,1320997313
한라,19-Dec,14790,1304889862
한빛소프트,11-Dec,47080,43458546
한빛소프트,12-Dec,47080,40166122
한빛소프트,13-Dec,47080,29506704
한빛소프트,14-Dec,47080,26289454
한빛소프트,15-Dec,47080,22137281
한빛소프트,16-Dec,47080,30726796
한빛소프트,17-Dec,47080,39295854
한빛소프트,18-Dec,47080,39835691
한빛소프트,19-Dec,47080,43542409
한솔홈데코,11-Dec,25750,172508366
한솔홈데코,12-Dec,25750,189199921
한솔홈데코,13-Dec,25750,233952458
한솔홈데코,14-Dec,25750,235256768
한솔홈데코,15-Dec,25750,241490721
한솔홈데코,16-Dec,25750,235363284
한솔홈데코,17-Dec,25750,254330113
한솔홈데코,18-Dec,25750,296884850
한솔홈데코,19-Dec,25750,263886367
한진,11-Dec,2320,1390687502
한진,12-Dec,2320,1437380000
한진,13-Dec,2320,1499623169
한진,14-Dec,2320,1532812219
한진,15-Dec,2320,1641702370
한진,16-Dec,2320,1764803679
한진,17-Dec,2320,1812603434
한진,18-Dec,2320,1950771934
한진,19-Dec,2320,2062344427
한진중공업홀딩스,11-Dec,3480,1056129000
한진중공업홀딩스,12-Dec,3480,1139471000
한진중공업홀딩스,13-Dec,3480,1198416000
한진중공업홀딩스,14-Dec,3480,1520058000
한진중공업홀딩스,15-Dec,3480,1292145000
한진중공업홀딩스,16-Dec,3480,299984000
한진중공업홀딩스,17-Dec,3480,906723000
한진중공업홀딩스,18-Dec,3480,946003000
한진중공업홀딩스,19-Dec,3480,877642000
한진칼,13-Dec,180640,241375290
한진칼,14-Dec,180640,624969749
한진칼,15-Dec,180640,722309232
한진칼,16-Dec,180640,991024369
한진칼,17-Dec,180640,1149657255
한진칼,18-Dec,180640,1304892515
한진칼,19-Dec,180640,1203497717
한창,11-Dec,5110,13654402
한창,12-Dec,5110,16789740
한창,13-Dec,5110,22515364
한창,14-Dec,5110,19164151
한창,15-Dec,5110,17167065
한창,16-Dec,5110,50460142
한창,17-Dec,5110,112028726
한창,18-Dec,5110,99100978
한창,19-Dec,5110,69033371
한창바이오텍,11-Dec,43090,19545311
한창바이오텍,12-Dec,43090,22544497
한창바이오텍,13-Dec,43090,21432712
한창바이오텍,14-Dec,43090,20672073
한창바이오텍,15-Dec,43090,18873841
한창바이오텍,16-Dec,43090,15718627
한창바이오텍,17-Dec,43090,19592676
한창바이오텍,18-Dec,43090,11244635
한창바이오텍,19-Dec,43090,7378379
한창제지,11-Dec,9460,162586332
한창제지,12-Dec,9460,163264437
한창제지,13-Dec,9460,181296219
한창제지,14-Dec,9460,174241539
한창제지,15-Dec,9460,176897274
한창제지,16-Dec,9460,194532816
한창제지,17-Dec,9460,200923606
한창제지,18-Dec,9460,200018844
한창제지,19-Dec,9460,181407722
한컴위드,11-Dec,54920,23596784
한컴위드,12-Dec,54920,20106396
한컴위드,13-Dec,54920,21379278
한컴위드,14-Dec,54920,18139491
한컴위드,15-Dec,54920,14530244
한컴위드,16-Dec,54920,14475417
한컴위드,17-Dec,54920,16388738
한컴위드,18-Dec,54920,15712618
한컴위드,19-Dec,54920,15828868
한탑,11-Dec,2680,99068570
한탑,12-Dec,2680,105499019
한탑,13-Dec,2680,108200234
한탑,14-Dec,2680,110436355
한탑,15-Dec,2680,125204546
한탑,16-Dec,2680,128079970
한탑,17-Dec,2680,125094326
한탑,18-Dec,2680,109877404
한탑,19-Dec,2680,92248979
핸디소프트,16-Dec,220180,36873136
핸디소프트,17-Dec,220180,40148155
핸디소프트,18-Dec,220180,42044475
핸디소프트,19-Dec,220180,34759649
헬릭스미스,11-Dec,84990,3805288
헬릭스미스,12-Dec,84990,3888131
헬릭스미스,13-Dec,84990,5745712
헬릭스미스,14-Dec,84990,6138023
헬릭스미스,15-Dec,84990,7695186
헬릭스미스,16-Dec,84990,6844032
헬릭스미스,17-Dec,84990,3157909
헬릭스미스,18-Dec,84990,5280860
헬릭스미스,19-Dec,84990,4454516
현대공업,13-Dec,170030,153895745
현대공업,14-Dec,170030,180410314
현대공업,15-Dec,170030,197997561
현대공업,16-Dec,170030,213171116
현대공업,17-Dec,170030,176625545
현대공업,18-Dec,170030,158585743
현대공업,19-Dec,170030,166710367
현대미포조선,11-Dec,10620,4623857520
현대미포조선,12-Dec,10620,4415350944
현대미포조선,13-Dec,10620,3985834602
현대미포조선,14-Dec,10620,3967477475
현대미포조선,15-Dec,10620,4652431643
현대미포조선,16-Dec,10620,4219552229
현대미포조선,17-Dec,10620,2453432922
현대미포조선,18-Dec,10620,2403016269
현대미포조선,19-Dec,10620,2994100904
협진,13-Dec,138360,15018176
협진,14-Dec,138360,18547550
협진,15-Dec,138360,20004038
협진,16-Dec,138360,25074100
협진,17-Dec,138360,24052602
협진,18-Dec,138360,19297586
협진,19-Dec,138360,18776214
형지아이앤씨,11-Dec,11080,62927254
형지아이앤씨,12-Dec,11080,61290088
형지아이앤씨,13-Dec,11080,64353928
형지아이앤씨,14-Dec,11080,92887564
형지아이앤씨,15-Dec,11080,117825653
형지아이앤씨,16-Dec,11080,128649103
형지아이앤씨,17-Dec,11080,113532672
형지아이앤씨,18-Dec,11080,108756500
형지아이앤씨,19-Dec,11080,102100436
혜인,11-Dec,3010,195601940
혜인,12-Dec,3010,199134115
혜인,13-Dec,3010,228762032
혜인,14-Dec,3010,259887585
혜인,15-Dec,3010,266800606
혜인,16-Dec,3010,210994515
혜인,17-Dec,3010,237529860
혜인,18-Dec,3010,216727129
혜인,19-Dec,3010,260857962
홈센타홀딩스,11-Dec,60560,93090233
홈센타홀딩스,12-Dec,60560,98940652
홈센타홀딩스,13-Dec,60560,110062069
홈센타홀딩스,14-Dec,60560,117060557
홈센타홀딩스,15-Dec,60560,119503143
홈센타홀딩스,16-Dec,60560,95729699
홈센타홀딩스,17-Dec,60560,234365787
홈센타홀딩스,18-Dec,60560,239013119
홈센타홀딩스,19-Dec,60560,265646362
홈캐스트,11-Dec,64240,163835667
홈캐스트,12-Dec,64240,98534739
홈캐스트,13-Dec,64240,75893130
홈캐스트,14-Dec,64240,71513463
홈캐스트,15-Dec,64240,97172426
홈캐스트,16-Dec,64240,122054084
홈캐스트,17-Dec,64240,40919825
홈캐스트,18-Dec,64240,34279159
홈캐스트,19-Dec,64240,52827379
화승인더스트리,11-Dec,6060,603044874
화승인더스트리,12-Dec,6060,559896533
화승인더스트리,13-Dec,6060,598379118
화승인더스트리,14-Dec,6060,598508953
화승인더스트리,15-Dec,6060,746832143
화승인더스트리,16-Dec,6060,1011154973
화승인더스트리,17-Dec,6060,1151943445
화승인더스트리,18-Dec,6060,1111909652
화승인더스트리,19-Dec,6060,1425876463
화신,11-Dec,10690,1490351114
화신,12-Dec,10690,1626052361
화신,13-Dec,10690,1483548921
화신,14-Dec,10690,1313606243
화신,15-Dec,10690,1251698928
화신,16-Dec,10690,1249725574
화신,17-Dec,10690,1066933942
화신,18-Dec,10690,1075815800
화신,19-Dec,10690,1164322417
화인베스틸,14-Dec,133820,257495274
화인베스틸,15-Dec,133820,213693418
화인베스틸,16-Dec,133820,163148527
화인베스틸,17-Dec,133820,127448023
화인베스틸,18-Dec,133820,145091596
화인베스틸,19-Dec,133820,134798538
효성,11-Dec,4800,11342140662
효성,12-Dec,4800,12611749872
효성,13-Dec,4800,12579156963
효성,14-Dec,4800,12177134355
효성,15-Dec,4800,12458453530
효성,16-Dec,4800,11929113072
효성,17-Dec,4800,12546410309
효성,18-Dec,4800,2991006158
효성,19-Dec,4800,3373447404
후성,11-Dec,93370,242411857
후성,12-Dec,93370,222678376
후성,13-Dec,93370,203418691
후성,14-Dec,93370,187022363
후성,15-Dec,93370,215238476
후성,16-Dec,93370,192073256
후성,17-Dec,93370,248838270
후성,18-Dec,93370,274933667
후성,19-Dec,93370,248943838
휠라홀딩스,11-Dec,81660,764406105
휠라홀딩스,12-Dec,81660,670437697
휠라홀딩스,13-Dec,81660,736135754
휠라홀딩스,14-Dec,81660,797475548
휠라홀딩스,15-Dec,81660,815749832
휠라홀딩스,16-Dec,81660,967128445
휠라홀딩스,17-Dec,81660,2530323757
휠라홀딩스,18-Dec,81660,2954642540
휠라홀딩스,19-Dec,81660,3450421530
휴니드테크놀러지스,11-Dec,5870,47340198
휴니드테크놀러지스,12-Dec,5870,41006171
휴니드테크놀러지스,13-Dec,5870,56812027
휴니드테크놀러지스,14-Dec,5870,40280902
휴니드테크놀러지스,15-Dec,5870,60515628
휴니드테크놀러지스,16-Dec,5870,178932324
휴니드테크놀러지스,17-Dec,5870,180853581
휴니드테크놀러지스,18-Dec,5870,261298876
휴니드테크놀러지스,19-Dec,5870,194668692
휴맥스,11-Dec,115160,994024451
휴맥스,12-Dec,115160,1024313054
휴맥스,13-Dec,115160,1139415150
휴맥스,14-Dec,115160,1443770497
휴맥스,15-Dec,115160,1426664921
휴맥스,16-Dec,115160,1350510226
휴맥스,17-Dec,115160,1611589047
휴맥스,18-Dec,115160,1474831843
휴맥스,19-Dec,115160,1173887021
휴맥스홀딩스,11-Dec,28080,18842040
휴맥스홀딩스,12-Dec,28080,13519296
휴맥스홀딩스,13-Dec,28080,22284243
휴맥스홀딩스,14-Dec,28080,16657725
휴맥스홀딩스,15-Dec,28080,15734280
휴맥스홀딩스,16-Dec,28080,5619171
휴맥스홀딩스,17-Dec,28080,4081990
휴맥스홀딩스,18-Dec,28080,3143604
휴맥스홀딩스,19-Dec,28080,9253559
휴먼엔,11-Dec,32860,164926094
휴먼엔,12-Dec,32860,182103209
휴먼엔,13-Dec,32860,197234277
휴먼엔,14-Dec,32860,185696037
휴먼엔,15-Dec,32860,55340957
휴먼엔,16-Dec,32860,66851114
휴먼엔,17-Dec,32860,114876622
휴먼엔,18-Dec,32860,112703168
휴먼엔,19-Dec,32860,70658724
휴비스,12-Dec,79980,1562519388
휴비스,13-Dec,79980,1532917747
휴비스,14-Dec,79980,1371695859
휴비스,15-Dec,79980,1205084606
휴비스,16-Dec,79980,1143501108
휴비스,17-Dec,79980,1280979427
휴비스,18-Dec,79980,1262515099
휴비스,19-Dec,79980,1029346443
휴스틸,11-Dec,5010,568623724
휴스틸,12-Dec,5010,588890255
휴스틸,13-Dec,5010,547751902
휴스틸,14-Dec,5010,553844427
휴스틸,15-Dec,5010,438475425
휴스틸,16-Dec,5010,364021479
휴스틸,17-Dec,5010,690567426
휴스틸,18-Dec,5010,588768601
휴스틸,19-Dec,5010,536988709
휴엠앤씨,17-Dec,263920,27120409
휴엠앤씨,18-Dec,263920,23388721
휴엠앤씨,19-Dec,263920,24964389
희림종합건축사사무소,11-Dec,37440,135066574
희림종합건축사사무소,12-Dec,37440,145372840
희림종합건축사사무소,13-Dec,37440,149637668
희림종합건축사사무소,14-Dec,37440,135641944
희림종합건축사사무소,15-Dec,37440,135770930
희림종합건축사사무소,16-Dec,37440,139772638
희림종합건축사사무소,17-Dec,37440,159493989
희림종합건축사사무소,18-Dec,37440,169470443
희림종합건축사사무소,19-Dec,37440,178561343
힘스,17-Dec,238490,91425665
힘스,18-Dec,238490,35455311
힘스,19-Dec,238490,85064902
AJ네트웍스,15-Dec,95570,1055580857
AJ네트웍스,16-Dec,95570,1253876535
AJ네트웍스,17-Dec,95570,1431015801
AJ네트웍스,18-Dec,95570,1056691254
AJ네트웍스,19-Dec,95570,1202793724
KD,11-Dec,44180,63500533
KD,12-Dec,44180,12545430
KD,13-Dec,44180,22445094
KD,14-Dec,44180,22572073
KD,15-Dec,44180,30009587
KD,16-Dec,44180,35750504
KD,17-Dec,44180,22401619
KD,18-Dec,44180,41425211
KD,19-Dec,44180,84340034
KG스틸,11-Dec,16380,4259506242
KG스틸,12-Dec,16380,3934192553
KG스틸,13-Dec,16380,3781241475
KG스틸,14-Dec,16380,3024439786
KG스틸,15-Dec,16380,2320792157
KG스틸,16-Dec,16380,2328039348
KG스틸,17-Dec,16380,2596196911
KG스틸,18-Dec,16380,2545097238
KG스틸,19-Dec,16380,2428250197
LG이노텍,11-Dec,11070,4553009462
LG이노텍,12-Dec,11070,5315958099
LG이노텍,13-Dec,11070,6211515631
LG이노텍,14-Dec,11070,6466119296
