회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),
(주)이지홀딩스,35810,Dec-12,3.45 ,1.11 ,
(주)이지홀딩스,35810,Dec-13,4.27 ,0.99 ,
(주)이지홀딩스,35810,Dec-14,3.92 ,1.93 ,
(주)이지홀딩스,35810,Dec-15,5.26 ,1.91 ,
(주)이지홀딩스,35810,Dec-16,4.78 ,2.43 ,
(주)이지홀딩스,35810,Dec-17,5.33 ,4.01 ,
(주)이지홀딩스,35810,Dec-18,6.41 ,3.46 ,
(주)이지홀딩스,35810,Dec-19,4.11 ,1.30 ,
(주)이큐셀,160600,Dec-15,16.99 ,16.82 ,
(주)이큐셀,160600,Dec-16,1.38 ,0.66 ,
(주)이큐셀,160600,Dec-17,6.44 ,3.29 ,
(주)이큐셀,160600,Dec-18,10.22,6.53,
(주)이큐셀,160600,Dec-19,-18.41 ,-16.89 ,
(주)이크레더블,92130,Sep-11,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Sep-12,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Dec-13,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Dec-14,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Dec-15,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Dec-16,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Dec-17,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Dec-18,999999999.00 ,999999999.00 ,
(주)이크레더블,92130,Dec-19,2090.2,1894.52,
(주)이퓨쳐,134060,Dec-11,-16.18 ,,
(주)이퓨쳐,134060,Dec-12,-19020.62,,
(주)이퓨쳐,134060,Dec-13,9530.31,,
(주)이퓨쳐,134060,Dec-14,58.93 ,,
(주)이퓨쳐,134060,Dec-15,999999999.00 ,,
(주)이퓨쳐,134060,Dec-16,999999999.00 ,,
(주)이퓨쳐,134060,Dec-17,-109215.87,,
(주)이퓨쳐,134060,Dec-18,145851.71 ,,
(주)이퓨쳐,134060,Dec-19,35.81 ,,
(주)인디에프,14990,Dec-11,-3.15 ,-3.54 ,
(주)인디에프,14990,Dec-12,-1.94 ,-2.03 ,
(주)인디에프,14990,Dec-13,-1.75 ,-1.88 ,
(주)인디에프,14990,Dec-14,-2.26 ,-2.24 ,
(주)인디에프,14990,Dec-15,-4.31 ,-4.31 ,
(주)인디에프,14990,Dec-16,-6.89 ,-6.89 ,
(주)인디에프,14990,Dec-17,1.63 ,1.68 ,
(주)인디에프,14990,Dec-18,2.08,2.1,
(주)인디에프,14990,Dec-19,-0.77,-0.75,
(주)인바디,41830,Dec-11,999999999.00 ,3494.28 ,
(주)인바디,41830,Dec-12,999999999.00 ,999999999.00 ,
(주)인바디,41830,Dec-13,999999999.00 ,999999999.00 ,
(주)인바디,41830,Dec-14,999999999.00 ,999999999.00 ,
(주)인바디,41830,Dec-15,999999999.00 ,999999999.00 ,
(주)인바디,41830,Dec-16,999999999.00 ,999999999.00 ,
(주)인바디,41830,Dec-17,999999999.00 ,999999999.00 ,
(주)인바디,41830,Dec-18,198.20 ,193.22 ,
(주)인바디,41830,Dec-19,8921.54 ,196.35 ,
(주)인바이오젠,101140,Dec-11,4.62 ,,
(주)인바이오젠,101140,Dec-12,-11.39 ,,
(주)인바이오젠,101140,Dec-13,-7.15 ,,
(주)인바이오젠,101140,Dec-14,-4.82 ,,
(주)인바이오젠,101140,Dec-15,-54.81 ,,
(주)인바이오젠,101140,Dec-16,-16.73 ,,
(주)인바이오젠,101140,Dec-17,-26.60 ,,
(주)인바이오젠,101140,Dec-18,999999999.00 ,,
(주)인바이오젠,101140,Dec-19,-0.53,,
(주)인산가,277410,Dec-17,,,
(주)인산가,277410,Dec-18,10.22,9.34,
(주)인산가,277410,Dec-19,83.71 ,57.43 ,
(주)인성정보,33230,Dec-11,1.61 ,2.88 ,
(주)인성정보,33230,Dec-12,-0.27,1.17,
(주)인성정보,33230,Dec-13,1.37 ,2.66 ,
(주)인성정보,33230,Dec-14,-0.89,1.38,
(주)인성정보,33230,Dec-15,-3.92 ,-1.26 ,
(주)인성정보,33230,Dec-16,0.69,2.08,
(주)인성정보,33230,Dec-17,-0.88,1.19,
(주)인성정보,33230,Dec-18,-0.8,1.15,
(주)인성정보,33230,Dec-19,0.24,1.34,
(주)인스코비,6490,Dec-11,-35.46 ,,
(주)인스코비,6490,Dec-12,-39.21 ,,
(주)인스코비,6490,Dec-13,-45.21 ,-45.25 ,
(주)인스코비,6490,Dec-14,-51.44 ,-53.39 ,
(주)인스코비,6490,Dec-15,-4.90 ,-4.39 ,
(주)인스코비,6490,Dec-16,-3.03,-1.74,
(주)인스코비,6490,Dec-17,-18.89 ,-1.45 ,
(주)인스코비,6490,Dec-18,1.93 ,4.37 ,
(주)인스코비,6490,Dec-19,2.82 ,2.47 ,
(주)인지디스플레이,37330,Dec-11,25.17 ,17.61 ,
(주)인지디스플레이,37330,Dec-12,2.62 ,12.60 ,
(주)인지디스플레이,37330,Dec-13,-22.87 ,999999999.00 ,
(주)인지디스플레이,37330,Dec-14,2.14 ,999999999.00 ,
(주)인지디스플레이,37330,Dec-15,7.82 ,999999999.00 ,
(주)인지디스플레이,37330,Dec-16,4.86 ,8.68 ,
(주)인지디스플레이,37330,Dec-17,8.47 ,2.25 ,
(주)인지디스플레이,37330,Dec-18,13.10 ,12.09 ,
(주)인지디스플레이,37330,Dec-19,0.85,6.81,
(주)인콘,83640,Dec-11,55.35 ,15.12 ,
(주)인콘,83640,Dec-12,37.65 ,12.53 ,
(주)인콘,83640,Dec-13,16.68 ,16.68 ,
(주)인콘,83640,Dec-14,7.89 ,,
(주)인콘,83640,Dec-15,1336.25 ,1310.78 ,
(주)인콘,83640,Dec-16,-2315.42 ,-2519.39 ,
(주)인콘,83640,Dec-17,10.35,9.95,
(주)인콘,83640,Dec-18,-0.77,-0.99,
(주)인콘,83640,Dec-19,-0.6,-0.87,
(주)인터로조,119610,Dec-11,999999999.00 ,,
(주)인터로조,119610,Dec-12,47.68 ,,
(주)인터로조,119610,Dec-13,31.00 ,,
(주)인터로조,119610,Dec-14,28.02,,
(주)인터로조,119610,Dec-15,60.58,,
(주)인터로조,119610,Dec-16,157.04,154.19,
(주)인터로조,119610,Dec-17,344.49 ,340.27 ,
(주)인터로조,119610,Dec-18,208.31,205.66,
(주)인터로조,119610,Dec-19,27.49 ,26.92 ,
(주)인터엠,17250,Sep-11,1.85 ,1.49 ,
(주)인터엠,17250,Sep-12,1.97 ,1.73 ,
(주)인터엠,17250,Sep-13,2.20 ,2.45 ,
(주)인터엠,17250,Sep-14,4.97 ,4.86 ,
(주)인터엠,17250,Sep-15,1.91 ,1.91 ,
(주)인터엠,17250,Sep-16,3.88 ,3.95 ,
(주)인터엠,17250,Sep-17,4.07,4.1,
(주)인터엠,17250,Sep-18,4.78 ,4.28 ,
(주)인터엠,17250,Sep-19,-4.18 ,-4.10 ,
(주)인터플렉스,51370,Dec-11,9.73 ,,
(주)인터플렉스,51370,Dec-12,8.66 ,,
(주)인터플렉스,51370,Dec-13,0.01,,
(주)인터플렉스,51370,Dec-14,-21.86 ,,
(주)인터플렉스,51370,Dec-15,-27.69 ,-23.42 ,
(주)인터플렉스,51370,Dec-16,-17.35 ,-13.68 ,
(주)인터플렉스,51370,Dec-17,9.57 ,19.02 ,
(주)인터플렉스,51370,Dec-18,-43.61 ,-29.90 ,
(주)인터플렉스,51370,Dec-19,-13.51 ,-10.24 ,
(주)인텍플러스,64290,Dec-11,16.83 ,,
(주)인텍플러스,64290,Dec-12,6.55 ,,
(주)인텍플러스,64290,Dec-13,-8.37 ,,
(주)인텍플러스,64290,Dec-14,-5.46 ,,
(주)인텍플러스,64290,Dec-15,0.96,,
(주)인텍플러스,64290,Dec-16,-15.21 ,,
(주)인텍플러스,64290,Dec-17,2.20 ,0.12 ,
(주)인텍플러스,64290,Dec-18,-31.66 ,-34.00 ,
(주)인텍플러스,64290,Dec-19,15.41 ,15.61 ,
(주)인텔리안테크놀로지스,189300,Dec-16,18.25 ,18.00 ,
(주)인텔리안테크놀로지스,189300,Dec-17,22.96 ,19.97 ,
(주)인텔리안테크놀로지스,189300,Dec-18,9.95 ,12.29 ,
(주)인텔리안테크놀로지스,189300,Dec-19,1.76 ,6.27 ,
(주)인트로메딕,150840,Dec-13,23.10 ,22.79 ,
(주)인트로메딕,150840,Dec-14,91.75 ,70.59 ,
(주)인트로메딕,150840,Dec-15,-11.89 ,-13.03 ,
(주)인트로메딕,150840,Dec-16,-3.34 ,-4.46 ,
(주)인트로메딕,150840,Dec-17,-0.9,,
(주)인트로메딕,150840,Dec-18,-1.61 ,-1.61 ,
(주)인트로메딕,150840,Dec-19,-1.82 ,-2.29 ,
(주)인트론바이오테크놀로지,48530,Dec-11,0.65,,
(주)인트론바이오테크놀로지,48530,Dec-12,-2.03,,
(주)인트론바이오테크놀로지,48530,Dec-13,0.23,,
(주)인트론바이오테크놀로지,48530,Dec-14,1.65 ,,
(주)인트론바이오테크놀로지,48530,Dec-15,4.55 ,,
(주)인트론바이오테크놀로지,48530,Dec-16,-12.23 ,-12.49 ,
(주)인트론바이오테크놀로지,48530,Dec-17,-28.00 ,-28.70 ,
(주)인트론바이오테크놀로지,48530,Dec-18,34.27 ,33.84 ,
(주)인트론바이오테크놀로지,48530,Dec-19,-4.34 ,-4.56 ,
(주)인팩,23810,Dec-11,13.78 ,22.10 ,
(주)인팩,23810,Dec-12,0.36,9.92,
(주)인팩,23810,Dec-13,8.45 ,19.08 ,
(주)인팩,23810,Dec-14,12.40 ,30.11 ,
(주)인팩,23810,Dec-15,6.59 ,25.61 ,
(주)인팩,23810,Dec-16,14.61 ,29.60 ,
(주)인팩,23810,Dec-17,1.71 ,-2.75 ,
(주)인팩,23810,Dec-18,-9.58 ,1.43 ,
(주)인팩,23810,Dec-19,-11.02,-0.16,
(주)인포마크,175140,Dec-15,-1.55 ,,
(주)인포마크,175140,Dec-16,5.22 ,,
(주)인포마크,175140,Dec-17,-7.42 ,-8.19 ,
(주)인포마크,175140,Dec-18,0.63,-0.57,
(주)인포마크,175140,Dec-19,-7.04,-7.23,
(주)인포바인,115310,Dec-11,999999999.00 ,,
(주)인포바인,115310,Dec-12,999999999.00 ,,
(주)인포바인,115310,Dec-13,48.92 ,,
(주)인포바인,115310,Dec-14,19.62 ,19.27 ,
(주)인포바인,115310,Dec-15,153.97 ,137.13 ,
(주)인포바인,115310,Dec-16,999999999.00 ,1941.03 ,
(주)인포바인,115310,Dec-17,999999999.00 ,2199.94 ,
(주)인포바인,115310,Dec-18,999999999.00 ,36434.33 ,
(주)인포바인,115310,Dec-19,1069.63,372.71,
(주)인피니트헬스케어,71200,Dec-11,2.39 ,-1.85 ,
(주)인피니트헬스케어,71200,Dec-12,-3.15 ,-5.34 ,
(주)인피니트헬스케어,71200,Dec-13,8.31 ,4.86 ,
(주)인피니트헬스케어,71200,Dec-14,10.13,9.67,
(주)인피니트헬스케어,71200,Dec-15,26.52 ,16.34 ,
(주)인피니트헬스케어,71200,Dec-16,61.04,28.75,
(주)인피니트헬스케어,71200,Dec-17,65.23 ,26.92 ,
(주)인피니트헬스케어,71200,Dec-18,33.21 ,23.37 ,
(주)인피니트헬스케어,71200,Dec-19,5556.42 ,49.00 ,
(주)일승,333430,Dec-19,,,
(주)일신바이오베이스,68330,Dec-11,8.62 ,,
(주)일신바이오베이스,68330,Dec-12,13.64 ,,
(주)일신바이오베이스,68330,Dec-13,13.11 ,12.87 ,
(주)일신바이오베이스,68330,Dec-14,75.74 ,74.93 ,
(주)일신바이오베이스,68330,Dec-15,127.30 ,123.40 ,
(주)일신바이오베이스,68330,Dec-16,698.31 ,697.78 ,
(주)일신바이오베이스,68330,Dec-17,999999999.00 ,999999999.00 ,
(주)일신바이오베이스,68330,Dec-18,999999999.00 ,999999999.00 ,
(주)일신바이오베이스,68330,Dec-19,999999999.00 ,999999999.00 ,
(주)일신석재,7110,Dec-11,3.04,,
(주)일신석재,7110,Dec-12,2.90 ,,
(주)일신석재,7110,Dec-13,2.61 ,,
(주)일신석재,7110,Dec-14,0.17,,
(주)일신석재,7110,Dec-15,-5.83 ,,
(주)일신석재,7110,Dec-16,-6.60 ,,
(주)일신석재,7110,Dec-17,2.35 ,,
(주)일신석재,7110,Dec-18,3.24 ,,
(주)일신석재,7110,Dec-19,3.88 ,,
(주)일야,58450,Dec-11,-65.25 ,-57.51 ,
(주)일야,58450,Dec-12,-16.66 ,-17.29 ,
(주)일야,58450,Dec-13,3.44 ,,
(주)일야,58450,Dec-14,12.69 ,,
(주)일야,58450,Dec-15,21.30 ,,
(주)일야,58450,Dec-16,34.60 ,,
(주)일야,58450,Dec-17,-29.01,,
(주)일야,58450,Dec-18,-16.53 ,,
(주)일야,58450,Dec-19,-9.40 ,-5.80 ,
(주)일지테크,19540,Dec-11,6.65 ,6.18 ,
(주)일지테크,19540,Dec-12,12.65 ,2.24 ,
(주)일지테크,19540,Dec-13,12.04,2.77,
(주)일지테크,19540,Dec-14,9.24 ,6.88 ,
(주)일지테크,19540,Dec-15,-4.52 ,3.63 ,
(주)일지테크,19540,Dec-16,-0.32,4.99,
(주)일지테크,19540,Dec-17,0.34,0.15,
(주)일지테크,19540,Dec-18,6.02,0.27,
(주)일지테크,19540,Dec-19,2.90 ,-2.46 ,
(주)일진파워,94820,Dec-11,14.02,,
(주)일진파워,94820,Dec-12,1.93 ,,
(주)일진파워,94820,Dec-13,6.12 ,,
(주)일진파워,94820,Dec-14,25.06,8.71,
(주)일진파워,94820,Dec-15,79.71 ,15.97 ,
(주)일진파워,94820,Dec-16,429.83 ,18.27 ,
(주)일진파워,94820,Dec-17,5403.82,63.46,
(주)일진파워,94820,Dec-18,4321.72 ,467.98 ,
(주)일진파워,94820,Dec-19,470.81,217.6,
(주)잇츠한불,226320,Dec-15,999999999.00 ,999999999.00 ,
(주)잇츠한불,226320,Dec-16,999999999.00 ,999999999.00 ,
(주)잇츠한불,226320,Dec-17,18.51 ,44.04 ,
(주)잇츠한불,226320,Dec-18,999999999.00 ,999999999.00 ,
(주)잇츠한불,226320,Dec-19,-13.59 ,10.28 ,
(주)잉크테크,49550,Dec-11,-3.64 ,-3.46 ,
(주)잉크테크,49550,Dec-12,1.71 ,1.78 ,
(주)잉크테크,49550,Dec-13,0.71,0.89,
(주)잉크테크,49550,Dec-14,-1.92 ,-1.87 ,
(주)잉크테크,49550,Dec-15,-1.61 ,-1.57 ,
(주)잉크테크,49550,Dec-16,0.07,-0.02,
(주)잉크테크,49550,Dec-17,-2.53 ,-2.60 ,
(주)잉크테크,49550,Dec-18,-0.26,-0.58,
(주)잉크테크,49550,Dec-19,-0.82,-0.65,
(주)자비스,254120,Dec-16,,,
(주)자비스,254120,Dec-17,,,
(주)자비스,254120,Dec-18,,,
(주)자비스,254120,Dec-19,-0.86,-1.08,
(주)자연과환경,43910,Dec-11,-7.94 ,-7.76 ,
(주)자연과환경,43910,Dec-12,-3.51 ,-4.16 ,
(주)자연과환경,43910,Dec-13,-2.09,-2.13,
(주)자연과환경,43910,Dec-14,2.97 ,1.07 ,
(주)자연과환경,43910,Dec-15,1.19 ,0.76 ,
(주)자연과환경,43910,Dec-16,-9.73 ,-13.84 ,
(주)자연과환경,43910,Dec-17,-14.60 ,-8.54 ,
(주)자연과환경,43910,Dec-18,2.60 ,1.13 ,
(주)자연과환경,43910,Dec-19,2.88 ,1.54 ,
(주)장원테크,174880,Dec-16,-70.79,6.24,
(주)장원테크,174880,Dec-17,-351.53 ,3.55 ,
(주)장원테크,174880,Dec-18,164072.98,15.93,
(주)장원테크,174880,Dec-19,-2.65 ,-1.99 ,
(주)정다운,208140,Dec-14,,,
(주)정다운,208140,Dec-15,,,
(주)정다운,208140,Dec-16,2.89 ,3.57 ,
(주)정다운,208140,Dec-17,16.77 ,15.48 ,
(주)정다운,208140,Dec-18,12.03,9.52,
(주)정다운,208140,Dec-19,3.57 ,1.56 ,
(주)정상제이엘에스,40420,Dec-11,2912611.73 ,2926796.21 ,
(주)정상제이엘에스,40420,Dec-12,12321776.19 ,14688.67 ,
(주)정상제이엘에스,40420,Dec-13,999999999.00 ,999999999.00 ,
(주)정상제이엘에스,40420,Dec-14,999999999.00 ,999999999.00 ,
(주)정상제이엘에스,40420,Dec-15,999999999.00 ,999999999.00 ,
(주)정상제이엘에스,40420,Dec-16,64.06,64.62,
(주)정상제이엘에스,40420,Dec-17,51.33 ,54.17 ,
(주)정상제이엘에스,40420,Dec-18,53.84 ,53.70 ,
(주)정상제이엘에스,40420,Dec-19,27.80 ,28.38 ,
(주)정원엔시스,45510,Dec-11,0.29,,
(주)정원엔시스,45510,Dec-12,1.02,,
(주)정원엔시스,45510,Dec-13,2.35 ,,
(주)정원엔시스,45510,Dec-14,5.23 ,,
(주)정원엔시스,45510,Dec-15,7.14 ,6.30 ,
(주)정원엔시스,45510,Dec-16,3.47 ,3.96 ,
(주)정원엔시스,45510,Dec-17,5.41 ,5.22 ,
(주)정원엔시스,45510,Dec-18,11.23 ,7.29 ,
(주)정원엔시스,45510,Dec-19,8.19 ,4.76 ,
(주)제넥신,95700,Dec-11,-27.59 ,-28.26 ,
(주)제넥신,95700,Dec-12,-3.54 ,-3.54 ,
(주)제넥신,95700,Dec-13,-3.62 ,,
(주)제넥신,95700,Dec-14,-5.05,,
(주)제넥신,95700,Dec-15,3.74 ,,
(주)제넥신,95700,Dec-16,-31.69 ,,
(주)제넥신,95700,Dec-17,-24.27 ,,
(주)제넥신,95700,Dec-18,-14.27 ,,
(주)제넥신,95700,Dec-19,-9.71 ,,
(주)제넨바이오,72520,Dec-11,1.97 ,2.09 ,
(주)제넨바이오,72520,Dec-12,3.25 ,2.87 ,
(주)제넨바이오,72520,Dec-13,-3.12 ,-2.00 ,
(주)제넨바이오,72520,Dec-14,-27.36 ,-19.09 ,
(주)제넨바이오,72520,Dec-15,-14.12 ,-8.24 ,
(주)제넨바이오,72520,Dec-16,-3.47 ,-3.11 ,
(주)제넨바이오,72520,Dec-17,0.43,1.03,
(주)제넨바이오,72520,Dec-18,-0.95,-0.94,
(주)제넨바이오,72520,Dec-19,-3.39 ,-4.43 ,
(주)제노레이,122310,Dec-18,29.72 ,31.84 ,
(주)제노레이,122310,Dec-19,58.52 ,60.31 ,
(주)제노포커스,187420,Dec-15,32.43 ,59.32 ,
(주)제노포커스,187420,Dec-16,999999999.00 ,999999999.00 ,
(주)제노포커스,187420,Dec-17,999999999.00 ,11.55 ,
(주)제노포커스,187420,Dec-18,999999999.00 ,-29.40 ,
(주)제노포커스,187420,Dec-19,-27.02,-11.55,
(주)제닉,123330,Dec-11,87.76 ,,
(주)제닉,123330,Dec-12,536.93 ,420.56 ,
(주)제닉,123330,Dec-13,739.98 ,86.72 ,
(주)제닉,123330,Dec-14,43.35 ,32.61 ,
(주)제닉,123330,Dec-15,14.83 ,12.22 ,
(주)제닉,123330,Dec-16,23.04,11.71,
(주)제닉,123330,Dec-17,-4.69 ,-6.31 ,
(주)제닉,123330,Dec-18,-42.27 ,-11.16 ,
(주)제닉,123330,Dec-19,-4.67 ,-3.87 ,
(주)제로투세븐,159580,Dec-13,6.55 ,15.88 ,
(주)제로투세븐,159580,Dec-14,-421.41 ,-13.49 ,
(주)제로투세븐,159580,Dec-15,-9.38 ,-1.74 ,
(주)제로투세븐,159580,Dec-16,-20.42,-24.91,
(주)제로투세븐,159580,Dec-17,0.71,-3.04,
(주)제로투세븐,159580,Dec-18,-3.82 ,-5.59 ,
(주)제로투세븐,159580,Dec-19,14.33 ,12.65 ,
(주)제우스,79370,Dec-11,26.12 ,13.55 ,
(주)제우스,79370,Dec-12,3.83 ,3.23 ,
(주)제우스,79370,Dec-13,95.28 ,26.40 ,
(주)제우스,79370,Dec-14,43.08,18.76,
(주)제우스,79370,Dec-15,41.31 ,17.89 ,
(주)제우스,79370,Dec-16,39.31 ,21.42 ,
(주)제우스,79370,Dec-17,50.38,31,
(주)제우스,79370,Dec-18,35.47 ,24.49 ,
(주)제우스,79370,Dec-19,15.85 ,10.07 ,
(주)제이브이엠,54950,Dec-11,4.91 ,,
(주)제이브이엠,54950,Dec-12,4.31 ,,
(주)제이브이엠,54950,Dec-13,11.09,,
(주)제이브이엠,54950,Dec-14,14.64 ,9.95 ,
(주)제이브이엠,54950,Dec-15,20.94,10.82,
(주)제이브이엠,54950,Dec-16,39.57 ,29.43 ,
(주)제이브이엠,54950,Dec-17,67.68 ,41.47 ,
(주)제이브이엠,54950,Dec-18,143.67 ,90.86 ,
(주)제이브이엠,54950,Dec-19,174.64 ,66.94 ,
(주)제이스텍,90470,Dec-11,77.64 ,,
(주)제이스텍,90470,Dec-12,114.39 ,,
(주)제이스텍,90470,Dec-13,-107.98,,
(주)제이스텍,90470,Dec-14,61.97 ,,
(주)제이스텍,90470,Dec-15,36.79 ,,
(주)제이스텍,90470,Dec-16,35.99 ,36.06 ,
(주)제이스텍,90470,Dec-17,241.54 ,241.57 ,
(주)제이스텍,90470,Dec-18,5197.58 ,1892.54 ,
(주)제이스텍,90470,Dec-19,5.09,2.54,
(주)제이시스메디칼,287410,Dec-18,,,
(주)제이시스메디칼,287410,Dec-19,,,
(주)제이에스코퍼레이션,194370,Dec-16,35.22 ,20.39 ,
(주)제이에스코퍼레이션,194370,Dec-17,214.40 ,64.54 ,
(주)제이에스코퍼레이션,194370,Dec-18,416.72 ,27.69 ,
(주)제이에스코퍼레이션,194370,Dec-19,583.55 ,31.13 ,
(주)제이에스티나,26040,Dec-11,5.17 ,4.83 ,
(주)제이에스티나,26040,Dec-12,7.94 ,7.09 ,
(주)제이에스티나,26040,Dec-13,12.98 ,11.84 ,
(주)제이에스티나,26040,Dec-14,14.67 ,13.40 ,
(주)제이에스티나,26040,Dec-15,4.93 ,3.64 ,
(주)제이에스티나,26040,Dec-16,8.51 ,7.07 ,
(주)제이에스티나,26040,Dec-17,0.44,-0.08,
(주)제이에스티나,26040,Dec-18,-1.46 ,-1.53 ,
(주)제이에스티나,26040,Dec-19,-81.21 ,-82.26 ,
(주)제이엘케이,322510,Dec-19,-202.34,-205.29,
(주)제이와이피엔터테인먼트,35900,Jun-11,0.58,0.58,
(주)제이와이피엔터테인먼트,35900,Dec-12,-63.25 ,-60.13 ,
(주)제이와이피엔터테인먼트,35900,Dec-13,-4.10 ,-4.41 ,
(주)제이와이피엔터테인먼트,35900,Dec-14,12.49 ,15.41 ,
(주)제이와이피엔터테인먼트,35900,Dec-15,6.69 ,7.05 ,
(주)제이와이피엔터테인먼트,35900,Dec-16,999999999.00 ,999999999.00 ,
(주)제이와이피엔터테인먼트,35900,Dec-17,999999999.00 ,999999999.00 ,
(주)제이와이피엔터테인먼트,35900,Dec-18,999999999.00 ,999999999.00 ,
(주)제이와이피엔터테인먼트,35900,Dec-19,963.58 ,884.29 ,
(주)제이웨이,58420,Dec-11,-34.74 ,,
(주)제이웨이,58420,Dec-12,-16.60 ,,
(주)제이웨이,58420,Dec-13,-15.24 ,-18.05 ,
(주)제이웨이,58420,Dec-14,-34.84 ,-35.76 ,
(주)제이웨이,58420,Dec-15,999999999.00 ,999999999.00 ,
(주)제이웨이,58420,Dec-16,999999999.00 ,999999999.00 ,
(주)제이웨이,58420,Dec-17,-6070.42,-6712.29,
(주)제이웨이,58420,Dec-18,-9.74 ,-3.10 ,
(주)제이웨이,58420,Dec-19,-33.74 ,-4.13 ,
(주)제이티,89790,Dec-11,5.85 ,,
(주)제이티,89790,Dec-12,22.82 ,,
(주)제이티,89790,Dec-13,-6.34 ,,
(주)제이티,89790,Dec-14,15.55 ,12.01 ,
(주)제이티,89790,Dec-15,-5.77 ,,
(주)제이티,89790,Dec-16,-10.94,,
(주)제이티,89790,Dec-17,0.53,,
(주)제이티,89790,Dec-18,3.24 ,,
(주)제이티,89790,Dec-19,12.27 ,12.27 ,
(주)제이티씨,950170,Feb-19,130.94,74.44,
(주)제일기획,30000,Dec-11,238.54 ,306.00 ,
(주)제일기획,30000,Dec-12,337.86 ,367.50 ,
(주)제일기획,30000,Dec-13,94.27 ,143.13 ,
(주)제일기획,30000,Dec-14,115.74 ,68.83 ,
(주)제일기획,30000,Dec-15,125.78 ,43.49 ,
(주)제일기획,30000,Dec-16,191008.64,67.93,
(주)제일기획,30000,Dec-17,9874.84 ,52.74 ,
(주)제일기획,30000,Dec-18,58206.7,230.82,
(주)제일기획,30000,Dec-19,249.02,36.49,
(주)제일바이오,52670,Dec-11,75.45 ,,
(주)제일바이오,52670,Dec-12,28.93 ,,
(주)제일바이오,52670,Dec-13,3.33 ,,
(주)제일바이오,52670,Dec-14,16.29 ,,
(주)제일바이오,52670,Dec-15,19.27 ,,
(주)제일바이오,52670,Dec-16,28.88 ,,
(주)제일바이오,52670,Dec-17,76.81 ,,
(주)제일바이오,52670,Dec-18,152.88 ,,
(주)제일바이오,52670,Dec-19,440.39,,
(주)제일테크노스,38010,Dec-11,1.95 ,2.57 ,
(주)제일테크노스,38010,Dec-12,1.82 ,2.48 ,
(주)제일테크노스,38010,Dec-13,1.28 ,1.65 ,
(주)제일테크노스,38010,Dec-14,3.43 ,4.19 ,
(주)제일테크노스,38010,Dec-15,2.95 ,3.60 ,
(주)제일테크노스,38010,Dec-16,2.23 ,2.73 ,
(주)제일테크노스,38010,Dec-17,3.66 ,3.66 ,
(주)제일테크노스,38010,Dec-18,5.26 ,5.70 ,
(주)제일테크노스,38010,Dec-19,3.46 ,3.54 ,
(주)제주반도체,80220,Dec-11,465.15 ,433.55 ,
(주)제주반도체,80220,Dec-12,-87.45 ,-95.34 ,
(주)제주반도체,80220,Dec-13,-43.53 ,-44.31 ,
(주)제주반도체,80220,Dec-14,-30.98,-28.65,
(주)제주반도체,80220,Dec-15,2.65 ,1.34 ,
(주)제주반도체,80220,Dec-16,3.33 ,0.22 ,
(주)제주반도체,80220,Dec-17,10.25,3.59,
(주)제주반도체,80220,Dec-18,8.20 ,3.62 ,
(주)제주반도체,80220,Dec-19,2.04,1.15,
(주)제주항공,89590,Dec-15,734.31 ,,
(주)제주항공,89590,Dec-16,141.01,140.42,
(주)제주항공,89590,Dec-17,224.04,223.53,
(주)제주항공,89590,Dec-18,68.52 ,67.80 ,
(주)제주항공,89590,Dec-19,-1.35 ,-1.27 ,
(주)제테마,216080,Dec-19,999999999.00 ,,
(주)젬백스&카엘,82270,Dec-11,-1.12 ,999999999.00 ,
(주)젬백스&카엘,82270,Dec-12,1.18 ,999999999.00 ,
(주)젬백스&카엘,82270,Dec-13,0.15,-1.55,
(주)젬백스&카엘,82270,Dec-14,-0.02,-1.3,
(주)젬백스&카엘,82270,Dec-15,1.91 ,-0.67 ,
(주)젬백스&카엘,82270,Dec-16,-3.77 ,-2.92 ,
(주)젬백스&카엘,82270,Dec-17,0.26,-0.27,
(주)젬백스&카엘,82270,Dec-18,-0.17,-0.1,
(주)젬백스&카엘,82270,Dec-19,-1.18 ,-1.77 ,
(주)젬백스링크,64800,Dec-11,5.50 ,16.62 ,
(주)젬백스링크,64800,Dec-12,-18.98 ,-35.31 ,
(주)젬백스링크,64800,Dec-13,6.32 ,-55.99 ,
(주)젬백스링크,64800,Dec-14,75.22 ,2.64 ,
(주)젬백스링크,64800,Dec-15,-15.97 ,,
(주)젬백스링크,64800,Dec-16,-1.21 ,-2.26 ,
(주)젬백스링크,64800,Dec-17,0.39,2.92,
(주)젬백스링크,64800,Dec-18,0.43,-0.03,
(주)젬백스링크,64800,Dec-19,2.45 ,2.34 ,
(주)조비,1550,Dec-11,-2.70 ,,
(주)조비,1550,Dec-12,-0.69,,
(주)조비,1550,Dec-13,1.43 ,,
(주)조비,1550,Dec-14,0.44,,
(주)조비,1550,Dec-15,2.04,,
