회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),
(주)나이스홀딩스,34310,Dec-18,15.21 ,9.62 ,
(주)나이스홀딩스,34310,Dec-19,14.36 ,8.47 ,
(주)나인테크,267320,Dec-17,-88.77 ,,
(주)나인테크,267320,Dec-18,599.55 ,,
(주)나인테크,267320,Dec-19,23.02 ,,
(주)남선알미늄,8350,Dec-11,0.85,0.85,
(주)남선알미늄,8350,Dec-12,-0.73,,
(주)남선알미늄,8350,Dec-13,3.16 ,,
(주)남선알미늄,8350,Dec-14,4.69 ,,
(주)남선알미늄,8350,Dec-15,7.95 ,,
(주)남선알미늄,8350,Dec-16,12.45 ,,
(주)남선알미늄,8350,Dec-17,8.89 ,,
(주)남선알미늄,8350,Dec-18,5.28 ,5.19 ,
(주)남선알미늄,8350,Dec-19,8.58 ,7.90 ,
(주)남성,4270,Dec-11,1.37 ,-0.06 ,
(주)남성,4270,Dec-12,0.96,-0.01,
(주)남성,4270,Dec-13,0.96,0.39,
(주)남성,4270,Dec-14,1.35 ,0.41 ,
(주)남성,4270,Dec-15,1.29 ,0.65 ,
(주)남성,4270,Dec-16,1.25 ,1.01 ,
(주)남성,4270,Dec-17,1.90 ,1.79 ,
(주)남성,4270,Dec-18,1.15 ,0.23 ,
(주)남성,4270,Dec-19,2.00 ,0.13 ,
(주)내츄럴엔도텍,168330,Dec-13,675.61 ,,
(주)내츄럴엔도텍,168330,Dec-14,4036.59,,
(주)내츄럴엔도텍,168330,Dec-15,-784.12 ,-805.99 ,
(주)내츄럴엔도텍,168330,Dec-16,-34.43 ,-34.59 ,
(주)내츄럴엔도텍,168330,Dec-17,-1.94 ,-1.96 ,
(주)내츄럴엔도텍,168330,Dec-18,-4.35 ,-6.10 ,
(주)내츄럴엔도텍,168330,Dec-19,-3.35 ,-4.35 ,
(주)네오리진,94860,Dec-11,1.82 ,1.61 ,
(주)네오리진,94860,Dec-12,1.27 ,,
(주)네오리진,94860,Dec-13,-2.65 ,,
(주)네오리진,94860,Dec-14,-8.50 ,,
(주)네오리진,94860,Dec-15,-19.24 ,,
(주)네오리진,94860,Dec-16,9.47 ,,
(주)네오리진,94860,Dec-17,3.26 ,2.48 ,
(주)네오리진,94860,Dec-18,-12.63 ,,
(주)네오리진,94860,Dec-19,3.22 ,,
(주)네오셈,253590,Dec-18,,,
(주)네오셈,253590,Dec-19,-8.33 ,-7.64 ,
(주)네오오토,212560,Dec-15,9.39 ,,
(주)네오오토,212560,Dec-16,10.05,,
(주)네오오토,212560,Dec-17,1.70 ,,
(주)네오오토,212560,Dec-18,2.49 ,,
(주)네오오토,212560,Dec-19,0.84,,
(주)네오위즈,95660,Dec-11,17.67 ,16.86 ,
(주)네오위즈,95660,Dec-12,14.78 ,12.72 ,
(주)네오위즈,95660,Dec-13,11.24 ,10.30 ,
(주)네오위즈,95660,Dec-14,6.75 ,5.00 ,
(주)네오위즈,95660,Dec-15,7.22 ,4.15 ,
(주)네오위즈,95660,Dec-16,28.85 ,31.06 ,
(주)네오위즈,95660,Dec-17,602.06,81.79,
(주)네오위즈,95660,Dec-18,329.40 ,590.79 ,
(주)네오위즈,95660,Dec-19,468.70 ,296.81 ,
(주)네오위즈홀딩스,42420,Dec-11,20.71,29.73,
(주)네오위즈홀딩스,42420,Dec-12,16.61 ,20.90 ,
(주)네오위즈홀딩스,42420,Dec-13,0.65,17.47,
(주)네오위즈홀딩스,42420,Dec-14,X,17.44 ,
(주)네오위즈홀딩스,42420,Dec-15,X,196.79 ,
(주)네오위즈홀딩스,42420,Dec-16,X,452.43 ,
(주)네오위즈홀딩스,42420,Dec-17,X,58.57 ,
(주)네오위즈홀딩스,42420,Dec-18,X,248.60 ,
(주)네오위즈홀딩스,42420,Dec-19,17.48 ,268.11 ,
(주)네오크레마,311390,Dec-19,4.09,3.38,
(주)네오티스,85910,Dec-11,61.44 ,,
(주)네오티스,85910,Dec-12,33.52 ,,
(주)네오티스,85910,Dec-13,8.27 ,7.82 ,
(주)네오티스,85910,Dec-14,6.40 ,6.55 ,
(주)네오티스,85910,Dec-15,3.97 ,4.06 ,
(주)네오티스,85910,Dec-16,5.06,5.32,
(주)네오티스,85910,Dec-17,6.29 ,7.31 ,
(주)네오티스,85910,Dec-18,5.52 ,6.77 ,
(주)네오티스,85910,Dec-19,3.85 ,4.37 ,
(주)네오팜,92730,Dec-11,37.77 ,,
(주)네오팜,92730,Dec-12,28.19 ,,
(주)네오팜,92730,Dec-13,188.23 ,,
(주)네오팜,92730,Dec-14,629.34 ,,
(주)네오팜,92730,Dec-15,8584.92 ,,
(주)네오팜,92730,Dec-16,X,X,
(주)네오팜,92730,Dec-17,X,X,
(주)네오팜,92730,Dec-18,9417.41 ,9212.39 ,
(주)네오팜,92730,Dec-19,1359.89 ,1337.32 ,
(주)네오펙트,290660,Dec-18,-2.25 ,-5.77 ,
(주)네오펙트,290660,Dec-19,-6.41 ,-15.37 ,
(주)네온테크,306620,Dec-18,,,
(주)네온테크,306620,Dec-19,,,
(주)네이블커뮤니케이션즈,153460,Dec-12,71.34 ,,
(주)네이블커뮤니케이션즈,153460,Dec-13,4.62 ,,
(주)네이블커뮤니케이션즈,153460,Dec-14,531.07,126.65,
(주)네이블커뮤니케이션즈,153460,Dec-15,X,,
(주)네이블커뮤니케이션즈,153460,Dec-16,X,,
(주)네이블커뮤니케이션즈,153460,Dec-17,X,,
(주)네이블커뮤니케이션즈,153460,Dec-18,X,,
(주)네이블커뮤니케이션즈,153460,Dec-19,-454.29 ,,
(주)네이처셀,7390,Dec-11,-1.42 ,,
(주)네이처셀,7390,Dec-12,-0.67,,
(주)네이처셀,7390,Dec-13,1.54 ,,
(주)네이처셀,7390,Dec-14,-2.98 ,,
(주)네이처셀,7390,Dec-15,-2.61 ,,
(주)네이처셀,7390,Dec-16,-7.91 ,,
(주)네이처셀,7390,Dec-17,-0.81,,
(주)네이처셀,7390,Dec-18,7.80 ,,
(주)네이처셀,7390,Dec-19,8.30 ,,
(주)네패스,33640,Dec-11,7.47 ,3.47 ,
(주)네패스,33640,Dec-12,9.08,7.99,
(주)네패스,33640,Dec-13,3.66 ,-0.10 ,
(주)네패스,33640,Dec-14,1.18 ,0.66 ,
(주)네패스,33640,Dec-15,4.96 ,0.42 ,
(주)네패스,33640,Dec-16,3.85 ,1.36 ,
(주)네패스,33640,Dec-17,5.59 ,3.32 ,
(주)네패스,33640,Dec-18,6.86 ,4.79 ,
(주)네패스,33640,Dec-19,20.12,11.65,
(주)넥센,5720,Dec-11,2.82 ,3.15 ,
(주)넥센,5720,Dec-12,3.76 ,5.24 ,
(주)넥센,5720,Dec-13,9.65 ,26.31 ,
(주)넥센,5720,Dec-14,12.44 ,32.06 ,
(주)넥센,5720,Dec-15,15.85 ,39.55 ,
(주)넥센,5720,Dec-16,23.92 ,80.13 ,
(주)넥센,5720,Dec-17,29.73 ,75.08 ,
(주)넥센,5720,Dec-18,21.64 ,12.87 ,
(주)넥센,5720,Dec-19,24.71 ,10.21 ,
(주)넥스턴바이오사이언스,89140,Dec-11,40.44,,
(주)넥스턴바이오사이언스,89140,Dec-12,158.14 ,,
(주)넥스턴바이오사이언스,89140,Dec-13,284.57 ,,
(주)넥스턴바이오사이언스,89140,Dec-14,2169.07,,
(주)넥스턴바이오사이언스,89140,Dec-15,7799.11 ,,
(주)넥스턴바이오사이언스,89140,Dec-16,97436.72 ,,
(주)넥스턴바이오사이언스,89140,Dec-17,1532.55 ,,
(주)넥스턴바이오사이언스,89140,Dec-18,-624.03 ,,
(주)넥스턴바이오사이언스,89140,Dec-19,2394.07,,
(주)넥스트아이,137940,Dec-11,17771.19 ,,
(주)넥스트아이,137940,Dec-12,X,4655.90 ,
(주)넥스트아이,137940,Dec-13,X,X,
(주)넥스트아이,137940,Dec-14,107.56,102.65,
(주)넥스트아이,137940,Dec-15,70.1,100.62,
(주)넥스트아이,137940,Dec-16,1.14 ,6.38 ,
(주)넥스트아이,137940,Dec-17,-0.76,0.84,
(주)넥스트아이,137940,Dec-18,1.25 ,5.06 ,
(주)넥스트아이,137940,Dec-19,-4.76 ,3.95 ,
(주)넥스트엔터테인먼트월드,160550,Dec-14,12.47 ,13.68 ,
(주)넥스트엔터테인먼트월드,160550,Dec-15,-1.46 ,-5.50 ,
(주)넥스트엔터테인먼트월드,160550,Dec-16,19.82 ,14.66 ,
(주)넥스트엔터테인먼트월드,160550,Dec-17,-8.17 ,-6.92 ,
(주)넥스트엔터테인먼트월드,160550,Dec-18,-6.22 ,-6.46 ,
(주)넥스트엔터테인먼트월드,160550,Dec-19,-1.09,-3.05,
(주)넥슨게임즈,225570,Dec-15,12.43 ,,
(주)넥슨게임즈,225570,Dec-16,-2.22 ,,
(주)넥슨게임즈,225570,Dec-17,-62.24 ,,
(주)넥슨게임즈,225570,Dec-18,-236.72 ,,
(주)넥슨게임즈,225570,Dec-19,-30.19,,
(주)넵튠,217270,Dec-15,-3.35 ,,
(주)넵튠,217270,Dec-16,-30.44,-58.73,
(주)넵튠,217270,Dec-17,-52.89 ,-51.27 ,
(주)넵튠,217270,Dec-18,-66.34 ,-48.70 ,
(주)넵튠,217270,Dec-19,13.33 ,-24.07 ,
(주)노랑풍선,104620,Dec-19,-4.02,-4.42,
(주)노루페인트,90350,Dec-11,1.95 ,2.17 ,
(주)노루페인트,90350,Dec-12,2.04,2.38,
(주)노루페인트,90350,Dec-13,2.43 ,2.93 ,
(주)노루페인트,90350,Dec-14,3.28 ,3.84 ,
(주)노루페인트,90350,Dec-15,4.43 ,5.30 ,
(주)노루페인트,90350,Dec-16,4.49 ,5.74 ,
(주)노루페인트,90350,Dec-17,5.33 ,5.49 ,
(주)노루페인트,90350,Dec-18,4.35 ,4.57 ,
(주)노루페인트,90350,Dec-19,6.40 ,6.28 ,
(주)노루홀딩스,320,Dec-11,2.19 ,1.05 ,
(주)노루홀딩스,320,Dec-12,2.23 ,1.20 ,
(주)노루홀딩스,320,Dec-13,7.60 ,1.81 ,
(주)노루홀딩스,320,Dec-14,6.57 ,2.91 ,
(주)노루홀딩스,320,Dec-15,6.17 ,2.92 ,
(주)노루홀딩스,320,Dec-16,38.33 ,2.69 ,
(주)노루홀딩스,320,Dec-17,15.64 ,2.41 ,
(주)노루홀딩스,320,Dec-18,10.33,1.43,
(주)노루홀딩스,320,Dec-19,9.37 ,3.36 ,
(주)노바렉스,194700,Dec-18,X,X,
(주)노바렉스,194700,Dec-19,422.07,389.16,
(주)노바텍,285490,Dec-18,X,X,
(주)노바텍,285490,Dec-19,1312.88 ,665.98 ,
(주)노블엠앤비,106520,Dec-12,13.46 ,11.20 ,
(주)노블엠앤비,106520,Dec-13,19.14 ,17.99 ,
(주)노블엠앤비,106520,Dec-14,1.27 ,1.30 ,
(주)노블엠앤비,106520,Dec-15,-4.16 ,-4.20 ,
(주)노블엠앤비,106520,Dec-16,-6.84 ,-6.13 ,
(주)노블엠앤비,106520,Dec-17,-4.65 ,-4.91 ,
(주)노블엠앤비,106520,Dec-18,-3.42 ,-3.67 ,
(주)노블엠앤비,106520,Dec-19,1.22 ,-0.29 ,
(주)노터스,278650,Dec-19,9.12 ,10.34 ,
(주)녹십자,6280,Dec-11,27.51 ,26.01 ,
(주)녹십자,6280,Dec-12,59.50 ,34.94 ,
(주)녹십자,6280,Dec-13,83.21 ,44.02 ,
(주)녹십자,6280,Dec-14,21.92 ,20.91 ,
(주)녹십자,6280,Dec-15,20.49,18.28,
(주)녹십자,6280,Dec-16,14.97 ,14.57 ,
(주)녹십자,6280,Dec-17,14.02,14.32,
(주)녹십자,6280,Dec-18,7.08,6.59,
(주)녹십자,6280,Dec-19,4.96 ,4.19 ,
(주)녹십자엠에스,142280,Dec-14,9.68 ,,
(주)녹십자엠에스,142280,Dec-15,3.46 ,2.64 ,
(주)녹십자엠에스,142280,Dec-16,-2.22 ,-3.50 ,
(주)녹십자엠에스,142280,Dec-17,1.44 ,0.26 ,
(주)녹십자엠에스,142280,Dec-18,-5.39 ,-6.18 ,
(주)녹십자엠에스,142280,Dec-19,-4.98 ,-5.10 ,
(주)녹십자웰빙,234690,Dec-19,116.86 ,,
(주)녹십자홀딩스,5250,Dec-11,1.35 ,6.70 ,
(주)녹십자홀딩스,5250,Dec-12,3.74 ,11.58 ,
(주)녹십자홀딩스,5250,Dec-13,5.10 ,14.14 ,
(주)녹십자홀딩스,5250,Dec-14,4.78 ,12.54 ,
(주)녹십자홀딩스,5250,Dec-15,4.92 ,11.36 ,
(주)녹십자홀딩스,5250,Dec-16,6.00 ,8.82 ,
(주)녹십자홀딩스,5250,Dec-17,6.16 ,8.10 ,
(주)녹십자홀딩스,5250,Dec-18,4.47 ,2.81 ,
(주)녹십자홀딩스,5250,Dec-19,3.59 ,1.65 ,
(주)녹원씨엔아이,65560,Dec-11,2.19 ,2.99 ,
(주)녹원씨엔아이,65560,Dec-12,-12.85 ,-4.75 ,
(주)녹원씨엔아이,65560,Dec-13,-9.86 ,-10.45 ,
(주)녹원씨엔아이,65560,Dec-14,-5.00 ,-6.50 ,
(주)녹원씨엔아이,65560,Dec-15,1.94 ,1.06 ,
(주)녹원씨엔아이,65560,Dec-16,-3.23 ,-3.27 ,
(주)녹원씨엔아이,65560,Dec-17,-1.09,2.53,
(주)녹원씨엔아이,65560,Dec-18,2.26 ,2.98 ,
(주)녹원씨엔아이,65560,Dec-19,3.02,2.87,
(주)농심,4370,Dec-11,41.91 ,34.68 ,
(주)농심,4370,Dec-12,33.14 ,26.75 ,
(주)농심,4370,Dec-13,44.75 ,35.30 ,
(주)농심,4370,Dec-14,47.65 ,37.19 ,
(주)농심,4370,Dec-15,75.03,61.58,
(주)농심,4370,Dec-16,44.21 ,26.87 ,
(주)농심,4370,Dec-17,73.91 ,33.49 ,
(주)농심,4370,Dec-18,55.00 ,24.29 ,
(주)농심,4370,Dec-19,15.14 ,13.82 ,
(주)농심홀딩스,72710,Dec-11,5.26 ,10.47 ,
(주)농심홀딩스,72710,Dec-12,6.79 ,4.41 ,
(주)농심홀딩스,72710,Dec-13,7.26 ,13.92 ,
(주)농심홀딩스,72710,Dec-14,9.94 ,7.37 ,
(주)농심홀딩스,72710,Dec-15,9.80 ,14.63 ,
(주)농심홀딩스,72710,Dec-16,11.32 ,23.61 ,
(주)농심홀딩스,72710,Dec-17,19.85 ,16.58 ,
(주)농심홀딩스,72710,Dec-18,23.23 ,13.34 ,
(주)농심홀딩스,72710,Dec-19,23.03,12.06,
(주)누리플랜,69140,Dec-11,6.36 ,5.57 ,
(주)누리플랜,69140,Dec-12,-2.01,-2.1,
(주)누리플랜,69140,Dec-13,-3.78 ,-3.78 ,
(주)누리플랜,69140,Dec-14,-7.07,,
(주)누리플랜,69140,Dec-15,2.97 ,,
(주)누리플랜,69140,Dec-16,2.68 ,,
(주)누리플랜,69140,Dec-17,1.74 ,1.71 ,
(주)누리플랜,69140,Dec-18,-3.36 ,-3.53 ,
(주)누리플랜,69140,Dec-19,-1.57 ,-0.94 ,
(주)누리플렉스,40160,Dec-11,0.2,0.79,
(주)누리플렉스,40160,Dec-12,-5.24 ,-3.57 ,
(주)누리플렉스,40160,Dec-13,3.25 ,2.55 ,
(주)누리플렉스,40160,Dec-14,5.91 ,1.32 ,
(주)누리플렉스,40160,Dec-15,22.86 ,16.93 ,
(주)누리플렉스,40160,Dec-16,36.11 ,26.21 ,
(주)누리플렉스,40160,Dec-17,3.27 ,1.90 ,
(주)누리플렉스,40160,Dec-18,14.03,11.96,
(주)누리플렉스,40160,Dec-19,9.89 ,8.52 ,
(주)누보,332290,Dec-19,,,
(주)뉴로스,126870,Dec-12,5.75 ,5.10 ,
(주)뉴로스,126870,Dec-13,3.74 ,4.27 ,
(주)뉴로스,126870,Dec-14,-0.81,-0.05,
(주)뉴로스,126870,Dec-15,1.31 ,0.61 ,
(주)뉴로스,126870,Dec-16,2.80 ,1.49 ,
(주)뉴로스,126870,Dec-17,1.03,0.89,
(주)뉴로스,126870,Dec-18,-0.34,0.47,
(주)뉴로스,126870,Dec-19,-3.23 ,-2.37 ,
(주)뉴보텍,60260,Dec-11,-4.50 ,,
(주)뉴보텍,60260,Dec-12,1.06,,
(주)뉴보텍,60260,Dec-13,1.11 ,,
(주)뉴보텍,60260,Dec-14,-0.72,,
(주)뉴보텍,60260,Dec-15,6.79 ,,
(주)뉴보텍,60260,Dec-16,7.02,,
(주)뉴보텍,60260,Dec-17,-4.56 ,,
(주)뉴보텍,60260,Dec-18,0.82,,
(주)뉴보텍,60260,Dec-19,4.51 ,,
(주)뉴인텍,12340,Dec-11,1.14 ,0.99 ,
(주)뉴인텍,12340,Dec-12,-1.84 ,-3.18 ,
(주)뉴인텍,12340,Dec-13,-1.26 ,-1.14 ,
(주)뉴인텍,12340,Dec-14,-2.15 ,-3.15 ,
(주)뉴인텍,12340,Dec-15,0.6,-0.66,
(주)뉴인텍,12340,Dec-16,-3.08,-9.04,
(주)뉴인텍,12340,Dec-17,-1.83 ,-1.93 ,
(주)뉴인텍,12340,Dec-18,-2.14 ,-3.18 ,
(주)뉴인텍,12340,Dec-19,1.42 ,0.34 ,
(주)뉴트리,270870,Dec-18,23.36 ,22.73 ,
(주)뉴트리,270870,Dec-19,920,771.28,
(주)뉴파워프라즈마,144960,Dec-16,14.54 ,14.13 ,
(주)뉴파워프라즈마,144960,Dec-17,140.05,135.62,
(주)뉴파워프라즈마,144960,Dec-18,129.26 ,119.31 ,
(주)뉴파워프라즈마,144960,Dec-19,42.22 ,33.39 ,
(주)뉴프렉스,85670,Dec-11,1.92 ,0.81 ,
(주)뉴프렉스,85670,Dec-12,5.51 ,3.14 ,
(주)뉴프렉스,85670,Dec-13,1.04,0.97,
(주)뉴프렉스,85670,Dec-14,2.05,2.23,
(주)뉴프렉스,85670,Dec-15,-1.27 ,-0.80 ,
(주)뉴프렉스,85670,Dec-16,0.59,0.53,
(주)뉴프렉스,85670,Dec-17,5.19 ,5.58 ,
(주)뉴프렉스,85670,Dec-18,6.37 ,5.58 ,
(주)뉴프렉스,85670,Dec-19,-4.44 ,-3.81 ,
(주)다나와,119860,Dec-11,555.51 ,534.52 ,
(주)다나와,119860,Dec-12,486.92 ,444.50 ,
(주)다나와,119860,Dec-13,315.59 ,284.09 ,
(주)다나와,119860,Dec-14,305.62,257.4,
(주)다나와,119860,Dec-15,411.07,410.67,
(주)다나와,119860,Dec-16,1410.72,1436.78,
(주)다나와,119860,Dec-17,6944.66 ,188.63 ,
(주)다나와,119860,Dec-18,6472.93 ,279.23 ,
(주)다나와,119860,Dec-19,463.80 ,161.11 ,
(주)다날,64260,Dec-11,4.56 ,-0.33 ,
(주)다날,64260,Dec-12,5.76 ,-0.31 ,
(주)다날,64260,Dec-13,21.19 ,0.79 ,
(주)다날,64260,Dec-14,32.41 ,1.06 ,
(주)다날,64260,Dec-15,5.31 ,0.30 ,
(주)다날,64260,Dec-16,7.34 ,1.74 ,
(주)다날,64260,Dec-17,9.23 ,6.12 ,
(주)다날,64260,Dec-18,6.13 ,1.85 ,
(주)다날,64260,Dec-19,5.16 ,1.85 ,
(주)다보링크,340360,Dec-19,,,
(주)다산네트웍스,39560,Dec-11,0.5,-1.06,
(주)다산네트웍스,39560,Dec-12,6.16 ,1.56 ,
(주)다산네트웍스,39560,Dec-13,5.04,2.41,
(주)다산네트웍스,39560,Dec-14,1.69 ,0.98 ,
(주)다산네트웍스,39560,Dec-15,0.07,0.09,
(주)다산네트웍스,39560,Dec-16,-0.13,-2.88,
(주)다산네트웍스,39560,Dec-17,0.19,0.01,
(주)다산네트웍스,39560,Dec-18,0.76,3.2,
(주)다산네트웍스,39560,Dec-19,3.85 ,-0.03 ,
(주)다우기술,23590,Dec-11,11.15 ,32.60 ,
(주)다우기술,23590,Dec-12,6.85 ,20.52 ,
(주)다우기술,23590,Dec-13,5.44 ,14.73 ,
(주)다우기술,23590,Dec-14,5.57 ,22.70 ,
(주)다우기술,23590,Dec-15,4.95 ,49.84 ,
(주)다우기술,23590,Dec-16,4.90 ,45.33 ,
(주)다우기술,23590,Dec-17,5.14 ,62.97 ,
(주)다우기술,23590,Dec-18,6.53 ,48.62 ,
(주)다우기술,23590,Dec-19,7.58 ,89.36 ,
(주)다우데이타,32190,Dec-11,1.83 ,22.20 ,
(주)다우데이타,32190,Dec-12,0.8,13.72,
(주)다우데이타,32190,Dec-13,1.49 ,11.33 ,
(주)다우데이타,32190,Dec-14,3.83 ,17.11 ,
(주)다우데이타,32190,Dec-15,3.68 ,36.46 ,
(주)다우데이타,32190,Dec-16,1.25 ,35.65 ,
(주)다우데이타,32190,Dec-17,3.29 ,49.39 ,
(주)다우데이타,32190,Dec-18,4.50 ,45.41 ,
(주)다우데이타,32190,Dec-19,3.40 ,62.94 ,
(주)다원시스,68240,Dec-11,3.68 ,,
(주)다원시스,68240,Dec-12,3.51 ,,
(주)다원시스,68240,Dec-13,7.05,,
(주)다원시스,68240,Dec-14,18.80 ,16.44 ,
(주)다원시스,68240,Dec-15,8.70 ,7.13 ,
(주)다원시스,68240,Dec-16,5.91 ,5.01 ,
(주)다원시스,68240,Dec-17,4.12 ,2.55 ,
(주)다원시스,68240,Dec-18,3.71 ,1.83 ,
(주)다원시스,68240,Dec-19,4.04,1.89,
(주)다이나믹디자인,145210,Dec-15,5.86 ,2.92 ,
(주)다이나믹디자인,145210,Dec-16,-0.05 ,-453.35 ,
(주)다이나믹디자인,145210,Dec-17,-0.19,-0.96,
(주)다이나믹디자인,145210,Dec-18,-2.88 ,-4.73 ,
(주)다이나믹디자인,145210,Dec-19,-1.02,-2.21,
(주)대교,19680,Dec-11,154.19 ,52.86 ,
(주)대교,19680,Dec-12,837.56 ,36.69 ,
(주)대교,19680,Dec-13,171.78 ,30.71 ,
(주)대교,19680,Dec-14,76.42 ,17.32 ,
(주)대교,19680,Dec-15,88.27 ,25.48 ,
(주)대교,19680,Dec-16,109.79,31.09,
(주)대교,19680,Dec-17,115.43 ,31.54 ,
(주)대교,19680,Dec-18,48.46 ,13.18 ,
(주)대교,19680,Dec-19,10.38,5.67,
(주)대구백화점,6370,Mar-11,X,,
(주)대구백화점,6370,Mar-12,X,,
(주)대구백화점,6370,Mar-13,X,,
(주)대구백화점,6370,Mar-14,X,X,
(주)대구백화점,6370,Mar-15,0.19,2.42,
(주)대구백화점,6370,Mar-16,-1.80 ,0.98 ,
(주)대구백화점,6370,Mar-17,-14.98 ,-9.26 ,
(주)대구백화점,6370,Dec-18,-9.40 ,-3.05 ,
(주)대구백화점,6370,Dec-19,-8.39 ,-2.12 ,
(주)대덕,8060,Dec-11,985.80 ,747.67 ,
(주)대덕,8060,Dec-12,776.88 ,701.38 ,
(주)대덕,8060,Dec-13,X,1447.51 ,
(주)대덕,8060,Dec-14,153319.46 ,,
(주)대덕,8060,Dec-15,X,,
(주)대덕,8060,Dec-16,X,,
(주)대덕,8060,Dec-17,1308.77,,
(주)대덕,8060,Dec-18,2517.79 ,1479.16 ,
(주)대덕,8060,Dec-19,587.27 ,71.06 ,
(주)대동,490,Dec-11,1.80 ,2.44 ,
(주)대동,490,Dec-12,0.42,0.1,
(주)대동,490,Dec-13,0.86,1.04,
(주)대동,490,Dec-14,1.20 ,1.01 ,
(주)대동,490,Dec-15,-0.17,0.81,
(주)대동,490,Dec-16,-3.25 ,-1.84 ,
(주)대동,490,Dec-17,1.16 ,2.22 ,
(주)대동,490,Dec-18,-0.09,0.5,
(주)대동,490,Dec-19,2.20 ,2.19 ,
(주)대동스틸,48470,Dec-11,3.04,,
(주)대동스틸,48470,Dec-12,-1.39 ,,
(주)대동스틸,48470,Dec-13,3.27 ,,
(주)대동스틸,48470,Dec-14,2.92 ,,
(주)대동스틸,48470,Dec-15,-5.64 ,,
(주)대동스틸,48470,Dec-16,510.41,,
(주)대동스틸,48470,Dec-17,1421.75 ,,
(주)대동스틸,48470,Dec-18,-14.84 ,,
(주)대동스틸,48470,Dec-19,-16.84 ,,
(주)대륙제관,4780,Dec-11,4.72 ,,
(주)대륙제관,4780,Dec-12,4.01,,
(주)대륙제관,4780,Dec-13,5.99 ,,
(주)대륙제관,4780,Dec-14,7.12 ,,
(주)대륙제관,4780,Dec-15,18.05,,
(주)대륙제관,4780,Dec-16,28.12 ,,
(주)대륙제관,4780,Dec-17,25.39 ,,
(주)대륙제관,4780,Dec-18,14.39 ,,
(주)대륙제관,4780,Dec-19,19.49 ,,
(주)대림제지,17650,Dec-11,4.02,,
(주)대림제지,17650,Dec-12,23.85 ,,
(주)대림제지,17650,Dec-13,35.98 ,,
(주)대림제지,17650,Dec-14,86.15 ,,
(주)대림제지,17650,Dec-15,-44.32 ,,
(주)대림제지,17650,Dec-16,239.14 ,,
(주)대림제지,17650,Dec-17,42.72 ,13.52 ,
(주)대림제지,17650,Dec-18,10.77,10.06,
(주)대림제지,17650,Dec-19,4.60 ,,
(주)대명소노시즌,7720,Dec-11,-23.88 ,-10.93 ,
(주)대명소노시즌,7720,Dec-12,-34.50 ,-12.10 ,
(주)대명소노시즌,7720,Dec-13,X,194.97 ,
(주)대명소노시즌,7720,Dec-14,X,225.92 ,
(주)대명소노시즌,7720,Dec-15,15.54 ,-21.65 ,
(주)대명소노시즌,7720,Dec-16,3.54 ,0.23 ,
(주)대명소노시즌,7720,Dec-17,3.75 ,1.44 ,
(주)대명소노시즌,7720,Dec-18,3.27 ,0.90 ,
(주)대명소노시즌,7720,Dec-19,2.81 ,1.72 ,
(주)대성미생물연구소,36480,Dec-11,-3.52 ,,
(주)대성미생물연구소,36480,Dec-12,1.18 ,,
(주)대성미생물연구소,36480,Dec-13,10.5,,
(주)대성미생물연구소,36480,Dec-14,18.57 ,,
(주)대성미생물연구소,36480,Dec-15,94.90 ,,
(주)대성미생물연구소,36480,Dec-16,141.74 ,,
(주)대성미생물연구소,36480,Dec-17,77.35 ,,
(주)대성미생물연구소,36480,Dec-18,136.12 ,,
(주)대성미생물연구소,36480,Dec-19,228.76 ,,
(주)대성엘텍,25440,Dec-11,-0.73,-1.38,
(주)대성엘텍,25440,Dec-12,1.64 ,0.62 ,
(주)대성엘텍,25440,Dec-13,0.44,-0.49,
(주)대성엘텍,25440,Dec-14,2.61 ,1.98 ,
(주)대성엘텍,25440,Dec-15,1.83 ,1.25 ,
(주)대성엘텍,25440,Dec-16,2.02,2.04,
(주)대성엘텍,25440,Dec-17,1.79 ,1.50 ,
(주)대성엘텍,25440,Dec-18,-1.34 ,-1.03 ,
(주)대성엘텍,25440,Dec-19,-5.90 ,-4.24 ,
(주)대성파인텍,104040,Dec-11,13.72 ,12.61 ,
(주)대성파인텍,104040,Dec-12,17.31 ,16.88 ,
(주)대성파인텍,104040,Dec-13,40.57,40.85,
(주)대성파인텍,104040,Dec-14,23.31 ,19.72 ,
(주)대성파인텍,104040,Dec-15,21.55 ,18.82 ,
(주)대성파인텍,104040,Dec-16,8.76 ,8.21 ,
(주)대성파인텍,104040,Dec-17,5.97 ,5.57 ,
(주)대성파인텍,104040,Dec-18,0.87,0.87,
(주)대성파인텍,104040,Dec-19,0.35,0.32,
(주)대양금속,9190,Dec-11,-1.83 ,-1.84 ,
(주)대양금속,9190,Dec-12,-1.84 ,-2.20 ,
(주)대양금속,9190,Dec-13,-0.56,-0.66,
(주)대양금속,9190,Dec-14,-1.98 ,-1.83 ,
(주)대양금속,9190,Dec-15,-0.99,,
(주)대양금속,9190,Dec-16,1.66 ,,
(주)대양금속,9190,Dec-17,3.54 ,,
(주)대양금속,9190,Dec-18,2.76 ,,
(주)대양금속,9190,Dec-19,1.16 ,,
(주)대우건설,47040,Dec-11,2.06,1.69,
(주)대우건설,47040,Dec-12,3.07,2.55,
