회사명,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)파버나인,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,97.92100542,87.47844507,88.88669203,86.75020016,93.74535532
(주)파세코,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)파수,#DIV/0!,#DIV/0!,#DIV/0!,40.55014163,34.84081677,46.36810208,63.96847801,38.06130652,36.5556422,50.70594935
(주)파워넷,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.73382181,85.2882901
(주)파워로직스,93.22714728,98.935305,93.555372,95.08698179,93.38934575,92.39697854,91.51984646,92.38469283,90.33196361,90.2405884
(주)파이오링크,#DIV/0!,#DIV/0!,#DIV/0!,35.50298722,38.91928018,40.7213351,53.00536591,58.91376411,#DIV/0!,#DIV/0!
(주)파인디앤씨,91.79623046,97.61727922,96.10689687,96.91855433,91.41544628,91.2391429,92.66810378,95.69437381,84.20804385,89.66297244
(주)파인디지털,59.80450921,63.9919576,59.71072304,57.78848406,57.22497591,61.31490347,64.0795611,65.26194314,66.64641689,68.29344659
(주)파인테크닉스,83.6548771,82.45112232,79.55453241,87.28646583,83.0649525,84.84876856,86.20901139,97.04819035,80.30001199,87.52796256
(주)파인텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,86.40372534,94.12331221,84.20119135,83.75284461,79.49958909
(주)파커스,80.04201083,86.08579676,86.95061855,89.61362666,87.32837905,84.28936566,81.62602286,84.20011124,88.39272773,94.43808356
(주)파크시스템스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.7173747,36.02147297,32.07758048,36.93540882,34.19906152
(주)파트론,76.79646154,83.04321489,83.16348127,80.57360558,82.07991879,84.25020516,86.58295897,89.96687571,87.58417967,85.01415887
(주)판타지오,#DIV/0!,#DIV/0!,80.08006087,93.63423681,100.2743812,78.76910615,92.91229383,115.2492858,81.61797045,83.69826034
(주)팜스빌,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25.57970459
(주)팜스코,87.35465766,84.188201,86.25174851,88.034004,85.72832884,84.06134966,84.16414899,84.69392126,86.28554062,87.29652649
(주)팜스토리,90.37236848,90.72113309,89.97246534,90.67428911,89.69544105,89.35133995,88.45080521,88.3856355,89.17556206,89.31119242
(주)팬스타엔터프라이즈,86.73560731,94.32750887,81.18399331,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)팬엔터테인먼트,86.33915019,91.10297545,87.66957954,90.58301949,91.62070033,108.4771594,87.82690815,96.72207027,85.12013996,91.42978649
(주)팬젠,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)퍼시스,64.16524401,68.31922681,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)펄어비스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0
(주)펩트론,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)포메탈,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)포스코아이씨티,87.50464828,88.33723477,88.64379037,87.46554787,87.73619196,88.27732007,86.36533611,86.29498028,87.68124684,86.41576824
(주)포스코엠텍,94.56334746,95.29707848,96.29549242,98.11288361,96.88078264,91.97005959,89.68542846,#DIV/0!,#DIV/0!,#DIV/0!
(주)포스코인터내셔널,94.02481367,94.82975256,94.37995432,94.48019333,93.93267308,92.64584478,93.11260414,94.20270768,96.13069721,95.39526726
(주)포스코케미칼,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,88.77638961
(주)포시에스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18.47213255,16.93003979,19.81252956,24.11418157,28.6440538
(주)포인트엔지니어링,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,70.47622825
(주)포커스에이치엔에스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)폴라리스세원,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.52568183
(주)폴라리스오피스,0,0,0,0,0,0,0,0,0,0
(주)폴라리스우노,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.73172021,74.69675477,72.17088298,77.51390576,81.77998819,81.94652323
(주)푸드나무,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,64.95708664,63.05281551
(주)푸드웰,84.15845348,84.55669589,85.51139063,84.79158474,85.88216929,86.21114374,86.800996,86.43589455,83.95273233,84.42407429
(주)푸른기술,#DIV/0!,#DIV/0!,73.78898329,73.83614996,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,77.39771647,76.08760522
(주)풀무원,72.3754924,72.61905809,72.741978,72.10436627,71.82454455,73.49947676,73.36366077,73.80061239,75.3944897,75.22418065
(주)풍강,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85.97687643,87.77538847,86.90484487,86.83420166,89.25248718,88.3439061
(주)풍산,87.78308436,92.89233631,91.78044043,91.41118905,91.6967404,91.47916254,86.89546195,86.13084227,90.37104402,92.34633466
(주)풍산홀딩스,76.07813114,79.31618402,75.72465582,79.43471054,77.40529282,79.58859698,70.83924539,69.15070389,80.00368851,87.3051015
(주)퓨쳐켐,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,116.0950204,126.8555672,93.72356246
(주)프럼파스트,86.09177334,86.48004427,85.85664658,83.25130079,83.83257994,83.64695623,80.50462375,78.3492075,79.77950952,79.92095614
(주)프로스테믹스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,18.67557519,21.94580416,42.84421855,67.11900216,35.75249699
(주)프로이천,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)프로텍,#DIV/0!,#DIV/0!,64.10155051,68.0505562,68.33808021,67.17640844,69.53221813,69.72881732,67.77237886,63.41971208
(주)프리엠스,76.06692716,76.41848079,75.20937994,73.71024031,72.67142587,70.79069614,79.4029499,82.47581924,80.03478032,81.96393344
(주)플래스크,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,96.39525043,91.40832006,92.5110477,92.45633176,89.75643522
(주)플랜티넷,0,0,0,0,0,0,0,0,0,0
(주)플레이그램,80.8357419,79.05950348,83.49115527,88.40364204,90.577463,92.56971665,97.3554621,94.49554878,94.5859214,95.56397729
(주)플레이위드,17.8038681,10.65784889,7.005387138,7.678796653,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)플리토,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
(주)피델릭스,#DIV/0!,#DIV/0!,87.01391494,81.87676065,85.98690835,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)피씨디렉트,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)피에스엠씨,93.58539294,104.8322013,92.67260589,92.91575685,96.58010849,108.4745415,106.9020501,#DIV/0!,92.32519183,96.16594977
(주)피에이치씨,77.72323291,81.42276239,93.04650811,72.37244584,177.7978917,97.54898559,73.17413441,102.0783908,79.75825929,85.43815254
(주)피엔티,#DIV/0!,#DIV/0!,79.62072364,87.95046042,82.77976562,89.01496815,79.37577172,84.21901538,92.5803743,90.41219628
(주)피엔풍년,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)피제이메탈,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)피제이전자,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)피피아이,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)픽셀플러스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72.92494458,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)필옵틱스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85.61453777,106.7315987,89.94621879
(주)하나투어,#DIV/0!,0,0,0,0,0,0,0,0,0
(주)하림,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84.57997694,83.36330138,80.96048369,81.52161323,83.99341379,88.6227275
(주)하림지주,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.85798389,82.24127991,81.81397211
(주)하이로닉,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,32.8728579,35.79988693,34.50719264,41.34136368,40.38364938
(주)하이비젼시스템,#DIV/0!,#DIV/0!,#DIV/0!,64.20785143,68.0715025,68.62212063,65.34543405,64.50849558,71.8140372,71.16219904
(주)하이소닉,90.50677021,91.19945405,77.00164862,99.38692056,102.0911081,89.03562166,99.8161128,91.953017,107.0359479,120.8305101
(주)하이스틸,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.33606332,97.47630737,94.379848
(주)하이텍팜,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)하이트론씨스템즈,93.1854884,92.79914013,92.50133724,94.99119583,94.69912861,93.9152305,95.1302359,100.0625601,80.65987804,110.090344
(주)하츠,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한국가구,65.83797717,66.44201831,65.72710473,66.38779232,64.88251218,62.42143299,66.64611671,65.27504343,65.28767367,66.30265928
(주)한국경제티브이,0,0,0,0,0,0,0,0,0,0
(주)한국비엔씨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한국전자홀딩스,90.57317983,90.36045709,96.35747542,90.44725195,88.9538712,89.22814873,88.75211996,81.56287842,81.17266686,86.43082856
(주)한국종합기술,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한국카본,86.27545327,84.42332362,82.2476568,80.9162443,82.4775114,81.54592803,80.61224492,88.66086009,88.679302,82.13885628
(주)한국코퍼레이션,89.61577029,85.17937505,#DIV/0!,89.15573039,90.24379543,91.93624491,89.75273299,91.89991724,93.89995091,94.18258442
(주)한국큐빅,90.6097736,89.46606752,88.84879324,89.79613393,89.84797972,90.04434601,90.7515174,88.82713052,90.97232066,89.0654444
(주)한국테크놀로지,63.13425377,73.03824015,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,92.02484602
(주)한국특강,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한국팩키지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한국화장품제조,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한글과컴퓨터,5.625133927,5.707576687,7.134702322,8.578466264,8.984669558,8.230403622,7.367754545,17.87243956,37.64100607,48.32722869
(주)한네트,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한농화성,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한독,60.85792656,62.77597149,68.38166542,69.77438917,#DIV/0!,66.45607575,67.8113887,68.21296085,64.68337937,64.90532898
(주)한독크린텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한라,87.89627337,89.79375233,92.97583224,96.0207095,89.3893102,88.36519548,86.36239073,85.47622959,87.34687222,86.78706602
(주)한라홀딩스,85.02027878,85.37011319,86.01852812,85.55581033,85.30535243,80.21781855,79.11702877,83.25173412,85.28223217,80.09743797
(주)한미글로벌건축사사무소,68.17964143,75.29742515,77.85839332,75.1297533,70.59991507,67.33819812,65.57741539,65.87483166,65.82725923,70.56370607
(주)한빛소프트,58.80569529,60.62657043,56.61474364,54.32294641,56.26653182,59.75161087,74.64973569,70.37204485,68.1993065,73.068649
(주)한샘,73.69330469,70.31263887,68.74646502,69.62940186,69.21486191,69.28053293,69.0482022,70.99078787,73.46016735,72.11907718
(주)한섬,35.02694106,34.73911206,42.46531522,42.92220207,43.62383053,41.94384032,43.48439155,44.32325364,42.51783578,40.35614986
(주)한솔케미칼,82.56278332,84.29366756,82.751185,81.17243333,79.95213323,75.03074993,69.86150439,72.7197132,72.86032025,70.08777163
(주)한솔홈데코,84.20268094,87.60577212,86.49165662,87.4804658,87.78434719,85.80624305,82.52684348,83.30341126,85.96739409,88.45684097
(주)한송네오텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한익스프레스,94.54753252,94.65078957,95.15741931,95.73562201,96.17056041,96.12331423,96.73984222,96.7022463,96.99743066,96.41216217
(주)한일진공,#DIV/0!,#DIV/0!,#DIV/0!,70.77397015,92.38763396,68.6458499,77.56143652,84.67751374,76.58725731,87.71363326
(주)한진,93.32201225,94.69869479,94.40082497,94.19404056,93.31652568,93.88962544,94.80962874,94.73203117,93.95619668,91.79674671
(주)한진중공업홀딩스,88.96798468,89.39864354,90.04643383,90.57597696,92.58705918,92.01080374,85.90491493,88.5960762,88.06515413,86.70198099
(주)한진칼,#DIV/0!,#DIV/0!,#DIV/0!,77.78759044,76.63376616,77.96001339,80.52206948,81.10668436,80.18039417,88.81571937
(주)한창,86.93860877,77.26804879,65.75483599,50.66847687,37.84470285,59.50316493,75.41062013,83.06801597,80.67212818,72.58737952
(주)한창바이오텍,88.55015142,85.09845149,80.13359092,80.5948076,80.61517101,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한창제지,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)한컴위드,61.55121782,62.73735862,54.09834264,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,46.86243247,47.12423529
(주)한탑,79.44301341,86.59263377,80.2591008,88.46054344,88.48492781,85.99644297,85.09191172,86.18890276,84.66672092,88.87551373
(주)한화,92.38679504,92.45955833,91.29095167,92.85549245,94.05598909,92.87348566,91.36152286,91.10531065,91.25788136,92.55531164
(주)핸디소프트,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68.59237847,73.79326896,79.58365517,74.22814597
(주)헥토이노베이션,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0
(주)헥토파이낸셜,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)헬릭스미스,30.12066936,19.04570692,20.15490219,8.669908969,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.8959374,99.46245563
(주)현대공업,#DIV/0!,#DIV/0!,#DIV/0!,85.38252763,86.69963348,87.41096109,85.00369346,89.3115138,94.57048166,92.35365729
(주)현대그린푸드,85.61155102,85.8568907,85.89174584,86.83337748,87.01452204,86.55841804,86.01303904,85.72839135,82.48463745,82.77809969
(주)현대리바트,77.92348109,81.99691508,81.5591055,80.54743908,78.30309927,77.04932048,76.76782211,77.72880535,82.94660568,82.73763398
(주)현대미포조선,77.28481004,85.9571519,91.90570092,99.91620919,113.4191595,91.26655388,86.93939928,91.49994112,92.86249144,93.62199912
(주)현대바이오랜드,52.10488051,55.28127071,58.57801647,61.03534266,58.39407301,58.71602971,60.746248,63.76833782,59.64604542,63.05358431
(주)현대백화점,19.70574685,17.19806269,16.53488622,15.83265571,16.56656935,15.89147724,17.20867658,16.87652557,18.81994226,26.01839616
(주)현대에버다임,78.38198521,76.90799468,77.61338896,80.49543191,81.31184226,82.02193113,81.08521079,80.9550762,83.33325786,85.82166957
(주)현대이지웰,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.19815222,49.30946698,49.8318557,51.41335653,50.63453565
(주)현대퓨처넷,56.84041799,56.04087218,53.53103445,58.06505661,58.15492688,59.50441531,60.18746465,60.03899395,61.39315754,63.23620487
(주)현대홈쇼핑,1.271054584,3.010623106,#DIV/0!,#DIV/0!,#DIV/0!,8.448913833,9.501834229,12.38065901,27.03405192,53.31559775
(주)협진,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,65.51731091,79.17910874,83.48193554,85.7255028,101.264355,77.27581822
(주)형지아이앤씨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.99920868,34.07692975,38.03491735,45.47741728,#DIV/0!,40.51822071
(주)형지엘리트,#DIV/0!,72.95057789,75.04901779,81.24260092,80.87040877,74.24706464,64.63012228,61.98117604,62.31406624,66.25985192
(주)혜인,82.37649787,81.50305155,87.48547631,85.53624187,83.26712413,85.20100888,84.48250752,85.83364256,83.86797391,84.66624607
(주)호텔신라,0,0,0,0,0,0,0,0,0,0
(주)홈센타홀딩스,84.88987946,89.59893247,90.86767692,89.97089088,93.50287646,91.44420745,92.09188363,90.72548844,92.81924897,90.27263057
(주)홈캐스트,81.65439633,78.00666078,79.04965679,73.53840064,70.23806692,66.192432,67.00939642,71.3625657,83.27609788,77.92275668
(주)화승엔터프라이즈,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,85.4002196,83.55675626,86.00970175,84.67224359
(주)화승인더스트리,90.66740469,89.75811923,89.12462457,90.10560893,88.57715717,84.76723209,83.52060738,82.2848679,84.73314404,82.69311687
(주)화승코퍼레이션,84.300071,86.43159541,86.20859591,84.18978131,82.29869103,80.61406371,79.55094879,82.14434483,82.63702335,81.82906872
(주)화신,89.11254353,90.9216774,89.59973866,89.40613486,89.91018125,90.83765869,88.98167703,94.29311988,95.73576908,93.65896757
(주)화신정공,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)화인베스틸,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)황금에스티,87.24024204,90.80111493,93.18413018,91.33761028,88.91330608,89.92270982,81.81406835,78.21126529,81.33112528,82.56404076
(주)효성,85.22548225,90.25735942,91.27303982,88.20220788,86.76596638,83.71661439,81.90880291,84.91952572,85.33952724,83.848871
(주)후성,80.8700875,75.91667185,87.10961768,92.7158493,88.70407813,79.94661651,68.96896359,74.97720829,74.96350238,79.27180628
(주)휠라홀딩스,45.86792165,49.52196699,48.06541524,49.88450826,52.72635883,54.78047,56.67883453,50.97345142,50.33116422,49.86968905
(주)휴네시온,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,65.29236692,57.62827085
(주)휴니드테크놀러지스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)휴맥스,72.81203536,77.34797542,77.13373406,78.34147369,79.39264955,77.94288635,80.07052803,82.3855974,85.21066513,82.05770741
(주)휴맥스홀딩스,13.98421207,4.614808163,0,0,0,0,0,306.2102063,#DIV/0!,0
(주)휴먼엔,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,93.35045038,89.42284793,98.12719107,97.89241595
(주)휴메딕스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,52.25205823,55.82557251,60.35424138,58.23197407
(주)휴비스,#DIV/0!,#DIV/0!,90.52828873,91.2819854,89.01917251,88.71539356,89.84198702,88.79375141,89.54759178,90.17613121
(주)휴비츠,53.87440394,54.69483561,56.98993782,61.98595154,64.96215571,60.30823825,56.25058537,59.52461306,61.26127938,58.70258423
(주)휴센텍,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
(주)휴스틸,85.35126153,85.72215323,84.90201285,88.10529297,87.1383245,90.14837354,89.40865712,89.8255728,92.23093284,96.99381147
(주)휴엠앤씨,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80.08247223,73.7442082
(주)휴온스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,47.15909211,45.77121633,44.74816448,45.20982299
(주)휴온스글로벌,57.89858581,#DIV/0!,51.97876381,50.29106363,48.20677738,44.835827,45.8471411,40.41698495,0,0
(주)흥국,87.27166271,87.27604482,88.42319109,87.93678872,89.38514963,88.72139543,84.59403642,83.80521148,84.80737211,82.75349023
(주)흥국에프엔비,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,56.14545495,62.29857487,65.53113135,65.23870378,65.96817813
(주)희림종합건축사사무소,#DIV/0!,#DIV/0!,#DIV/0!,85.35666033,93.86880138,79.99640866,85.45401068,82.33899586,83.85319085,86.11946092
(주)힘스,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AJ네트웍스(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0
CS홀딩스(주),84.43164473,82.85274854,84.977815,80.14825442,75.86787709,73.35553801,72.81313222,74.20421551,76.71902514,75.48079664
HD현대(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90.14580886,93.043058,93.12926446
KB오토시스(주),92.61043195,94.10121338,89.49548289,88.54455096,88.65033078,87.20697685,84.05713514,83.66228825,85.83550837,86.0522137
KD(주),86.30841368,87.14918503,79.98322895,94.78425887,102.1904856,82.16231366,82.72295406,91.66850842,82.682915,81.57111367
KG스틸(주),91.9078652,94.39853261,93.93639951,93.56756995,96.49772115,89.37023954,87.30638667,93.60340646,96.44790511,94.27884828
KISCO홀딩스(주),89.99948824,91.95930048,90.2537183,94.22811634,94.2023282,85.76859206,85.65027587,87.02260403,90.51698536,90.33596597
LG이노텍(주),87.4409165,91.4574695,89.43274276,88.89210533,86.65558879,87.41156999,88.66333318,88.42264421,89.17659428,87.60645876
LS일렉트릭(주),80.43120989,82.64808946,81.81684686,81.62794996,81.61654996,80.29150257,81.34787567,81.38800557,80.73479576,80.55177301
OCI(주),63.32043565,65.42843136,83.92878801,91.5142464,84.47928911,96.27633157,87.95726957,86.2736858,88.24694013,98.46333452
SK이노베이션(주),92.60454583,92.95054075,95.10938646,95.10746151,97.61078311,91.3982772,87.4526248,88.42281622,92.69562171,93.72265126
SNT모티브(주),84.4052389,88.39807999,89.1838468,87.52716766,86.49718489,81.88488486,84.79419245,84.59117151,87.49427563,84.30103615
SNT중공업(주),84.14209103,84.89433887,87.06730092,91.75771868,95.76560779,87.72027042,95.01437102,93.81953158,88.36667375,89.73602189
STX엔진(주),86.44888161,86.18808116,90.10097071,97.31795741,94.43932924,#DIV/0!,90.79059795,90.00539303,87.18539163,89.10562196
STX중공업(주),94.32383975,94.21753457,94.59701416,100.7644817,97.00975842,92.28166002,126.8983029,85.53841372,99.7546033,94.74418811
가온미디어(주),80.78079327,82.95841682,81.77287686,83.72372574,84.20702317,81.16469351,83.05262869,84.68708368,88.47525496,83.92936448
가온전선(주),95.39877194,96.35851605,95.3229746,95.45939278,95.29186781,94.93264972,94.33433032,95.51485599,95.77786657,95.29840634
감성코퍼레이션(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,90.70120283,82.23514287
강남제비스코(주),85.5180797,86.84716046,85.70371458,84.25813642,83.65412147,80.86166718,79.57656839,83.77564679,87.6666663,87.72533438
갤럭시아머니트리(주),91.77501442,92.42386329,83.36834876,82.68975267,77.56927151,56.2402433,54.04262796,57.00504476,61.37274865,60.88137272
경남스틸(주),#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
경남제약(주),55.38465892,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.75373199,62.4125958
경동제약(주),47.59115744,38.63622913,40.00887412,39.88062205,40.8397645,40.32467865,40.1199468,41.86910259,41.32533111,40.90085736
경인전자(주),80.77301772,84.30858813,79.23178714,79.12212694,74.32755352,74.5530267,78.15843746,80.94558551,85.11171449,80.81355881
경창산업(주),89.62103238,92.89137543,90.92274211,88.41624001,88.29560188,87.68343289,87.12681049,91.21697692,87.8439989,93.03196378
계룡건설산업(주),92.04213749,92.37992768,91.79743007,92.76766905,99.6322134,92.88813869,92.18225917,89.89562517,88.76392921,89.56201792
계양전기(주),80.23803993,82.95732704,81.80059737,80.35925272,80.58095679,80.24047976,78.95383195,79.53863193,80.97390412,83.47446386
고려산업(주),86.24169664,87.54829765,87.4867291,88.33715307,84.78587729,84.04906882,79.52012433,80.86357569,80.98142205,83.20891728
