회사명,거래소코드,2010매출액(수익)(*)(IFRS연결)(천원),2010매출원가(*)(IFRS연결)(천원),2011매출액(수익)(*)(IFRS연결)(천원),2011매출원가(*)(IFRS연결)(천원),2012매출액(수익)(*)(IFRS연결)(천원),2012매출원가(*)(IFRS연결)(천원),2013매출액(수익)(*)(IFRS연결)(천원),2013매출원가(*)(IFRS연결)(천원),2014매출액(수익)(*)(IFRS연결)(천원),2014매출원가(*)(IFRS연결)(천원),2015매출액(수익)(*)(IFRS연결)(천원),2015매출원가(*)(IFRS연결)(천원),2016매출액(수익)(*)(IFRS연결)(천원),2016매출원가(*)(IFRS연결)(천원),2017매출액(수익)(*)(IFRS연결)(천원),2017매출원가(*)(IFRS연결)(천원),2018매출액(수익)(*)(IFRS연결)(천원),2018매출원가(*)(IFRS연결)(천원),2019매출액(수익)(*)(IFRS연결)(천원),2019매출원가(*)(IFRS연결)(천원)
(주)와이지엔터테인먼트,122870,,,78120542,46984773,106550970,64487257,116287586,70619887,156315909,102701731,193112056,126834931,321839059,226832917,349860731,249194281,285846341,200808571,264459739,184056612
(주)와이지플러스,37270,34565405,24958087,29661659,18740059,30553590,20021620,23892697,15818213,10239575,6704649,29224379,20952509,70363034,47004352,72462525,49179817,102350297,70395888,124525579,91567597
(주)와이투솔루션,11690,199801262,179107284,150112681,140867278,143479949,131079004,115749129,107774391,137134398,125076869,127936190,114304197,97923870,92762435,112119451,105538925,91081443,95791627,108289227,101043895
(주)와이티엔,40300,,,,,,,,,,,117434970,115121001,130755834,119116477,131050999,122034043,132360036,124038856,130801036,123040665
(주)용평리조트,70960,,,,,,,,,,,,,210702135,161737462,209677450,162350743,181388591,139835125,129431260,116153202
(주)우리기술,32820,22307912,10525025,26005556,15262319,22252158,17808640,19549904,15454287,26117807,19924345,39739565,29107378,31453885,19344910,30179282,16967950,28192115,22028821,32592805,28821363
(주)우리넷,115440,,,,,,,,,,,,,,,,,,,73657576,55148219
(주)우리로,46970,,,,,,,,,,,53211125,41892556,42224403,36259103,41059215,35800774,55853881,46252466,115364639,107141810
(주)우성,6980,369598390,310153367,381532852,323227604,391927516,338264108,358431423,308178923,337654924,283682209,313894292,262632843,275671865,228346552,275453669,229253075,289318269,243305946,340814646,286699011
(주)우신시스템,17370,110782745,90330261,147618981,124275673,133022295,112467908,170215946,151423840,257674533,225200789,262989414,227571294,264306663,230617191,243972561,216389024,291720275,269257840,263651611,236574906
(주)우양,103840,,,,,,,,,,,,,,,,,,,,
(주)우정바이오,215380,,,,,,,,,,,,,,,,,,,,
(주)우주일렉트로닉스,65680,180141817,121094781,157688700,118908459,189665462,139872014,222325863,166776087,181954600,136766743,183826516,133868138,218020720,163720746,207604485,165648304,186608231,156654950,191008494,145946062
(주)우진,105840,61440988,42408997,81884415,57529261,82856418,64142985,77373642,61859670,105136998,84028929,105956174,83348155,108414003,84615804,98260859,79460117,93881393,73808941,88925734,71062166
(주)우진아이엔에스,10400,,,,,,,,,,,,,,,,,132971035,109827330,107307026,101040407
(주)우진플라임,49800,116704194,89551629,150382002,114265025,157251947,119579272,196657513,151675603,189800875,158400648,183188498,148242542,228313547,166058965,229589677,171913594,171898285,137932043,181802338,143151197
(주)웅진,16880,1208070111,1066163347,1487434729,1314416420,702023023,842646912,421580601,363041630,456925910,409625658,450574525,371376180,242973133,211477630,282834110,231111326,290411590,260842014,819916676,444958242
(주)웅진씽크빅,95720,865138997,339249066,867744116,361692345,729364397,319881782,648839787,306884813,642939536,325504133,650492559,330230956,624013875,289927160,624308471,275534205,642932703,276431333,652236816,280064807
(주)원림,5820,,,,,,,85313471,66887106,82643983,64434448,79995474,60937808,85356169,59012903,74081964,57012921,78944698,65282325,79052711,62853200
(주)원바이오젠,307280,,,,,,,,,,,,,,,,,,,,
(주)원익,32940,54843283,40323081,56837500,43245798,64800893,49881906,57256555,45034129,56838756,43727850,59528499,44512672,64804004,39445940,67244202,37710225,80295123,40926698,90386053,44579735
(주)원익머트리얼즈,104830,,,,,,,130023304,91487470,145151603,100770821,192468674,134833539,175041473,126643878,203032359,134252485,233464558,151041347,220839808,147917523
(주)원익아이피에스,240810,,,,,,,,,,,,,244089918,151046273,630860973,379634687,649312685,391437030,669241557,390174790
(주)원익큐브,14190,,,,,,,177713378,159344228,165876590,143830817,176630737,160881032,207706652,188024992,240166460,217344359,231806852,213179829,203876378,186841584
(주)원익큐엔씨,74600,111228584,86884705,150156299,107436722,120069621,88240043,122670536,90138987,120772220,85022688,140194106,97916050,138956393,98805845,197261196,140388303,266463980,192993699,263059923,200514441
(주)원익피앤이,131390,,,,,,,,,32376756,25449202,44214958,34044267,46821029,35998147,73627902,53528433,102753495,74971002,147158084,114622810
(주)원익홀딩스,30530,240980378,162752275,340383692,237181434,348738459,238894812,423025269,284571651,557208915,360452639,647382729,428237498,294905605,209135216,481986655,342142586,500162429,350418925,450752790,313872350
(주)원일특강,12620,174595797,157493621,233577023,212937007,224044598,205032935,221668813,201168746,233531212,212048240,235251862,217736514,206402010,186569605,233964615,213082580,255861298,233794795,255805707,235712759
(주)원풍,8370,104618747,92240522,106667892,93473772,104432417,90482156,89384753,77565958,82926350,70817765,82559433,66331507,75029146,62661059,71268328,62992481,68294682,62462522,72852529,64560934
(주)월덱스,101160,77074333,52462570,91483082,65553690,74207890,61453001,68328754,57883068,64525762,47773234,67628331,51507767,69470429,51959047,88763719,64042371,105542800,70187005,117442639,79345893
(주)웨이버스,336060,,,,,,,,,,,,,,,,,,,,
(주)웨이브일렉트로닉스,95270,69034003,44970074,38587546,28105705,26409244,14650705,39266738,25915742,40288078,28044563,30577019,22991371,44710151,34601549,55318246,35363862,48067633,33029612,37284783,27466970
(주)웰크론,65950,104994495,74766676,161245078,113417228,263923003,203739363,230138016,179572405,220876051,178828142,235451901,181493282,251495030,191592743,378624679,315063218,394766547,327367790,391915114,328122230
(주)웰크론한텍,76080,25988478,21173249,86306281,64336908,182933390,149083015,145759255,122121039,129478444,121044569,134879144,121838245,132335965,121298359,251911709,238103911,264346513,249795633,270764971,259904053
(주)웹스,196700,,,,,,,,,,,27765284,18658368,27252214,18380552,30683429,22868605,28446124,21811063,28492652,21899277
(주)웹젠,69080,39967932,0,59199258,0,56675407,0,72078794,0,73471919,0,242221913,0,219993269,0,166267380,0,218877009,0,176051926,0
(주)위니아,71460,,,,,,,,,,,,,445386596,328041311,494925888,359872538,557360715,435381780,750478399,600475196
(주)위닉스,44340,191146926,169521961,172979793,159038501,192067141,173542403,257824756,215393180,263189134,210370681,197503707,161707137,213152600,169837174,260728203,198084186,330556897,241268829,386234284,257083691
(주)위메이드,112040,108878235,13748824,115831673,15186593,119898037,14770036,227436863,0,162687308,0,126588304,0,107978511,0,109568499,0,127075870,0,113648124,0
(주)위메이드맥스,101730,27211341,7343671,26615661,7227374,27620276,7563643,51447121,0,30518476,0,30254917,0,31507434,0,32167674,0,28752747,0,30487912,0
(주)위메이드플레이,123420,,,,,,,,,144095289,0,79658464,0,77291998,0,72654464,0,85986810,0,84400907,0
(주)위스컴,24070,177962461,161182780,182816404,165458396,165251052,150547575,150759826,137236029,142950589,130728506,141133193,131675528,134468635,126261188,116849879,110476253,111921029,106035576,115450067,108474734
(주)위지윅스튜디오,299900,,,,,,,,,,,,,,,,,,,46404117,0
(주)위지트,36090,,,,,,,,,,,32101126,22272090,32216112,22530915,39171022,28921787,44761863,33489738,31658926,26896395
(주)윈스,136540,,,,,,,,,,,,,,,71987776,41782746,70658809,35653821,82104735,42109779
(주)윈팩,97800,,,,,,,,,,,,,,,,,,,,
(주)윈하이텍,192390,,,,,,,,,,,,,,,,,,,84575176,80070386
(주)윌링스,313760,,,,,,,,,,,,,,,,,,,,
(주)윌비스,8600,263762414,218718053,250635815,202504267,248822775,212154741,241001663,194781940,237848145,192696582,291716142,236886703,310849160,249099664,290966512,235353950,277696610,225574812,269623316,242071915
(주)유니드,14830,575005598,430241331,682723209,544982476,648367611,537008927,681887317,544816608,669132585,507800869,708217609,550270821,740883521,563459509,762387352,576050473,814007810,639074716,875163630,684418606
(주)유니온,910,121528164,97641969,132491026,110410352,125460028,107891434,114320447,97378481,117862706,98186507,100482100,86367886,,,181139044,155462073,208863125,182005904,212431082,173354762
(주)유니온커뮤니티,203450,,,,,,,,,,,,,40564137,23633112,37341656,22307666,35975303,20647825,40989880,24145867
(주)유니켐,11330,,,,,,,,,,,,,,,66051125,58121714,83645368,63238122,108791123,83151988
(주)유니크,11320,164175893,137040394,182746376,157560493,197712779,167566437,216877411,178208048,225797421,193988996,230879238,202558214,254677538,222021709,235151805,209226139,213103949,193431163,224922213,199949057
(주)유니테스트,86390,30185405,14547794,51176521,31643645,43467774,26875371,16345834,11939429,62545646,37835653,133524349,81275124,116771769,80647638,168553717,107033260,282306034,174099730,198326410,131461917
(주)유니테크노,241690,,,,,,,,,,,,,68308924,51799565,66136338,53206190,66371152,54349217,82053819,69956874
(주)유니트론텍,142210,,,,,,,,,,,,,148416765,132034165,177323688,163413726,234610659,215695442,283584884,258606066
(주)유라테크,48430,,,,,142539767,121467126,162079331,140853647,171265021,149687763,190103313,169090501,211190391,191906856,193904099,182889432,198176562,187015107,203475026,187333276
(주)유바이오로직스,206650,,,,,,,,,,,,,,,,,,,,
(주)유비케어,32620,52636374,25576854,56775825,22325252,65986227,29892835,67585947,28859828,65525486,28557654,59431064,25711624,68244069,30709531,82091101,39612380,100415364,49499996,110852595,54956331
(주)유비쿼스,264450,,,,,,,,,,,,,,,,,,,,
(주)유비쿼스홀딩스,78070,81727539,42301953,73659400,41058051,74822725,44078141,118352628,66955356,119854278,65226685,162330626,98196210,120672461,65778030,7773042,1144846,86222034,49080165,112451243,74526436
(주)유성티엔에스,24800,349024756,322772649,398089052,375597955,391463049,372987564,497021397,468181892,537704628,508609208,517067187,487829925,440738344,410069582,433582956,406902153,392983290,375205347,358070006,339106746
(주)유수홀딩스,700,,,,,,,10359499662,10153713519,480817790,382786821,516368008,382242673,446966932,332726690,433552429,305616434,384328007,275614447,366111472,296568465
(주)유신,54930,,,,,,,,,141009250,125641254,145658673,130592140,,,,,,,,
(주)유씨아이,38340,29918839,22723226,32380438,24221038,59329052,51688302,135482264,132484855,24706173,23254641,13792580,11691602,23179702,11839376,19382735,11374878,19844787,10908612,18724543,12528712
(주)유아이디,69330,,,,,,,,,,,,,,,,,,,25786990,26534128
(주)유에스티,263770,,,,,,,,,,,,,,,,,,,,
(주)유유제약,220,,,54585458,22803290,58798714,25563803,61984734,26630246,61994115,29623079,62816223,31717190,69743375,38870768,71578932,38208092,83096445,42459508,90877644,44267329
(주)유진로봇,56080,,,,,,,,,36841448,28888589,42280717,32816349,60281451,47147514,64954553,49296689,81747626,65495663,72699201,62274192
(주)유진테크,84370,93908167,63906738,130828711,81637032,168286582,95886886,106381051,54197723,78376293,41139558,94672563,50265449,141054669,74579124,130154065,66464137,220177524,115337734,205466890,106337996
(주)유테크,178780,,,,,,,,,,,,,28350453,34503508,31989693,31055953,52577681,53484519,43391257,43283321
(주)유티아이,179900,,,,,,,,,,,,,,,50909072,25553238,47977086,29432212,63087225,41116165
(주)유틸렉스,263050,,,,,,,,,,,,,,,,,402034,0,408878,0
(주)유한양행,100,663570311,386919251,679230982,426187972,776457613,530891698,943609131,649836701,1017491786,702056684,1128731292,788062467,1320797335,931355855,1462248030,1037623911,1518822858,1105030835,1480353607,1049502433
(주)육일씨엔에쓰,191410,,,,,,,,,,,79452369,69468055,43222815,45163671,148342591,118362600,93418154,82018669,61581944,59341936
(주)율호,72770,9626332,4109312,8497399,3887328,5978343,3261573,5809617,3350279,42520354,37086869,36508200,31381155,60803796,52397690,56398147,52609958,,,63739926,52594601
(주)이건홀딩스,39020,140572634,121381161,159653496,138940247,175410708,155817976,168511753,147212914,192008727,178639577,160792987,146875405,162587990,136863449,206987239,174774720,307715884,261364726,470273924,407301665
(주)이글루코퍼레이션,67920,,,,,,,,,,,54871573,0,58104577,0,60091644,0,64678925,0,75565878,0
(주)이글벳,44960,,,,,,,,,,,,,,,,,,,,
(주)이노메트리,302430,,,,,,,,,,,,,,,,,30576216,19563382,31891286,21769261
(주)이노션,214320,,,,,,,,,,,987924246,670260035,1051560762,670259188,1138685373,745485265,1239176790,767316502,1274274037,758277315
(주)이노와이어리스,73490,55045896,34203157,73105769,41139363,76790205,45389919,79216334,54119275,56033939,36318387,54948882,36721932,52708496,36127764,60670951,39910141,64034149,43271956,96847501,53880103
(주)이노인스트루먼트,215790,,,,,,,,,,,,,,,68524872,27683468,49905327,21469588,43493970,25681450
(주)이노테라피,246960,,,,,,,,,,,,,,,,,,,692760,328255
(주)이녹스,88390,104335130,80113322,115904008,87140579,142315791,105849304,186110243,128976824,144775899,100910896,213351977,152594601,232537090,169361748,46130094,35727227,57752852,38353812,41540048,26585742
(주)이녹스첨단소재,272290,,,,,,,,,,,,,,,193104083,139936253,293115113,219263267,349330168,262740408
(주)이라이콤,41520,288274161,267439203,454884032,414217139,542116976,480444710,689897746,616163645,647835666,570708962,635525312,563167007,306022430,280780111,344006411,324162409,367070174,335288021,277051025,260992059
(주)이랜시스,264850,,,,,,,,,,,,,,,,,,,52298488,43084635
(주)이랜텍,54210,515954066,486356850,450396479,417410631,548858755,502365907,654680194,584095503,579347225,526755643,616138233,553014475,602202164,539069968,589202026,535681422,451807947,410474014,729024728,646403047
(주)이루온,65440,42707059,26204079,42013015,25186335,38595983,24524120,50471130,32085137,47225338,32454608,51504260,37597484,52553155,38800184,34944446,24220886,48285361,36112049,49397597,37263680
(주)이마트,139480,,,7974414433,5788145800,12685041193,9199860984,13035263108,9426496977,13153607337,9480357998,13639993102,9843824664,14777876304,10623888224,15876686561,11355363932,17049079117,12452783662,19062879818,14170452435
(주)이미지스테크놀로지,115610,,,,,,,31054644,24886729,49985241,42333408,49347872,42210694,45034794,38035492,27618911,25444810,17067967,16076308,18952057,16995704
(주)이브이수성,84180,,,,,,,,,,,,,,,26355801,21326846,23538548,19235263,22705956,19032768
(주)이브이첨단소재,131400,73707277,61909806,81034863,63799020,75341639,64197191,84050908,73000219,63004624,59673323,50306399,52382019,60852375,57097960,87080093,71338422,65691719,51411647,52429478,41622742
(주)이상네트웍스,80010,35120189,24313319,49518731,39807320,36057991,27044107,28791635,21799122,41722243,33043209,37773544,26897963,38756402,25992641,51095595,34359773,53729890,36355371,58153972,39085818
(주)이수앱지스,86890,,,,,,,,,,,,,,,,,,,,
(주)이수페타시스,7660,336972476,273159580,386601574,346679703,418156244,356408730,535375500,451917734,504766284,452384153,520911373,459471612,554178600,496906323,531340270,492909163,560337381,503558113,514238394,487781834
(주)이수화학,5950,1730039962,1577479378,2055883155,1906382064,2231441793,2099681122,2072702050,1983171734,1851575637,1812735426,1471229204,1391376072,1515417587,1383704228,1507752229,1400019054,1531336138,1444962333,1516191857,1419731456
(주)이스타코,15020,,,,,10908289,8778486,48119946,17577560,23619679,20438254,23937807,19181137,13721933,11256285,53879625,46445373,26567531,23167943,,
(주)이스트소프트,47560,27031411,13343669,32279835,16640815,31320868,21391746,36532871,23592260,42874318,27742307,44068203,31405846,50497446,28197243,58522219,0,64686585,0,68906896,0
(주)이씨에스텔레콤,67010,,,,,,,,,,,,,,,,,,,,
(주)이아이디,93230,86480911,87619205,40234502,50530002,15928065,21860035,,,25563249,25240831,41161887,42541985,36049633,35536399,84380435,83457859,121343274,120071709,141020916,130320641
(주)이엔에프테크놀로지,102710,129018171,96540866,164332788,126580941,232412600,186689517,220149412,177193037,248589594,199634454,311850325,235503144,334284650,254132533,387027301,304349230,425448061,349635499,481013219,373821811
(주)이엔코퍼레이션,66980,115775134,103505525,46157865,43422859,42992872,43943427,59008976,50961467,50741372,48556732,52825056,29036399,23477074,0,76200362,0,81988308,0,110610982,0
