회사명,거래소코드,2010매출액(수익)(*)(IFRS연결)(천원),2010매출원가(*)(IFRS연결)(천원),2011매출액(수익)(*)(IFRS연결)(천원),2011매출원가(*)(IFRS연결)(천원),2012매출액(수익)(*)(IFRS연결)(천원),2012매출원가(*)(IFRS연결)(천원),2013매출액(수익)(*)(IFRS연결)(천원),2013매출원가(*)(IFRS연결)(천원),2014매출액(수익)(*)(IFRS연결)(천원),2014매출원가(*)(IFRS연결)(천원),2015매출액(수익)(*)(IFRS연결)(천원),2015매출원가(*)(IFRS연결)(천원),2016매출액(수익)(*)(IFRS연결)(천원),2016매출원가(*)(IFRS연결)(천원),2017매출액(수익)(*)(IFRS연결)(천원),2017매출원가(*)(IFRS연결)(천원),2018매출액(수익)(*)(IFRS연결)(천원),2018매출원가(*)(IFRS연결)(천원),2019매출액(수익)(*)(IFRS연결)(천원),2019매출원가(*)(IFRS연결)(천원)
(주)케이씨피드,25880,76988620,67199545,78033368,67019757,92393360,81023982,101758273,89906211,92877336,85067815,83421403,73529932,80776776,69025306,79688312,67253631,63728024,54813425,64298803,55015860
(주)케이아이엔엑스,93320,,,20160994,11104231,27197022,15252312,30572322,16981479,36498138,20092672,42125555,22332824,44193723,23862045,47286324,24802829,56304485,29215979,64639547,33779891
(주)케이에스에스해운,44450,108393813,78850039,98396511,75784130,112243969,90629658,118679752,90066921,,,143480707,104219261,141144031,98831998,177565952,122254074,202504829,145402274,231240042,167701723
(주)케이에스피,73010,,,,,,,,,,,,,,,,,,,,
(주)케이에이치바텍,60720,351076272,306618466,315935984,278993506,355916718,320741014,824185940,712966590,590031014,514612753,737937555,669580077,378235181,364340324,351126827,357958507,203983923,197164031,203636996,175309619
(주)케이에이치필룩스,33180,74447429,54901935,92721944,69838116,94743749,67994411,97345479,68334269,103389948,70830913,94845062,64260677,107790119,70355213,112007824,72503393,110005677,70368800,135103559,89463032
(주)케이엑스이노베이션,122450,,,43493498,23695314,62034002,36887001,89370237,46189296,114651887,67401857,127351243,78560067,159467610,89389043,204851529,116196816,192602110,108614097,258032976,148377986
(주)케이엑스하이텍,52900,71786185,59086977,68403700,61668202,77978424,76036253,72423367,65122651,73267282,59940306,59170051,48890832,46892477,36145757,51535607,41691998,61046544,47895603,58957832,45280535
(주)케이엔더블유,105330,62913123,51099208,59337659,49212230,38649362,33473227,65080946,56217865,71616443,59835344,64777702,52582415,67975387,57752519,93788189,84468023,122079179,109731124,92972246,83699895
(주)케이엔엔,58400,51159902,30752518,57325470,33869615,58287024,35077732,58773232,38795497,59147022,38963744,62748444,41792935,61824766,42451997,65355375,40589218,64113046,39431436,71120187,43266959
(주)케이엔제이,272110,,,,,,,,,,,,,,,,,,,56310399,45213365
(주)케이엘넷,39420,,,,,,,34994364,30279537,35665831,28593597,33992780,27490088,35077238,29575500,36450494,27211205,42138235,30546081,38516789,26693219
(주)케이엠,83550,117470296,94874816,116432449,96219469,131424508,114076264,123348345,104214226,114511416,98890397,116159771,95110401,109621891,91043756,110908795,90891759,118311427,97340588,127562230,103543693
(주)케이엠더블유,32500,159024473,104870135,151048033,115225451,292511698,187674088,317891774,209239016,269477449,206713655,219822353,190035879,210541335,161549998,203720735,142599323,296267920,236038019,682876301,465070387
(주)케이이씨,92220,342673783,313084832,301820861,287165836,262269893,251858662,259791513,227929910,219931598,185719001,209099505,174787210,227690903,193926317,237212116,201920096,217374591,185283948,201729382,178989965
(주)케이지모빌리언스,46440,75594662,46874876,82388498,48532689,95032451,54929297,118648067,66524780,,,,,136687237,74772064,170595514,93222797,202941577,103150466,192191691,100126669
(주)케이지이니시스,35600,159852110,127556540,181404315,139730453,,,415769259,310875514,547791153,434209905,696865682,587575149,701048399,582965760,758453344,524860011,924624291,593309624,956102654,598882542
(주)케이티,30200,20326275000,0,21990051000,0,23790359000,0,23810599000,0,23421673000,0,22281221000,0,22743665000,0,23387267000,0,23460143000,0,24342064000,0
(주)케이티서브마린,60370,,,,,,,,,,,,,,,,,,,,
(주)케이티스카이라이프,53210,,,476053233,0,566456120,0,623394599,0,652787112,0,660956583,0,665053007,0,685821509,0,690820836,0,694637003,0
(주)케이티씨에스,58850,,,,,,,,,594727818,0,1065846503,0,953674070,0,967759848,0,1016085167,0,944861713,0
(주)케이티아이에스,58860,,,,,,,,,,,,,,,,,,,,
(주)케이티알파,36030,311590763,290220237,463031685,440368413,443430601,423194936,579987227,550962186,,,,,,,,,,,,
(주)케이티앤지,33780,3461418375,1446708393,3722965820,1610132581,3911818275,1685563031,3782629860,1654684213,4101425018,1814251060,4134035080,1604612111,4468855746,1774287261,4667193482,1905764652,4471515592,1836031137,4963202297,2088576007
(주)케이프,64820,,,,,25761770,18341834,18065990,15389211,22434042,19409806,19294891,16441746,122114121,83432617,230559392,145866424,254635658,173341119,351484046,264322021
(주)케이피에스,256940,,,,,,,,,,,,,,,,,40627706,26636024,14191010,10610291
(주)케이피에프,24880,185077342,158468132,281117065,243914290,308344030,269877622,340776901,295732962,313687726,273482658,329085096,282228439,340186800,294730073,365411324,316734616,375029991,326409031,376261557,326239166
(주)케이피엠테크,42040,75860554,67749384,75514436,71965639,85417091,85544463,20869190,24205278,39124781,32276278,48058393,45278834,21916246,21284356,29040534,27733312,29535233,24633697,17724886,18260862
(주)케이피티유,54410,26630383,23498130,16000643,13188487,16988809,13635924,,,,,,,,,26423859,21653755,25144665,21094594,,
(주)케일럼,258610,,,,,,,,,,,,,,,,,23521557,18404939,20471120,16995705
(주)켐온,217600,,,,,,,,,,,,,,,,,,,,
(주)켐트로닉스,89010,206260685,171284519,236418100,196711763,249814454,208441706,314826741,262782023,278686699,253301548,265622473,244148278,246122176,224817062,292775238,279056757,337353792,302637911,403474312,334649172
(주)켐트로스,220260,,,,,,,,,,,,,,,,,,,,
(주)코다코,46070,,,,,,,224973669,190097198,242111802,200458118,265056276,215489893,286354375,232985866,267845912,226135748,258632562,243760086,223364645,206561989
(주)코데즈컴바인,47770,188384648,75386725,222266382,95383439,199637681,98247690,151340518,86167312,103195043,69836830,17642711,20530153,16337467,11311918,21234364,10849647,29343056,13803124,35815190,14080734
(주)코디,80530,,,,,39147750,36669599,43944030,35431564,53717688,44997492,54946269,49619683,8087303,7430697,12264264,13126328,20265908,19081063,49308692,41845204
(주)코디엠,224060,,,,,,,,,,,,,44257148,42825104,73499954,65184950,36581926,37518442,11785340,9908218
(주)코렌텍,104540,,,,,,,28262583,14359105,26582778,12454769,30346648,12778084,35974058,14771914,37848863,15543319,33405771,15178216,40189165,15178540
(주)코리아나화장품,27050,111394371,22211467,105626347,22378264,97725699,20111130,95705637,23871752,101113985,28812282,136517442,57006670,124019612,52755830,111708970,44457133,115727727,49693442,117202282,64070756
(주)코리아센터,290510,,,,,,,,,,,,,,,,,,,251498425,157067405
(주)코리아써키트,7810,319177060,301156370,402015466,385195525,519497206,462127859,547056321,485707907,553161676,499490563,564337230,500885885,545300471,513630465,591598882,563710636,535824715,538451914,543423599,512121814
(주)코리아에스이,101670,,,,,,,,,,,,,,,15575053,12326813,14292442,13115316,13269092,11781264
(주)코맥스,36690,94174458,73291134,97232046,73259905,88535834,64677612,101190432,76468935,109601468,85916326,114259254,88756631,131799755,100793963,140191670,106377399,144404504,113597435,143101259,114480776
(주)코메론,49430,66986454,43150301,71184833,46999684,64721357,43898177,57260368,38297994,62019224,40271595,67912627,42366406,68905533,40527740,68450794,39824357,68746431,43129065,66630535,39646242
(주)코미코,183300,,,,,,,,,,,,,,,125056374,65162483,166567372,87126525,173461446,93047691
(주)코미팜,41960,20557275,12404675,20300520,12115178,22110189,13520258,26464655,17397018,34454104,22713742,36405104,25378626,37636362,26676121,36641053,25045095,34994051,25215743,35489960,24072965
(주)코세스,89890,,,,,,,,,,,,,,,,,,,,
(주)코센,9730,,,,,,,,,60619827,55590629,57840688,51867449,53942891,54470013,57272647,51482375,54690486,50395117,58286145,52852993
(주)코스나인,82660,93484987,82775668,41948955,45362417,144642730,129482703,329560818,302051010,340181128,314202798,263647344,245735413,207265945,192996370,184419003,184629594,87007413,92228893,,
(주)코스메카코리아,241710,,,,,,,,,,,,,165176125,130054558,182327850,143400142,303292618,251295450,347017988,283335084
(주)코스온,69110,,,,,,,,,,,,,83065519,61985906,100485580,79679747,110339643,88218378,109273819,89600353
(주)코썬바이오,204990,,,,,,,,,,,,,,,25656055,12964575,9538711,6307783,2695516,5608332
(주)코아스,71950,,,,,76689973,53470253,88205985,65357276,98865609,68264314,96543277,72917318,97114676,65675177,114066385,77307835,108592320,79586123,112874041,80870736
(주)코아시아,45970,215003343,0,225605229,0,232726081,199637760,287641466,253106920,256190480,232631668,277561320,233245479,396061922,333414637,424250341,352530693,378373276,325251307,438868162,379128226
(주)코아시아옵틱스,196450,,,,,,,,,34003314,31883788,55771549,53246700,39695061,48626026,14231304,9559615,9054296,9554229,86156042,65754728
(주)코엔텍,29960,27836820,20919078,32481918,22964262,37954321,23980835,38761496,25956195,41597450,26536299,42298254,27706172,55095779,34338313,61255105,37331138,72239031,38246135,,
(주)코오롱,2020,274860411,163814095,592073843,432985790,4713474822,4259561319,4427687063,3941170738,4139649552,3692129073,3820812376,3459542013,3936858959,3481136806,4392955166,3934642014,4324491258,3877501623,4405957744,3939537585
(주)코원플레이,56000,126758850,101304953,73923620,67632387,32576529,34262243,29535151,27870356,31463462,26211003,14986884,16086882,,,30676039,17410727,25727901,15390718,19805335,13820914
(주)코윈테크,282880,,,,,,,,,,,,,,,,,,,91102339,63871123
(주)코이즈,121850,,,,,35504279,22500280,24137513,19979486,27864355,22847118,26005034,22547747,31440808,25936065,26389826,29017598,19147494,20866257,35464086,31549640
(주)코콤,15710,72063511,55469842,80976405,59138204,83325226,61696606,95237687,72355678,103538393,76462558,110754965,79687204,113892164,82583454,143089164,107255681,163612643,118890556,133903684,95971869
(주)코텍,52330,,,,,,,,,,,,,,,,,,,285258696,214132604
(주)코퍼스코리아,322780,,,,,,,,,,,,,,,,,,,,
(주)코프라,126600,,,,,,,91297124,75680019,105294129,86529254,115810321,93046273,130126018,104325339,134792885,114607175,161369458,141978626,182893389,158711786
(주)콘텐트리중앙,36420,,,,,,,,,,,,,,,,,,,554208374,314483371
(주)콤텍시스템,31820,159241242,141172057,180706217,165411552,160422329,143286539,181677649,164085299,186113130,169547251,146291127,131594584,166860474,148982934,143622951,128443319,,,,
(주)큐로,15590,209583273,185803918,252763353,269614516,282943904,248186051,239973517,210981482,297335288,279122063,,,,,,,,,147117472,118722116
(주)큐로컴,40350,11275286,7310703,9772527,8321851,8382819,7003419,22244467,17352906,21349457,16984397,22428307,17442783,18985337,15868423,12683664,10369841,13915367,11150075,15051780,10110060
(주)큐로홀딩스,51780,10910257,8442978,13412815,9923314,16976025,12078151,15744162,10454901,13124034,9322569,14844731,11005749,14592405,22022353,15357486,15464869,25216642,20025570,25752114,18934234
(주)큐리언트,115180,,,,,,,,,,,,,,,,,,,,
(주)큐브엔터테인먼트,182360,,,,,,,,,,,22398853,18217066,19465306,20528044,24416090,20167957,34459464,28651322,29829672,25272601
(주)큐에스아이,66310,,,,,26704126,20837099,25635539,17935440,24217429,16090105,25495219,18979980,22020600,16339505,22628424,16971165,18823761,15285439,22679509,17165522
(주)크라운제과,264900,,,,,,,,,,,,,,,,,,,,
(주)크라운해태홀딩스,5740,1058366874,625774604,1113353731,689270819,1134459198,702637652,1118298354,679637996,1084125414,652586939,1204012618,718278496,1188834513,725748576,1002111628,633198100,1092084364,723003243,1055213955,704250349
(주)크레버스,96240,106199736,0,103348845,0,112980537,0,125262571,0,130461470,0,135508996,0,138574465,0,147363632,0,152690562,0,174974828,0
(주)크리스에프앤씨,110790,,,,,,,,,,,,,,,,,257887299,87989417,259452905,87719164
(주)크린앤사이언스,45520,39548822,32295660,44703043,36257415,47068217,37138716,54208174,43694749,56226928,44724786,59520256,46355200,59971176,46441247,77107947,60181545,95238575,76078731,118318802,94635290
(주)클라우드에어,36170,,,,,65804705,58826364,75783205,66882779,73979284,70003204,20574075,17035362,17665255,12523403,16593462,11761122,14413626,11424745,13489259,10619268
(주)클래시스,214150,,,,,,,,,,,,,,,34868166,10699567,47481790,12734178,81133257,17228105
(주)클리오,237880,,,,,,,,,,,,,193589949,71833342,193680144,76044559,187378290,81732177,250382613,113675085
(주)키다리스튜디오,20120,,,,,,,,,22362585,15036345,28305620,20621836,,,14286729,11025628,,,26737870,18135357
(주)키이스트,54780,,,,,33060667,26905223,69465294,64420263,88851356,68975058,106170757,84023151,93247807,78404973,106170053,89067580,103736090,88440894,100245744,85897484
(주)타이거일렉,219130,,,,,,,,,,,26923156,21717618,,,,,,,,
(주)탑엔지니어링,65130,122821502,90018410,153516747,114547633,64130411,42748011,75998674,56567717,103819901,78873213,137506883,98723807,161030823,113176921,176055995,127845491,917583139,802720045,1305900598,1144321240
(주)탑코미디어,134580,,,,,,,70893414,48891861,92581017,69309325,107808603,81815113,77354544,62511125,47048592,39326457,44502968,34794352,,
(주)태경비케이,14580,,,,,,,,,,,,,171527282,132264062,212161978,170085422,212616333,171173343,186439233,148403079
(주)태광,23160,,,,,,,,,,,,,,,,,158648382,135810197,189754435,167589995
(주)태성,323280,,,,,,,,,,,,,,,,,,,,
(주)태양,53620,156600819,133878369,169613205,149896814,187372286,167971861,207194713,185179165,207070717,184540679,145514369,132479413,148160527,117093397,157569823,130836058,136715540,122794084,141821714,120387797
(주)태영건설,9410,1761507289,1499888574,2276265894,2003606919,2281618316,1994025433,2180379230,1910380339,1875043214,1680411158,1883518737,1669407030,2059304924,1791440882,3266415746,2733807582,3850546030,3176304933,3924370755,3264730326
(주)태웅,44490,,,,,,,,,,,,,,,,,,,,
(주)태웅로직스,124560,,,,,,,,,,,,,,,,,,,286073126,248018234
(주)테라젠이텍스,66700,80769569,55671682,96247357,75497899,79322908,57533165,90730510,59339339,106580791,70465548,98884314,62730128,101283309,70183637,107591869,75090421,117474508,88831633,138083445,100369820
(주)테스,95610,,,,,,,67053692,52530021,109677283,82593330,100346778,79497677,178907934,130822457,275790382,198373048,287069351,210784363,178374964,148908296
(주)테이팩스,55490,,,,,,,,,,,,,,,105852233,80695734,108498548,89017988,112605437,91890365
(주)테크윙,89030,,,,,,,91818794,64056967,112442521,79299991,136031630,90542681,141979322,90464291,222772282,144537670,193710297,129044538,186865006,122565403
(주)텔레칩스,54450,82429226,50455085,,,,,,,,,,,100969671,57934055,122666738,83163112,126098776,75751755,132195565,73313924
(주)텔레필드,91440,,,,,,,,,,,,,43098885,33011035,37433073,24476651,30225785,28824558,56538905,38289667
(주)텔콘알에프제약,200230,,,,,,,,,58756395,46363194,28542711,23960399,29840249,26765610,41774342,36611463,57708456,48198040,56590831,41440534
(주)토니모리,214420,,,,,,,,,,,219924760,100820863,233120694,108813598,205732328,82603291,180974833,77532818,172026783,71433495
(주)토박스코리아,215480,,,,,,,,,,,,,,,,,,,,
(주)토비스,51360,203310599,179840026,320084132,279136357,359367228,323865753,481225127,428421859,609521052,515929811,462830228,382748905,454454017,377312812,522718329,450493316,430178783,352194610,418881870,336438891
(주)토탈소프트뱅크,45340,,,,,,,,,,,,,,,,,,,,
(주)톱텍,108230,146829505,128268129,,,148319631,125142191,227094225,192581301,164711685,142087814,230553626,197531869,392662456,340280581,1138438650,907370288,308791516,281499726,167160373,146075850
(주)투비소프트,79970,,,,,28815346,12930448,29101197,11936563,31509878,12745515,31922860,13017626,39181813,20594993,39454565,23443936,53924737,36505329,40782024,23416751
(주)트루윈,105550,,,,,,,,,,,,,,,,,,,,
(주)특수건설,26150,,,,,,,,,,,,,,,131132091,119870278,186200582,174987118,193202917,180634873
(주)티라유텍,322180,,,,,,,,,,,,,,,,,,,,
(주)티로보틱스,117730,,,,,,,,,,,,,,,,,66524525,50570321,51553281,42333098
(주)티비씨,33830,34169433,21213779,37600065,24183841,36927962,25325419,33499370,22564383,35232833,24409065,41125286,30046586,38827003,28855500,42211580,31007132,40608939,30435982,49281263,36176910
(주)티비에이치글로벌,84870,389393601,161998705,471634836,192722780,521060092,209828352,555207099,200731085,549843829,194886805,632110049,218256028,722249786,243024512,694474511,229465724,,,,
(주)티사이언티픽,57680,13468308,10845569,,,,,8662180,8243642,,,37020529,33418017,29775243,28328328,,,,,,
(주)티씨케이,64760,,,,,,,,,,,,,,,,,,,,
(주)티앤알바이오팹,246710,,,,,,,,,,,,,,,,,,,,
(주)티에스넥스젠,43220,,,,,,,,,17706854,15383004,18479203,20292331,32850567,30254777,37440454,35728087,39527527,41812384,42661536,32007063
(주)티에스이,131290,,,132771090,93764683,99437986,79163594,110666845,91669769,145648441,118512747,132224417,111684395,126712203,115310462,185749435,138060076,184431173,139254359,191490314,139360310
(주)티에스트릴리온,317240,,,,,,,,,,,,,,,,,,,,
(주)티에이치엔,19180,112501314,100848997,146087670,130008136,162925090,159140938,225496090,219817036,229346898,203321476,276197806,242087315,293815684,253022306,312716520,268359924,372768605,321795594,402190764,342428139
(주)티엘아이,62860,82619377,54234018,117886986,93605497,129817683,102409115,115998945,99501733,133379534,101921542,132750768,105173059,77429304,55013340,67241628,49631114,48492103,45794214,41981841,31053374
(주)티움바이오,321550,,,,,,,,,,,,,,,,,,,,
(주)티웨이항공,91810,,,,,,,,,,,,,,,,,731788991,621250146,810449906,755366251
(주)티웨이홀딩스,4870,,,,,,,132566061,113083721,236206014,203977456,288870360,254242147,411870541,358757988,612787407,512431345,737489328,628822466,817530537,764496130
(주)티케이케미칼,104480,,,1007351548,940433270,,,,,,,,,,,,,,,620804114,583585001
(주)티플랙스,81150,104439262,94753084,138460771,126408765,121333472,112976850,109769137,102025726,102754411,93447459,93233989,84744508,,,,,,,,
(주)티피씨,130740,,,,,,,,,,,,,54390115,45110705,51592715,44521056,78436414,64237883,84685070,68712385
(주)티피씨메카트로닉스,48770,,,85580776,61483627,76882299,57232268,79376433,60952201,78617990,61053940,86740197,67987711,92337671,77874385,101897097,81001649,104628102,85856135,101092281,84861701
(주)파나진,46210,34043055,33106553,41453442,38802938,,,,,,,,,,,,,,,,
(주)파라다이스,34230,321897615,249380583,373999219,275205385,518513911,382913822,639358241,450556267,676154687,532082624,615357061,492742474,694856269,556420449,668041930,597720294,787616484,708978983,979432909,839893380
(주)파라텍,33540,91959727,84024745,114115645,102291567,91358660,82328576,108660143,95879336,132087754,118941364,148169203,135799047,226852268,209917635,259716264,238280813,191164238,179892069,126614043,152227892
(주)파루,43200,22305218,24194426,20631050,23196887,38873420,34383293,37406974,29411150,57908344,40068232,126615552,84490560,105658078,69372681,28869599,30404859,36352018,44523776,53144288,41205160
(주)파마리서치,214450,,,,,,,,,,,,,45953115,15116236,54469758,18404890,64280682,26063677,83871642,33766129
(주)파멥신,208340,,,,,,,,,,,,,,,,,1975,1697,0,0
(주)파버나인,177830,,,,,,,,,,,51726109,50650726,76984704,67345022,106136238,94340991,112395079,97502956,103613096,97132465
(주)파세코,37070,,,,,,,,,,,,,,,,,,,,
(주)파수,150900,,,,,,,21358791,8661020,23124986,8056934,25287013,11725108,21443571,13717126,29288075,11147424,32243433,11786794,35364081,17931693
(주)파워넷,37030,,,,,,,,,,,,,,,,,116872861,101368299,128553806,109641343
(주)파워로직스,47310,418217067,389891841,495181720,489909545,511675647,478700055,535821950,509496920,552312821,515801330,581430662,537224364,545479982,499222442,705665350,651926766,753902613,681015034,1107914323,999788404
(주)파이오링크,170790,,,,,,,23096372,8199902,23681124,9216523,22729935,9255933,35813842,18983258,29431876,17339426,,,,
(주)파인디앤씨,49120,177211548,162673521,196588750,191904589,147128571,141400704,160481103,155535965,207192017,189405507,168495877,153734194,177666099,164639805,159356867,152495556,77325563,65114344,77522237,69508742
(주)파인디지털,38950,115247273,68923066,79399701,50809423,99801657,59592291,98255109,56780138,95823579,54835020,83117417,50963364,78001533,49983040,76035318,49622126,86035533,57339600,96058312,65601532
(주)파인테크닉스,106240,264177151,220997071,324634350,267664665,428847003,341167228,314348642,274383820,365261308,303404132,374729719,317953552,216325021,186491662,174995498,169829964,129688348,104139759,134292076,117543118
(주)파인텍,131760,,,,,,,,,,,205426462,177496116,153717014,144683545,122257345,102942141,65851189,55152244,77881195,61915230
(주)파커스,65690,88805665,71081840,82210399,70771477,89038818,77419803,75289331,67469500,65862150,57516348,69895109,58914144,63854994,52122292,64532486,54336425,100153884,88528750,100770338,95165576
(주)파크시스템스,140860,,,,,,,,,,,19991699,7940178,24452140,8808021,32882240,10547827,41810164,15442755,51973742,17774532
(주)파트론,91700,272661000,209394000,425918000,353696000,873081344,726084840,1099543376,885941743,769815864,631864236,805803652,678891230,791415721,685231149,791339853,711943742,796482853,697592973,1254596912,1066585012
(주)판타지오,32800,,,,,9836516,7877088,10149545,9503449,12555526,12589976,23122140,18213103,21703284,20165019,13304892,15333793,13615020,11112303,18513748,15495685
(주)팜스빌,318010,,,,,,,,,,,,,,,,,,,29952152,7661672
(주)팜스코,36580,532755035,465386337,535574510,450890545,665648116,574133139,746656626,657311724,836395715,717028069,867078385,728877793,947587338,797528819,1023257515,866636914,1015667699,876374365,1164970052,1016978390
(주)팜스토리,27710,833757356,753486270,878599206,797075155,1064298620,957575707,1044836036,947397648,1024375129,918817790,1062576028,949425919,900486838,796487859,838555170,741162316,921642376,821879769,970847162,867075177
(주)팬스타엔터프라이즈,54300,35089801,30435352,33226795,31342008,33623298,27296736,,,,,,,,,,,,,,
(주)팬엔터테인먼트,68050,18108361,15634605,32699404,29790130,37720279,33069210,27110346,24557370,34329110,31452571,20973488,22751444,35328272,31027729,42340810,40952908,13212174,11246221,40218963,36772112
(주)팬젠,222110,,,,,,,,,,,,,,,,,,,,
(주)퍼시스,16800,265558680,170396375,277571985,189635034,,,,,,,,,,,,,,,,
(주)펄어비스,263750,,,,,,,,,,,,,,,,,404763992,0,535936506,0
(주)펩트론,87010,,,,,,,,,,,,,,,,,,,,
(주)포메탈,119500,,,,,,,,,,,,,,,,,,,,
(주)포스코아이씨티,22100,835677733,731256861,1006448074,889068398,1128387879,1000245786,1207033019,1055738043,1064975484,934368935,840545682,742011202,866893881,748695814,950592313,820313449,927076974,812872650,969787010,838048895
(주)포스코엠텍,9520,542669939,513166860,669359330,637879886,958780277,923262189,906423691,889318421,446218919,432300381,366540217,337107256,266528977,239037655,,,,,,
(주)포스코인터내셔널,47050,16061693159,15101977065,19457178592,18451194314,17571126133,16583620818,17108578034,16164217603,20407753120,19169548022,17526906326,16237950430,16492090197,15356214659,22571653747,21263108998,25173939721,24199883770,24422574846,23297980546
(주)포스코케미칼,3670,,,,,,,,,,,,,,,,,,,1483769012,1317236559
(주)포시에스,189690,,,,,,,,,,,13138391,2426941,14013009,2372408,12824102,2540779,18083164,4360607,19745400,5655883
(주)포인트엔지니어링,256630,,,,,,,,,,,,,,,,,,,46664976,32887715
(주)포커스에이치엔에스,331380,,,,,,,,,,,,,,,,,,,,
(주)폴라리스세원,234100,,,,,,,,,,,,,,,,,,,81394444,65543431
(주)폴라리스오피스,41020,29728534,0,34287287,0,47903170,0,55755176,0,40799667,0,22425327,0,13194593,0,15224908,0,22543822,0,21048806,0
(주)폴라리스우노,114630,,,,,,,,,48716976,38842883,39669461,29631800,38998431,28145512,38766479,30049412,44546936,36430479,42427955,34768234
(주)푸드나무,290720,,,,,,,,,,,,,,,,,52960551,34401631,64782146,40846967
(주)푸드웰,5670,64974982,54681940,86311031,72981756,98653519,84359996,94815178,80395292,95206794,81765660,102846166,88664856,108214044,93930868,116866660,101014743,123789971,103925063,143937185,121517636
(주)푸른기술,94940,,,,,27789212,20505377,28179511,20806666,,,,,,,,,24947320,19308656,23398104,17803057
(주)풀무원,17810,1272688991,921114924,1370528860,995265149,1457884336,1060493903,1521708340,1097218155,1678094350,1205283624,1846488477,1357159369,2030673098,1489776123,2238114683,1651742342,2271973132,1712942549,2381451203,1791427155
(주)풍강,93380,,,,,,,,,91561284,78721532,89382644,78455963,86337847,75031772,83342390,72369699,79043460,70548254,81455152,71960663
(주)풍산,103140,2707743115,2376940423,2881349835,2676553179,2900282173,2661891752,3022001155,2762447189,3000256080,2751137029,2819677315,2579417194,2831770052,2460679668,2944963083,2536521508,2774499775,2507344413,2451305535,2263690813
(주)풍산홀딩스,5810,353254081,268749103,201321415,159680464,229601791,173865166,277190876,220185770,273098423,211392634,272085363,216548923,297587275,210808580,314763117,217660911,306063836,244862358,264414749,230847565
(주)퓨쳐켐,220100,,,,,,,,,,,,,,,2998387,3480978,5635487,7148929,8166655,7654080
(주)프럼파스트,35200,37771077,32517790,39827231,34442607,43011320,36928077,47050227,39169926,44378602,37203727,38644500,32324948,45347132,36506538,48804038,38237577,32686309,26076977,29378879,23479881
(주)프로스테믹스,203690,,,,,,,,,,,14834938,2770510,14164334,3108477,6564594,2812549,4719948,3167982,7127477,2548251
(주)프로이천,321260,,,,,,,,,,,,,,,,,,,,
(주)프로텍,53610,,,,,81052470,51955890,66121896,44996318,92547433,63245139,75099920,50449429,94840058,65944396,149802231,104455324,153993870,104365309,179775053,114012821
(주)프리엠스,53160,28808691,21913886,32743993,25022462,38573896,29011188,35190257,25938823,29939341,21757346,24540780,17372589,20251366,16080182,28663902,23640788,27277496,21831484,18444454,15117800
(주)플래스크,41590,,,,,,,,,,,44805720,43190586,80724853,73789232,35808360,33126689,34081695,31510685,18906182,16969515
(주)플랜티넷,75130,19619411,0,21808218,0,25523192,0,28452629,0,23340031,0,24831198,0,27804609,0,22098488,0,23236497,0,23557318,0
(주)플레이그램,9810,14885074,12032460,17118596,13533877,13500975,11272120,12467423,11021656,11884952,10765088,27036654,25027754,18298055,17814156,28103183,26556257,6528350,6174900,8774910,8385653
(주)플레이위드,23770,23960692,4265930,18280049,1948260,17600255,1232966,13809221,1060382,,,,,,,,,,,,
(주)플리토,300080,,,,,,,,,,,,,,,,,,,1985147,0
(주)피델릭스,32580,,,,,93256004,81145700,87521848,71660054,78116195,67169701,,,,,,,,,,
(주)피씨디렉트,51380,,,,,,,,,,,,,,,,,,,,
(주)피에스엠씨,24850,156722164,146669053,144450852,151431008,94935142,87978870,95513633,88747215,80554105,77799242,50008723,54246733,40854586,43674390,,,50019817,46180892,43799035,42119758
(주)피에이치씨,57880,114814950,89237891,93147444,75843222,54102587,50340568,31151042,22544771,15538682,27627449,21685919,21154394,19040791,13932934,15783076,16111110,6918570,5518131,9387758,8020727
(주)피엔티,137400,,,,,52744758,41995758,82704380,72738883,105650008,87456829,91317951,81286645,108547853,86160696,149777264,126140937,256693205,237647530,321405860,290590097
(주)피엔풍년,24940,,,,,,,,,,,,,,,,,,,,
(주)피제이메탈,128660,,,,,,,,,,,,,,,,,,,,
(주)피제이전자,6140,,,,,,,,,,,,,,,,,,,,
(주)피피아이,62970,,,,,,,,,,,,,,,,,,,,
(주)픽셀플러스,87600,,,,,,,,,,,106214922,77457173,,,,,,,,
(주)필옵틱스,161580,,,,,,,,,,,,,,,285363858,244312948,55515163,59252221,140395327,126280288
(주)하나투어,39130,,,267812824,0,307854268,0,352655319,0,385457930,0,459425683,0,595538710,0,682307266,0,828273952,0,763194958,0
(주)하림,136480,,,,,,,,,754495292,638151944,795196860,662902355,826023185,668752366,867327538,707059401,828599248,695968795,805855041,714170717
(주)하림지주,3380,,,,,,,,,,,,,,,6934326039,5537612971,7357069318,6050547971,7350259327,6013539116
(주)하이로닉,149980,,,,,,,,,,,17916048,5889517,15476750,5540659,18132156,6256898,20327716,8403755,20128483,8128616
(주)하이비젼시스템,126700,,,,,,,68256830,43826244,62278665,42394023,87660105,60154223,77544962,50672092,168889854,108948304,183093114,131486557,134228522,95519968
(주)하이소닉,106080,28689867,25966272,49666396,45295482,48336256,37219714,43739519,43471361,35183403,35919126,53606368,47728763,32294254,32234869,43412643,39919235,20064958,21476718,13164584,15906834
