,회사명,거래소코드,회계년도,영업이익(개별),영업이익(연결)
2831,(주)선앤엘,2820,2018,-5414838,-7142089
2832,(주)선앤엘,2820,2019,-22456529,-18748460
2833,(주)선익시스템,171090,2017,14551633,14538590
2834,(주)선익시스템,171090,2018,8521503,8494074
2835,(주)선익시스템,171090,2019,11509294,11430479
2836,(주)선진,136490,2011,18881741,0
2837,(주)선진,136490,2012,25938080,0
2838,(주)선진,136490,2013,28481763,28198197
2839,(주)선진,136490,2014,27221414,26674017
2840,(주)선진,136490,2015,27944125,27870887
2841,(주)선진,136490,2016,31589479,42295519
2842,(주)선진,136490,2017,25559830,54706105
2843,(주)선진,136490,2018,23304778,34785401
2844,(주)선진,136490,2019,41419440,40117085
2845,(주)성광벤드,14620,2011,28796575,35189787
2846,(주)성광벤드,14620,2012,72270301,76263188
2847,(주)성광벤드,14620,2013,88898087,90335808
2848,(주)성광벤드,14620,2014,53519162,53703536
2849,(주)성광벤드,14620,2015,20715843,22758036
2850,(주)성광벤드,14620,2016,687556,2893930
2851,(주)성광벤드,14620,2017,-18122103,-18641619
2852,(주)성광벤드,14620,2018,-12831230,-14507706
2853,(주)성광벤드,14620,2019,9097646,6972728
2854,(주)성도이엔지,37350,2011,14250877,2548672
2855,(주)성도이엔지,37350,2012,9015154,62676036
2856,(주)성도이엔지,37350,2013,12889020,36149676
2857,(주)성도이엔지,37350,2014,5085383,14588199
2858,(주)성도이엔지,37350,2015,2989713,7723294
2859,(주)성도이엔지,37350,2016,15082086,26288873
2860,(주)성도이엔지,37350,2017,18775013,24856280
2861,(주)성도이엔지,37350,2018,22058945,20565535
2862,(주)성도이엔지,37350,2019,21264338,19008641
2863,(주)성안,11300,2011,3064279,19459051
2864,(주)성안,11300,2012,1759682,8317370
2865,(주)성안,11300,2013,650624,3246198
2866,(주)성안,11300,2014,-3238492,-20073
2867,(주)성안,11300,2015,-600201,-256009
2868,(주)성안,11300,2016,270951,-6707796
2869,(주)성안,11300,2017,-4214637,-4950042
2870,(주)성안,11300,2018,-4806670,-10685943
2871,(주)성안,11300,2019,-7948134,-12934285
2872,(주)성우하이텍,15750,2011,18240993,164422655
2873,(주)성우하이텍,15750,2012,28456590,200083358
2874,(주)성우하이텍,15750,2013,37337670,213480448
2875,(주)성우하이텍,15750,2014,54359183,193033372
2876,(주)성우하이텍,15750,2015,61384157,145269708
2877,(주)성우하이텍,15750,2016,62737426,140122401
2878,(주)성우하이텍,15750,2017,73181328,60837597
2879,(주)성우하이텍,15750,2018,35050497,75393190
2880,(주)성우하이텍,15750,2019,58551984,73354787
2881,(주)성창오토텍,80470,2011,4988466,4988466
2882,(주)성창오토텍,80470,2012,5772808,5579840
2883,(주)성창오토텍,80470,2013,5193748,5337918
2884,(주)성창오토텍,80470,2014,1366029,1049565
2885,(주)성창오토텍,80470,2015,2062553,1593008
2886,(주)성창오토텍,80470,2016,327524,2587818
2887,(주)성창오토텍,80470,2017,1124444,962143
2888,(주)성창오토텍,80470,2018,2996625,171718
2889,(주)성창오토텍,80470,2019,1302838,-372965
2890,(주)세경하이테크,148150,2019,19374342,23378046
2891,(주)세동,53060,2011,478204,770015
2892,(주)세동,53060,2012,1304637,1593893
2893,(주)세동,53060,2013,1702717,1731160
2894,(주)세동,53060,2014,-313139,-1888217
2895,(주)세동,53060,2015,386129,-3376785
2896,(주)세동,53060,2016,-978253,-4251216
2897,(주)세동,53060,2017,-6540756,-5727607
2898,(주)세동,53060,2018,-4861520,-2364861
2899,(주)세동,53060,2019,2395007,-270863
2900,(주)세림비앤지,340440,2019,0,0
2901,(주)세보엠이씨,11560,2011,11272000,11394670
2902,(주)세보엠이씨,11560,2012,7600244,8623737
2903,(주)세보엠이씨,11560,2013,6192292,8466124
2904,(주)세보엠이씨,11560,2014,7073153,9934990
2905,(주)세보엠이씨,11560,2015,12799490,16968836
2906,(주)세보엠이씨,11560,2016,19264496,19740813
2907,(주)세보엠이씨,11560,2017,29217039,29088951
2908,(주)세보엠이씨,11560,2018,27514233,27985353
2909,(주)세보엠이씨,11560,2019,-7734598,-8949532
2910,(주)세아베스틸지주,1430,2011,297346296,0
2911,(주)세아베스틸지주,1430,2012,171773005,0
2912,(주)세아베스틸지주,1430,2013,143852131,0
2913,(주)세아베스틸지주,1430,2014,175255871,0
2914,(주)세아베스틸지주,1430,2015,173841275,222292064
2915,(주)세아베스틸지주,1430,2016,80813009,143463964
2916,(주)세아베스틸지주,1430,2017,125918910,188523884
2917,(주)세아베스틸지주,1430,2018,13076974,55861842
2918,(주)세아베스틸지주,1430,2019,1369125,43988893
2919,(주)세아제강,306200,2018,11201394,0
2920,(주)세아제강,306200,2019,45911982,0
2921,(주)세아제강지주,3030,2011,99620155,142233479
2922,(주)세아제강지주,3030,2012,118894912,173449901
2923,(주)세아제강지주,3030,2013,92690765,154607297
2924,(주)세아제강지주,3030,2014,96866481,164172447
2925,(주)세아제강지주,3030,2015,48591327,77705366
2926,(주)세아제강지주,3030,2016,65650890,77248357
2927,(주)세아제강지주,3030,2017,108089542,119142397
2928,(주)세아제강지주,3030,2018,3655660,80535316
2929,(주)세아제강지주,3030,2019,2774572,63138665
2930,(주)세아특수강,19440,2011,44208642,47006667
2931,(주)세아특수강,19440,2012,31228638,33866501
2932,(주)세아특수강,19440,2013,47210420,50978997
2933,(주)세아특수강,19440,2014,43863975,48037008
2934,(주)세아특수강,19440,2015,32751045,34876834
2935,(주)세아특수강,19440,2016,36054113,40389665
2936,(주)세아특수강,19440,2017,33267031,35057763
2937,(주)세아특수강,19440,2018,18179600,19690400
2938,(주)세아특수강,19440,2019,17813699,19471042
2939,(주)세아홀딩스,58650,2011,30078151,348296074
2940,(주)세아홀딩스,58650,2012,17897771,214410026
2941,(주)세아홀딩스,58650,2013,-107036148,197041412
2942,(주)세아홀딩스,58650,2014,74593488,255646237
2943,(주)세아홀딩스,58650,2015,32167692,287551536
2944,(주)세아홀딩스,58650,2016,30527083,234786264
2945,(주)세아홀딩스,58650,2017,29368124,274575666
2946,(주)세아홀딩스,58650,2018,34031400,117512340
2947,(주)세아홀딩스,58650,2019,31682990,89528018
2948,(주)세우글로벌,13000,2011,2064719,723626
2949,(주)세우글로벌,13000,2012,2234636,1281150
2950,(주)세우글로벌,13000,2013,2672035,1864016
2951,(주)세우글로벌,13000,2014,3058294,2483091
2952,(주)세우글로벌,13000,2015,2023223,1585591
2953,(주)세우글로벌,13000,2016,1935161,785440
2954,(주)세우글로벌,13000,2017,1835102,1674232
2955,(주)세우글로벌,13000,2018,1528253,470258
2956,(주)세우글로벌,13000,2019,1080528,1135908
2957,(주)세운메디칼,100700,2011,5172852,5722274
2958,(주)세운메디칼,100700,2012,6372161,7144763
2959,(주)세운메디칼,100700,2013,10030454,10625242
2960,(주)세운메디칼,100700,2014,9896033,10351499
2961,(주)세운메디칼,100700,2015,10410173,9454647
2962,(주)세운메디칼,100700,2016,11998079,11737007
2963,(주)세운메디칼,100700,2017,14105584,12474436
2964,(주)세운메디칼,100700,2018,14785861,13767800
2965,(주)세운메디칼,100700,2019,12896370,16907878
2966,(주)세원물산,24830,2011,10559427,0
2967,(주)세원물산,24830,2012,-1264671,0
2968,(주)세원물산,24830,2013,-5887723,0
2969,(주)세원물산,24830,2014,-5307135,0
2970,(주)세원물산,24830,2015,4523491,0
2971,(주)세원물산,24830,2016,2781782,0
2972,(주)세원물산,24830,2017,4909434,0
2973,(주)세원물산,24830,2018,3054677,0
2974,(주)세원물산,24830,2019,12606492,0
2975,(주)세원정공,21820,2011,13630943,53018047
2976,(주)세원정공,21820,2012,10751959,72849218
2977,(주)세원정공,21820,2013,1590597,71083140
2978,(주)세원정공,21820,2014,-788169,65006974
2979,(주)세원정공,21820,2015,-5107076,60125566
2980,(주)세원정공,21820,2016,-2070989,54293592
2981,(주)세원정공,21820,2017,2795452,-9514033
2982,(주)세원정공,21820,2018,-1280514,-21986851
2983,(주)세원정공,21820,2019,681141,-26153002
2984,(주)세이브존아이앤씨,67830,2011,29852801,29827058
2985,(주)세이브존아이앤씨,67830,2012,29972626,29945909
2986,(주)세이브존아이앤씨,67830,2013,32346503,32324659
2987,(주)세이브존아이앤씨,67830,2014,35913671,35884606
2988,(주)세이브존아이앤씨,67830,2015,35063032,35458956
2989,(주)세이브존아이앤씨,67830,2016,36886611,36876511
2990,(주)세이브존아이앤씨,67830,2017,35974430,36205371
2991,(주)세이브존아이앤씨,67830,2018,33694013,33912125
2992,(주)세이브존아이앤씨,67830,2019,29634272,29537829
2993,(주)세종메디칼,258830,2018,4324202,3195311
2994,(주)세종메디칼,258830,2019,4218481,3764308
2995,(주)세중,39310,2011,9746088,14716045
2996,(주)세중,39310,2012,10650150,17840079
2997,(주)세중,39310,2013,8113369,14842888
2998,(주)세중,39310,2014,4174726,11741030
2999,(주)세중,39310,2015,3934190,11590602
3000,(주)세중,39310,2016,4290734,12580855
3001,(주)세중,39310,2017,1734745,7972016
3002,(주)세중,39310,2018,-2245759,659789
3003,(주)세중,39310,2019,-233058,3935149
3004,(주)세진중공업,75580,2015,36228828,43026208
3005,(주)세진중공업,75580,2016,19205936,19733656
3006,(주)세진중공업,75580,2017,6987423,7133313
3007,(주)세진중공업,75580,2018,7280553,8379608
3008,(주)세진중공업,75580,2019,7054365,9354575
3009,(주)세진티에스,67770,2011,946357,1680478
3010,(주)세진티에스,67770,2012,-3449913,-1303435
3011,(주)세진티에스,67770,2013,-2988071,-4887298
3012,(주)세진티에스,67770,2014,115511,374765
3013,(주)세진티에스,67770,2015,-3062867,-3580360
3014,(주)세진티에스,67770,2016,175969,-723245
3015,(주)세진티에스,67770,2017,-1924867,-2428928
3016,(주)세진티에스,67770,2018,-1555888,-1435741
3017,(주)세진티에스,67770,2019,-557312,-252119
3018,(주)세코닉스,53450,2011,3212787,4112012
3019,(주)세코닉스,53450,2012,14766587,15363716
3020,(주)세코닉스,53450,2013,24827540,25707003
3021,(주)세코닉스,53450,2014,15582514,18039834
3022,(주)세코닉스,53450,2015,13304013,12784102
3023,(주)세코닉스,53450,2016,12828728,13966525
3024,(주)세코닉스,53450,2017,4045624,1642502
3025,(주)세코닉스,53450,2018,12785527,8366994
3026,(주)세코닉스,53450,2019,5902830,1077836
3027,(주)세토피아,222810,2015,0,0
3028,(주)세토피아,222810,2016,-3137630,0
3029,(주)세토피아,222810,2017,-953150,0
3030,(주)세토피아,222810,2018,-4964480,0
3031,(주)세토피아,222810,2019,-3966398,-6117680
3032,(주)세화피앤씨,252500,2016,0,0
3033,(주)세화피앤씨,252500,2017,1435910,0
3034,(주)세화피앤씨,252500,2018,682138,0
3035,(주)세화피앤씨,252500,2019,512085,0
3036,(주)센트랄모텍,308170,2019,4194188,10298111
3037,(주)센트럴인사이트,12600,2011,-34317847,-36375431
3038,(주)센트럴인사이트,12600,2012,-11154093,-11905825
3039,(주)센트럴인사이트,12600,2013,-19659925,-20142799
3040,(주)센트럴인사이트,12600,2014,-11119589,-11269693
3041,(주)센트럴인사이트,12600,2015,-10452564,-5835869
3042,(주)센트럴인사이트,12600,2016,-7849042,-5665793
3043,(주)센트럴인사이트,12600,2017,-5723632,-7005772
3044,(주)센트럴인사이트,12600,2018,-6237917,-6037761
3045,(주)센트럴인사이트,12600,2019,-7564779,-7953240
3046,(주)셀루메드,49180,2011,-8855114,-12527743
3047,(주)셀루메드,49180,2012,2641756,1582680
3048,(주)셀루메드,49180,2013,1669941,863609
3049,(주)셀루메드,49180,2014,-9680006,-10783862
3050,(주)셀루메드,49180,2015,-5747226,-7175039
3051,(주)셀루메드,49180,2016,-12328170,-15174751
3052,(주)셀루메드,49180,2017,962871,-1017018
3053,(주)셀루메드,49180,2018,-11797912,-12122711
3054,(주)셀루메드,49180,2019,-9591929,-8048176
3055,(주)셀리드,299660,2017,0,0
3056,(주)셀리드,299660,2019,-3530763,0
3057,(주)셀리버리,268600,2018,-4102498,-4102498
3058,(주)셀리버리,268600,2019,-14584400,0
3059,(주)셀바스에이아이,108860,2011,165505,379375
3060,(주)셀바스에이아이,108860,2012,2073430,0
3061,(주)셀바스에이아이,108860,2013,6460322,0
3062,(주)셀바스에이아이,108860,2014,561195,-135206
3063,(주)셀바스에이아이,108860,2015,-2134268,-671123
3064,(주)셀바스에이아이,108860,2016,-1156226,-8415579
3065,(주)셀바스에이아이,108860,2017,917803,561995
3066,(주)셀바스에이아이,108860,2018,-3328286,-17058781
3067,(주)셀바스에이아이,108860,2019,-2159214,-6175156
3068,(주)셀바스헬스케어,208370,2014,0,0
3069,(주)셀바스헬스케어,208370,2015,0,0
3070,(주)셀바스헬스케어,208370,2016,-7519834,-6732668
3071,(주)셀바스헬스케어,208370,2017,1244076,159485
3072,(주)셀바스헬스케어,208370,2018,-9770882,-13179401
3073,(주)셀바스헬스케어,208370,2019,-3009851,-3373995
3074,(주)셀트리온,68270,2018,319413201,323131559
3075,(주)셀트리온,68270,2019,363391098,381532472
3076,(주)셀트리온제약,68760,2011,5791326,7018003
3077,(주)셀트리온제약,68760,2012,5083773,5079203
3078,(주)셀트리온제약,68760,2013,7456923,7493294
3079,(주)셀트리온제약,68760,2014,8758793,8349704
3080,(주)셀트리온제약,68760,2015,7192172,6374153
3081,(주)셀트리온제약,68760,2016,-14907074,-15004816
3082,(주)셀트리온제약,68760,2017,8727562,8670525
3083,(주)셀트리온제약,68760,2018,3655284,3569377
3084,(주)셀트리온제약,68760,2019,15682042,14735271
3085,(주)셀트리온헬스케어,91990,2017,146095228,164827521
3086,(주)셀트리온헬스케어,91990,2018,-8929932,-42580666
3087,(주)셀트리온헬스케어,91990,2019,83171825,82793145
3088,(주)셀피글로벌,68940,2011,7774659,0
3089,(주)셀피글로벌,68940,2012,6457004,0
3090,(주)셀피글로벌,68940,2013,356439,0
3091,(주)셀피글로벌,68940,2014,-2099117,0
3092,(주)셀피글로벌,68940,2015,283826,133555
3093,(주)셀피글로벌,68940,2016,677016,163089
3094,(주)셀피글로벌,68940,2017,-6740882,-7255526
3095,(주)셀피글로벌,68940,2018,-1690295,-2276973
3096,(주)셀피글로벌,68940,2019,446625,-159811
3097,(주)소프트센,32680,2011,-2402688,0
3098,(주)소프트센,32680,2012,485155,0
3099,(주)소프트센,32680,2013,483150,0
3100,(주)소프트센,32680,2014,2144292,2142950
3101,(주)소프트센,32680,2015,-3805071,0
3102,(주)소프트센,32680,2016,1053142,0
3103,(주)소프트센,32680,2017,458933,0
3104,(주)소프트센,32680,2018,1394954,0
3105,(주)소프트센,32680,2019,247278,0
3106,(주)손오공,66910,2011,3514238,2323913
3107,(주)손오공,66910,2012,-4894477,1906629
3108,(주)손오공,66910,2013,-14250832,-8758026
3109,(주)손오공,66910,2014,-6636789,-3499374
3110,(주)손오공,66910,2015,8906432,10396219
3111,(주)손오공,66910,2016,2421412,3711132
3112,(주)손오공,66910,2017,-13091932,-11927685
3113,(주)손오공,66910,2018,655117,944537
3114,(주)손오공,66910,2019,-2319453,-2068424
3115,(주)솔고바이오메디칼,43100,2011,-534141,-3152156
3116,(주)솔고바이오메디칼,43100,2012,-5620991,-6330890
3117,(주)솔고바이오메디칼,43100,2013,-2994990,-5114072
3118,(주)솔고바이오메디칼,43100,2014,853740,-886411
3119,(주)솔고바이오메디칼,43100,2015,-6508788,-7045498
3120,(주)솔고바이오메디칼,43100,2016,-8529695,-7798413
3121,(주)솔고바이오메디칼,43100,2017,-6829888,-6060929
3122,(주)솔고바이오메디칼,43100,2018,-11518474,-12335637
3123,(주)솔고바이오메디칼,43100,2019,-4526044,-5942269
3124,(주)솔루에타,154040,2013,23292307,22483599
3125,(주)솔루에타,154040,2014,1923639,2991506
3126,(주)솔루에타,154040,2015,11249871,11171211
3127,(주)솔루에타,154040,2016,-2659727,-98157
3128,(주)솔루에타,154040,2017,3108965,2828301
3129,(주)솔루에타,154040,2018,4885173,5531136
3130,(주)솔루에타,154040,2019,2701683,6175792
3131,(주)솔본,35610,2011,840122,8563
3132,(주)솔본,35610,2012,-140230,-5293949
3133,(주)솔본,35610,2013,-1014525,420841
3134,(주)솔본,35610,2014,48885,-1941750
3135,(주)솔본,35610,2015,162099,3022899
3136,(주)솔본,35610,2016,17871,1322950
3137,(주)솔본,35610,2017,-1663235,2449639
3138,(주)솔본,35610,2018,389363,15327893
3139,(주)솔본,35610,2019,146380,314829
3140,(주)쇼박스,86980,2011,-11251602,-11943588
3141,(주)쇼박스,86980,2012,9683527,9711757
3142,(주)쇼박스,86980,2013,5414915,6333254
3143,(주)쇼박스,86980,2014,1811446,1768992
3144,(주)쇼박스,86980,2015,14430843,14059518
3145,(주)쇼박스,86980,2016,15652434,15295423
3146,(주)쇼박스,86980,2017,10711351,10397090
3147,(주)쇼박스,86980,2018,5477932,5242482
3148,(주)쇼박스,86980,2019,2314657,1942204
3149,(주)수산아이앤티,50960,2016,5602614,0
3150,(주)수산아이앤티,50960,2017,4366498,0
3151,(주)수산아이앤티,50960,2018,2650139,0
3152,(주)수산아이앤티,50960,2019,2789717,0
3153,(주)수산중공업,17550,2011,16115801,15854258
3154,(주)수산중공업,17550,2012,16545754,15784533
3155,(주)수산중공업,17550,2013,4721854,4600613
3156,(주)수산중공업,17550,2014,6949450,7496614
3157,(주)수산중공업,17550,2015,5160390,4534596
3158,(주)수산중공업,17550,2016,3865694,3909811
3159,(주)수산중공업,17550,2017,2662284,3301271
3160,(주)수산중공업,17550,2018,-101948,423308
3161,(주)수산중공업,17550,2019,3303610,7237422
3162,(주)수젠텍,253840,2019,-6961495,-7069011
3163,(주)슈프리마,236200,2016,10811513,10776648
3164,(주)슈프리마,236200,2017,12501743,12407697
3165,(주)슈프리마,236200,2018,12039104,12186036
3166,(주)슈프리마,236200,2019,25152401,24565178
3167,(주)슈프리마아이디,317770,2019,697715,458156
3168,(주)슈프리마에이치큐,94840,2011,4437006,4189833
3169,(주)슈프리마에이치큐,94840,2012,16239308,17408864
3170,(주)슈프리마에이치큐,94840,2013,15231041,15408473
3171,(주)슈프리마에이치큐,94840,2014,17329936,17676414
3172,(주)슈프리마에이치큐,94840,2015,-153311,349544
3173,(주)슈프리마에이치큐,94840,2016,1841208,3635326
3174,(주)슈프리마에이치큐,94840,2017,1442462,3709397
3175,(주)슈프리마에이치큐,94840,2018,2108650,7256728
3176,(주)슈프리마에이치큐,94840,2019,1693499,2017917
3177,(주)슈피겐코리아,192440,2014,40214257,46303020
3178,(주)슈피겐코리아,192440,2015,40594276,47074037
3179,(주)슈피겐코리아,192440,2016,40883321,43536528
3180,(주)슈피겐코리아,192440,2017,40890812,48327513
3181,(주)슈피겐코리아,192440,2018,42643657,49181819
3182,(주)슈피겐코리아,192440,2019,42050134,44084209
3183,(주)스마트솔루션즈,136510,2011,4224544,0
3184,(주)스마트솔루션즈,136510,2012,-1839467,0
3185,(주)스마트솔루션즈,136510,2013,1602387,0
3186,(주)스마트솔루션즈,136510,2014,-778303,-792909
3187,(주)스마트솔루션즈,136510,2015,406549,327550
3188,(주)스마트솔루션즈,136510,2016,1434541,1025103
3189,(주)스마트솔루션즈,136510,2017,3572891,3346493
3190,(주)스마트솔루션즈,136510,2018,-463218,-669274
3191,(주)스마트솔루션즈,136510,2019,-7500268,-7782690
3192,(주)스맥,99440,2011,4709195,0
3193,(주)스맥,99440,2012,6809116,0
3194,(주)스맥,99440,2013,6075603,0
3195,(주)스맥,99440,2014,6000790,0
3196,(주)스맥,99440,2015,4296476,0
3197,(주)스맥,99440,2016,3910499,4181695
3198,(주)스맥,99440,2017,4607248,4715375
3199,(주)스맥,99440,2018,2836464,-641808
3200,(주)스맥,99440,2019,-13061770,-14763286
3201,(주)스카이문스테크놀로지,33790,2011,-656825,0
3202,(주)스카이문스테크놀로지,33790,2012,-3008997,0
3203,(주)스카이문스테크놀로지,33790,2013,-1751577,0
3204,(주)스카이문스테크놀로지,33790,2014,874710,0
3205,(주)스카이문스테크놀로지,33790,2015,-342391,0
3206,(주)스카이문스테크놀로지,33790,2016,-2233925,0
3207,(주)스카이문스테크놀로지,33790,2017,-3667686,-4294143
3208,(주)스카이문스테크놀로지,33790,2018,-2632302,-5414745
3209,(주)스카이문스테크놀로지,33790,2019,-10511246,0
3210,(주)스킨앤스킨,159910,2012,5659578,0
3211,(주)스킨앤스킨,159910,2013,-3356024,0
3212,(주)스킨앤스킨,159910,2014,-5351309,0
3213,(주)스킨앤스킨,159910,2015,-5613348,-6328764
3214,(주)스킨앤스킨,159910,2016,1438661,671676
3215,(주)스킨앤스킨,159910,2017,-4768633,-8065895
3216,(주)스킨앤스킨,159910,2018,-3093807,-3985927
3217,(주)스킨앤스킨,159910,2019,-6743820,-7326622
3218,(주)스타플렉스,115570,2011,10159642,-3534556
3219,(주)스타플렉스,115570,2012,17543896,3898202
3220,(주)스타플렉스,115570,2013,8917610,6169629
3221,(주)스타플렉스,115570,2014,7014500,5485899
3222,(주)스타플렉스,115570,2015,8643994,7948894
3223,(주)스타플렉스,115570,2016,10497817,10120317
3224,(주)스타플렉스,115570,2017,3102922,2599449
3225,(주)스타플렉스,115570,2018,-1400428,76806
3226,(주)스타플렉스,115570,2019,1017701,1331625
3227,(주)스튜디오산타클로스엔터테인먼트,204630,2014,0,0
3228,(주)스튜디오산타클로스엔터테인먼트,204630,2015,1141408,0
3229,(주)스튜디오산타클로스엔터테인먼트,204630,2016,-486141,-579324
3230,(주)스튜디오산타클로스엔터테인먼트,204630,2017,-619805,-510443
3231,(주)스튜디오산타클로스엔터테인먼트,204630,2018,261601,-1217223
3232,(주)스튜디오산타클로스엔터테인먼트,204630,2019,-8034121,-8620470
3233,(주)스페코,13810,2011,2217465,-1598529
3234,(주)스페코,13810,2012,4693817,2870214
3235,(주)스페코,13810,2013,5612034,908306
3236,(주)스페코,13810,2014,6905229,7075254
3237,(주)스페코,13810,2015,7956936,11121856
3238,(주)스페코,13810,2016,3542240,5363033
3239,(주)스페코,13810,2017,829625,1362133
3240,(주)스페코,13810,2018,-593061,-4142106
3241,(주)스페코,13810,2019,2975579,6635585
3242,(주)승일,49830,2011,4360094,0
3243,(주)승일,49830,2012,5891425,0
3244,(주)승일,49830,2013,7740194,0
3245,(주)승일,49830,2014,8391366,0
3246,(주)승일,49830,2015,7476622,0
3247,(주)승일,49830,2016,5733722,0
3248,(주)승일,49830,2017,3746791,0
3249,(주)승일,49830,2018,2222745,0
3250,(주)승일,49830,2019,-1379747,0
3251,(주)시공테크,20710,2011,15897678,16302909
3252,(주)시공테크,20710,2012,4214616,5196677
3253,(주)시공테크,20710,2013,-13706,36200
3254,(주)시공테크,20710,2014,3312920,4079333
3255,(주)시공테크,20710,2015,-195429,-123115
3256,(주)시공테크,20710,2016,-6978687,-8558204
3257,(주)시공테크,20710,2017,14939085,14857097
3258,(주)시공테크,20710,2018,-5387972,-4720705
3259,(주)시공테크,20710,2019,7189829,8014565
3260,(주)시너지이노베이션,48870,2011,1189361,-2118128
3261,(주)시너지이노베이션,48870,2012,-1138799,-3550861
3262,(주)시너지이노베이션,48870,2013,-12317250,-12871074
3263,(주)시너지이노베이션,48870,2014,-4064167,-5480087
3264,(주)시너지이노베이션,48870,2015,-12736655,-14001642
3265,(주)시너지이노베이션,48870,2016,218337,-1112712
3266,(주)시너지이노베이션,48870,2017,-3155075,-1180565
3267,(주)시너지이노베이션,48870,2018,846065,4168499
3268,(주)시너지이노베이션,48870,2019,731493,1181752
3269,(주)시노펙스,25320,2011,10280566,9749987
3270,(주)시노펙스,25320,2012,1219672,2953243
3271,(주)시노펙스,25320,2013,10472441,8082232
3272,(주)시노펙스,25320,2014,-4767790,3082335
3273,(주)시노펙스,25320,2015,-11979780,-22580059
3274,(주)시노펙스,25320,2016,2992770,10705792
3275,(주)시노펙스,25320,2017,18922364,24862905
3276,(주)시노펙스,25320,2018,5897611,3372473
3277,(주)시노펙스,25320,2019,422515,16670142
3278,(주)시디즈,134790,2011,1455278,1425742
3279,(주)시디즈,134790,2012,3355765,0
3280,(주)시디즈,134790,2013,-915429,0
3281,(주)시디즈,134790,2014,-488239,0
3282,(주)시디즈,134790,2015,-1154079,0
3283,(주)시디즈,134790,2016,-420353,0
3284,(주)시디즈,134790,2017,-237674,0
3285,(주)시디즈,134790,2018,4303916,0
3286,(주)시디즈,134790,2019,8645140,0
3287,(주)시스웍,269620,2017,6329294,6556923
3288,(주)시스웍,269620,2018,4987528,5054087
3289,(주)시스웍,269620,2019,387290,672220
3290,(주)시큐브,131090,2011,3391303,0
3291,(주)시큐브,131090,2012,3465967,0
3292,(주)시큐브,131090,2013,1353104,0
3293,(주)시큐브,131090,2014,-413316,0
3294,(주)시큐브,131090,2015,1643588,0
3295,(주)시큐브,131090,2016,2269658,2212140
3296,(주)시큐브,131090,2017,2873123,2785786
3297,(주)시큐브,131090,2018,2316342,2301011
3298,(주)시큐브,131090,2019,5090925,5050031
3299,(주)시티랩스,139050,2011,1812670,0
3300,(주)시티랩스,139050,2012,2287219,0
3301,(주)시티랩스,139050,2013,180560,156108
3302,(주)시티랩스,139050,2014,1536221,1822589
3303,(주)시티랩스,139050,2015,-1074387,-996232
3304,(주)시티랩스,139050,2016,-584460,-937012
3305,(주)시티랩스,139050,2017,-804826,-3207237
3306,(주)시티랩스,139050,2018,1010866,-998339
3307,(주)시티랩스,139050,2019,-1585581,-1466201
3308,(주)신도리코,29530,2011,68246417,71885214
3309,(주)신도리코,29530,2012,45530306,50108990
3310,(주)신도리코,29530,2013,31821249,28410446
3311,(주)신도리코,29530,2014,8147868,4621049
3312,(주)신도리코,29530,2015,7063330,6543357
3313,(주)신도리코,29530,2016,13623023,16262544
3314,(주)신도리코,29530,2017,28715841,32621678
3315,(주)신도리코,29530,2018,18032536,24889474
3316,(주)신도리코,29530,2019,2873390,6275158
3317,(주)신성이엔지,11930,2011,-22179051,0
3318,(주)신성이엔지,11930,2012,-41609833,0
3319,(주)신성이엔지,11930,2013,-11706270,0
3320,(주)신성이엔지,11930,2014,-3004233,0
3321,(주)신성이엔지,11930,2015,7631086,0
3322,(주)신성이엔지,11930,2016,-9544597,-9743379
3323,(주)신성이엔지,11930,2017,-14192673,-5655318
3324,(주)신성이엔지,11930,2018,-10522502,-4152168
3325,(주)신성이엔지,11930,2019,4091145,9718871
3326,(주)신세계,4170,2011,213920064,267597523
3327,(주)신세계,4170,2012,182883458,236495656
3328,(주)신세계,4170,2013,203343025,306389938
3329,(주)신세계,4170,2014,190047804,273446694
3330,(주)신세계,4170,2015,184618397,262134022
3331,(주)신세계,4170,2016,197827097,251398879
3332,(주)신세계,4170,2017,219809131,345695651
3333,(주)신세계,4170,2018,242259490,397350381
3334,(주)신세계,4170,2019,222095780,467798273
3335,(주)신세계아이앤씨,35510,2011,20731695,0
3336,(주)신세계아이앤씨,35510,2012,18838155,0
3337,(주)신세계아이앤씨,35510,2013,17593699,0
3338,(주)신세계아이앤씨,35510,2014,15507447,0
3339,(주)신세계아이앤씨,35510,2015,10975920,0
3340,(주)신세계아이앤씨,35510,2016,8723826,0
3341,(주)신세계아이앤씨,35510,2017,15450270,0
3342,(주)신세계아이앤씨,35510,2018,14894700,0
3343,(주)신세계아이앤씨,35510,2019,18494390,0
3344,(주)신세계인터내셔날,31430,2011,56324218,0
3345,(주)신세계인터내셔날,31430,2012,33268126,30864252
3346,(주)신세계인터내셔날,31430,2013,26485564,22109169
3347,(주)신세계인터내셔날,31430,2014,20712001,15874157
3348,(주)신세계인터내셔날,31430,2015,17061885,19939139
3349,(주)신세계인터내셔날,31430,2016,22886571,27040431
3350,(주)신세계인터내셔날,31430,2017,28996112,25439302
3351,(주)신세계인터내셔날,31430,2018,67848761,55523592
3352,(주)신세계인터내셔날,31430,2019,86716935,84491939
3353,(주)신세계푸드,31440,2011,39250704,0
3354,(주)신세계푸드,31440,2012,34318988,0
