,회사명,거래소코드,회계년도,R & D 투자효율,통계청 한국표준산업분류 10차(소분류)
4911,(주)파버나인,177830,14-Dec,1.27,  전자부품 제조업
4912,(주)파버나인,177830,15-Dec,2.53,  전자부품 제조업
4913,(주)파버나인,177830,16-Dec,1.66,  전자부품 제조업
4914,(주)파버나인,177830,17-Dec,1.35,  전자부품 제조업
4915,(주)파버나인,177830,18-Dec,1.49,  전자부품 제조업
4916,(주)파버나인,177830,19-Dec,2.58,  전자부품 제조업
4917,(주)파수,150900,13-Dec,11.29,  소프트웨어 개발 및 공급업
4918,(주)파수,150900,14-Dec,11.49,  소프트웨어 개발 및 공급업
4919,(주)파수,150900,15-Dec,9.47,  소프트웨어 개발 및 공급업
4920,(주)파수,150900,16-Dec,12.76,  소프트웨어 개발 및 공급업
4921,(주)파수,150900,17-Dec,9.08,  소프트웨어 개발 및 공급업
4922,(주)파수,150900,18-Dec,9.46,  소프트웨어 개발 및 공급업
4923,(주)파수,150900,19-Dec,7.2,  소프트웨어 개발 및 공급업
4924,(주)파워로직스,47310,11-Dec,0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4925,(주)파워로직스,47310,12-Dec,0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4926,(주)파워로직스,47310,13-Dec,0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4927,(주)파워로직스,47310,14-Dec,0,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4928,(주)파워로직스,47310,15-Dec,1.48,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4929,(주)파워로직스,47310,16-Dec,1.79,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4930,(주)파워로직스,47310,17-Dec,1.22,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4931,(주)파워로직스,47310,18-Dec,2.92,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4932,(주)파워로직스,47310,19-Dec,2.51,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
4933,(주)파이오링크,170790,13-Dec,16.82,  통신 및 방송 장비 제조업
4934,(주)파이오링크,170790,14-Dec,18.82,  통신 및 방송 장비 제조업
4935,(주)파이오링크,170790,15-Dec,23.68,  통신 및 방송 장비 제조업
4936,(주)파이오링크,170790,16-Dec,19.08,  통신 및 방송 장비 제조업
4937,(주)파이오링크,170790,17-Dec,29.59,  통신 및 방송 장비 제조업
4938,(주)파이오링크,170790,18-Dec,20.63,  통신 및 방송 장비 제조업
4939,(주)파이오링크,170790,19-Dec,15.78,  통신 및 방송 장비 제조업
4940,(주)파인디앤씨,49120,11-Dec,0,  전자부품 제조업
4941,(주)파인디앤씨,49120,12-Dec,0,  전자부품 제조업
4942,(주)파인디앤씨,49120,13-Dec,0,  전자부품 제조업
4943,(주)파인디앤씨,49120,14-Dec,0,  전자부품 제조업
4944,(주)파인디앤씨,49120,15-Dec,0,  전자부품 제조업
4945,(주)파인디앤씨,49120,16-Dec,0.01,  전자부품 제조업
4946,(주)파인디앤씨,49120,17-Dec,1.9,  전자부품 제조업
4947,(주)파인디앤씨,49120,18-Dec,1.58,  전자부품 제조업
4948,(주)파인디앤씨,49120,19-Dec,1.61,  전자부품 제조업
4949,(주)파인디지털,38950,11-Dec,7.72,  통신 및 방송 장비 제조업
4950,(주)파인디지털,38950,12-Dec,6.06,  통신 및 방송 장비 제조업
4951,(주)파인디지털,38950,13-Dec,7.57,  통신 및 방송 장비 제조업
4952,(주)파인디지털,38950,14-Dec,7.85,  통신 및 방송 장비 제조업
4953,(주)파인디지털,38950,15-Dec,10.49,  통신 및 방송 장비 제조업
4954,(주)파인디지털,38950,16-Dec,10.49,  통신 및 방송 장비 제조업
4955,(주)파인디지털,38950,17-Dec,9.91,  통신 및 방송 장비 제조업
4956,(주)파인디지털,38950,18-Dec,7.68,  통신 및 방송 장비 제조업
4957,(주)파인디지털,38950,19-Dec,7.44,  통신 및 방송 장비 제조업
4958,(주)파인테크닉스,106240,11-Dec,0.61,  통신 및 방송 장비 제조업
4959,(주)파인테크닉스,106240,12-Dec,0.79,  통신 및 방송 장비 제조업
4960,(주)파인테크닉스,106240,13-Dec,1.8,  통신 및 방송 장비 제조업
4961,(주)파인테크닉스,106240,14-Dec,0.82,  통신 및 방송 장비 제조업
4962,(주)파인테크닉스,106240,15-Dec,0.98,  통신 및 방송 장비 제조업
4963,(주)파인테크닉스,106240,16-Dec,0.71,  통신 및 방송 장비 제조업
4964,(주)파인테크닉스,106240,17-Dec,0.92,  통신 및 방송 장비 제조업
4965,(주)파인테크닉스,106240,18-Dec,1.66,  통신 및 방송 장비 제조업
4966,(주)파인테크닉스,106240,19-Dec,1.93,  통신 및 방송 장비 제조업
4967,(주)파인텍,131760,15-Dec,2.27,  특수 목적용 기계 제조업
4968,(주)파인텍,131760,16-Dec,5.73,  특수 목적용 기계 제조업
4969,(주)파인텍,131760,17-Dec,1.22,  특수 목적용 기계 제조업
4970,(주)파인텍,131760,18-Dec,1.36,  특수 목적용 기계 제조업
4971,(주)파인텍,131760,19-Dec,1.58,  특수 목적용 기계 제조업
4972,(주)파커스,65690,11-Dec,0,  반도체 제조업
4973,(주)파커스,65690,12-Dec,0,  반도체 제조업
4974,(주)파커스,65690,13-Dec,0,  반도체 제조업
4975,(주)파커스,65690,14-Dec,0.54,  반도체 제조업
4976,(주)파커스,65690,15-Dec,0,  반도체 제조업
4977,(주)파커스,65690,16-Dec,0,  반도체 제조업
4978,(주)파커스,65690,17-Dec,0,  반도체 제조업
4979,(주)파커스,65690,18-Dec,0,  반도체 제조업
4980,(주)파커스,65690,19-Dec,0,  반도체 제조업
4981,(주)판타지오,32800,11-Dec,0,  창작 및 예술관련 서비스업
4982,(주)판타지오,32800,12-Dec,0,  창작 및 예술관련 서비스업
4983,(주)판타지오,32800,13-Dec,0,  창작 및 예술관련 서비스업
4984,(주)판타지오,32800,14-Dec,0,  창작 및 예술관련 서비스업
4985,(주)판타지오,32800,15-Dec,0,  창작 및 예술관련 서비스업
4986,(주)판타지오,32800,16-Dec,0,  창작 및 예술관련 서비스업
4987,(주)판타지오,32800,17-Dec,0,  창작 및 예술관련 서비스업
4988,(주)판타지오,32800,18-Dec,0,  창작 및 예술관련 서비스업
4989,(주)판타지오,32800,19-Dec,0,  창작 및 예술관련 서비스업
4990,(주)팜스코,36580,11-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4991,(주)팜스코,36580,12-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4992,(주)팜스코,36580,13-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4993,(주)팜스코,36580,14-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4994,(주)팜스코,36580,15-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4995,(주)팜스코,36580,16-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4996,(주)팜스코,36580,17-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4997,(주)팜스코,36580,18-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4998,(주)팜스코,36580,19-Dec,0.01,"  곡물가공품, 전분 및 전분제품 제조업"
4999,(주)팜스토리,27710,11-Dec,0,  동물용 사료 및 조제식품 제조업
5000,(주)팜스토리,27710,12-Dec,0,  동물용 사료 및 조제식품 제조업
5001,(주)팜스토리,27710,13-Dec,0,  동물용 사료 및 조제식품 제조업
5002,(주)팜스토리,27710,14-Dec,0,  동물용 사료 및 조제식품 제조업
5003,(주)팜스토리,27710,15-Dec,0,  동물용 사료 및 조제식품 제조업
5004,(주)팜스토리,27710,16-Dec,0,  동물용 사료 및 조제식품 제조업
5005,(주)팜스토리,27710,17-Dec,0,  동물용 사료 및 조제식품 제조업
5006,(주)팜스토리,27710,18-Dec,0,  동물용 사료 및 조제식품 제조업
5007,(주)팜스토리,27710,19-Dec,0,  동물용 사료 및 조제식품 제조업
5008,(주)팬스타엔터프라이즈,54300,11-Dec,0.06,  일반 목적용 기계 제조업
5009,(주)팬스타엔터프라이즈,54300,12-Dec,0,  일반 목적용 기계 제조업
5010,(주)팬스타엔터프라이즈,54300,13-Dec,0,  일반 목적용 기계 제조업
5011,(주)팬스타엔터프라이즈,54300,14-Dec,0,  일반 목적용 기계 제조업
5012,(주)팬스타엔터프라이즈,54300,15-Dec,0,  일반 목적용 기계 제조업
5013,(주)팬스타엔터프라이즈,54300,16-Dec,0,  일반 목적용 기계 제조업
5014,(주)팬스타엔터프라이즈,54300,17-Dec,0,  일반 목적용 기계 제조업
5015,(주)팬스타엔터프라이즈,54300,18-Dec,0,  일반 목적용 기계 제조업
5016,(주)팬스타엔터프라이즈,54300,19-Dec,0.05,  일반 목적용 기계 제조업
5017,(주)팬엔터테인먼트,68050,11-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5018,(주)팬엔터테인먼트,68050,12-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5019,(주)팬엔터테인먼트,68050,13-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5020,(주)팬엔터테인먼트,68050,14-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5021,(주)팬엔터테인먼트,68050,15-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5022,(주)팬엔터테인먼트,68050,16-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5023,(주)팬엔터테인먼트,68050,17-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5024,(주)팬엔터테인먼트,68050,18-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5025,(주)팬엔터테인먼트,68050,19-Dec,0,"  영화, 비디오물, 방송프로그램 제작 및 배급업"
5026,(주)팬젠,222110,16-Dec,288.5,  의약품 제조업
5027,(주)팬젠,222110,17-Dec,69.48,  의약품 제조업
5028,(주)팬젠,222110,18-Dec,45.42,  의약품 제조업
5029,(주)팬젠,222110,19-Dec,156.96,  의약품 제조업
5030,(주)펩트론,87010,15-Dec,71.33,  기초 의약물질 및 생물학적 제제 제조업
5031,(주)펩트론,87010,16-Dec,88.53,  기초 의약물질 및 생물학적 제제 제조업
5032,(주)펩트론,87010,17-Dec,116.23,  기초 의약물질 및 생물학적 제제 제조업
5033,(주)펩트론,87010,18-Dec,157.16,  기초 의약물질 및 생물학적 제제 제조업
5034,(주)펩트론,87010,19-Dec,546.06,  기초 의약물질 및 생물학적 제제 제조업
5035,(주)포스코엠텍,9520,11-Dec,0.05,  1차 철강 제조업
5036,(주)포스코엠텍,9520,12-Dec,0.07,  1차 철강 제조업
5037,(주)포스코엠텍,9520,13-Dec,0.02,  1차 철강 제조업
5038,(주)포스코엠텍,9520,14-Dec,0.01,  1차 철강 제조업
5039,(주)포스코엠텍,9520,15-Dec,0.02,  1차 철강 제조업
5040,(주)포스코엠텍,9520,16-Dec,0.06,  1차 철강 제조업
5041,(주)포스코엠텍,9520,17-Dec,0,  1차 철강 제조업
5042,(주)포스코엠텍,9520,18-Dec,0,  1차 철강 제조업
5043,(주)포스코엠텍,9520,19-Dec,0.01,  1차 철강 제조업
5044,(주)폴라리스오피스,41020,11-Dec,15.32,  소프트웨어 개발 및 공급업
5045,(주)폴라리스오피스,41020,12-Dec,0,  소프트웨어 개발 및 공급업
5046,(주)폴라리스오피스,41020,13-Dec,0,  소프트웨어 개발 및 공급업
5047,(주)폴라리스오피스,41020,14-Dec,0,  소프트웨어 개발 및 공급업
5048,(주)폴라리스오피스,41020,15-Dec,49.5,  소프트웨어 개발 및 공급업
5049,(주)폴라리스오피스,41020,16-Dec,48.71,  소프트웨어 개발 및 공급업
5050,(주)폴라리스오피스,41020,17-Dec,8.59,  소프트웨어 개발 및 공급업
5051,(주)폴라리스오피스,41020,18-Dec,4.65,  소프트웨어 개발 및 공급업
5052,(주)폴라리스오피스,41020,19-Dec,11.87,  소프트웨어 개발 및 공급업
5053,(주)폴라리스우노,114630,11-Dec,1.42,  화학섬유 제조업
5054,(주)폴라리스우노,114630,12-Dec,2.02,  화학섬유 제조업
5055,(주)폴라리스우노,114630,13-Dec,2.1,  화학섬유 제조업
5056,(주)폴라리스우노,114630,14-Dec,1.99,  화학섬유 제조업
5057,(주)폴라리스우노,114630,15-Dec,2.39,  화학섬유 제조업
5058,(주)폴라리스우노,114630,16-Dec,2.12,  화학섬유 제조업
5059,(주)폴라리스우노,114630,17-Dec,2.3,  화학섬유 제조업
5060,(주)폴라리스우노,114630,18-Dec,1.28,  화학섬유 제조업
5061,(주)폴라리스우노,114630,19-Dec,1.67,  화학섬유 제조업
5062,(주)푸른기술,94940,11-Dec,4.73,  컴퓨터 및 주변장치 제조업
5063,(주)푸른기술,94940,12-Dec,6.55,  컴퓨터 및 주변장치 제조업
5064,(주)푸른기술,94940,13-Dec,9.11,  컴퓨터 및 주변장치 제조업
5065,(주)푸른기술,94940,14-Dec,16.15,  컴퓨터 및 주변장치 제조업
5066,(주)푸른기술,94940,15-Dec,11.11,  컴퓨터 및 주변장치 제조업
5067,(주)푸른기술,94940,16-Dec,5.29,  컴퓨터 및 주변장치 제조업
5068,(주)푸른기술,94940,17-Dec,6.81,  컴퓨터 및 주변장치 제조업
5069,(주)푸른기술,94940,18-Dec,8.96,  컴퓨터 및 주변장치 제조업
5070,(주)푸른기술,94940,19-Dec,9.91,  컴퓨터 및 주변장치 제조업
5071,(주)퓨쳐켐,220100,16-Dec,23.67,  의약품 제조업
5072,(주)퓨쳐켐,220100,17-Dec,24.43,  의약품 제조업
5073,(주)퓨쳐켐,220100,18-Dec,17.72,  의약품 제조업
5074,(주)퓨쳐켐,220100,19-Dec,17.48,  의약품 제조업
5075,(주)프로스테믹스,203690,14-Dec,,"  펄프, 종이 및 판지 제조업"
5076,(주)프로스테믹스,203690,15-Dec,0.39,"  펄프, 종이 및 판지 제조업"
5077,(주)프로스테믹스,203690,16-Dec,3.25,"  펄프, 종이 및 판지 제조업"
5078,(주)프로스테믹스,203690,17-Dec,6.5,"  펄프, 종이 및 판지 제조업"
5079,(주)프로스테믹스,203690,18-Dec,9.13,"  펄프, 종이 및 판지 제조업"
5080,(주)프로스테믹스,203690,19-Dec,5.42,"  펄프, 종이 및 판지 제조업"
5081,(주)프리엠스,53160,11-Dec,1.52,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5082,(주)프리엠스,53160,12-Dec,1.49,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5083,(주)프리엠스,53160,13-Dec,1.72,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5084,(주)프리엠스,53160,14-Dec,2.38,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5085,(주)프리엠스,53160,15-Dec,2.08,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5086,(주)프리엠스,53160,16-Dec,2.92,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5087,(주)프리엠스,53160,17-Dec,2.14,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5088,(주)프리엠스,53160,18-Dec,2.68,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5089,(주)프리엠스,53160,19-Dec,4.52,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
5090,(주)플래스크,41590,11-Dec,0.77,  실내건축 및 건축마무리 공사업
5091,(주)플래스크,41590,12-Dec,0.26,  실내건축 및 건축마무리 공사업
5092,(주)플래스크,41590,13-Dec,0.63,  실내건축 및 건축마무리 공사업
5093,(주)플래스크,41590,14-Dec,0.33,  실내건축 및 건축마무리 공사업
5094,(주)플래스크,41590,15-Dec,1.16,  실내건축 및 건축마무리 공사업
5095,(주)플래스크,41590,16-Dec,1.37,  실내건축 및 건축마무리 공사업
5096,(주)플래스크,41590,17-Dec,2.01,  실내건축 및 건축마무리 공사업
5097,(주)플래스크,41590,18-Dec,3.49,  실내건축 및 건축마무리 공사업
5098,(주)플래스크,41590,19-Dec,0,  실내건축 및 건축마무리 공사업
5099,(주)플레이그램,9810,11-Dec,0,  기타 전문 도매업
5100,(주)플레이그램,9810,12-Dec,0,  기타 전문 도매업
5101,(주)플레이그램,9810,13-Dec,0,  기타 전문 도매업
5102,(주)플레이그램,9810,14-Dec,0,  기타 전문 도매업
5103,(주)플레이그램,9810,15-Dec,0,  기타 전문 도매업
5104,(주)플레이그램,9810,16-Dec,0,  기타 전문 도매업
5105,(주)플레이그램,9810,17-Dec,0,  기타 전문 도매업
5106,(주)플레이그램,9810,18-Dec,0,  기타 전문 도매업
5107,(주)플레이그램,9810,19-Dec,0,  기타 전문 도매업
5108,(주)플레이위드,23770,11-Dec,0,  소프트웨어 개발 및 공급업
5109,(주)플레이위드,23770,12-Dec,0,  소프트웨어 개발 및 공급업
5110,(주)플레이위드,23770,13-Dec,0,  소프트웨어 개발 및 공급업
5111,(주)플레이위드,23770,14-Dec,0,  소프트웨어 개발 및 공급업
5112,(주)플레이위드,23770,15-Dec,0,  소프트웨어 개발 및 공급업
5113,(주)플레이위드,23770,16-Dec,0,  소프트웨어 개발 및 공급업
5114,(주)플레이위드,23770,17-Dec,0,  소프트웨어 개발 및 공급업
5115,(주)플레이위드,23770,18-Dec,0,  소프트웨어 개발 및 공급업
5116,(주)플레이위드,23770,19-Dec,0,  소프트웨어 개발 및 공급업
5117,(주)피델릭스,32580,11-Dec,3.6,  반도체 제조업
5118,(주)피델릭스,32580,12-Dec,2.72,  반도체 제조업
5119,(주)피델릭스,32580,13-Dec,2.86,  반도체 제조업
5120,(주)피델릭스,32580,14-Dec,2.97,  반도체 제조업
5121,(주)피델릭스,32580,15-Dec,6.93,  반도체 제조업
5122,(주)피델릭스,32580,16-Dec,8.99,  반도체 제조업
5123,(주)피델릭스,32580,17-Dec,5.68,  반도체 제조업
5124,(주)피델릭스,32580,18-Dec,4.46,  반도체 제조업
5125,(주)피델릭스,32580,19-Dec,5.14,  반도체 제조업
5126,(주)피씨디렉트,51380,11-Dec,0,  기계장비 및 관련 물품 도매업
5127,(주)피씨디렉트,51380,12-Dec,0,  기계장비 및 관련 물품 도매업
5128,(주)피씨디렉트,51380,13-Dec,0,  기계장비 및 관련 물품 도매업
5129,(주)피씨디렉트,51380,14-Dec,0,  기계장비 및 관련 물품 도매업
5130,(주)피씨디렉트,51380,15-Dec,0,  기계장비 및 관련 물품 도매업
5131,(주)피씨디렉트,51380,16-Dec,0,  기계장비 및 관련 물품 도매업
5132,(주)피씨디렉트,51380,17-Dec,0,  기계장비 및 관련 물품 도매업
5133,(주)피씨디렉트,51380,18-Dec,0,  기계장비 및 관련 물품 도매업
5134,(주)피씨디렉트,51380,19-Dec,0,  기계장비 및 관련 물품 도매업
5135,(주)피에스엠씨,24850,11-Dec,0,  전자부품 제조업
5136,(주)피에스엠씨,24850,12-Dec,0,  전자부품 제조업
5137,(주)피에스엠씨,24850,13-Dec,0,  전자부품 제조업
5138,(주)피에스엠씨,24850,14-Dec,0,  전자부품 제조업
5139,(주)피에스엠씨,24850,15-Dec,0,  전자부품 제조업
5140,(주)피에스엠씨,24850,16-Dec,0,  전자부품 제조업
5141,(주)피에이치씨,57880,11-Dec,5.29,"  섬유, 의복, 신발 및 가죽제품 소매업"
5142,(주)피에이치씨,57880,12-Dec,5.92,"  섬유, 의복, 신발 및 가죽제품 소매업"
5143,(주)피에이치씨,57880,13-Dec,5.77,"  섬유, 의복, 신발 및 가죽제품 소매업"
5144,(주)피에이치씨,57880,14-Dec,11.88,"  섬유, 의복, 신발 및 가죽제품 소매업"
5145,(주)피에이치씨,57880,15-Dec,5.11,"  섬유, 의복, 신발 및 가죽제품 소매업"
5146,(주)피에이치씨,57880,16-Dec,2.14,"  섬유, 의복, 신발 및 가죽제품 소매업"
5147,(주)피에이치씨,57880,17-Dec,2.85,"  섬유, 의복, 신발 및 가죽제품 소매업"
5148,(주)피에이치씨,57880,18-Dec,8.3,"  섬유, 의복, 신발 및 가죽제품 소매업"
5149,(주)피에이치씨,57880,19-Dec,1.73,"  섬유, 의복, 신발 및 가죽제품 소매업"
5150,(주)피엔티,137400,12-Dec,0,  특수 목적용 기계 제조업
5151,(주)피엔티,137400,13-Dec,0,  특수 목적용 기계 제조업
5152,(주)피엔티,137400,14-Dec,0,  특수 목적용 기계 제조업
5153,(주)피엔티,137400,15-Dec,0,  특수 목적용 기계 제조업
5154,(주)피엔티,137400,16-Dec,0,  특수 목적용 기계 제조업
5155,(주)피엔티,137400,17-Dec,0,  특수 목적용 기계 제조업
5156,(주)피엔티,137400,18-Dec,0,  특수 목적용 기계 제조업
5157,(주)피엔티,137400,19-Dec,0,  특수 목적용 기계 제조업
5158,(주)피엔풍년,24940,11-Dec,0.09,  생활용품 도매업
5159,(주)피엔풍년,24940,12-Dec,0,  생활용품 도매업
5160,(주)피엔풍년,24940,13-Dec,0,  생활용품 도매업
5161,(주)피엔풍년,24940,14-Dec,0.01,  생활용품 도매업
5162,(주)피엔풍년,24940,15-Dec,0.02,  생활용품 도매업
5163,(주)피엔풍년,24940,16-Dec,0.03,  생활용품 도매업
5164,(주)피엔풍년,24940,17-Dec,0.04,  생활용품 도매업
5165,(주)피엔풍년,24940,18-Dec,0.09,  생활용품 도매업
5166,(주)피엔풍년,24940,19-Dec,0.13,  생활용품 도매업
5167,(주)픽셀플러스,87600,15-Dec,11.11,  전자부품 제조업
5168,(주)픽셀플러스,87600,16-Dec,18.11,  전자부품 제조업
5169,(주)픽셀플러스,87600,17-Dec,23.6,  전자부품 제조업
5170,(주)픽셀플러스,87600,18-Dec,31.92,  전자부품 제조업
5171,(주)픽셀플러스,87600,19-Dec,33.02,  전자부품 제조업
5172,(주)필옵틱스,161580,17-Dec,2.11,  특수 목적용 기계 제조업
5173,(주)필옵틱스,161580,18-Dec,15.33,  특수 목적용 기계 제조업
5174,(주)필옵틱스,161580,19-Dec,5.31,  특수 목적용 기계 제조업
5175,(주)하나투어,39130,11-Dec,0,  여행사 및 기타 여행보조 서비스업
5176,(주)하나투어,39130,12-Dec,0,  여행사 및 기타 여행보조 서비스업
5177,(주)하나투어,39130,13-Dec,0,  여행사 및 기타 여행보조 서비스업
5178,(주)하나투어,39130,14-Dec,0,  여행사 및 기타 여행보조 서비스업
5179,(주)하나투어,39130,15-Dec,0,  여행사 및 기타 여행보조 서비스업
5180,(주)하나투어,39130,16-Dec,0,  여행사 및 기타 여행보조 서비스업
5181,(주)하나투어,39130,17-Dec,0,  여행사 및 기타 여행보조 서비스업
5182,(주)하나투어,39130,18-Dec,0,  여행사 및 기타 여행보조 서비스업
5183,(주)하나투어,39130,19-Dec,0,  여행사 및 기타 여행보조 서비스업
5184,(주)하림,136480,11-Dec,,"  도축, 육류 가공 및 저장 처리업"
5185,(주)하림,136480,12-Dec,0.09,"  도축, 육류 가공 및 저장 처리업"
5186,(주)하림,136480,13-Dec,0.08,"  도축, 육류 가공 및 저장 처리업"
5187,(주)하림,136480,14-Dec,0.09,"  도축, 육류 가공 및 저장 처리업"
5188,(주)하림,136480,15-Dec,0.12,"  도축, 육류 가공 및 저장 처리업"
5189,(주)하림,136480,16-Dec,0.1,"  도축, 육류 가공 및 저장 처리업"
5190,(주)하림,136480,17-Dec,0.1,"  도축, 육류 가공 및 저장 처리업"
5191,(주)하림,136480,18-Dec,0.09,"  도축, 육류 가공 및 저장 처리업"
5192,(주)하림,136480,19-Dec,0.12,"  도축, 육류 가공 및 저장 처리업"
5193,(주)하이로닉,149980,14-Dec,5.96,  의료용 기기 제조업
5194,(주)하이로닉,149980,15-Dec,10.44,  의료용 기기 제조업
5195,(주)하이로닉,149980,16-Dec,10.33,  의료용 기기 제조업
5196,(주)하이로닉,149980,17-Dec,16.21,  의료용 기기 제조업
5197,(주)하이로닉,149980,18-Dec,17.42,  의료용 기기 제조업
5198,(주)하이로닉,149980,19-Dec,11.79,  의료용 기기 제조업
5199,(주)하이소닉,106080,11-Dec,0.67,  전자부품 제조업
5200,(주)하이소닉,106080,12-Dec,1.21,  전자부품 제조업
5201,(주)하이소닉,106080,13-Dec,2.17,  전자부품 제조업
5202,(주)하이소닉,106080,14-Dec,2.3,  전자부품 제조업
5203,(주)하이소닉,106080,15-Dec,1.08,  전자부품 제조업
5204,(주)하이소닉,106080,16-Dec,2,  전자부품 제조업
5205,(주)하이소닉,106080,17-Dec,1.48,  전자부품 제조업
5206,(주)하이소닉,106080,18-Dec,3.34,  전자부품 제조업
5207,(주)하이소닉,106080,19-Dec,1.14,  전자부품 제조업
5208,(주)하이스틸,71090,11-Dec,0,  1차 철강 제조업
5209,(주)하이스틸,71090,12-Dec,0,  1차 철강 제조업
5210,(주)하이스틸,71090,13-Dec,0,  1차 철강 제조업
5211,(주)하이스틸,71090,14-Dec,0,  1차 철강 제조업
5212,(주)하이스틸,71090,15-Dec,0,  1차 철강 제조업
5213,(주)하이스틸,71090,16-Dec,0,  1차 철강 제조업
5214,(주)하이스틸,71090,17-Dec,0,  1차 철강 제조업
5215,(주)하이스틸,71090,18-Dec,0,  1차 철강 제조업
5216,(주)하이스틸,71090,19-Dec,0,  1차 철강 제조업
5217,(주)하이텍팜,106190,11-Dec,0.18,  기초 의약물질 및 생물학적 제제 제조업
5218,(주)하이텍팜,106190,12-Dec,0.06,  기초 의약물질 및 생물학적 제제 제조업
5219,(주)하이텍팜,106190,13-Dec,0,  기초 의약물질 및 생물학적 제제 제조업
5220,(주)하이텍팜,106190,14-Dec,0.04,  기초 의약물질 및 생물학적 제제 제조업
5221,(주)하이텍팜,106190,15-Dec,0.17,  기초 의약물질 및 생물학적 제제 제조업
5222,(주)하이텍팜,106190,16-Dec,0.04,  기초 의약물질 및 생물학적 제제 제조업
5223,(주)하이텍팜,106190,17-Dec,0.15,  기초 의약물질 및 생물학적 제제 제조업
5224,(주)하이텍팜,106190,18-Dec,0,  기초 의약물질 및 생물학적 제제 제조업
5225,(주)하이텍팜,106190,19-Dec,0,  기초 의약물질 및 생물학적 제제 제조업
5226,(주)하츠,66130,11-Dec,0,  가정용 기기 제조업
5227,(주)하츠,66130,12-Dec,0.29,  가정용 기기 제조업
5228,(주)하츠,66130,13-Dec,0.37,  가정용 기기 제조업
5229,(주)하츠,66130,14-Dec,0.31,  가정용 기기 제조업
5230,(주)하츠,66130,15-Dec,0.32,  가정용 기기 제조업
5231,(주)하츠,66130,16-Dec,0.56,  가정용 기기 제조업
5232,(주)하츠,66130,17-Dec,0.53,  가정용 기기 제조업
5233,(주)하츠,66130,18-Dec,0.44,  가정용 기기 제조업
5234,(주)하츠,66130,19-Dec,0.26,  가정용 기기 제조업
5235,(주)한국전자홀딩스,6200,11-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
5236,(주)한국전자홀딩스,6200,12-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
5237,(주)한국전자홀딩스,6200,13-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
5238,(주)한국전자홀딩스,6200,14-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
5239,(주)한국전자홀딩스,6200,15-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
5240,(주)한국전자홀딩스,6200,16-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
5241,(주)한국전자홀딩스,6200,17-Dec,0,  회사 본부 및 경영 컨설팅 서비스업
