구분,코드,산업명,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년
이화전기공업(주),24810,  전기장비 제조업,79.91,86.39,83.68,94.64,81.9,81.49,79.96,88.28,84.26
인베니아(주),79950,  기타 기계 및 장비 제조업,82.77,104.86,79.02,86.5,76.48,86.41,86.61,85.56,84.87
인선이엔티(주),60150,"  폐기물 수집, 운반, 처리 및 원료 재생업",72.51,74.45,73.13,76.52,69.78,64.75,68.2,68.46,64.95
인지컨트롤스(주),23800,  자동차 및 트레일러 제조업,92.26,91.38,90.67,90.77,90.77,89.34,90.32,89.22,88.35
인천도시가스(주),34590,"  전기, 가스, 증기 및 공기조절 공급업",91.91,92.39,92.38,92.52,90.92,87.83,87.22,87.65,87.92
인크로스(주),216050,  전문 서비스업,0,0,0,0,0,59.36,59.38,51.72,44.64
인탑스(주),49070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.21,91.02,92.95,99.03,90.22,82.82,82.04,79.38,77.08
인터지스(주),129260,  육상운송 및 파이프라인 운송업,91.05,93.08,93.46,92,92.1,94.01,93.91,94.66,94.22
인포뱅크(주),39290,  출판업,87.71,83.71,87.14,85.64,82.76,85.52,84.02,82.92,83.45
인화정공(주),101930,  기타 운송장비 제조업,78.41,84.64,87.84,90.1,92.39,96.91,102.31,97.87,91.51
일동제약(주),249420,  의료용 물질 및 의약품 제조업,0,0,0,0,0,51.68,50.92,49.42,55.17
일동홀딩스(주),230,  의료용 물질 및 의약품 제조업,41.73,46.21,47.31,49.79,49.17,31.89,0,0,0
일성건설(주),13360,  종합 건설업,91.93,99.27,93.37,108.11,91.53,91.55,92.32,92.09,93.17
일성신약(주),3120,  의료용 물질 및 의약품 제조업,64.13,72.44,66.43,66.07,64.11,62.96,60.85,63.35,62.48
일신방직(주),3200,  섬유제품 제조업; 의복제외,101.9,102.69,91.1,95.44,92.75,92.59,95.51,94.19,96.9
일양약품(주),7570,  의료용 물질 및 의약품 제조업,57.76,59.71,61.2,58.94,68.43,65.6,62.9,66.12,63.03
일정실업(주),8500,  섬유제품 제조업; 의복제외,92.91,86.69,88.68,84.22,80.98,80.18,90.86,97.45,111.17
일진다이아몬드(주),81000,  화학물질 및 화학제품 제조업; 의약품 제외,69.36,77.12,76.06,74.61,73.89,80.89,77.34,75.07,83.57
일진디스플레이(주),20760,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.73,84.58,87.15,90.32,97.08,109.32,85.5,92.9,114.95
일진머티리얼즈(주),20150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.73,95.5,93.76,92.88,91.5,84.09,76.21,79.68,81.47
일진전기(주),103590,  전기장비 제조업,91.39,92.37,90.45,87.6,89.49,89.44,90.29,91.16,90.93
일진홀딩스(주),15860,  전문 서비스업,0,0,0,0,0,0,0,0,0
잉글우드랩(주),950140,  전문 서비스업,0,0,0,0,0,0,83.33,81.27,78.55
자이글(주),234920,  전기장비 제조업,0,0,0,0,0,26.06,28.1,30.26,39.21
자이에스앤디(주),317400,  부동산업,0,0,0,0,0,0,0,0,89.61
자화전자(주),33240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.37,79.95,80.33,80.51,79.56,78.31,85.51,87.96,85.22
재영솔루텍(주),49630,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.27,88.98,90.99,87.69,88.5,90.59,99.24,90.48,82.11
전방(주),950,  섬유제품 제조업; 의복제외,105.98,106.16,93.95,101.06,101.6,102.58,105.44,101.73,115.92
전진바이오팜(주),110020,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,0,0,0,90.39,47.16
제너셈(주),217190,  기타 기계 및 장비 제조업,0,0,0,0,63.62,74.57,84.51,88.77,64.36
제룡산업(주),147830,  금속가공제품 제조업; 기계 및 가구 제외,0,76.95,75.6,77.17,68.16,67.56,75.88,75.19,76.24
제룡전기(주),33100,  전기장비 제조업,88.79,88.04,82.41,81.06,84.13,95.94,88.71,80.14,77.66
제이더블유생명과학(주),234080,  의료용 물질 및 의약품 제조업,0,0,0,0,0,75.63,75.07,74.99,71.55
제이더블유신약(주),67290,  금속가공제품 제조업; 기계 및 가구 제외,47.47,48.08,46.65,43.45,40.41,40.24,46.19,47.77,48.25
제이더블유중외제약(주),1060,  의료용 물질 및 의약품 제조업,65.66,67.52,63.35,63.35,63.02,62.92,62.49,63.32,68.43
제이더블유홀딩스(주),96760,  전문 서비스업,65.23,65.78,70.67,63.89,58.27,53.62,56.43,28.05,49.98
제이스코홀딩스(주),23440,  1차 금속 제조업,91.06,115.2,109.74,98.81,103.39,91.81,89.56,91.17,104.76
제이씨케미칼(주),137950,  화학물질 및 화학제품 제조업; 의약품 제외,89.76,94.6,92.05,92.88,89.04,82.41,88.27,87.68,87.22
제이씨현시스템(주),33320,  도매 및 상품 중개업,88.51,90.27,89.68,89.96,90.8,89.45,90,90.35,92.22
제이엔케이히터(주),126880,  기타 기계 및 장비 제조업,83.98,88.69,89.25,91.86,87.27,90.69,87.68,89.36,88.35
제이엠아이(주),33050,  인쇄 및 기록매체 복제업,85.74,89.35,105.29,77.89,82.32,70.09,62.81,77.41,75.96
제이엠티(주),94970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.53,91.9,90.88,91.3,95.58,94.44,94.74,92.57,89.22
제이준코스메틱(주),25620,"  가죽, 가방 및 신발 제조업",111.49,105.16,131.22,305.56,162.52,66.29,48.13,51.69,102.12
제일약품(주),271980,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,79.27,77.89,77.37
제일연마공업(주),1560,  비금속 광물제품 제조업,81.03,81.4,84.8,81.44,86.33,85.69,84.41,83.98,84.18
제일파마홀딩스(주),2620,  의료용 물질 및 의약품 제조업,71.23,74.75,75.79,74.87,76.42,78.13,0,0,0
조광아이엘아이(주),44060,  기타 기계 및 장비 제조업,63.52,68.5,66.58,57.75,53.77,57.54,51.23,53.64,57.97
조광페인트(주),4910,  화학물질 및 화학제품 제조업; 의약품 제외,85.98,84.92,83.48,80.18,78.65,78.29,83.5,85.45,85.49
조광피혁(주),4700,"  가죽, 가방 및 신발 제조업",90.4,93,88.64,90.23,90.21,80.29,80.32,82.28,76.11
조선내화(주),480,  비금속 광물제품 제조업,86.04,85.7,86.34,84.67,87.22,85.94,93.36,85.87,87.86
조선선재(주),120030,  금속가공제품 제조업; 기계 및 가구 제외,75.88,79.07,76.39,69.62,64.93,64.32,64.4,68.33,68.37
조아제약(주),34940,  의료용 물질 및 의약품 제조업,45.92,48.11,47.11,52.99,51.55,52.63,52.46,54.69,56.42
조일알미늄(주),18470,  1차 금속 제조업,93.92,95.34,95.82,97.8,98.12,96.48,96.29,99.26,100.46
주성엔지니어링(주),36930,  기타 기계 및 장비 제조업,69.8,76.89,63.9,61.96,56.61,59.2,57.75,56.27,57.56
줌인터넷(주),239340,  기타금융업,0,0,0,0,0,0,0,0,0
지나인제약(주),78650,"  의료, 정밀, 광학기기 및 시계 제조업",95.2,86.5,83.13,100.07,96.19,99.19,102.74,84.18,89.18
지니언스(주),263860,  출판업,0,0,0,0,0,0,38.61,39.03,41.05
지더블유바이텍(주),36180,  도매 및 상품 중개업,71.8,82.3,73.81,72.66,73.39,75,76.06,77.12,79.5
지에스건설(주),6360,  종합 건설업,89.03,92.61,107.44,96.14,94.51,93.18,92.35,87.31,86.74
지에이치신소재(주),130500,  섬유제품 제조업; 의복제외,0,0,86.51,88.05,87.93,85.83,87.82,92.82,90.57
지엔원에너지(주),270520,  기타금융업,0,0,0,0,0,0,0,0,0
지엘팜텍(주),204840,  기타금융업,0,0,0,0,0,102.18,152.44,72.65,55.61
지엠비코리아(주),13870,  자동차 및 트레일러 제조업,0,86.44,86.54,86.31,86.93,87.26,87.51,88.38,88.19
진양산업(주),3780,  고무 및 플라스틱제품 제조업,76.06,77.77,77.6,75.59,72.56,76.12,84.79,86.22,80.6
진양제약(주),7370,  의료용 물질 및 의약품 제조업,43.23,41.07,40.18,38.09,44.41,52.17,47.3,44.97,49.18
진양폴리우레탄(주),10640,  화학물질 및 화학제품 제조업; 의약품 제외,78.52,81.77,82.32,82.78,85.03,87.35,92.44,87.02,79.59
진양화학(주),51630,  고무 및 플라스틱제품 제조업,87.97,85.87,83.57,83.85,85.16,86.28,89.21,89.53,94.91
진원생명과학(주),11000,  섬유제품 제조업; 의복제외,92.09,90.85,86.65,91.38,92.37,91.68,92.68,92.09,93.48
진흥기업(주),2780,  종합 건설업,94.29,94.55,94.89,92.22,93.99,89.25,89.88,91.78,91.82
차이나크리스탈신소재홀딩스,900250,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
참엔지니어링(주),9310,  기타 기계 및 장비 제조업,78.05,90,80.02,85.42,73.35,71.11,80.02,74.34,86.33
참존글로벌(주),158310,  기타 기계 및 장비 제조업,0,0,71.73,80.8,157.07,107.28,73.13,69.32,87.52
참좋은여행(주),94850,  도매 및 상품 중개업,64.35,59.71,53.63,46.1,43.79,33.88,2.68,15.47,0
카페24(주),42000,  정보서비스업,0,0,0,0,0,0,0,0,0
커머스마이너 (주),223310,  출판업,0,0,0,0,84.09,91.33,108.72,90.07,75.55
컨버즈(주),109070,"  펄프, 종이 및 종이제품 제조업",100.38,100.96,98.97,98.6,101.47,107.85,104.34,105.12,99.23
컬러레이홀딩스,900310,  전문 서비스업,0,0,0,0,0,0,0,0,0
케이디켐(주),221980,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,0,72.96,72.33,74.42,73.62,74.58
케이만금세기차륜집단유한공사,900280,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,0,0
케이비아이동국실업(주),1620,  자동차 및 트레일러 제조업,92.8,91.1,92.95,98.19,94.21,93.3,95.37,94.99,95.16
케이비아이메탈(주),24840,  전기장비 제조업,97.45,97.3,97.93,98.87,98.68,95.87,94.49,97.29,96.49
케이씨그린홀딩스(주),9440,  전문 서비스업,0,3.08,0,0,0,0,0,0,0
케이씨코트렐(주),119650,  기타 기계 및 장비 제조업,87.91,89.31,91.96,95.53,96.7,88.19,88.01,84.61,88.36
케이알모터스(주),40,  기타 운송장비 제조업,89.19,93.77,93.27,99.07,98.14,93.32,150.04,108.29,115.06
케이에이치건설(주),226360,  기타금융업,0,0,0,0,0,0,59.95,67.54,60.98
케이에이치전자(주),111870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.39,74.36,78.33,83.46,79.67,81.72,81.7,85.34,87.82
케이엠제약(주),225430,  기타금융업,0,0,0,0,0,0,0,66.51,71.55
케이지이티에스(주),151860,"  전기, 가스, 증기 및 공기조절 공급업",0,0,76.83,75.57,81.24,83.75,81.01,80.72,85.64
케이지케미칼(주),1390,  화학물질 및 화학제품 제조업; 의약품 제외,86.59,88.14,82.86,79.71,76.59,80.47,81.67,85.45,83.41
케이피엑스라이프사이언스(주),114450,  의료용 물질 및 의약품 제조업,88.34,88.45,98.51,98.42,82.88,82.94,89.09,99.78,91.94
케이피엑스케미칼(주),25000,  화학물질 및 화학제품 제조업; 의약품 제외,87.98,90.01,91.77,89.94,88.97,86.89,88.94,91,87.23
케이피엑스홀딩스(주),92230,  전문 서비스업,0,0,0,0,0,0,0,0,0
코나아이(주),52400,  출판업,65.33,67.57,71.1,72.49,67.88,79.61,80.16,80.57,71.89
코드네이처(주),78940,  1차 금속 제조업,88.96,82.27,91.95,90.85,89.8,106.93,51.21,83.8,87.95
코리아에프티(주),123410,  기타금융업,0,88.06,84.56,85.18,85.74,87.01,86.6,85.18,86.85
코스맥스(주),192820,  화학물질 및 화학제품 제조업; 의약품 제외,0,0,0,86.22,84.82,84.15,89.21,89.83,86.56
코스맥스비티아이(주),44820,  화학물질 및 화학제품 제조업; 의약품 제외,87.33,86.71,87.09,0,0.42,0.9,11.28,38.75,43.77
코스맥스엔비티(주),222040,  식료품 제조업,0,0,0,0,76.11,71.1,71.79,72.06,79.14
코스모신소재(주),5070,  화학물질 및 화학제품 제조업; 의약품 제외,91.58,99.62,94.87,99.94,96.96,92.31,92.36,93.9,95.02
코스모화학(주),5420,  화학물질 및 화학제품 제조업; 의약품 제외,75.59,85.83,94.77,105.45,113.8,99.92,78.99,90.24,87.69
코아스템(주),166480,  의료용 물질 및 의약품 제조업,0,0,0,0,62.08,91.51,95.05,89.75,87.26
코오롱글로벌(주),3070,  종합 건설업,89.4,91.73,90.8,91.24,91.76,91.45,91.49,91.41,89.87
코오롱생명과학(주),102940,  의료용 물질 및 의약품 제조업,71.28,67.51,68.94,74.67,78.63,69.3,75.74,91.91,82.79
코오롱인더스트리(주),120110,  화학물질 및 화학제품 제조업; 의약품 제외,73.08,72.37,72.14,73.26,68.61,66.77,68.12,71.53,70.21
코오롱티슈진(주),950160,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,52.22,63.96,91.63
코오롱플라스틱(주),138490,  화학물질 및 화학제품 제조업; 의약품 제외,87.33,88.91,91.33,89.23,85.56,82.16,82.29,85.61,88.56
코웨이(주),21240,  기타 개인 서비스업,32.28,33.51,33.7,33.44,31.44,34.14,33.39,34.72,35.81
코웰패션(주),33290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,83.42,83.71,75.65,53.67,49.98,39.45,38.91,47.07
코위버(주),56360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",76.66,75.32,73.53,66.61,69.06,67.22,64.3,70.76,73.19
콜마비앤에이치(주),200130,  기타금융업,0,0,0,0,82.16,82.61,82.59,81.14,79.89
쿠쿠홀딩스(주),192400,  전기장비 제조업,0,0,0,57.95,56.67,55.93,64.19,1.57,0.6
쿠쿠홈시스(주),284740,  임대업; 부동산 제외,0,0,0,0,0,0,0,47.83,47.59
큐렉소(주),60280,  소매업; 자동차 제외,64.98,90.93,88.45,85.86,85.16,84.65,82.48,81.86,83.82
크로바하이텍(주),43590,  전기장비 제조업,88.85,85.64,96.78,95.81,91.14,87.62,92.33,102.25,97.99
크루셜텍(주),114120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.35,96.66,99.98,95.96,79.98,85.13,91.93,96.71,83.89
크리스탈지노믹스(주),83790,  연구개발업,0,0,0,0,0,10.16,7.41,20.89,69.2
키네마스터(주),139670,  출판업,0,0,0,0,0,0,0,0,0
태경산업(주),15890,  화학물질 및 화학제품 제조업; 의약품 제외,80.81,80.62,82.96,79.4,90.71,79.27,81.35,80.34,82.94
태경케미컬(주),6890,  화학물질 및 화학제품 제조업; 의약품 제외,70.87,70.64,72.57,72.84,72.08,71.76,75.47,73.66,75.01
태광산업(주),3240,  화학물질 및 화학제품 제조업; 의약품 제외,88.29,97.74,95.52,96.63,93.76,92.08,89.56,86.26,86.02
태림포장(주),11280,"  펄프, 종이 및 종이제품 제조업",86.9,82.65,84.98,83.73,85.68,85.68,88.32,85.8,85.85
태양금속공업(주),4100,  자동차 및 트레일러 제조업,89.49,88.89,89.96,89.49,89.21,88.94,88.15,89.19,91.18
태원물산(주),1420,  자동차 및 트레일러 제조업,94,94.13,91.35,91.67,93.75,90.1,91.8,93,93.47
태평양물산(주),7980,"  의복, 의복 액세서리 및 모피제품 제조업",87.61,86.52,87.81,86.93,87.57,96.07,86.94,87.42,86.62
테고사이언스(주),191420,  의료용 물질 및 의약품 제조업,0,0,0,19.51,19.37,18.83,20.47,23.83,25.83
테라사이언스(주),73640,  금속가공제품 제조업; 기계 및 가구 제외,78.02,78.73,86.7,95.18,110.52,96.08,83.46,83.3,89.88
텔코웨어(주),78000,  정보서비스업,65.78,66.12,57.22,60.97,66.94,59.55,60.8,58.47,66.44
티와이엠(주),2900,  기타 기계 및 장비 제조업,79.31,79.82,78.07,79.88,80.67,82.9,81.36,84.27,84.86
티제이미디어(주),32540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.4,76.13,80.9,79.07,77.45,78.92,76.3,79.07,77.58
티케이지애강(주),22220,  고무 및 플라스틱제품 제조업,91.96,93.37,91.12,89.62,81.5,80.22,75.11,75.96,75.64
티케이지휴켐스(주),69260,  화학물질 및 화학제품 제조업; 의약품 제외,84.16,85.29,87.62,86.84,85.34,77.73,70.6,76.88,78.33
팅크웨어(주),84730,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.78,72.61,76.08,70.54,69.01,68.37,68.25,69.8,67.43
파나케이아(주),58530,  기타 기계 및 장비 제조업,66.04,68.99,63.65,65.8,61.53,63.21,81.53,75.53,81.99
파미셀(주),5690,"  의복, 의복 액세서리 및 모피제품 제조업",113.65,89.02,78.61,80.91,77.95,63.3,67.98,58.37,59.88
팜젠사이언스(주),4720,  의료용 물질 및 의약품 제조업,45.24,45.41,43.25,45.99,46.5,44.43,48.81,48.37,46.98
패션플랫폼(주),225590,  기타금융업,0,0,0,0,0,0,0,45.1,43.28
팬오션(주),28670,  수상 운송업,100.37,101.99,104.86,83.78,84.54,87.75,88.22,89.13,87.88
퍼스텍(주),10820,  금속가공제품 제조업; 기계 및 가구 제외,88.92,90.95,91.16,90.65,92.18,93.89,92.74,110.13,98.51
펌텍코리아(주),251970,  고무 및 플라스틱제품 제조업,0,0,0,0,0,0,0,0,78.21
페이퍼코리아(주),1020,"  펄프, 종이 및 종이제품 제조업",95.01,82.87,86.01,91.82,94.81,95.83,108.63,96.21,94.03
평화산업(주),90080,  자동차 및 트레일러 제조업,94.63,92.04,93.45,93.81,93.87,93.54,97.2,98.57,94.71
평화홀딩스(주),10770,  전문 서비스업,0,0,0,0,0,0,0,0,0
포스코스틸리온(주),58430,  1차 금속 제조업,97.94,95.22,93.99,92.67,89.3,87.06,90.51,94.01,94.8
포스코홀딩스(주),5490,  1차 금속 제조업,84.44,87.04,86.74,85.41,83.86,81.82,83.47,83.92,87.91
풍국주정공업(주),23900,  음료 제조업,78.63,84.94,78.47,80.52,75.41,71.55,72.05,72.75,79.39
피씨엘(주),241820,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,63.53,65.6,68.95
피앤씨테크(주),237750,  전기장비 제조업,0,0,0,0,0,69.21,73.65,75.8,72.47
피에스케이(주),319660,  기타 기계 및 장비 제조업,0,0,0,0,0,0,0,0,56.67
피에스케이홀딩스(주),31980,  기타 기계 및 장비 제조업,73.85,62.37,61.46,61.58,60.32,57.24,57.98,57.06,58.98
피에스텍(주),2230,  자동차 및 트레일러 제조업,86.2,88.82,89.87,78.17,74.73,80.18,79.69,81.68,87.82
피에이치에이(주),43370,  자동차 및 트레일러 제조업,87.41,89.01,90.92,93.66,92.98,90.9,93.24,92.52,90.42
하나마이크론(주),67310,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.39,95.21,95.61,84.72,88.71,95.91,92.64,94.81,92.92
하나머티리얼즈(주),166090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,0,0,0,0,67.92,62.15,63.01
하나제약(주),293480,  의료용 물질 및 의약품 제조업,0,0,0,0,0,0,0,33.32,33.75
하이록코리아(주),13030,  1차 금속 제조업,70.93,69.94,67.83,64.67,65.84,70.99,71.23,77.88,79.43
하이즈항공(주),221840,  기타 운송장비 제조업,0,0,0,0,76.07,93.81,87.98,87.63,85.56
하이트진로(주),80,  음료 제조업,58.06,56.39,55.84,56.99,56,55.52,57.04,59.15,58.36
하이트진로홀딩스(주),140,  전문 서비스업,0,0,0,0,0,0,0,0,0
한국가스공사(주),36460,"  전기, 가스, 증기 및 공기조절 공급업",95.53,95.67,95.54,96.61,94.87,93.81,94.05,94.25,93.52
한국공항(주),5430,  창고 및 운송관련 서비스업,88.07,88.61,91.66,90.54,90.33,88.75,88.71,90.04,90.83
한국기업평가(주),34950,  사업지원 서비스업,0,0,0,0,0,0,0,0,0
한국내화(주),10040,  비금속 광물제품 제조업,84.64,88.27,86.42,87.11,89.77,88.69,88.44,86.16,86.99
한국단자공업(주),25540,  전기장비 제조업,86.78,85.54,85.4,82.62,82.25,81.53,85.23,89.15,90.97
한국맥널티(주),222980,  식료품 제조업,0,0,0,0,69.4,67.75,70.24,71.38,71.74
한국석유공업(주),4090,  비금속 광물제품 제조업,88.8,88.06,86.63,85.57,77.18,78.93,81.58,86.61,85.54
한국선재(주),25550,  1차 금속 제조업,88,90.45,89.25,88.64,89.3,85.73,88.35,90.06,90.64
한국수출포장공업(주),2200,"  펄프, 종이 및 종이제품 제조업",86.97,76.98,84.26,83.89,87.25,87.08,93.11,82.48,82.77
한국쉘석유(주),2960,"  코크스, 연탄 및 석유정제품 제조업",77.76,73.12,71.36,70.35,65.24,64.41,66.91,65.78,64.44
한국알콜산업(주),17890,  화학물질 및 화학제품 제조업; 의약품 제외,87.55,92.64,91.84,87.56,86.46,83.05,84.71,81.34,79.16
한국앤컴퍼니(주),240,  고무 및 플라스틱제품 제조업,76.77,0,0,0,0,0,0,0,0
