회사명,거래소코드,회계년도,산업코드,산업명
(주)지티지웰니스,219750,2018/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)지티지웰니스,219750,2019/12,032701,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)진도,088790,2011/12,074607,  도매 및 상품 중개업
(주)진도,088790,2012/12,074607,  도매 및 상품 중개업
(주)진도,088790,2013/12,074607,  도매 및 상품 중개업
(주)진도,088790,2014/12,074607,  도매 및 상품 중개업
(주)진도,088790,2015/12,074607,  도매 및 상품 중개업
(주)진도,088790,2016/12,074607,  도매 및 상품 중개업
(주)진도,088790,2017/12,074607,  도매 및 상품 중개업
(주)진도,088790,2018/12,074607,  도매 및 상품 중개업
(주)진도,088790,2019/12,074607,  도매 및 상품 중개업
(주)진로발효,018120,2011/12,031101,  음료 제조업
(주)진로발효,018120,2012/12,031101,  음료 제조업
(주)진로발효,018120,2013/12,031101,  음료 제조업
(주)진로발효,018120,2014/12,031101,  음료 제조업
(주)진로발효,018120,2015/12,031101,  음료 제조업
(주)진로발효,018120,2016/12,031101,  음료 제조업
(주)진로발효,018120,2017/12,031101,  음료 제조업
(주)진로발효,018120,2018/12,031101,  음료 제조업
(주)진로발효,018120,2019/12,031101,  음료 제조업
(주)진매트릭스,109820,2011/12,137001,  연구개발업
(주)진매트릭스,109820,2012/12,137001,  연구개발업
(주)진매트릭스,109820,2013/12,137001,  연구개발업
(주)진매트릭스,109820,2014/12,137001,  연구개발업
(주)진매트릭스,109820,2015/12,137001,  연구개발업
(주)진매트릭스,109820,2016/12,137001,  연구개발업
(주)진매트릭스,109820,2017/12,137001,  연구개발업
(주)진매트릭스,109820,2018/12,137001,  연구개발업
(주)진매트릭스,109820,2019/12,137001,  연구개발업
(주)진바이오텍,086060,2011/12,031008,  식료품 제조업
(주)진바이오텍,086060,2012/12,031008,  식료품 제조업
(주)진바이오텍,086060,2013/12,031008,  식료품 제조업
(주)진바이오텍,086060,2014/12,031008,  식료품 제조업
(주)진바이오텍,086060,2015/12,031008,  식료품 제조업
(주)진바이오텍,086060,2016/12,031008,  식료품 제조업
(주)진바이오텍,086060,2017/12,031008,  식료품 제조업
(주)진바이오텍,086060,2018/12,031008,  식료품 제조업
(주)진바이오텍,086060,2019/12,031008,  식료품 제조업
(주)진성티이씨,036890,2011/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2012/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2013/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2014/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2015/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2016/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2017/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2018/12,032902,  기타 기계 및 장비 제조업
(주)진성티이씨,036890,2019/12,032902,  기타 기계 및 장비 제조업
(주)진양홀딩스,100250,2011/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2012/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2013/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2014/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2015/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2016/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2017/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2018/12,137105,  전문 서비스업
(주)진양홀딩스,100250,2019/12,032202,  고무 및 플라스틱제품 제조업
(주)진에어,272450,2017/12,085101,  항공 운송업
(주)진에어,272450,2018/12,085101,  항공 운송업
(주)진에어,272450,2019/12,085101,  항공 운송업
(주)차바이오텍,085660,2011/12,032703,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)차바이오텍,085660,2012/12,032101,  의료용 물질 및 의약품 제조업
(주)차바이오텍,085660,2013/12,032101,  의료용 물질 및 의약품 제조업
(주)차바이오텍,085660,2014/12,032101,  의료용 물질 및 의약품 제조업
(주)차바이오텍,085660,2015/12,032101,  의료용 물질 및 의약품 제조업
(주)차바이오텍,085660,2016/12,032101,  의료용 물질 및 의약품 제조업
(주)차바이오텍,085660,2017/12,032101,  의료용 물질 및 의약품 제조업
(주)차바이오텍,085660,2018/12,032101,  의료용 물질 및 의약품 제조업
(주)차바이오텍,085660,2019/12,032101,  의료용 물질 및 의약품 제조업
(주)창해에탄올,004650,2014/12,031101,  음료 제조업
(주)창해에탄올,004650,2015/12,031101,  음료 제조업
(주)창해에탄올,004650,2016/12,031101,  음료 제조업
(주)창해에탄올,004650,2017/12,031101,  음료 제조업
(주)창해에탄올,004650,2018/12,031101,  음료 제조업
(주)창해에탄올,004650,2019/12,031101,  음료 제조업
(주)천보,278280,2019/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)천일고속,000650,2011/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2012/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2013/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2014/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2015/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2016/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2017/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2018/12,084902,  육상운송 및 파이프라인 운송업
(주)천일고속,000650,2019/12,084902,  육상운송 및 파이프라인 운송업
(주)체리부로,066360,2017/12,031001,  식료품 제조업
(주)체리부로,066360,2018/12,031001,  식료품 제조업
(주)체리부로,066360,2019/12,031001,  식료품 제조업
(주)체시스,033250,2011/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2012/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2013/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2014/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2015/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2016/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2017/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2018/06,033003,  자동차 및 트레일러 제조업
(주)체시스,033250,2019/06,033003,  자동차 및 트레일러 제조업
(주)초록뱀미디어,047820,2011/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2012/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2013/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2014/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2015/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2016/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2017/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2018/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀미디어,047820,2019/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)초록뱀이앤엠,131100,2011/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀이앤엠,131100,2012/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀이앤엠,131100,2013/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀이앤엠,131100,2014/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀이앤엠,131100,2015/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀이앤엠,131100,2016/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀이앤엠,131100,2017/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀이앤엠,131100,2018/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)초록뱀컴퍼니,052300,2011/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2012/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2013/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2014/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2015/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2016/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2017/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2018/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀컴퍼니,052300,2019/12,085209,  창고 및 운송관련 서비스업
(주)초록뱀헬스케어,118000,2011/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2012/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2013/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2014/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2015/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2016/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2017/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2018/12,074605,  도매 및 상품 중개업
(주)초록뱀헬스케어,118000,2019/12,074605,  도매 및 상품 중개업
(주)칩스앤미디어,094360,2013/12,105802,  출판업
(주)칩스앤미디어,094360,2014/12,105802,  출판업
(주)칩스앤미디어,094360,2015/12,105802,  출판업
(주)칩스앤미디어,094360,2016/12,105802,  출판업
(주)칩스앤미디어,094360,2017/12,105802,  출판업
(주)칩스앤미디어,094360,2018/12,105802,  출판업
(주)칩스앤미디어,094360,2019/12,105802,  출판업
(주)카나리아바이오,016790,2018/12,031008,  식료품 제조업
(주)카나리아바이오,016790,2019/12,031008,  식료품 제조업
(주)카스,016920,2011/12,032901,  기타 기계 및 장비 제조업
(주)카스,016920,2012/12,074605,  도매 및 상품 중개업
(주)카스,016920,2013/12,074605,  도매 및 상품 중개업
(주)카스,016920,2014/12,074605,  도매 및 상품 중개업
(주)카스,016920,2015/12,074605,  도매 및 상품 중개업
(주)카스,016920,2016/12,074605,  도매 및 상품 중개업
(주)카스,016920,2017/12,074605,  도매 및 상품 중개업
(주)카스,016920,2018/12,074605,  도매 및 상품 중개업
(주)카스,016920,2019/12,074605,  도매 및 상품 중개업
(주)카이노스메드,284620,2018/12,117201,  기타금융업
(주)카이노스메드,284620,2019/12,117201,  기타금융업
(주)카카오,035720,2017/12,106301,  정보서비스업
(주)카카오,035720,2018/12,106301,  정보서비스업
(주)카카오,035720,2019/12,106301,  정보서비스업
(주)카프로,006380,2011/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2012/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2013/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2014/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2015/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2016/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2017/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2018/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)카프로,006380,2019/12,032001,  화학물질 및 화학제품 제조업; 의약품 제외
(주)캐리소프트,317530,2019/12,105901,  영상ㆍ오디오 기록물 제작 및 배급업
(주)캐스텍코리아,071850,2014/12,033003,  자동차 및 트레일러 제조업
(주)캐스텍코리아,071850,2015/12,033003,  자동차 및 트레일러 제조업
(주)캐스텍코리아,071850,2016/12,033003,  자동차 및 트레일러 제조업
(주)캐스텍코리아,071850,2017/12,033003,  자동차 및 트레일러 제조업
(주)캐스텍코리아,071850,2018/12,033003,  자동차 및 트레일러 제조업
(주)캐스텍코리아,071850,2019/12,033003,  자동차 및 트레일러 제조업
(주)캠시스,050110,2011/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2012/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2013/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2014/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2015/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)캠시스,050110,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)컴투스,078340,2011/12,105802,  출판업
(주)컴투스,078340,2012/12,105802,  출판업
(주)컴투스,078340,2013/12,105802,  출판업
(주)컴투스,078340,2014/12,105802,  출판업
(주)컴투스,078340,2015/12,105802,  출판업
(주)컴투스,078340,2016/12,105802,  출판업
(주)컴투스,078340,2017/12,105802,  출판업
(주)컴투스,078340,2018/12,105802,  출판업
(주)컴투스,078340,2019/12,105802,  출판업
(주)컴투스홀딩스,063080,2011/12,105802,  출판업
(주)컴투스홀딩스,063080,2012/12,105802,  출판업
(주)컴투스홀딩스,063080,2013/12,105802,  출판업
(주)컴투스홀딩스,063080,2014/12,105802,  출판업
(주)컴투스홀딩스,063080,2015/12,105802,  출판업
(주)컴투스홀딩스,063080,2016/12,105802,  출판업
(주)컴투스홀딩스,063080,2017/12,137105,  전문 서비스업
(주)컴투스홀딩스,063080,2018/12,137105,  전문 서비스업
(주)컴투스홀딩스,063080,2019/12,105802,  출판업
(주)케스피온,079190,2011/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2012/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2013/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2014/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2015/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2016/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2017/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2018/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케스피온,079190,2019/12,032604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케어랩스,263700,2018/12,105802,  출판업
(주)케어랩스,263700,2019/12,105802,  출판업
(주)케어젠,214370,2015/12,032101,  의료용 물질 및 의약품 제조업
(주)케어젠,214370,2016/12,032101,  의료용 물질 및 의약품 제조업
(주)케어젠,214370,2017/12,032101,  의료용 물질 및 의약품 제조업
(주)케어젠,214370,2018/12,032101,  의료용 물질 및 의약품 제조업
(주)케어젠,214370,2019/12,032101,  의료용 물질 및 의약품 제조업
(주)케이비지,318000,2019/12,032002,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이사인,192250,2014/12,105802,  출판업
(주)케이사인,192250,2015/12,105802,  출판업
(주)케이사인,192250,2016/12,105802,  출판업
(주)케이사인,192250,2017/12,105802,  출판업
(주)케이사인,192250,2018/12,105802,  출판업
(주)케이사인,192250,2019/12,105802,  출판업
(주)케이씨,029460,2011/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2012/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2013/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2014/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2015/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2016/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2017/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2018/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨,029460,2019/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨씨,002380,2011/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2012/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2013/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2014/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2015/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2016/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2017/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2018/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨,002380,2019/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨씨건설,021320,2011/12,064102,  종합 건설업
(주)케이씨씨건설,021320,2012/12,064101,  종합 건설업
(주)케이씨씨건설,021320,2013/12,064101,  종합 건설업
(주)케이씨씨건설,021320,2014/12,064101,  종합 건설업
(주)케이씨씨건설,021320,2015/12,064101,  종합 건설업
(주)케이씨씨건설,021320,2016/12,064101,  종합 건설업
(주)케이씨씨건설,021320,2017/12,064101,  종합 건설업
(주)케이씨씨건설,021320,2018/12,064101,  종합 건설업
(주)케이씨씨건설,021320,2019/12,064101,  종합 건설업
(주)케이씨아이,036670,2011/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2012/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2013/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2014/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2015/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2016/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2017/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2018/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨아이,036670,2019/12,032004,  화학물질 및 화학제품 제조업; 의약품 제외
(주)케이씨에스,115500,2011/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2012/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2013/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2014/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2015/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2016/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2017/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2018/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨에스,115500,2019/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨텍,281820,2017/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨텍,281820,2018/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨텍,281820,2019/12,032702,"  의료, 정밀, 광학기기 및 시계 제조업"
(주)케이씨티,089150,2011/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2012/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2013/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2014/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2015/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2016/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2017/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2018/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티,089150,2019/12,106201,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)케이씨티시,009070,2011/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2012/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2013/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2014/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2015/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2016/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2017/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2018/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨티시,009070,2019/12,084903,  육상운송 및 파이프라인 운송업
(주)케이씨피드,025880,2011/12,031008,  식료품 제조업
(주)케이씨피드,025880,2012/12,031008,  식료품 제조업
(주)케이씨피드,025880,2013/12,031008,  식료품 제조업
(주)케이씨피드,025880,2014/12,031008,  식료품 제조업
(주)케이씨피드,025880,2015/12,031008,  식료품 제조업
(주)케이씨피드,025880,2016/12,031008,  식료품 제조업
(주)케이씨피드,025880,2017/12,031008,  식료품 제조업
(주)케이씨피드,025880,2018/12,031008,  식료품 제조업
(주)케이씨피드,025880,2019/12,031008,  식료품 제조업
(주)케이아이엔엑스,093320,2011/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2012/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2013/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2014/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2015/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2016/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2017/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2018/12,106301,  정보서비스업
(주)케이아이엔엑스,093320,2019/12,106301,  정보서비스업
(주)케이에스에스해운,044450,2011/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2012/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2013/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2014/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2015/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2016/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2017/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2018/12,085001,  수상 운송업
(주)케이에스에스해운,044450,2019/12,085001,  수상 운송업
(주)케이에스피,073010,2011/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2012/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2013/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2014/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2015/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2016/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2017/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2018/12,032901,  기타 기계 및 장비 제조업
(주)케이에스피,073010,2019/12,032901,  기타 기계 및 장비 제조업
(주)케이에이치바텍,060720,2011/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2012/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2013/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2014/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2015/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치바텍,060720,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2011/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2012/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2013/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2014/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2015/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2016/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2017/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2018/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이에이치필룩스,033180,2019/12,032602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)케이엑스이노베이션,122450,2011/12,106002,  방송업
(주)케이엑스이노베이션,122450,2012/12,106002,  방송업
(주)케이엑스이노베이션,122450,2013/12,106002,  방송업
(주)케이엑스이노베이션,122450,2014/12,106002,  방송업
(주)케이엑스이노베이션,122450,2015/12,106002,  방송업
(주)케이엑스이노베이션,122450,2016/12,106002,  방송업
(주)케이엑스이노베이션,122450,2017/12,106002,  방송업
(주)케이엑스이노베이션,122450,2018/12,106002,  방송업
(주)케이엑스이노베이션,122450,2019/12,106002,  방송업
(주)케이엑스하이텍,052900,2011/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2012/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2013/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2014/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2015/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2016/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2017/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2018/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엑스하이텍,052900,2019/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엔더블유,105330,2011/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엔더블유,105330,2012/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엔더블유,105330,2013/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엔더블유,105330,2014/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엔더블유,105330,2015/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엔더블유,105330,2016/12,032202,  고무 및 플라스틱제품 제조업
(주)케이엔더블유,105330,2017/12,032202,  고무 및 플라스틱제품 제조업
