회사명,거래소코드,회계년도,차입금비율(IFRS),차입금비율(IFRS연결),당좌자산구성비율(IFRS),당좌자산구성비율(IFRS연결),유동자산구성비율(IFRS),유동자산구성비율(IFRS연결),매출채권 대 매입채무비율(IFRS),매출채권 대 매입채무비율(IFRS연결),단기차입금 대 총차입금비율(IFRS),단기차입금 대 총차입금비율(IFRS연결),유동부채비율(IFRS),유동부채비율(IFRS연결),타인자본구성비율(IFRS),타인자본구성비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS),재고자산 대 유동자산비율(IFRS연결),재고자산 대 순운전자본비율(IFRS),재고자산 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS),순운전자본비율(IFRS연결)
SNT모티브(주),64960,Dec-12,9.11,10.74,35.08,34.51,48.37,50.73,115.1,104.8,0,0,57.62,63.27,42.83,45.25,57.17,54.75,27.48,31.98,86.13,100.83,15.43,16.09
SNT모티브(주),64960,Dec-13,11.26,10.98,29.65,38.84,43.36,53,115.68,105.52,0,0,55.16,66.05,41.16,45.26,58.84,54.74,31.63,26.73,125.84,84.1,10.9,16.84
SNT모티브(주),64960,Dec-14,3.73,3.87,31.23,38.25,45.31,52.74,120.58,114.01,0,0,47.74,52.54,38.72,40.8,61.28,59.2,31.06,27.46,87.65,66.96,16.06,21.63
SNT모티브(주),64960,Dec-15,0.06,0.05,35.96,42.36,48.89,55.03,144.32,134.54,0,0,36.68,39.49,32.67,34.44,67.33,65.56,26.43,23.03,53.42,43.5,24.19,29.14
SNT모티브(주),64960,Dec-16,0.05,0.04,38.37,46,50.64,57.39,150.47,134.69,0,0,38.4,46.73,32.94,36.8,67.06,63.2,24.23,19.84,49.31,40.88,24.89,27.86
SNT모티브(주),64960,Dec-17,0,0,39.19,47.02,50.21,57.71,120.33,122.59,0,0,32.96,36.77,30.18,32.42,69.82,67.58,21.94,18.52,40.52,32.53,27.19,32.86
SNT모티브(주),64960,Dec-18,0,0.79,37.7,45.71,49.17,56.84,112.65,118.56,0,0,33.31,34.13,30.11,31.07,69.89,68.93,23.34,19.58,44.32,33.41,25.9,33.31
SNT모티브(주),64960,Dec-19,0.02,0.05,46.43,47.72,57.44,60.24,133.57,129.85,50.1,77.63,30.93,32.76,28.24,29.16,71.76,70.84,19.17,20.78,31.24,33.81,35.24,37.03
SNT중공업(주),3570,Dec-11,0,4.32,31.02,35.53,42.28,45.93,109.35,115.67,0,98.12,30.51,38.33,31.22,34.83,68.78,65.17,26.63,22.64,52.87,49.63,21.3,20.94
SNT중공업(주),3570,Dec-12,0,1.96,27.27,33.3,39.63,45.04,144.19,143.6,0,92.1,23.84,31.32,27.09,31.31,72.91,68.69,31.19,26.06,55.55,49.89,22.25,23.53
SNT중공업(주),3570,Dec-13,0,1.2,29.47,30,44.49,45.07,119.98,113.97,0,90.83,23.13,26.04,26.51,28.11,73.49,71.89,33.75,33.43,54.62,57.18,27.49,26.35
SNT중공업(주),3570,Dec-14,0,1.2,29.49,29.74,42.86,43.23,153.66,141.48,0,93.66,23.31,26.09,26.98,28.45,73.02,71.55,31.19,31.2,51.74,54.92,25.84,24.56
SNT중공업(주),3570,Dec-15,0,1.05,32.49,32.95,45.49,46.12,196.35,156.1,0,96.6,19.31,22.53,24.73,26.48,75.27,73.52,28.57,28.57,41.98,44.57,30.96,29.56
SNT중공업(주),3570,Dec-16,0,1.05,36.56,36.98,46.63,47.34,158.77,137.02,0,0,19.65,23.05,24.77,26.61,75.23,73.39,21.59,21.88,31.61,34.04,31.85,30.43
SNT중공업(주),3570,Dec-17,0,1.08,37.02,37.93,46.71,47.6,200.28,157.44,0,0,23.58,27.13,26,27.9,74,72.1,20.76,20.33,33.14,34.51,29.26,28.04
SNT중공업(주),3570,Dec-18,0,1.06,37.85,39.13,47.57,48.92,171.44,145.44,0,0,16.37,19.42,26.63,28.16,73.37,71.84,20.43,20.01,27.34,28,35.56,34.97
SNT중공업(주),3570,Dec-19,0.02,0.03,36.26,38.44,46.35,48.89,193.98,157.92,42.4,42.02,14.66,17.23,25.26,26.66,74.74,73.34,21.78,21.38,28.52,28.83,35.4,36.25
STX엔진(주),77970,Dec-11,73.86,144.1,33.14,33.71,44.7,50.74,236.63,256.23,97.43,71.89,150.96,188.13,62.19,70.87,37.81,29.13,25.86,33.56,0,0,-12.38,-4.06
STX엔진(주),77970,Dec-12,98.2,115.53,43.54,53.19,55.65,65.32,253.01,1152.55,65.95,51.34,137.57,183.64,64.3,71.36,35.7,28.64,21.77,18.58,185.12,95.38,6.54,12.72
STX엔진(주),77970,Dec-13,0,0,47.39,48.76,62.98,63.95,334.48,334.48,50.14,52.37,0,0,105.63,105.36,0,0,24.75,23.74,0,0,-9.38,-9.03
STX엔진(주),77970,Dec-14,0,0,41.8,41.86,62.97,63.03,316.82,316.82,20.89,20.89,0,0,104.13,104.27,0,0,33.63,33.59,266.74,265.05,7.94,7.99
STX엔진(주),77970,Dec-15,381.44,,39.85,,61.01,,287.73,,31.53,,328.82,,86.81,,13.19,,34.68,,119.84,,17.66,
STX엔진(주),77970,Dec-16,403.86,410.74,33.3,31.91,53.7,54.18,271.41,200.09,99.83,99.83,574.02,593.75,86.72,87.08,13.28,12.92,37.99,41.1,0,0,-22.54,-22.53
STX엔진(주),77970,Dec-17,391.14,416.46,36.8,35.05,53.4,53.23,223.18,176.84,99.05,99.05,589.05,631.34,87.01,87.77,12.99,12.23,31.09,34.15,0,0,-23.09,-23.99
STX엔진(주),77970,Dec-18,154.05,156.47,34.7,32.23,57.32,57.15,252.82,215.17,35.65,35.65,155.44,158.16,74.08,74.4,25.92,25.6,39.46,43.6,132.76,149.57,17.04,16.66
STX엔진(주),77970,Dec-19,123.16,122.99,30.01,29.22,52.48,52.99,274.58,224.73,41.54,41.61,146.11,149.61,71.07,71.33,28.93,28.67,42.81,44.87,220.1,235.26,10.21,10.11
STX중공업(주),71970,Dec-11,128.96,129.2,39.15,39.58,58.6,59.07,168,168.71,90.84,90.36,188.33,188.46,67.81,67.9,32.19,32.1,33.19,33,0,0,-2.03,-1.43
STX중공업(주),71970,Dec-12,124.59,124.91,41.79,42.31,54.52,55.16,273.29,272.31,90.27,90.32,166.07,167.15,65.17,65.31,34.83,34.69,23.35,23.3,0,0,-3.32,-2.83
STX중공업(주),71970,Dec-13,679.2,732.6,35.3,35.61,43.59,43.93,73.43,73.79,15.55,15.47,594.13,642.34,92.33,92.86,7.67,7.14,19.02,18.95,0,0,-1.97,-1.95
STX중공업(주),71970,Dec-14,0,0,33.53,33.71,42.99,43.18,73.43,73.96,10.82,10.93,0,0,100.2,100.15,0,0,21.99,21.92,0,0,-0.31,-0.23
STX중공업(주),71970,Dec-15,798.49,793.39,31.06,31.27,40.23,40.46,87.51,87.84,14.48,14.36,517.44,514.18,92.52,92.48,7.48,7.52,22.8,22.71,599.37,509.91,1.53,1.8
STX중공업(주),71970,Dec-16,0,0,21.18,21.56,33.7,34.12,41.83,42.28,0,0,0,0,172.35,171.94,0,-71.94,37.15,36.83,0,0,-134.11,-133.32
STX중공업(주),71970,Dec-17,13.16,13.23,20.73,20.73,30.06,30.06,146.12,146.12,0,0,215.52,217.26,80.34,80.44,19.66,19.56,31.05,31.05,0,0,-12.31,-12.42
STX중공업(주),71970,Dec-18,55.25,55.18,43.41,43.42,56.59,56.61,106.74,106.74,0,0,191.82,191.58,72.9,72.87,27.1,27.13,23.3,23.29,286.45,284.48,4.6,4.63
STX중공업(주),71970,Dec-19,128.08,127.93,31.72,31.78,49.39,49.44,186.48,186.48,48.58,48.58,152.88,152.72,70.97,70.95,29.03,29.05,35.78,35.73,352.14,347.6,5.02,5.08
가온미디어(주),78890,Dec-11,87.73,89.17,42.51,43.54,68.21,69.75,296.8,294.49,87.75,87.75,106.15,108.45,54.77,55.29,45.23,44.71,37.68,37.58,127.22,123.26,20.2,21.27
가온미디어(주),78890,Dec-12,90.2,92.67,63.57,61.87,79.95,79.68,213.58,198.1,83.02,83.02,152.36,156.79,63.07,63.74,36.93,36.26,20.49,22.35,69.13,78.03,23.69,22.83
가온미디어(주),78890,Dec-13,37.66,38.06,62.57,62.37,76.6,76.5,328.21,318.34,84.98,85.04,85.37,86.03,48.65,48.88,51.35,51.12,18.31,18.48,42.81,43.46,32.76,32.53
가온미디어(주),78890,Dec-14,28.57,29.8,62.4,61.77,80.86,84.78,273.45,238.98,88.52,88.57,110.61,121.39,54.1,56.35,45.9,43.65,22.82,27.14,61.33,72.38,30.09,31.79
가온미디어(주),78890,Dec-15,26.64,27.39,58.39,58.35,85,86.86,170.17,160.95,90.97,90.97,111.41,115.99,53.85,54.89,46.15,45.11,31.31,32.82,79.22,82.55,33.59,34.53
가온미디어(주),78890,Dec-16,35.17,35.99,62.04,64.94,84.73,87.97,230.08,224.14,47.85,47.85,83.77,88.07,50.52,51.65,49.48,48.35,26.78,26.18,52.43,50.74,43.29,45.39
가온미디어(주),78890,Dec-17,40.35,41.71,59.79,60.38,85.76,89.05,247.59,234.22,68.34,68.34,97.48,103.61,52.44,53.88,47.56,46.12,30.28,32.2,65.91,69.49,39.4,41.26
가온미디어(주),78890,Dec-18,78.87,79.76,50.13,51.32,89.19,90.86,290.21,280.54,96.41,96.41,130.81,133.9,57.2,57.76,42.8,42.24,43.8,43.52,117.64,115.27,33.21,34.31
가온미디어(주),78890,Dec-19,51.59,52.09,63.97,64.89,88.92,89.91,496.1,481.81,52.76,52.69,71.1,72.66,48.84,49.32,51.16,50.68,28.06,27.83,47.48,47.14,52.54,53.09
가온전선(주),500,Dec-11,49.69,50.12,46.68,46.78,57.2,57.63,394.33,394.39,53.57,53.82,60.67,61.19,48.88,49,51.12,51,18.39,18.83,40.18,41.07,26.19,26.43
가온전선(주),500,Dec-12,50.2,51.26,44.54,44.84,57.71,58.3,310.4,310.54,55.84,56.17,60.23,61.45,48.41,48.82,51.59,51.18,22.82,23.08,49.43,50.13,26.64,26.85
가온전선(주),500,Dec-13,46.67,53.73,44.64,44.13,55.83,55.2,297.73,277.74,41.66,40.44,48.17,54.64,46.44,50,53.56,50,20.03,20.05,37.24,39.7,30.02,27.88
가온전선(주),500,Dec-14,38.19,45.33,40.51,40.53,53.36,53.06,259.2,239.19,35.84,44.39,45.04,56.04,44.51,48.44,55.49,51.56,24.07,23.62,45.29,51.86,28.36,24.18
가온전선(주),500,Dec-15,42.36,48.1,43.05,42.77,54.75,54.19,247.86,230.56,52.71,46.39,56.34,60.03,46.55,49.55,53.45,50.45,21.36,21.07,47.48,47.76,24.63,23.91
가온전선(주),500,Dec-16,24.97,31.33,44.33,44.18,55.21,54.98,155,156.05,54.22,45.6,65.55,68.98,46.12,49.04,53.88,50.96,19.72,19.66,54.72,54.49,19.89,19.83
가온전선(주),500,Dec-17,35.27,41.07,41.21,41.58,53.9,54.08,161.8,161.83,38.42,47.61,64.73,74.25,49.06,51.74,50.94,48.26,23.55,23.12,60.64,68.51,20.93,18.25
가온전선(주),500,Dec-18,31.87,37.47,40.38,40.76,52.42,52.77,149.48,150.98,9.06,8.04,53.21,56.64,47.84,50.54,52.16,49.46,22.98,22.75,48.83,48.5,24.67,24.75
가온전선(주),500,Dec-19,36.21,42.64,40.83,40.52,51.33,51.66,187.06,185.56,56.91,49.87,63.16,65.47,47.37,49.91,52.63,50.09,20.47,21.56,58.09,59.03,18.09,18.87
감성코퍼레이션(주),36620,Dec-11,32.3,,12.26,,14.68,,72171.09,,0,,33.14,,26.23,,73.77,,16.53,,0,,-9.76,
감성코퍼레이션(주),36620,Dec-12,27.07,,12.33,,14.64,,1295.9,,0,,28.72,,24.97,,75.03,,15.78,,0,,-6.91,
감성코퍼레이션(주),36620,Dec-13,36.1,,12.85,,13.86,,833.06,,85.55,,33.6,,30.95,,69.05,,7.25,,0,,-9.34,
감성코퍼레이션(주),36620,Dec-14,59.42,,10.29,,13.09,,588.18,,59.67,,39.54,,40.63,,59.37,,21.42,,0,,-10.39,
감성코퍼레이션(주),36620,Dec-15,104.16,,15.16,,16.72,,879.82,,76.11,,85.43,,54.37,,45.63,,9.32,,0,,-22.26,
감성코퍼레이션(주),36620,Dec-16,142.21,,16.92,,21.01,,279.09,,72.94,,124.25,,63.72,,36.28,,19.46,,0,,-24.06,
감성코퍼레이션(주),36620,Dec-17,31.14,,51.34,,54.41,,447.18,,0,,99.27,,52.8,,47.2,,5.63,,40.58,,7.55,
감성코퍼레이션(주),36620,Dec-18,7.36,9.83,49.27,48.63,49.44,48.85,0,0,0,75.63,40.01,40.51,35.33,36.58,64.67,63.42,0.34,0.46,0.72,0.96,23.57,23.16
감성코퍼레이션(주),36620,Dec-19,81.88,90.57,62.79,59.17,65.72,62.36,984.76,796.1,99.55,99,125.15,137.82,55.83,58.35,44.17,41.65,4.46,5.11,28.09,64.21,10.44,4.96
강남제비스코(주),860,Dec-11,0.97,1.33,39.02,30.7,51.77,40.55,176.54,181,92.67,96.01,21.25,16.52,21.37,20.56,78.63,79.44,24.62,24.29,36.35,35.92,35.07,27.43
강남제비스코(주),860,Dec-12,1.54,2.99,41.26,32.26,54.64,42.85,184.72,189.01,96.32,82.07,19.51,16.5,20.47,21.24,79.53,78.76,24.5,24.72,34.21,35.48,39.13,29.85
강남제비스코(주),860,Dec-13,0.07,1.53,46.8,35.76,57.84,44.43,182.98,185.87,27.36,69.08,18.21,15.43,19.43,20.5,80.57,79.5,19.09,19.52,25.58,26.97,43.18,32.17
강남제비스코(주),860,Dec-14,0.05,1.42,47.87,36.28,57.99,44.14,169.55,180.8,15.64,97.89,15.87,13.68,17,18.55,83,81.45,17.44,17.82,22.57,23.83,44.81,33
강남제비스코(주),860,Dec-15,0.04,1,49.8,37.52,58.9,44.56,175.62,187.87,18.23,97.56,14.01,11.65,14.86,16.7,85.14,83.3,15.46,15.81,19.39,20.22,46.98,34.86
강남제비스코(주),860,Dec-16,0,1.04,48.36,36.11,57.3,43.01,148.74,159.72,0,74.9,15.14,12.33,15.4,17.24,84.6,82.76,15.6,16.05,20.09,21.04,44.49,32.81
강남제비스코(주),860,Dec-17,0,0.47,39.22,29.58,47.84,36.27,130.91,142.84,0,52.71,16.15,12.44,15.78,17.06,84.22,82.94,18.02,18.45,25.18,25.79,34.24,25.96
강남제비스코(주),860,Dec-18,0,0.61,26.44,21.26,35.71,28.57,136.22,150.05,0,0,14.11,10.99,14.48,16.47,85.52,83.53,25.95,25.59,39.19,37.7,23.64,19.39
강남제비스코(주),860,Dec-19,0.43,0.67,22.34,19.04,32.63,26.59,140.27,155.69,26.98,67.58,14.06,10.68,14.54,16.52,85.46,83.48,31.53,28.42,49.92,42.74,20.62,17.68
갤럭시아머니트리(주),94480,Dec-11,50.54,421.38,71.36,53.09,71.36,60.52,61.54,50.7,0,72.09,116.85,755.29,53.89,90,46.11,10,0,12.27,0,0,17.48,-15.02
갤럭시아머니트리(주),94480,Dec-12,51.85,224.7,69.42,54.29,69.42,63.78,110.83,98.71,0,99.83,103.46,392.6,50.85,80.5,49.15,19.5,0,14.88,0,0,18.57,-12.78
갤럭시아머니트리(주),94480,Dec-13,50.89,380.39,71.78,58.71,71.78,65.97,54.78,75.83,0,0,128.29,698.01,56.2,88.01,43.8,11.99,0,11,0,0,15.59,-17.69
갤럭시아머니트리(주),94480,Dec-14,33.03,31.71,62.64,75.86,62.64,75.86,45.22,48.64,0,0,118.62,133.05,54.26,57.09,45.74,42.91,0,0,0,0,8.38,18.77
갤럭시아머니트리(주),94480,Dec-15,38.55,38.34,74.72,75.92,74.72,75.92,45.95,52.04,0,0,161.41,163.83,61.75,62.1,38.25,37.9,0,0,0,0,12.97,13.82
갤럭시아머니트리(주),94480,Dec-16,67.65,66.86,78.3,78.98,78.3,78.98,66.94,66.94,0,0,169.82,168.94,62.94,62.82,37.06,37.18,0,0,0,0,15.37,16.17
갤럭시아머니트리(주),94480,Dec-17,97.61,99.29,84.43,84.41,84.43,84.41,88.06,88.06,86.05,86.08,167.06,171.04,64.37,64.89,35.63,35.11,0,0,0,0,24.91,24.36
갤럭시아머니트리(주),94480,Dec-18,83.46,84.62,83.44,83.44,83.44,83.44,61.08,61.08,94.47,94.48,167.29,170.4,63.22,63.65,36.78,36.35,0,0,0,0,21.91,21.49
갤럭시아머니트리(주),94480,Dec-19,96.84,98.06,79.75,80.24,79.75,80.24,90.92,90.92,73.49,73.54,134.43,136.94,61.58,61.99,38.42,38.01,0,0,0,0,28.11,28.18
경남스틸(주),39240,Dec-11,68.39,,36.12,,69.06,,150.59,,92.86,,120.05,,55.72,,44.28,,47.71,,207.23,,15.9,
경남스틸(주),39240,Dec-12,37.96,,36.4,,67.75,,124.91,,89.24,,91.22,,49,,51,,46.27,,147.71,,21.22,
경남스틸(주),39240,Dec-13,32.35,,40.45,,67.93,,171.71,,48.41,,59.72,,43.46,,56.54,,40.45,,80.44,,34.17,
경남스틸(주),39240,Dec-14,38.13,,47.16,,72.22,,172.28,,61.18,,78.28,,48.28,,51.72,,34.7,,78.99,,31.73,
경남스틸(주),39240,Dec-15,55.56,,43.5,,71.1,,273.83,,99.61,,87.36,,46.82,,53.18,,38.82,,112.04,,24.64,
경남스틸(주),39240,Dec-16,33.24,,48.62,,69.11,,238.58,,0,,69.37,,40.99,,59.01,,29.64,,72.71,,28.18,
경남스틸(주),39240,Dec-17,43.35,,43.41,,69.79,,199.57,,82.47,,74.96,,45.27,,54.73,,37.8,,91.72,,28.76,
경남스틸(주),39240,Dec-18,29,,40.61,,64.59,,163.98,,47.25,,52.17,,40.38,,59.62,,37.12,,71.6,,33.49,
경남스틸(주),39240,Dec-19,20.63,,40.16,,63.72,,149.84,,82.75,,58.81,,38.57,,61.43,,36.97,,85.37,,27.59,
경남제약(주),53950,Dec-11,264,,41.85,,56.81,,331.33,,50.1,,209.72,,77.52,,22.48,,26.33,,154.68,,9.67,
경남제약(주),53950,Dec-12,178.67,,37.43,,51.69,,515.67,,95.41,,211.35,,69.08,,30.92,,27.59,,0,,-13.66,
경남제약(주),53950,Dec-13,300.14,,31.32,,45.6,,592.79,,87.98,,319.61,,78.52,,21.48,,31.32,,0,,-23.05,
경남제약(주),53950,Dec-14,244,,32.11,,43.46,,731.23,,92.83,,272.58,,75.28,,24.72,,26.11,,0,,-23.92,
경남제약(주),53950,Dec-15,131.51,,32.79,,45.76,,527.01,,0,,167.02,,64.19,,35.81,,28.34,,0,,-14.05,
경남제약(주),53950,Dec-16,121.04,,42.05,,52.55,,562.33,,75.44,,128.28,,62.77,,37.23,,19.98,,219.35,,4.79,
경남제약(주),53950,Dec-17,126.59,,44.12,,54.22,,596.84,,74.11,,209.32,,71.63,,28.37,,18.62,,0,,-5.18,
경남제약(주),53950,Dec-18,50.21,50.51,48.04,48.05,61.15,61.31,437.51,434.56,0,0,78.18,78.65,45.46,45.61,54.54,54.39,21.45,21.63,70.84,71.56,18.51,18.53
경남제약(주),53950,Dec-19,1.69,1.7,57.46,57.08,69.9,69.98,314.25,302.96,62.55,62.55,17.29,17.45,17.69,17.82,82.31,82.18,17.8,18.43,22.35,23.17,55.67,55.64
경동제약(주),11040,Dec-11,6.73,6.72,44.49,44.58,52.86,53.31,335.24,333.72,0,0,19.91,19.89,18.92,18.9,81.08,81.1,15.83,16.38,22.79,23.48,36.72,37.18
경동제약(주),11040,Dec-12,0.03,2.35,42.7,41.63,52.05,52.46,286.76,255.58,0,0,16.68,19.14,17.12,18.75,82.88,81.25,17.97,20.66,24.47,29.36,38.23,36.91
경동제약(주),11040,Dec-13,0.06,2.11,41.65,40.15,52.52,52.78,187.2,146.56,0,0,13.41,15.74,13.91,15.65,86.09,84.35,20.69,23.92,26.51,31.96,40.97,39.5
경동제약(주),11040,Dec-14,0.04,1.73,34.38,33.43,44.39,45.13,162.48,131.34,0,0,14.61,16.81,14.79,16.36,85.21,83.64,22.56,25.91,31.35,37.64,31.94,31.07
경동제약(주),11040,Dec-15,0.11,1.66,27.77,26.77,36.44,36.68,350.31,288.06,0,0,7.9,10.03,10.71,12.41,89.29,87.59,23.78,27.02,29.49,35.53,29.38,27.89
경동제약(주),11040,Dec-16,0.07,1.6,37.01,37.15,45.84,47.16,172,188.52,0,0,11.37,13.04,11.21,12.54,88.79,87.46,19.26,21.22,24.69,27.99,35.75,35.76
경동제약(주),11040,Dec-17,0.03,2.01,32.2,32.59,42.64,43.8,179.97,202,0,0,12.36,13.64,11.79,12.76,88.21,87.24,24.5,25.6,32.91,35.15,31.74,31.91
경동제약(주),11040,Dec-18,0.06,0.48,39.06,38.67,48.97,48.94,216.22,238.61,0,0,18.23,18.1,15.59,15.52,84.41,84.48,20.23,20.98,29.49,30.52,33.58,33.65
경동제약(주),11040,Dec-19,12.1,11.62,41.89,40.75,50.77,49.48,316.7,322.07,5.06,5.06,10.25,9.86,18.64,18.33,81.36,81.67,17.49,17.64,20.93,21.07,42.43,41.44
경인전자(주),9140,Dec-11,0,0,43.61,60.27,44.24,64.48,78.6,114.33,0,0,7.96,11.98,9.39,12.48,90.61,87.52,1.43,6.52,1.71,7.79,37.03,54
경인전자(주),9140,Dec-12,0,0,41.78,56.89,42.06,61.1,82.99,169.32,0,0,8.54,10.04,9.49,10.6,90.51,89.4,0.67,6.89,0.82,8.07,34.33,52.12
경인전자(주),9140,Dec-13,0,0,42.14,58.87,42.53,63.97,96.39,150.07,0,0,7.75,12.31,8.58,12.13,91.42,87.87,0.9,7.97,1.08,9.59,35.44,53.15
경인전자(주),9140,Dec-14,0,0,34.48,55.95,34.74,59.31,82.41,159.84,0,0,5.79,6.16,6.66,6.9,93.34,93.1,0.76,5.67,0.9,6.27,29.34,53.57
경인전자(주),9140,Dec-15,0,0,34.51,58.04,34.59,61.11,90.65,158.88,0,0,3.91,6.45,5.06,7.19,94.94,92.81,0.23,5.02,0.26,5.57,30.88,55.12
경인전자(주),9140,Dec-16,0,0,47.41,67.43,47.56,72.45,115.26,101.24,0,0,4.44,7.15,4.73,7.08,95.27,92.92,0.3,6.93,0.33,7.63,43.33,65.81
경인전자(주),9140,Dec-17,0,0,54.15,74.17,54.38,78.15,91.6,130.85,0,0,2.53,5.69,3.52,6.34,96.48,93.66,0.41,5.09,0.43,5.46,51.94,72.82
경인전자(주),9140,Dec-18,0,0,51.96,73.49,52.24,76.25,137.53,228.99,0,0,1.79,4,2.82,4.83,97.18,95.17,0.54,3.61,0.56,3.8,50.5,72.44
경인전자(주),9140,Dec-19,0,0,53.7,76.08,53.98,78.97,159.72,220.27,0,0,2.46,3.53,3.28,4.23,96.72,95.77,0.5,3.65,0.53,3.81,51.59,75.59
경창산업(주),24910,Dec-11,375.85,337.7,22.47,23.27,32.53,33.95,255.72,256.66,72,72.24,342.4,309.79,82.64,81.16,17.36,18.84,30.91,31.46,0,0,-26.91,-24.43
경창산업(주),24910,Dec-12,303.09,270.67,23.22,24.37,32.51,34.31,216.54,223.66,48.54,48.96,209.84,190.51,79.64,77.91,20.36,22.09,28.58,28.98,0,0,-10.2,-7.77
경창산업(주),24910,Dec-13,249.4,216.19,20.09,21.98,29.42,31.85,144.49,153.28,55.15,55.53,232,204.4,78.73,76.37,21.27,23.63,31.72,30.98,0,0,-19.94,-16.45
경창산업(주),24910,Dec-14,239.26,204.69,23.22,25.15,32.01,34.58,181.86,190.47,71.96,72.17,232.88,203.12,76.74,74.06,23.26,25.94,27.48,27.27,0,0,-22.16,-18.12
경창산업(주),24910,Dec-15,246.03,233.08,18.11,21.47,26.78,32.34,185.16,206.32,61.36,65.06,204.68,200.86,77.22,76.04,22.78,23.96,32.39,33.6,0,0,-19.84,-15.79
경창산업(주),24910,Dec-16,215.15,214.44,17.96,21.73,26.65,32.57,106.41,133.45,69.24,70.43,216.56,219.2,76.31,76.11,23.69,23.89,32.63,33.29,0,0,-24.66,-19.8
경창산업(주),24910,Dec-17,179.2,175.44,12.85,16.48,21.94,26.97,176.74,214.03,76.59,74.35,171.11,168.03,71.29,71.44,28.71,28.56,41.42,38.91,0,0,-27.18,-21.02
경창산업(주),24910,Dec-18,242.9,205.52,16.18,18.39,23.15,27.59,147.59,176.61,66.71,64.78,219.22,180.47,77.46,74.39,22.54,25.61,30.08,33.34,0,0,-26.26,-18.64
경창산업(주),24910,Dec-19,484.31,359.59,17.97,21.73,26.26,32.05,141.04,169.97,72.39,69.34,473.04,340.35,87.43,83.64,12.57,16.36,31.55,32.22,0,0,-33.2,-23.63
계룡건설산업(주),13580,Dec-11,93.65,97.41,65.08,68.02,70.48,72.93,127.73,125.86,41.33,40.2,129.84,126.7,66.98,67.1,33.02,32.9,7.66,6.72,19.54,15.69,27.61,31.24
계룡건설산업(주),13580,Dec-12,99.23,113.5,61.64,59.36,68.03,72.16,0,0,73.5,71.65,151.05,164.79,65.96,68.13,34.04,31.87,9.39,17.74,38.46,65.15,16.61,19.65
계룡건설산업(주),13580,Dec-13,105.9,116.56,54.58,56.68,61.3,67.23,0,0,69.45,76.52,175.34,191.84,69.71,70.62,30.29,29.38,10.97,15.69,82.08,97.03,8.19,10.87
계룡건설산업(주),13580,Dec-14,141.32,145.16,50.53,57.8,55.07,62.49,0,0,93.61,87.09,282.53,268.12,76.03,75.64,23.97,24.36,8.23,7.51,0,0,-12.65,-2.84
계룡건설산업(주),13580,Dec-15,119.96,123.58,45.92,51.59,54.54,60.59,0,0,85.75,89.16,251.15,248.11,74.66,74.04,25.34,25.96,15.8,14.85,0,0,-9.1,-3.82
계룡건설산업(주),13580,Dec-16,122.84,126.45,49.89,52.68,58.54,66.52,0,0,92.66,94.26,294.25,325.47,76.91,78.23,23.09,21.77,14.77,20.81,0,0,-9.41,-4.32
계룡건설산업(주),13580,Dec-17,127.45,131.09,39.51,41.22,56.21,64.09,0,0,68.83,71.48,232.8,252.63,74.75,75.85,25.25,24.15,29.72,35.68,0,744.15,-2.57,3.07
계룡건설산업(주),13580,Dec-18,114.89,120.52,38.37,44.43,55.04,62.47,51.21,0,67.17,72.19,220.52,228.6,74.41,74.52,25.59,25.48,30.28,28.89,0,426.72,-1.4,4.23
계룡건설산업(주),13580,Dec-19,133.55,154.6,38.63,43.07,60.07,63.65,0,0,76.89,72.86,212.96,229.41,73.14,74.95,26.86,25.05,35.69,32.33,746.57,332.89,2.87,6.18
계양전기(주),12200,Dec-11,3.01,2.98,40.06,43.39,60.62,66.43,382.91,318.25,97.85,97.85,16.62,19.01,17.18,18.76,82.82,81.24,33.92,34.68,43.88,45.19,46.86,50.98
계양전기(주),12200,Dec-12,2.36,2.41,45.83,48.58,62.45,67.32,378.79,347.64,97.93,97.93,15.3,16.97,16.1,17.31,83.9,82.69,26.61,27.82,33.5,35.15,49.61,53.28
계양전기(주),12200,Dec-13,0.05,0.41,45.27,47.96,62.82,67.55,269.31,248.54,15.07,88.19,15.04,17.73,15.55,17.49,84.45,82.51,27.93,29,35.01,37.01,50.12,52.93
계양전기(주),12200,Dec-14,0.05,0.97,33.36,35.58,53.19,56.79,176.24,171.88,29.65,96.62,26.06,29.61,22.87,25.13,77.13,74.87,37.27,37.34,59.92,61.26,33.09,34.62
계양전기(주),12200,Dec-15,0,0.9,28.3,30.42,44.67,47.33,197.08,194.26,0,0,24.54,26.75,22.85,24.17,77.15,75.83,36.64,35.72,63.6,62.51,25.74,27.04
계양전기(주),12200,Dec-16,0,1.69,31.14,33.53,46.53,49.38,179.39,173.42,0,17.21,27.35,30.03,24.2,26.58,75.8,73.42,33.07,32.09,59.64,57.98,25.8,27.33
계양전기(주),12200,Dec-17,0,0,31.44,34.85,46.76,51.06,153.27,149.44,0,0,33.84,37.02,27.69,29.32,72.31,70.68,32.75,31.76,68.7,65.15,22.3,24.89
