회사명,거래소코드,회계년도,유동비율(IFRS),유동비율(IFRS연결),당좌비율(IFRS),당좌비율(IFRS연결),현금비율(IFRS),현금비율(IFRS연결),부채비율(IFRS),부채비율(IFRS연결),차입금의존도(IFRS),차입금의존도(IFRS연결),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 차입금비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결)
(주)제넨바이오,72520,12-Dec,137.45,106.12,118.21,83.05,21.44,20.46,96.68,131.74,26.3,30.22,15.41,15.49,4.68,4.99,28.8,29.14,50.84,43.15
(주)제넨바이오,72520,13-Dec,332.04,195.19,274.43,151.1,22.03,17.01,92.24,134.3,27.9,30.73,14.02,12.23,3.79,3.69,24.11,22.8,52.02,42.68
(주)제넨바이오,72520,14-Dec,57.7,55,44.8,39.29,0.22,3.37,278.05,288.63,46.28,44.34,-4.8,-3.05,-2.66,-1.59,-7.63,-5.11,26.45,25.73
(주)제넨바이오,72520,15-Dec,53.11,62.82,43.65,50.84,17.85,19.84,1362.55,557.89,54.81,51.16,-20.64,-15.24,-13.25,-7.83,-35.09,-25.26,6.84,15.2
(주)제넨바이오,72520,16-Dec,23.22,42.87,20.21,33.55,1.61,8.56,169.86,130.16,49.92,45.04,-37.76,-34.71,-73.63,-28.17,-47.62,-43.58,37.06,43.45
(주)제넨바이오,72520,17-Dec,14.32,10.86,14.32,10.86,2.03,2.04,246.2,224.26,56.84,54.54,-16.32,-11.87,-34.06,-19.76,-20.42,-15.06,28.89,30.84
(주)제넨바이오,72520,18-Dec,89.73,85.24,86.44,81.99,59.76,62.6,121.09,118.41,35.78,34.61,0.46,4.02,2.51,22.53,0.7,6.3,45.23,45.79
(주)제넨바이오,72520,19-Dec,70.48,65.12,70.48,63.35,39.87,35.98,226.47,273.3,41.45,44.76,-7.3,-9.96,-36.52,-29.88,-12.22,-16.29,30.63,26.79
(주)제노레이,122310,18-Dec,430.89,407.13,284.32,265.32,101.73,94.74,28.08,29.95,10.21,10,45.64,42.19,10.8,10.09,97.95,97.21,78.08,76.96
(주)제노레이,122310,19-Dec,385.45,377.19,262.16,254.97,92.92,92.81,30.83,31.77,12.18,12.08,47.31,46.34,14.07,13.48,91.49,92.49,76.44,75.89
(주)제노포커스,187420,15-Dec,1926.51,1902.11,1854.05,1831.61,1541.42,1507.61,2.36,2.47,0,0,140.47,174.39,21,19.33,0,0,97.69,97.59
(주)제노포커스,187420,16-Dec,6874.68,6670.9,6773.16,6571.02,422.8,428.77,1.1,1.14,0,0,231.51,237.38,26.93,23.97,0,0,98.91,98.88
(주)제노포커스,187420,17-Dec,10436.81,1348.26,10178.48,1255.59,1042.8,141.46,0.69,5.39,0,3.71,262.8,26.19,19.27,8.17,0,36.14,99.31,94.88
(주)제노포커스,187420,18-Dec,1062.9,387.76,968.78,340.49,76.55,63.3,5.43,14.25,2.17,8.01,35.13,16.69,15.88,12.71,83.52,25.98,94.85,87.53
(주)제노포커스,187420,19-Dec,246.34,293.11,229.24,267.38,24.92,123.19,23.42,60.85,13.88,31.2,5.28,2.05,5.34,4.67,7.23,2.48,81.02,62.17
(주)제닉,123330,11-Dec,290.8,,251.6,,45.34,,26.68,,0.68,,101.52,,11.94,,3154.67,,78.94,
(주)제닉,123330,12-Dec,557.18,496.52,470.25,419.59,118.38,105.57,11.96,13.62,0,1.12,146.2,59.85,10.87,5.02,0,638.98,89.32,88.01
(주)제닉,123330,13-Dec,366.12,381.65,272.69,277.48,11.61,25.48,20.29,21.98,4.62,4.76,51.4,34.13,9.17,6.42,187.87,129.17,83.13,81.98
(주)제닉,123330,14-Dec,340.99,341.63,253.24,237.28,54.97,56.51,34.81,36.88,11.16,11.5,34,23.3,10.59,7.46,78.63,54.61,74.18,73.05
(주)제닉,123330,15-Dec,334.63,207.07,240.64,139.35,79.22,56.12,32.85,49.91,10.75,19.93,27.96,16.51,8.48,6.49,64.31,27.59,75.27,66.71
(주)제닉,123330,16-Dec,385.55,225.96,284.49,175.65,179.69,90.48,24.21,64,10.14,26.1,27.56,7.18,6.8,3.17,52.96,10.73,80.51,60.98
(주)제닉,123330,17-Dec,177.31,118.91,105.14,71.68,43.34,29.89,35.64,72.06,15.65,30.75,-0.99,-2.76,-0.39,-1.67,-1.65,-3.76,73.72,58.12
(주)제닉,123330,18-Dec,209.34,139.66,132.35,81.9,52.04,35.26,33.28,88.26,15.08,35.44,-49.38,-18.9,-13.2,-9.41,-81.77,-25,75.03,53.12
(주)제닉,123330,19-Dec,62.21,88.37,43.52,64.36,12.14,29.53,405.64,114.26,9.32,44.97,-4.66,-12.14,-3.24,-7.2,-40.09,-14.39,19.78,46.67
(주)제로투세븐,159580,13-Dec,217.15,215.8,86.79,92.53,29.95,26.84,70.23,69.21,0,0,-5.23,2.34,-0.83,0.39,0,0,58.74,59.1
(주)제로투세븐,159580,14-Dec,189.07,191.27,61.84,66.79,9.25,10.69,88.21,82.28,6.86,5.63,-22.04,-15.1,-4.32,-3.05,-150.66,-121.06,53.13,54.86
(주)제로투세븐,159580,15-Dec,188.63,191.11,74.68,74.96,0.44,9.81,121.24,111.54,19.47,15.61,-22.47,-19.37,-5.2,-4.74,-63.26,-65.43,45.2,47.27
(주)제로투세븐,159580,16-Dec,220.07,220.06,79.42,78.99,21.62,23.79,187.61,160.26,28.38,24.51,-8.41,-9.42,-2.91,-3.16,-19.32,-23.65,34.77,38.42
(주)제로투세븐,159580,17-Dec,255.09,237.17,111.23,104.06,35.77,40.67,235.65,230.94,36.75,33.19,1.48,2.22,0.52,0.78,2.83,4.67,29.79,30.22
(주)제로투세븐,159580,18-Dec,155.52,155.79,79.07,75.48,35.67,34.07,106.15,113.17,23.76,22.23,5.78,5.47,2.4,2.23,12.53,13.06,48.51,46.91
(주)제로투세븐,159580,19-Dec,153.21,156.58,68.73,72.3,17.08,21.29,74.34,75.42,15.45,15.18,17.11,14.05,4.23,3.61,47.21,39.79,57.36,57.01
(주)제우스,79370,11-Dec,173.16,174.78,126.37,131.89,11.17,36.4,54.66,84.35,6.44,22.57,-8.94,-9.3,-2.14,-3,-49.12,-18.85,64.66,54.24
(주)제우스,79370,12-Dec,242.71,204.53,186.12,145.79,15.85,40.09,28.78,62.1,4.91,19.9,32.79,22.58,8.47,8.97,149.26,43.47,77.65,61.69
(주)제우스,79370,13-Dec,199.4,183.66,118.85,120.07,28.81,43.97,47.56,88.57,7.99,23.64,22.66,13.37,8.04,6.58,91.45,26.56,67.77,53.03
(주)제우스,79370,14-Dec,174.74,188.61,125.25,129.07,16.69,30.76,51.22,77.22,11.98,21.5,23.42,17.31,8.27,7.41,66.2,35.07,66.13,56.43
(주)제우스,79370,15-Dec,170.66,203.56,126.54,145.6,36.02,52.87,46.95,64.15,8.75,17.16,25.56,22.35,7.41,7.59,93.27,50.9,68.05,60.92
(주)제우스,79370,16-Dec,178.64,202.81,141.64,154.69,12.16,42.93,47.79,69.63,10.34,16.61,17.04,17.56,5.78,7.21,53.29,43.41,67.66,58.95
(주)제우스,79370,17-Dec,155.45,168.11,110.27,97.27,4.65,16.37,66.48,83.93,15.86,17.96,12.13,8.59,4.57,3.69,30.54,21.81,60.07,54.37
(주)제우스,79370,18-Dec,157.5,167.9,107.59,91.69,7.4,18.19,67.58,87.49,14.74,20.36,6.12,-2.17,2.23,-0.9,16.75,-4.98,59.67,53.34
(주)제우스,79370,19-Dec,170.3,184.67,107.66,99.11,8.69,31.04,48.03,66.66,13.91,22.21,4.1,-0.61,1.68,-0.29,9.57,-1.1,67.55,60
(주)제이브이엠,54950,11-Dec,84.45,,76.21,,1.71,,172.04,,54.58,,-16.64,,-26.04,,-19.28,,36.76,
(주)제이브이엠,54950,12-Dec,88.13,,78.78,,1.25,,108.05,,40.58,,-6.5,,-7.09,,-8.32,,48.06,
(주)제이브이엠,54950,13-Dec,116.41,,106.11,,3.56,,79.51,,33.52,,25.42,,22.32,,33.58,,55.71,
(주)제이브이엠,54950,14-Dec,126.39,116.34,114.64,92.74,8.11,8.47,61.7,71.99,27.12,27.94,33.81,30.45,24.61,24.56,47.57,45.6,61.84,58.14
(주)제이브이엠,54950,15-Dec,129.83,114.31,111.74,85.49,2.41,5.64,45.8,54.75,19.62,21.3,32.13,30.42,20.7,19.75,51.43,50.51,68.59,64.62
(주)제이브이엠,54950,16-Dec,137.92,124.26,113.13,92.69,15.96,16.71,48.45,57.46,22.24,22.86,23.02,21.86,15.19,14.36,33.78,34.9,67.36,63.51
(주)제이브이엠,54950,17-Dec,205.53,144.19,152.54,100.55,0.49,7.14,27.41,42.33,10.17,14.34,47.09,32.08,17.69,15.5,99.55,66.55,78.49,70.26
(주)제이브이엠,54950,18-Dec,221.99,152.7,160.16,106.6,1.12,1.89,26.16,43.49,10.58,12.66,55.84,35.38,20.84,18.29,109.47,84.68,79.26,69.69
(주)제이브이엠,54950,19-Dec,233.11,150.19,167.15,104.28,1.6,5.41,24.14,45.71,10.15,10.69,49.27,34.05,15.58,17.46,94.37,99.93,80.55,68.63
(주)제이스텍,90470,11-Dec,188.72,,173.62,,42.8,,35.75,,2.4,,60.87,,13.92,,669.16,,73.66,
(주)제이스텍,90470,12-Dec,396.37,,375.46,,144.77,,15.95,,2.16,,33.43,,5.24,,213.2,,86.25,
(주)제이스텍,90470,13-Dec,188.11,,168.06,,43.27,,27.21,,8.83,,2.91,,1.01,,7.06,,78.61,
(주)제이스텍,90470,14-Dec,223.89,,218.47,,22.53,,23.53,,2.15,,2.09,,0.4,,18.53,,80.95,
(주)제이스텍,90470,15-Dec,131.01,,129.07,,34.54,,65.45,,24.12,,9.63,,4.07,,15.79,,60.44,
(주)제이스텍,90470,16-Dec,113.84,114.03,112.38,112.56,56.4,56.91,161.83,161.4,10.86,10.87,28.34,53.02,17.13,31.98,161.3,301.03,38.19,38.26
(주)제이스텍,90470,17-Dec,196.13,195.94,169.53,169.33,108.62,109.19,40.97,40.98,0,0,105.06,104.91,9.73,9.72,0,0,70.94,70.93
(주)제이스텍,90470,18-Dec,481.49,484.28,407.74,410.09,56.47,60.6,10.05,10.27,0,0,99.31,95.9,10.27,10.15,0,0,90.87,90.68
(주)제이스텍,90470,19-Dec,270.95,268.84,259.16,257.1,37.75,40.26,17.61,17.92,9.16,9.16,-97.53,-97.91,-17.59,-17.91,-159.44,-162.37,85.03,84.8
(주)제이시스메디칼,287410,18-Dec,,,,,,,,,,,,,,,,,,
(주)제이시스메디칼,287410,19-Dec,,,,,,,,,,,,,,,,,,
(주)제이에스코퍼레이션,194370,16-Dec,535.41,334.48,443.49,256.49,78.02,47.18,15.12,27.96,2.55,6.48,34.74,13.3,4.74,3.07,179.24,44.87,86.86,78.15
(주)제이에스코퍼레이션,194370,17-Dec,671.39,398.17,509.14,279.5,125.5,80.51,10.83,21.76,0.77,4.36,12.52,-10.04,0.98,-1.45,159.39,-41.12,90.23,82.13
(주)제이에스코퍼레이션,194370,18-Dec,620.31,378.18,441.51,258.51,47.55,36.04,11.44,22.04,0.06,3.75,44.86,9.04,4.25,1.5,7089.72,43.53,89.74,81.94
(주)제이에스코퍼레이션,194370,19-Dec,508.22,307.56,338.59,191.31,136.45,79.36,12.42,28.5,0.36,7.77,85.69,30.49,7.23,5.39,2626.15,86.99,88.96,77.82
(주)제이에스티나,26040,11-Dec,149.02,157.14,93.08,101.43,22.96,23.01,95.72,95.04,35.27,33.55,5.55,5.64,2.53,2.58,7.7,8.2,51.09,51.27
(주)제이에스티나,26040,12-Dec,160.68,169.11,99.2,107.9,26.94,26.93,75.53,75.36,28.66,28.44,9.1,8.76,3.06,2.96,13.67,13.23,56.97,57.03
(주)제이에스티나,26040,13-Dec,174.13,182.36,105.4,113.71,29.16,29.36,65.24,65.09,25.25,25,18.94,18.1,5.54,5.33,29.62,28.54,60.52,60.57
(주)제이에스티나,26040,14-Dec,194.37,200.86,119.5,125.53,33.64,33.81,58.34,57.77,24.19,23.98,10.82,10.85,2.99,3,16.48,16.56,63.16,63.38
(주)제이에스티나,26040,15-Dec,238.39,246.08,159.39,166.52,36.39,36.6,57.74,57.38,24.43,24.23,15.2,14.79,4.67,4.54,22.78,22.25,63.39,63.54
(주)제이에스티나,26040,16-Dec,212.55,210.68,138.01,134.8,9.83,9.95,55.23,57.32,25.25,25.78,23.75,22.14,6.37,5.92,33.46,31.29,64.42,63.57
(주)제이에스티나,26040,17-Dec,193.88,194.6,119.89,119.26,10.78,10.9,50.25,52.53,24.72,25.42,19.8,17.17,5.4,4.64,26.78,23.27,66.56,65.56
(주)제이에스티나,26040,18-Dec,165.72,166.75,106.08,105.86,22.37,22.62,58.52,61.3,29.16,29.9,18.19,16.65,6.3,5.73,23.03,21.17,63.08,62
(주)제이에스티나,26040,19-Dec,115.82,117.3,70.51,71.55,8.23,8.97,80.8,81.03,33.44,33.43,11.31,10.84,4.37,4.14,15.12,14.52,55.31,55.24
(주)제이엘케이,322510,19-Dec,5071.65,5051.88,5069.25,5049.53,2176.47,2209.6,6.53,6.6,0.71,0.73,-232.13,-267.89,-2411.28,-2798.2,-2007.35,-2267.84,93.87,93.8
(주)제이와이피엔터테인먼트,35900,11-Jun,403.92,403.92,402.42,402.42,243.9,243.9,25.06,25.06,0,0,-1.69,12.45,-0.76,5.61,0,0,79.96,79.96
(주)제이와이피엔터테인먼트,35900,12-Dec,480.31,339.77,480.27,339,176.06,124.4,66.26,74.27,18.61,25.48,-37.63,-61.36,-28.98,-42.66,-80.57,-102.65,60.15,57.38
(주)제이와이피엔터테인먼트,35900,13-Dec,187,193.65,185.5,190.39,67.09,72.43,46.43,47.75,7.69,7.36,-12.99,-21.45,-15.28,-22.44,-53.55,-94.16,68.29,67.68
(주)제이와이피엔터테인먼트,35900,14-Dec,162.18,176.53,159.92,172.31,72.58,85.88,31.31,32.05,5.81,5.54,15.54,14.69,5.89,5.43,63.79,64.38,76.16,75.73
(주)제이와이피엔터테인먼트,35900,15-Dec,178.62,197.25,177.36,191.16,66.74,84.57,25.4,25.97,0,0,41.74,43.45,12.29,13.13,0,0,79.74,79.38
(주)제이와이피엔터테인먼트,35900,16-Dec,214.57,237.13,213.3,229.73,112.65,133.96,28.01,29.13,0,0,53.64,51.94,13.63,13.77,0,0,78.12,77.44
(주)제이와이피엔터테인먼트,35900,17-Dec,148.54,167.69,147.5,162.94,54.27,72.82,44.67,45.09,0,0,54.63,55,20.56,20.8,0,0,69.12,68.92
(주)제이와이피엔터테인먼트,35900,18-Dec,235.25,267.87,234.36,263.06,107.31,145.8,24.22,24.52,0,0,81.38,78.9,19.45,19.83,0,0,80.5,80.31
(주)제이와이피엔터테인먼트,35900,19-Dec,238.01,269.43,236.13,267.83,51.61,89.59,27.03,28.02,0.92,1.04,83.46,80.61,22.15,23.59,1930.6,1695.92,78.72,78.11
(주)제이웨이,58420,11-Dec,103.92,,103.92,,9.48,,23.78,,2.64,,102.82,,16.52,,749.57,,80.79,
(주)제이웨이,58420,12-Dec,108.37,,79.23,,9.23,,44.7,,11.8,,23.14,,8.46,,60.56,,69.11,
(주)제이웨이,58420,13-Dec,146.14,161.72,128.69,145.81,91.26,91.09,35.91,41.81,16.27,16.13,11.38,43.32,3.51,12.39,18.48,79.18,73.58,70.52
(주)제이웨이,58420,14-Dec,78.19,124.58,76.34,123.09,18.35,30.88,36.96,49.71,3.75,3.43,75.2,84.22,15.42,15.89,541.44,814.38,73.01,66.8
(주)제이웨이,58420,15-Dec,316.82,310.72,316.82,310.72,211.29,174.4,17.03,25.35,0,0,204.04,133.39,26.22,17.39,0,0,85.44,79.78
(주)제이웨이,58420,16-Dec,495.84,516.22,494.34,514.75,426.79,423,12.15,13.68,0,0,176.15,159.17,26.58,26.69,0,0,89.17,87.96
(주)제이웨이,58420,17-Dec,381.64,422.97,381.64,404.27,247.43,262.2,15.91,17.7,0,0,8.42,-11.87,1.41,-2.03,0,0,86.28,84.96
(주)제이웨이,58420,18-Dec,167.03,89.45,167.03,82.81,52.55,27.95,25,107.33,11.61,35.9,-51.55,-15.07,-30.18,-12.8,-88.76,-21.73,80,48.23
(주)제이웨이,58420,19-Dec,987.52,162.69,987.52,154.61,268.64,46.27,6.47,64.81,0.95,27.27,-64.39,-4.03,-11.58,-2.93,-411.47,-5.82,93.93,60.67
(주)제이티,89790,11-Dec,102.13,,99.99,,26.26,,141.93,,34.5,,17.46,,6.61,,29.69,,41.33,
(주)제이티,89790,12-Dec,207.81,,193.11,,128.64,,46.18,,13.96,,38.32,,5.04,,86.69,,68.41,
(주)제이티,89790,13-Dec,327.92,,298.45,,175.01,,86.2,,33.6,,-6.3,,-4.72,,-8.67,,53.71,
(주)제이티,89790,14-Dec,321.43,210.18,304.24,197.87,16.92,19.35,61.53,82.5,23.84,31.11,-30.32,-42.63,-12.03,-21.21,-48.44,-61.94,61.91,54.8
(주)제이티,89790,15-Dec,79.17,,72.88,,3.33,,124.35,,42.02,,-18.06,,-14.6,,-23.82,,44.57,
(주)제이티,89790,16-Dec,65.22,,63.72,,6.73,,181.24,,55.09,,-14.64,,-17.57,,-17.12,,35.56,
(주)제이티,89790,17-Dec,65.22,,56.66,,15.04,,179.09,,48.08,,2.75,,2.32,,3.67,,35.83,
(주)제이티,89790,18-Dec,99.25,,73.32,,40.11,,89.7,,35.13,,9.29,,5.28,,12.5,,52.71,
(주)제이티,89790,19-Dec,140.16,140.17,100.1,100.1,66.1,66.1,113.61,113.61,24.14,24.14,15.78,28.1,11.29,20.11,34.76,61.9,46.81,46.81
(주)제이티씨,950170,19-Feb,328.48,343.79,228.32,246.06,148.66,155.8,43.03,47.56,15.77,16.63,11.95,11.32,2.5,2.53,22.8,21.94,69.92,67.77
(주)제일기획,30000,11-Dec,176.92,149.32,176.92,149.32,13.19,22.74,87.45,152.24,0.18,0.14,9.06,6.36,7.37,3.95,2294.26,2778.31,53.35,39.65
(주)제일기획,30000,12-Dec,164.04,134.51,164.04,134.51,5.77,23.75,81.2,185.3,0.09,0.19,8.67,9.1,5.1,4.99,4103.46,3039.33,55.19,35.05
(주)제일기획,30000,13-Dec,141.92,136.71,141.92,136.71,19.86,26.67,91.73,154.96,0,0.77,1.09,1.21,0.6,0.46,0,94.95,52.16,39.22
(주)제일기획,30000,14-Dec,189.61,168.34,189.61,168.34,33.94,35.01,65.65,108.89,0,1,6.4,-0.54,3.47,-0.19,305962.69,-27.94,60.37,47.87
(주)제일기획,30000,15-Dec,140.67,145.76,140.67,145.76,25.58,35.07,89.45,133.26,0,1.45,9.11,7.42,5.84,2.82,478806.38,292.75,52.78,42.87
(주)제일기획,30000,16-Dec,146.52,144.17,146.52,144.17,15.5,29.93,92.66,177.14,0,0.91,6.07,7.41,3.35,3.15,342326.16,522.76,51.9,36.08
(주)제일기획,30000,17-Dec,151.17,147.44,151.17,147.44,10.26,25.59,80.31,161.49,0,0.6,6.58,5.08,3.32,2.08,352762.73,526.15,55.46,38.24
(주)제일기획,30000,18-Dec,152.11,154.55,152.11,151.14,17.22,31.55,82.55,143.29,0,0.81,21.01,10.28,9.67,3.78,1159339.09,747.85,54.78,41.1
(주)제일기획,30000,19-Dec,159.01,161.16,159.01,158.36,19.81,37.16,76.73,135.44,0.69,7.51,27.73,16.36,12.84,6.2,1745.19,125.28,56.58,42.47
(주)제일바이오,52670,11-Dec,384.66,,207.96,,45.13,,26.1,,2.94,,-18.06,,-2.82,,-127.18,,79.3,
(주)제일바이오,52670,12-Dec,280.12,,183.39,,28.65,,44.82,,7.32,,-8.84,,-1.74,,-37.4,,69.05,
(주)제일바이오,52670,13-Dec,274.21,,180.74,,47.68,,42.92,,10.77,,10.44,,1.91,,29.12,,69.97,
(주)제일바이오,52670,14-Dec,262.72,,148.02,,19.97,,38.04,,8.04,,10.3,,1.71,,35.28,,72.44,
(주)제일바이오,52670,15-Dec,581.96,,448.76,,29.03,,17.96,,7,,0.5,,0.09,,1.1,,84.78,
(주)제일바이오,52670,16-Dec,828.34,,661.43,,60.57,,11.6,,2.82,,25.11,,2.78,,92.7,,89.61,
(주)제일바이오,52670,17-Dec,902.54,,699.33,,103,,8.12,,1.63,,110.65,,9.77,,510.2,,92.49,
(주)제일바이오,52670,18-Dec,886.04,,638.14,,47.57,,8.92,,0,,93.36,,8.89,,0,,91.81,
(주)제일바이오,52670,19-Dec,981.16,,728.38,,193.75,,9.58,,0.31,,109.08,,14.38,,3034.47,,91.25,
(주)제일테크노스,38010,11-Dec,67.45,68.52,47.75,48.86,2.88,3.7,199.79,196.4,36.41,36.04,7.28,8.1,3.78,4.18,13.33,14.89,33.36,33.74
(주)제일테크노스,38010,12-Dec,72.68,75.42,52.49,55.25,5.27,7.64,210.64,202.83,45.9,45.05,10.3,8.39,5.19,4.18,15.21,12.47,32.19,33.02
(주)제일테크노스,38010,13-Dec,75.49,78.61,50.28,53.46,9.64,12.38,226.68,218.51,47.37,46.51,8.41,6.75,5.22,4.16,12.32,9.96,30.61,31.4
(주)제일테크노스,38010,14-Dec,82.49,87.69,62.71,67.96,5.82,11.21,128.83,124.9,35.92,35.04,5.93,7.11,3.17,3.75,9.29,11.27,43.7,44.46
(주)제일테크노스,38010,15-Dec,76.41,81.8,54.45,59.9,14.18,19.25,127.65,122.4,38.6,37.35,7.12,8.1,3.98,4.49,10.35,11.94,43.93,44.96
(주)제일테크노스,38010,16-Dec,78.49,83.28,48.85,53.63,9,13.77,129.3,123.33,38.01,36.8,5.21,5.41,2.98,3.07,7.73,8.13,43.61,44.78
(주)제일테크노스,38010,17-Dec,83.88,85.52,40.43,42.83,6.73,8.2,126.22,123.95,38.36,37.93,-0.41,-0.68,-0.23,-0.39,-0.59,-0.99,44.2,44.65
(주)제일테크노스,38010,18-Dec,81.68,82.87,41.78,44.64,5.17,7.66,115.37,115.57,27.93,28.43,10.81,10.3,5.67,5.5,20.73,19.42,46.43,46.39
(주)제일테크노스,38010,19-Dec,89.81,88.97,42.45,43.26,6.94,8.07,108.82,108.48,20.48,21.08,23.3,22.99,11.38,11.4,59.28,56.74,47.89,47.97
(주)제주반도체,80220,11-Dec,953.87,909.45,752.05,718.7,172.94,166.66,9.24,10.01,0,0,270.83,315.63,17.55,21.52,0,0,91.55,90.9
(주)제주반도체,80220,12-Dec,974.5,937.72,806.18,776.38,264.43,253.69,8.6,9.33,2.9,2.97,254.28,90.01,38.71,14.43,693.77,258.68,92.08,91.46
(주)제주반도체,80220,13-Dec,276.67,272.47,187.34,184.92,26.36,26.8,36.56,39.99,17.67,18.33,-24.78,-24.44,-27.25,-27.65,-37.54,-38.1,73.23,71.43
(주)제주반도체,80220,14-Dec,248.32,250.38,180.28,182.82,30.05,33.43,52.79,52.97,19.2,18.92,-45.85,-43.71,-28.85,-27.98,-82.49,-80.01,65.45,65.37
(주)제주반도체,80220,15-Dec,179.17,190.78,109.76,123.21,9.52,23.87,105.38,122.71,33.68,37.5,-27.61,-29.64,-19.29,-24.4,-42.07,-43.54,48.69,44.9
(주)제주반도체,80220,16-Dec,256.24,266.29,146.37,155.11,24.73,29.2,104.62,131.6,28.76,35.77,-8.77,-18.03,-6.47,-15.84,-15.6,-28.65,48.87,43.18
(주)제주반도체,80220,17-Dec,297.2,242.55,121.13,99.69,15.96,14.02,59.89,81.22,11.55,19.6,2.48,-6.4,0.73,-2.28,8.06,-14.65,62.54,55.18
(주)제주반도체,80220,18-Dec,181.96,142.92,57.11,70.92,4.59,28.17,89.81,137.43,29.2,34.19,-17.91,-22.56,-9.23,-19.84,-29.02,-38.19,52.68,42.12
(주)제주반도체,80220,19-Dec,262.77,163.93,101.32,91.8,28.8,47.76,99.97,149.71,28.93,31.74,-7.24,-8.75,-5.21,-7.26,-12.52,-16.53,50.01,40.05
(주)제주항공,89590,15-Dec,177.73,,174.67,,62.9,,106.08,,4.13,,26.93,,10.89,,335.87,,48.52,
(주)제주항공,89590,16-Dec,167.46,167.81,164.28,164.63,64.14,64.48,120.62,120.76,3.39,3.39,28.76,33.55,12.63,14.74,464.27,541.87,45.33,45.3
(주)제주항공,89590,17-Dec,121.88,122.22,119.33,119.68,27.78,28.12,141.65,141.51,6.81,6.81,31.19,27.16,14.68,12.78,268.44,233.8,41.38,41.41
(주)제주항공,89590,18-Dec,117.85,118.6,114.96,115.74,54.5,55.25,168.41,169.76,11.13,11.06,24.77,20.49,12.67,10.56,139.62,116.63,37.26,37.07
(주)제주항공,89590,19-Dec,80.47,81.86,77.45,78.85,3.71,5.32,352.74,351.38,39.03,38.79,9.79,8.99,8.08,7.42,19.55,18.04,22.09,22.15
(주)제테마,216080,19-Dec,98.47,,89.56,,13.4,,83.53,,27.7,,-24.75,,-52.75,,-40.67,,54.49,
(주)젬백스&카엘,82270,11-Dec,100.27,110.25,95.32,97.12,14.82,72.61,53.67,78.03,31.47,9.24,7.43,3.87,12.01,4.28,8.25,18.37,65.07,56.17
(주)젬백스&카엘,82270,12-Dec,174.16,71.83,168.04,60.33,26.32,38.99,42.14,117,25.9,41.89,13.02,3.26,15.28,3.62,14.9,4.19,70.35,46.08
(주)젬백스&카엘,82270,13-Dec,92.84,91.65,88.98,85.3,3.24,21.03,66.83,117.82,37.03,46.16,3.59,-9.17,7.78,-10.81,3.89,-10.75,59.94,45.91
(주)젬백스&카엘,82270,14-Dec,40.47,70.41,31.64,56.62,5.99,29.47,123.78,141.92,44.56,45.37,17.26,-0.8,29.36,-0.49,21.42,-1.03,44.69,41.34
(주)젬백스&카엘,82270,15-Dec,138.27,72.75,123.2,57.39,63.05,24.95,26.99,81.73,16.93,38.95,24.82,2.06,15.28,2.23,31.16,2.38,78.74,55.03
(주)젬백스&카엘,82270,16-Dec,117.29,66.1,100.96,49.41,7.82,8.07,23.56,88.95,15.42,37.37,-14.82,-11.18,-12.95,-9.15,-18.32,-14.09,80.93,52.93
(주)젬백스&카엘,82270,17-Dec,80.35,81.22,76.23,76.47,9.27,10.12,119.09,141.74,31.69,33.84,-3.42,-6.8,-7.22,-13.31,-5.87,-11.78,45.64,41.37
(주)젬백스&카엘,82270,18-Dec,179.3,184.51,171.99,175.31,58.89,61.06,49.88,51.65,18.54,18.49,-1.18,-0.27,-1.49,-0.34,-2.13,-0.5,66.72,65.94
(주)젬백스&카엘,82270,19-Dec,167.19,173.46,159.71,165.86,81.4,86.64,62.56,71.85,8.36,8.94,0.89,-0.71,1.47,-1.13,4.12,-3.32,61.52,58.19
(주)젬백스링크,64800,11-Dec,207.24,197.4,207.24,197.4,62.44,58.55,26.1,31.23,6.12,5.54,-3.09,7.3,-0.86,1.78,-10.44,31.34,79.3,76.2
(주)젬백스링크,64800,12-Dec,314.98,240.61,313.97,239.96,57.84,52.5,16.97,24.41,0,0.74,5.87,16.47,1.28,3.67,0,436.8,85.49,80.38
(주)젬백스링크,64800,13-Dec,506.15,387.43,505.58,387.01,334.52,246.95,13.93,17.26,0,1.46,82.55,53.22,16.47,9.52,0,537.3,87.77,85.28
(주)젬백스링크,64800,14-Dec,428.95,308.86,428.29,308.41,276.58,190.82,18.2,24.58,0,2.48,87.33,53.88,22.65,15.79,0,428.27,84.6,80.27
(주)젬백스링크,64800,15-Dec,200.25,,199.37,,84.55,,54.01,,25.18,,8.64,,7.56,,12.04,,64.93,
(주)젬백스링크,64800,16-Dec,156.48,163.52,156.48,163.52,79.42,86.91,84.59,84.13,39.65,38.61,-1.14,-4.69,-2.29,-4.76,-1.32,-5.54,54.17,54.31
(주)젬백스링크,64800,17-Dec,25.86,86.4,25.86,34.21,5.17,5.64,76.79,333.9,40.9,41.76,-3.51,3.45,-18.17,5.24,-3.73,6.35,56.56,23.05
