,통계청 한국표준산업분류 10차(중분류),회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율,R&D투자효율,고용증가율,경상개발비율,연구개발비율
22326,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,19-Dec,0.38,1.24,1.24,,,,
22327,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,11-Dec,-4.98,-2.78,-2.78,,,,
22328,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,12-Dec,-7.69,-5.31,-5.31,,,,
22329,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,13-Dec,3.64,2.74,2.74,,,,
22330,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,14-Dec,2.56,2.44,2.44,,,,
22331,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,15-Dec,8.63,4.24,4.24,,,,
22332,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,16-Dec,1.24,1.37,1.37,,,,
22333,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,17-Dec,-0.32,0.21,0.21,,,,
22334,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,18-Dec,-5.77,-3.14,-3.14,,,,
22335,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,19-Dec,0.38,1.24,1.24,,,,
22336,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,11-Dec,-4.98,-2.78,-2.78,,,,
22337,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,12-Dec,-7.69,-5.31,-5.31,,,,
22338,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,13-Dec,3.64,2.74,2.74,,,,
22339,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,14-Dec,2.56,2.44,2.44,,,,
22340,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,15-Dec,8.63,4.24,4.24,,,,
22341,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,16-Dec,1.24,1.37,1.37,,,,
22342,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,17-Dec,-0.32,0.21,0.21,,,,
22343,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,18-Dec,-5.77,-3.14,-3.14,,,,
22344,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,19-Dec,0.38,1.24,1.24,,,,
22345,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,11-Dec,-4.98,-2.78,-2.78,,,,
22346,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,12-Dec,-7.69,-5.31,-5.31,,,,
22347,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,13-Dec,3.64,2.74,2.74,,,,
22348,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,14-Dec,2.56,2.44,2.44,,,,
22349,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,15-Dec,8.63,4.24,4.24,,,,
22350,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,16-Dec,1.24,1.37,1.37,,,,
22351,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,17-Dec,-0.32,0.21,0.21,,,,
22352,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,18-Dec,-5.77,-3.14,-3.14,,,,
22353,의료용 물질 및 의약품 제조업,(주)테라젠이텍스,66700,19-Dec,0.38,1.24,1.24,,,,
22393,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,14-Dec,149.64,139.45,139.45,,,,
22394,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,15-Dec,27.03,-30.17,-30.17,,,,
22395,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,16-Dec,-7.39,-7.56,-7.56,,,,
22396,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,17-Dec,-2.6,-3.6,-3.6,,,,
22397,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,18-Dec,-1.18,-1.54,-1.54,,,,
22398,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,19-Dec,1.64,1.63,1.63,,,,
22399,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,14-Dec,149.64,139.45,139.45,,,,
22400,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,15-Dec,27.03,-30.17,-30.17,,,,
22401,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,16-Dec,-7.39,-7.56,-7.56,,,,
22402,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,17-Dec,-2.6,-3.6,-3.6,,,,
22403,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,18-Dec,-1.18,-1.54,-1.54,,,,
22404,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,19-Dec,1.64,1.63,1.63,,,,
22405,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,14-Dec,149.64,139.45,139.45,,,,
22406,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,15-Dec,27.03,-30.17,-30.17,,,,
22407,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,16-Dec,-7.39,-7.56,-7.56,,,,
22408,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,17-Dec,-2.6,-3.6,-3.6,,,,
22409,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,18-Dec,-1.18,-1.54,-1.54,,,,
22410,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,19-Dec,1.64,1.63,1.63,,,,
22411,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,14-Dec,149.64,139.45,139.45,,,,
22412,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,15-Dec,27.03,-30.17,-30.17,,,,
22413,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,16-Dec,-7.39,-7.56,-7.56,,,,
22414,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,17-Dec,-2.6,-3.6,-3.6,,,,
22415,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,18-Dec,-1.18,-1.54,-1.54,,,,
22416,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,19-Dec,1.64,1.63,1.63,,,,
22417,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,14-Dec,149.64,139.45,139.45,,,,
22418,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,15-Dec,27.03,-30.17,-30.17,,,,
22419,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,16-Dec,-7.39,-7.56,-7.56,,,,
22420,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,17-Dec,-2.6,-3.6,-3.6,,,,
22421,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,18-Dec,-1.18,-1.54,-1.54,,,,
22422,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,19-Dec,1.64,1.63,1.63,,,,
22423,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,14-Dec,149.64,139.45,139.45,,,,
22424,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,15-Dec,27.03,-30.17,-30.17,,,,
22425,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,16-Dec,-7.39,-7.56,-7.56,,,,
22426,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,17-Dec,-2.6,-3.6,-3.6,,,,
22427,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,18-Dec,-1.18,-1.54,-1.54,,,,
22428,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)텔콘알에프제약,200230,19-Dec,1.64,1.63,1.63,,,,
22429,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,15-Dec,74.82,71.94,71.94,,,,
22430,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,16-Dec,194.34,141.73,141.73,,,,
22431,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,17-Dec,17.36,-2.37,-2.37,,,,
22432,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,18-Dec,5.19,-2.26,-2.26,,,,
22433,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,19-Dec,2,-0.08,-0.08,,,,
22434,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,15-Dec,74.82,71.94,71.94,,,,
22435,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,16-Dec,194.34,141.73,141.73,,,,
22436,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,17-Dec,17.36,-2.37,-2.37,,,,
22437,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,18-Dec,5.19,-2.26,-2.26,,,,
22438,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,19-Dec,2,-0.08,-0.08,,,,
22439,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,15-Dec,74.82,71.94,71.94,,,,
22440,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,16-Dec,194.34,141.73,141.73,,,,
22441,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,17-Dec,17.36,-2.37,-2.37,,,,
22442,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,18-Dec,5.19,-2.26,-2.26,,,,
22443,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,19-Dec,2,-0.08,-0.08,,,,
22444,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,15-Dec,74.82,71.94,71.94,,,,
22445,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,16-Dec,194.34,141.73,141.73,,,,
22446,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,17-Dec,17.36,-2.37,-2.37,,,,
22447,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,18-Dec,5.19,-2.26,-2.26,,,,
22448,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,19-Dec,2,-0.08,-0.08,,,,
22449,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,15-Dec,74.82,71.94,71.94,,,,
22450,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,16-Dec,194.34,141.73,141.73,,,,
22451,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,17-Dec,17.36,-2.37,-2.37,,,,
22452,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,18-Dec,5.19,-2.26,-2.26,,,,
22453,화학물질 및 화학제품 제조업; 의약품 제외,(주)토니모리,214420,19-Dec,2,-0.08,-0.08,,,,
22472,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,14-Dec,3.44,3.44,3.44,,,,
22473,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,15-Dec,-2.6,-2.6,-2.6,,,,
22474,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,16-Dec,-11.88,-11.88,-11.88,,,,
22475,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,17-Dec,-1.56,-1.56,-1.56,,,,
22476,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,18-Dec,1.46,1.46,1.46,,,,
22477,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,19-Dec,-2.19,-2.19,-2.19,,,,
22478,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,14-Dec,3.44,3.44,3.44,,,,
22479,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,15-Dec,-2.6,-2.6,-2.6,,,,
22480,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,16-Dec,-11.88,-11.88,-11.88,,,,
22481,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,17-Dec,-1.56,-1.56,-1.56,,,,
22482,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,18-Dec,1.46,1.46,1.46,,,,
22483,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,19-Dec,-2.19,-2.19,-2.19,,,,
22484,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,14-Dec,3.44,3.44,3.44,,,,
22485,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,15-Dec,-2.6,-2.6,-2.6,,,,
22486,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,16-Dec,-11.88,-11.88,-11.88,,,,
22487,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,17-Dec,-1.56,-1.56,-1.56,,,,
22488,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,18-Dec,1.46,1.46,1.46,,,,
22489,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,19-Dec,-2.19,-2.19,-2.19,,,,
22490,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,14-Dec,3.44,3.44,3.44,,,,
22491,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,15-Dec,-2.6,-2.6,-2.6,,,,
22492,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,16-Dec,-11.88,-11.88,-11.88,,,,
22493,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,17-Dec,-1.56,-1.56,-1.56,,,,
22494,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,18-Dec,1.46,1.46,1.46,,,,
22495,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,19-Dec,-2.19,-2.19,-2.19,,,,
22496,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,14-Dec,3.44,3.44,3.44,,,,
22497,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,15-Dec,-2.6,-2.6,-2.6,,,,
22498,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,16-Dec,-11.88,-11.88,-11.88,,,,
22499,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,17-Dec,-1.56,-1.56,-1.56,,,,
22500,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,18-Dec,1.46,1.46,1.46,,,,
22501,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,19-Dec,-2.19,-2.19,-2.19,,,,
22502,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,14-Dec,3.44,3.44,3.44,,,,
22503,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,15-Dec,-2.6,-2.6,-2.6,,,,
22504,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,16-Dec,-11.88,-11.88,-11.88,,,,
22505,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,17-Dec,-1.56,-1.56,-1.56,,,,
22506,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,18-Dec,1.46,1.46,1.46,,,,
22507,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",(주)트루윈,105550,19-Dec,-2.19,-2.19,-2.19,,,,
22528,의료용 물질 및 의약품 제조업,(주)티앤알바이오팹,246710,18-Dec,-1435.68,-1435.68,-1435.68,,,,
22529,의료용 물질 및 의약품 제조업,(주)티앤알바이오팹,246710,19-Dec,-149.08,-149.08,-149.08,,,,
22530,의료용 물질 및 의약품 제조업,(주)티앤알바이오팹,246710,18-Dec,-1435.68,-1435.68,-1435.68,,,,
22531,의료용 물질 및 의약품 제조업,(주)티앤알바이오팹,246710,19-Dec,-149.08,-149.08,-149.08,,,,
22541,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22542,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22543,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22544,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22545,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22546,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22547,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22548,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22549,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22550,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22551,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22552,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22553,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22554,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22555,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22556,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22557,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22558,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22559,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22560,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22561,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22562,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22563,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22564,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22565,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22566,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22567,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22568,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22569,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22570,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22571,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22572,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22573,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22574,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22575,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22576,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22577,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22578,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22579,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22580,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22581,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22582,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22583,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22584,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22585,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22586,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22587,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22588,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22589,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22590,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22591,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22592,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22593,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22594,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22595,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22596,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22597,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22598,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22599,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22600,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22601,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22602,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22603,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22604,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22605,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22606,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22607,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22608,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22609,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22610,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22611,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22612,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22613,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,11-Dec,77777777.77,14.85,14.85,,,,
22614,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,12-Dec,77777777.77,3.84,3.84,,,,
22615,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,13-Dec,77777777.77,2.92,2.92,,,,
22616,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,14-Dec,77777777.77,8.73,8.73,,,,
22617,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,15-Dec,77777777.77,0.53,0.53,,,,
22618,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,16-Dec,77777777.77,-21.96,-21.96,,,,
22619,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,17-Dec,77777777.77,29.57,29.57,,,,
22620,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,18-Dec,77777777.77,22.89,22.89,,,,
22621,"의료, 정밀, 광학기기 및 시계 제조업",(주)티에스이,131290,19-Dec,4812.14,33.85,33.85,,,,
22623,전기장비 제조업,(주)티에이치엔,19180,11-Dec,5.1,4.15,4.15,,,,
22624,전기장비 제조업,(주)티에이치엔,19180,12-Dec,2.51,-4.36,-4.36,,,,
22625,전기장비 제조업,(주)티에이치엔,19180,13-Dec,1.9,-4.34,-4.34,,,,
