,통계청 한국표준산업분류 10차(중분류),회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율,R&D투자효율,고용증가율,경상개발비율,연구개발비율
211,1차 금속 제조업,(주)TCC스틸,2710,15-Dec,2.11,2.17,2.17,7.95,77777777.77,7.95,7.95
212,1차 금속 제조업,(주)TCC스틸,2710,16-Dec,2.36,2.53,2.53,12.45,77777777.77,12.45,12.45
213,1차 금속 제조업,(주)TCC스틸,2710,17-Dec,1.41,1.55,1.55,8.89,77777777.77,8.89,8.89
214,1차 금속 제조업,(주)TCC스틸,2710,18-Dec,3.46,3.3,3.3,5.19,5.19,5.28,5.28
215,1차 금속 제조업,(주)TCC스틸,2710,19-Dec,2.34,2.27,2.27,7.9,7.9,8.58,8.58
216,1차 금속 제조업,(주)TCC스틸,2710,11-Dec,1.8,1.41,1.41,0.85,0.85,0.85,0.85
217,1차 금속 제조업,(주)TCC스틸,2710,12-Dec,1.44,0.57,0.57,-0.73,77777777.77,-0.73,-0.73
218,1차 금속 제조업,(주)TCC스틸,2710,13-Dec,1.01,-0.59,-0.59,3.16,77777777.77,3.16,3.16
219,1차 금속 제조업,(주)TCC스틸,2710,14-Dec,1.31,0.02,0.02,4.69,77777777.77,4.69,4.69
220,1차 금속 제조업,(주)TCC스틸,2710,15-Dec,2.11,2.17,2.17,7.95,77777777.77,7.95,7.95
221,1차 금속 제조업,(주)TCC스틸,2710,16-Dec,2.36,2.53,2.53,12.45,77777777.77,12.45,12.45
222,1차 금속 제조업,(주)TCC스틸,2710,17-Dec,1.41,1.55,1.55,8.89,77777777.77,8.89,8.89
223,1차 금속 제조업,(주)TCC스틸,2710,18-Dec,3.46,3.3,3.3,5.19,5.19,5.28,5.28
224,1차 금속 제조업,(주)TCC스틸,2710,19-Dec,2.34,2.27,2.27,7.9,7.9,8.58,8.58
225,1차 금속 제조업,(주)TCC스틸,2710,11-Dec,1.8,1.41,1.41,3.04,77777777.77,3.04,3.04
226,1차 금속 제조업,(주)TCC스틸,2710,12-Dec,1.44,0.57,0.57,-1.39,77777777.77,-1.39,-1.39
227,1차 금속 제조업,(주)TCC스틸,2710,13-Dec,1.01,-0.59,-0.59,3.27,77777777.77,3.27,3.27
228,1차 금속 제조업,(주)TCC스틸,2710,14-Dec,1.31,0.02,0.02,2.92,77777777.77,2.92,2.92
229,1차 금속 제조업,(주)TCC스틸,2710,15-Dec,2.11,2.17,2.17,-5.64,77777777.77,-5.64,-5.64
230,1차 금속 제조업,(주)TCC스틸,2710,16-Dec,2.36,2.53,2.53,510.41,77777777.77,510.41,510.41
231,1차 금속 제조업,(주)TCC스틸,2710,17-Dec,1.41,1.55,1.55,1421.75,77777777.77,1421.75,1421.75
232,1차 금속 제조업,(주)TCC스틸,2710,18-Dec,3.46,3.3,3.3,-14.84,77777777.77,-14.84,-14.84
233,1차 금속 제조업,(주)TCC스틸,2710,19-Dec,2.34,2.27,2.27,-16.84,77777777.77,-16.84,-16.84
234,1차 금속 제조업,(주)TCC스틸,2710,11-Dec,1.8,1.41,1.41,3.04,77777777.77,3.04,3.04
235,1차 금속 제조업,(주)TCC스틸,2710,12-Dec,1.44,0.57,0.57,-1.39,77777777.77,-1.39,-1.39
236,1차 금속 제조업,(주)TCC스틸,2710,13-Dec,1.01,-0.59,-0.59,3.27,77777777.77,3.27,3.27
237,1차 금속 제조업,(주)TCC스틸,2710,14-Dec,1.31,0.02,0.02,2.92,77777777.77,2.92,2.92
238,1차 금속 제조업,(주)TCC스틸,2710,15-Dec,2.11,2.17,2.17,-5.64,77777777.77,-5.64,-5.64
239,1차 금속 제조업,(주)TCC스틸,2710,16-Dec,2.36,2.53,2.53,510.41,77777777.77,510.41,510.41
240,1차 금속 제조업,(주)TCC스틸,2710,17-Dec,1.41,1.55,1.55,1421.75,77777777.77,1421.75,1421.75
241,1차 금속 제조업,(주)TCC스틸,2710,18-Dec,3.46,3.3,3.3,-14.84,77777777.77,-14.84,-14.84
242,1차 금속 제조업,(주)TCC스틸,2710,19-Dec,2.34,2.27,2.27,-16.84,77777777.77,-16.84,-16.84
243,1차 금속 제조업,(주)TCC스틸,2710,11-Dec,1.8,1.41,1.41,3.04,77777777.77,3.04,3.04
244,1차 금속 제조업,(주)TCC스틸,2710,12-Dec,1.44,0.57,0.57,-1.39,77777777.77,-1.39,-1.39
245,1차 금속 제조업,(주)TCC스틸,2710,13-Dec,1.01,-0.59,-0.59,3.27,77777777.77,3.27,3.27
246,1차 금속 제조업,(주)TCC스틸,2710,14-Dec,1.31,0.02,0.02,2.92,77777777.77,2.92,2.92
247,1차 금속 제조업,(주)TCC스틸,2710,15-Dec,2.11,2.17,2.17,-5.64,77777777.77,-5.64,-5.64
248,1차 금속 제조업,(주)TCC스틸,2710,16-Dec,2.36,2.53,2.53,510.41,77777777.77,510.41,510.41
249,1차 금속 제조업,(주)TCC스틸,2710,17-Dec,1.41,1.55,1.55,1421.75,77777777.77,1421.75,1421.75
250,1차 금속 제조업,(주)TCC스틸,2710,18-Dec,3.46,3.3,3.3,-14.84,77777777.77,-14.84,-14.84
251,1차 금속 제조업,(주)TCC스틸,2710,19-Dec,2.34,2.27,2.27,-16.84,77777777.77,-16.84,-16.84
252,1차 금속 제조업,(주)TCC스틸,2710,11-Dec,1.8,1.41,1.41,3.04,77777777.77,3.04,3.04
253,1차 금속 제조업,(주)TCC스틸,2710,12-Dec,1.44,0.57,0.57,-1.39,77777777.77,-1.39,-1.39
254,1차 금속 제조업,(주)TCC스틸,2710,13-Dec,1.01,-0.59,-0.59,3.27,77777777.77,3.27,3.27
255,1차 금속 제조업,(주)TCC스틸,2710,14-Dec,1.31,0.02,0.02,2.92,77777777.77,2.92,2.92
256,1차 금속 제조업,(주)TCC스틸,2710,15-Dec,2.11,2.17,2.17,-5.64,77777777.77,-5.64,-5.64
257,1차 금속 제조업,(주)TCC스틸,2710,16-Dec,2.36,2.53,2.53,510.41,77777777.77,510.41,510.41
258,1차 금속 제조업,(주)TCC스틸,2710,17-Dec,1.41,1.55,1.55,1421.75,77777777.77,1421.75,1421.75
259,1차 금속 제조업,(주)TCC스틸,2710,18-Dec,3.46,3.3,3.3,-14.84,77777777.77,-14.84,-14.84
260,1차 금속 제조업,(주)TCC스틸,2710,19-Dec,2.34,2.27,2.27,-16.84,77777777.77,-16.84,-16.84
261,1차 금속 제조업,(주)TCC스틸,2710,11-Dec,1.8,1.41,1.41,3.04,77777777.77,3.04,3.04
262,1차 금속 제조업,(주)TCC스틸,2710,12-Dec,1.44,0.57,0.57,-1.39,77777777.77,-1.39,-1.39
263,1차 금속 제조업,(주)TCC스틸,2710,13-Dec,1.01,-0.59,-0.59,3.27,77777777.77,3.27,3.27
264,1차 금속 제조업,(주)TCC스틸,2710,14-Dec,1.31,0.02,0.02,2.92,77777777.77,2.92,2.92
265,1차 금속 제조업,(주)TCC스틸,2710,15-Dec,2.11,2.17,2.17,-5.64,77777777.77,-5.64,-5.64
266,1차 금속 제조업,(주)TCC스틸,2710,16-Dec,2.36,2.53,2.53,510.41,77777777.77,510.41,510.41
267,1차 금속 제조업,(주)TCC스틸,2710,17-Dec,1.41,1.55,1.55,1421.75,77777777.77,1421.75,1421.75
268,1차 금속 제조업,(주)TCC스틸,2710,18-Dec,3.46,3.3,3.3,-14.84,77777777.77,-14.84,-14.84
269,1차 금속 제조업,(주)TCC스틸,2710,19-Dec,2.34,2.27,2.27,-16.84,77777777.77,-16.84,-16.84
270,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,15-Dec,-5.41,77777777.77,-5.41,3.04,77777777.77,3.04,3.04
271,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,16-Dec,-18.89,77777777.77,-18.89,-1.39,77777777.77,-1.39,-1.39
272,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,17-Dec,-7.93,-8.15,-8.15,3.27,77777777.77,3.27,3.27
273,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,18-Dec,-11.95,-12.31,-12.31,2.92,77777777.77,2.92,2.92
274,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,19-Dec,-23.34,-21.5,-21.5,-5.64,77777777.77,-5.64,-5.64
275,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,15-Dec,-5.41,77777777.77,-5.41,510.41,77777777.77,510.41,510.41
276,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,16-Dec,-18.89,77777777.77,-18.89,1421.75,77777777.77,1421.75,1421.75
277,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,17-Dec,-7.93,-8.15,-8.15,-14.84,77777777.77,-14.84,-14.84
278,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,18-Dec,-11.95,-12.31,-12.31,-16.84,77777777.77,-16.84,-16.84
279,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,19-Dec,-23.34,-21.5,-21.5,3.04,77777777.77,3.04,3.04
280,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,15-Dec,-5.41,77777777.77,-5.41,-1.39,77777777.77,-1.39,-1.39
281,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,16-Dec,-18.89,77777777.77,-18.89,3.27,77777777.77,3.27,3.27
282,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,17-Dec,-7.93,-8.15,-8.15,2.92,77777777.77,2.92,2.92
283,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,18-Dec,-11.95,-12.31,-12.31,-5.64,77777777.77,-5.64,-5.64
284,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,19-Dec,-23.34,-21.5,-21.5,510.41,77777777.77,510.41,510.41
285,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,15-Dec,-5.41,77777777.77,-5.41,1421.75,77777777.77,1421.75,1421.75
286,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,16-Dec,-18.89,77777777.77,-18.89,-14.84,77777777.77,-14.84,-14.84
287,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,17-Dec,-7.93,-8.15,-8.15,-16.84,77777777.77,-16.84,-16.84
288,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,18-Dec,-11.95,-12.31,-12.31,3.04,77777777.77,3.04,3.04
289,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,19-Dec,-23.34,-21.5,-21.5,-1.39,77777777.77,-1.39,-1.39
290,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,15-Dec,-5.41,77777777.77,-5.41,3.27,77777777.77,3.27,3.27
291,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,16-Dec,-18.89,77777777.77,-18.89,2.92,77777777.77,2.92,2.92
292,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,17-Dec,-7.93,-8.15,-8.15,-5.64,77777777.77,-5.64,-5.64
293,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,18-Dec,-11.95,-12.31,-12.31,510.41,77777777.77,510.41,510.41
294,의료용 물질 및 의약품 제조업,(주)강스템바이오텍,217730,19-Dec,-23.34,-21.5,-21.5,1421.75,77777777.77,1421.75,1421.75
295,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,-14.84,77777777.77,-14.84,-14.84
296,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,-16.84,77777777.77,-16.84,-16.84
297,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
298,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
299,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
300,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
301,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
302,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
303,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
304,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
305,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
306,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
307,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
308,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
309,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
310,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
311,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
312,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
313,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
314,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
315,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
316,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
317,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
318,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
319,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
320,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
321,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
322,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
323,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
324,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
325,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
326,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
327,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
328,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
329,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
330,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
331,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
332,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
333,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
334,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
335,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
336,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
337,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
338,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
339,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
340,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
341,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
342,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
343,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
344,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
345,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
346,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
347,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
348,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
349,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
350,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
351,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
352,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
353,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
354,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
355,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
356,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
357,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
358,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
359,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
360,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
361,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
362,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
363,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
364,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
365,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
366,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
367,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,11-Nov,393.9,77777777.77,393.9,1.38,1.38,1.51,1.51
368,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,12-Dec,58.37,77777777.77,58.37,1.4,1.4,1.41,1.41
369,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,13-Dec,18.11,77777777.77,18.11,1.4,1.4,1.22,1.22
370,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,14-Dec,39.01,77777777.77,39.01,0.57,0.57,0.53,0.53
371,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,15-Dec,762.19,187.51,187.51,0.06,0.06,-0.02,-0.02
372,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,16-Dec,-166.16,-241.54,-241.54,0.88,0.88,1.26,1.26
373,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,17-Dec,-89.84,-26.56,-26.56,-1.99,-1.99,-1.55,-1.55
374,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,18-Dec,0.35,0.2,0.2,2.25,2.25,1.41,1.41
375,금속가공제품 제조업; 기계 및 가구 제외,(주)강원에너지,114190,19-Dec,-9.33,-8.38,-8.38,3.03,3.03,2.68,2.68
424,자동차 및 트레일러 제조업,(주)광림,14200,11-Dec,4.55,77777777.77,4.55,1.38,1.38,1.51,1.51
425,자동차 및 트레일러 제조업,(주)광림,14200,12-Dec,1.71,77777777.77,1.71,1.4,1.4,1.41,1.41
426,자동차 및 트레일러 제조업,(주)광림,14200,13-Dec,6.18,77777777.77,6.18,1.81,1.81,1.91,1.91
427,자동차 및 트레일러 제조업,(주)광림,14200,14-Dec,1.79,0.7,0.7,1.13,1.13,1.64,1.64
428,자동차 및 트레일러 제조업,(주)광림,14200,15-Dec,0.43,77777777.77,0.43,-0.38,-0.38,0.16,0.16
429,자동차 및 트레일러 제조업,(주)광림,14200,16-Dec,0.16,0.16,0.16,1.27,1.27,1.38,1.38
430,자동차 및 트레일러 제조업,(주)광림,14200,17-Dec,1.64,-3.19,-3.19,0.61,0.61,0.88,0.88
431,자동차 및 트레일러 제조업,(주)광림,14200,18-Dec,1.45,-0.23,-0.23,0.95,0.95,1.1,1.1
432,자동차 및 트레일러 제조업,(주)광림,14200,19-Dec,1.37,-2.3,-2.3,1.81,1.81,1.91,1.91
433,자동차 및 트레일러 제조업,(주)광림,14200,11-Dec,4.55,77777777.77,4.55,1.13,1.13,1.64,1.64
434,자동차 및 트레일러 제조업,(주)광림,14200,12-Dec,1.71,77777777.77,1.71,-0.38,-0.38,0.16,0.16
435,자동차 및 트레일러 제조업,(주)광림,14200,13-Dec,6.18,77777777.77,6.18,1.27,1.27,1.38,1.38
436,자동차 및 트레일러 제조업,(주)광림,14200,14-Dec,1.79,0.7,0.7,0.61,0.61,0.88,0.88
437,자동차 및 트레일러 제조업,(주)광림,14200,15-Dec,0.43,77777777.77,0.43,0.95,0.95,1.1,1.1
438,자동차 및 트레일러 제조업,(주)광림,14200,16-Dec,0.16,0.16,0.16,1.81,1.81,1.91,1.91
439,자동차 및 트레일러 제조업,(주)광림,14200,17-Dec,1.64,-3.19,-3.19,1.13,1.13,1.64,1.64
440,자동차 및 트레일러 제조업,(주)광림,14200,18-Dec,1.45,-0.23,-0.23,-0.38,-0.38,0.16,0.16
